year,était_VERB aux_ADP,était_VERB chaud_ADJ,etait_VERB aux_ADP
1864,1.4326647033158224e-06,6.952355846578939e-08,2.8768367688059016e-09
1865,1.4096998484092182e-06,4.989254875908955e-08,4.706844358715045e-10
1866,1.6158700191226671e-06,8.514822269489741e-08,2.432806400776144e-09
1867,1.4985481584517402e-06,6.066014179850754e-08,1.455843445796745e-09
1868,1.4552869060935336e-06,6.767627525050557e-08,1.4819622196071691e-09
1869,1.6213283515753574e-06,6.397409890723793e-08,1.4650557433881772e-09
1870,1.6577134829276474e-06,9.403839840160799e-08,0.0
1871,1.7365624671583646e-06,7.009977309735405e-08,2.1242354542039266e-09
1872,1.702326017039013e-06,6.893966997267853e-08,1.8142017887967654e-09
1873,1.57910801590333e-06,8.32054638522095e-08,5.986004469882289e-10
1874,1.5247202327373088e-06,8.065722312267098e-08,0.0
1875,1.5425237052113516e-06,5.492665877682157e-08,1.716458086775674e-09
1876,1.5381061757580028e-06,8.524880712457161e-08,0.0
1877,1.3798324971503462e-06,1.0761579716245251e-07,6.184815992682502e-10
1878,1.5309090031223604e-06,6.76377922559368e-08,1.8117265465633636e-09
1879,1.6690676147845807e-06,6.109325312309011e-08,6.10932526790009e-10
1880,1.4562093610948068e-06,6.610381575455904e-08,0.0
1881,1.4175108162817196e-06,6.902782700990429e-08,2.091752326904839e-09
1882,1.345718828815734e-06,7.05470810657971e-08,5.989846840748214e-09
1883,1.4724059838044923e-06,7.456819872686538e-08,1.2638677882037541e-09
1884,1.470197958042263e-06,7.6579681262956e-08,6.601696966868076e-10
1885,1.5179472256932058e-06,6.767917426486747e-08,1.933690763067375e-09
1886,1.7734118955559097e-06,7.034275739670193e-08,3.872078380151578e-09
1887,1.3612807379104197e-06,6.333056745688737e-08,7.181816974455302e-09
1888,1.3962034017822589e-06,8.623236169569282e-08,1.9021844099853524e-09
1889,1.323823425991577e-06,7.580815264418561e-08,6.265136742733546e-10
1890,1.2964576399099315e-06,7.406456603575862e-08,1.9663159989136147e-09
1891,1.3717321962758433e-06,8.477712754029199e-08,5.099376032546843e-09
1892,1.3138801477907691e-06,7.647584965297938e-08,1.8805537127519756e-09
1893,1.412124902344658e-06,6.527921669885473e-08,1.847525021858587e-09
1894,1.369324536426575e-06,6.742646974089439e-08,3.150769645188234e-09
1895,1.4131707075648592e-06,6.801034402315054e-08,1.8055843487019274e-09
1896,1.4341574114951072e-06,8.255840810988957e-08,1.179405795248556e-09
1897,1.3319867093741777e-06,8.099132031702538e-08,5.826713556089658e-10
1898,1.2114537639718037e-06,8.204614942997068e-08,1.13167097914868e-09
1899,1.3332519301911816e-06,6.688370035590196e-08,3.8693048765026106e-09
1900,1.3013969919484225e-06,7.371295396296773e-08,0.0
1901,1.2200216588098556e-06,7.32124831870351e-08,1.676621730339889e-09
1902,1.1784680964410654e-06,5.254003809795904e-08,3.437198747846537e-09
1903,1.2523111081463867e-06,8.478345847606761e-08,3.2401321625741275e-09
1904,1.1630688732111594e-06,4.568431322127253e-08,1.6123875568041512e-09
1905,1.251484036401962e-06,6.089695858690902e-08,5.160759042333041e-10
1906,1.196022935801011e-06,7.356183573392627e-08,2.0576738091193647e-09
1907,1.136568357651413e-06,4.731415970127273e-08,2.5714217422034835e-09
1908,1.2808902738470351e-06,6.72860309691714e-08,4.911389073214423e-10
1909,1.227269422088284e-06,8.03143578309573e-08,1.1001967115120692e-09
1910,1.2799240494132391e-06,7.1077202790093e-08,2.67207544979442e-09
1911,1.2231539585627615e-06,4.8947441655400326e-08,1.5961122423746588e-09
1912,1.2971459000254981e-06,6.251305251225858e-08,2.6047105583515417e-09
1913,1.158172949544678e-06,4.719660751106858e-08,1.590896969716482e-09
1914,1.1558579444681527e-06,7.634287868540923e-08,6.696743715117748e-10
1915,1.339472646577633e-06,5.0657277483878715e-08,1.1780761921542648e-09
1916,1.4668262338091154e-06,5.6036057571873243e-08,0.0
1917,1.4431814179260982e-06,8.77313937053259e-08,1.0966424435210342e-09
1918,1.3485006320479442e-06,5.972916028440522e-08,6.89182577673364e-09
1919,1.5312651839849423e-06,9.668240608107226e-08,0.0
1920,1.3417994750852813e-06,5.073395215049459e-08,1.2115570324766622e-08
1921,1.2858524769399082e-06,6.058198209757393e-08,1.5145494858259667e-09
1922,1.2999922773815342e-06,1.1730917748309366e-07,1.4755870969551665e-09
1923,1.2696674502876704e-06,8.598917844437892e-08,2.1231896241147297e-09
1924,1.196342736875522e-06,9.153053071031536e-08,0.0
1925,1.1878032637469005e-06,7.6987248576188e-08,3.299453377181294e-09
1926,1.1469376204331638e-06,7.244990030130793e-08,0.0
1927,1.3501711464414257e-06,1.1818178080602593e-07,1.1149224876660924e-09
1928,1.1551727538972045e-06,1.0054916543822401e-07,0.0
1929,1.332392571384844e-06,9.35794162160164e-08,0.0
1930,1.2383748071442824e-06,8.087774716614149e-08,3.1510811737689437e-09
1931,1.183876065624645e-06,8.325910272333203e-08,0.0
1932,1.1792461691584322e-06,1.0301964437076094e-07,0.0
1933,1.2778317568518105e-06,9.635355979753513e-08,2.2941324395731044e-09
1934,1.1909691011169343e-06,9.585264137967897e-08,2.3963160344919743e-09
1935,1.1022789294656832e-06,1.1848601388919633e-07,0.0
1936,1.183372091873025e-06,1.0790996185505719e-07,0.0
1937,1.1609010925894836e-06,9.191516170403702e-08,0.0
1938,1.0320310366296326e-06,8.557041297763135e-08,1.2965214457594243e-09
1939,1.0767012099677231e-06,7.341144225847529e-08,0.0
1940,1.0320636647520587e-06,7.353770570261986e-08,0.0
1941,1.0300743724656058e-06,7.67390702094417e-08,5.9030051957620344e-09
1942,1.0892820228036726e-06,9.406056733496371e-08,3.034211770724937e-09
1943,1.3238752671895782e-06,1.0451646659248581e-07,0.0
1944,1.2884876241514576e-06,1.124615138792251e-07,3.2131861615880553e-09
1945,1.3877071296519716e-06,9.367567344042982e-08,0.0
1946,1.3197206953918794e-06,1.3364260098569503e-07,4.1763312808029696e-09
1947,1.2683806289714994e-06,1.1563244584067434e-07,1.1920870957027319e-09
1948,1.2198257763884612e-06,1.2176514019301976e-07,1.0871887834440486e-09
1949,1.010170194604143e-06,7.657266820615405e-08,0.0
1950,1.0124864502358832e-06,1.0954422435816014e-07,1.0635361480382244e-09
1951,1.1524974752319395e-06,8.422507136174318e-08,0.0
1952,1.151492597273318e-06,1.1599284022167922e-07,2.1089607837865287e-09
1953,1.1581864782783668e-06,7.757155628951296e-08,0.0
1954,1.052502170750813e-06,1.202021877588777e-07,3.9090144454689835e-09
1955,9.6296332685597e-07,1.023031259705931e-07,9.385607846468247e-10
1956,1.0360715805290965e-06,8.197873313520176e-08,0.0
1957,9.842232202572632e-07,8.835037590415595e-08,0.0
1958,9.033290098159341e-07,1.0257581806172311e-07,8.272243445794913e-10
1959,1.0634025784383994e-06,7.983270222666761e-08,0.0
1960,9.758374517332413e-07,7.612916874677467e-08,2.0762500052562416e-09
1961,1.062373598870181e-06,9.032606840264634e-08,2.0844477810477713e-09
1962,1.0565698858044925e-06,1.1098423868816099e-07,2.5367825617905737e-09
1963,1.0972892141580814e-06,8.147227248400668e-08,1.2932106496776896e-09
1964,1.056785322361975e-06,9.186792482296369e-08,1.2167936658258327e-09
1965,9.937231197909568e-07,9.028871517102743e-08,1.0944086747954884e-09
1966,1.1454806099209236e-06,9.582599602708797e-08,1.6617224263271169e-09
1967,1.1088325209129835e-06,9.466243966471666e-08,1.479100675272349e-09
1968,1.0756940582723473e-06,8.713346488775642e-08,1.7965663401398047e-09
1969,9.72844532043382e-07,5.8588675244664046e-08,1.8167031212712459e-09
1970,1.0103399290528614e-06,6.484201975354154e-08,9.197450023812337e-10
1971,9.95307573248283e-07,8.375587867703871e-08,5.138397485282553e-10
1972,9.377908440910687e-07,6.617889170001945e-08,1.5390440033513642e-09
1973,2.185985295000137e-06,7.994145789780305e-08,3.307922213924286e-09
1974,9.214686542691197e-07,7.538265833773039e-08,1.687671502548227e-09
1975,8.430144475823909e-07,6.568202337575713e-08,2.2845920710778955e-09
1976,9.095934956349083e-07,5.942067815567498e-08,5.713526873840635e-10
1977,8.339153509950847e-07,6.405691976851813e-08,0.0
1978,9.700985401650541e-07,6.178215272711896e-08,2.3762365408686037e-09
1979,9.848871513895574e-07,7.080888053678791e-08,5.851973350345929e-10
1980,8.470874490740243e-07,8.357171310535705e-08,0.0
1981,8.919024594433722e-07,6.072527725109467e-08,6.325549528618524e-10
1982,9.391951039106061e-07,8.193902800712749e-08,1.8622506869903077e-09
1983,9.037217409968434e-07,8.14675757965233e-08,4.420721011477724e-09
1984,8.982664212453528e-07,1.0090274571439295e-07,5.799008495621649e-10
1985,9.10755488803261e-07,8.542092189145478e-08,1.8046674155058895e-09
1986,9.561204024066683e-07,9.291452585102888e-08,1.7983456945813714e-09
1987,8.903460297915444e-07,7.882953667603942e-08,1.8332451112712533e-09
1988,9.192717129735684e-07,8.455140942942307e-08,5.996553809062277e-10
1989,8.94015101948753e-07,8.177302390777186e-08,1.6464366536794728e-09
1990,9.633214403947932e-07,7.90054386357042e-08,4.358920835390023e-09
1991,9.665556035542977e-07,9.319729343815197e-08,0.0
1992,9.388944590682513e-07,8.209816826365568e-08,1.1019888335184191e-09
1993,9.53851554186258e-07,1.3958802469460352e-07,1.661762283333701e-09
1994,9.072873581317253e-07,8.861876921173462e-08,2.6374633033121597e-09
1995,9.58689270191826e-07,9.380839571804245e-08,5.422450821690461e-10
1996,8.88792328623822e-07,7.90037617548478e-08,1.067618438099771e-09
1997,9.450736797589343e-07,6.521056405972558e-08,9.58978896292706e-10
1998,1.007982518785866e-06,7.962776038539232e-08,9.536258449571733e-10
1999,8.889041396287212e-07,6.992407719508265e-08,2.285100608734325e-09
2000,9.525276141175709e-07,6.627047355323157e-08,8.836062992401139e-10
2001,9.529135809316358e-07,7.141375135688577e-08,1.3143635346768434e-09
2002,9.9409919585014e-07,8.806254925275425e-08,4.38122149670761e-10
2003,1.045064323079714e-06,9.292238445368639e-08,0.0
2004,1.0338045512980898e-06,7.091713882800832e-08,0.0
2005,9.831685474637197e-07,8.241861593205613e-08,9.007499190971657e-10
2006,1.0953586979667307e-06,8.853463384639326e-08,8.235779835885637e-10
2007,1.1216498023713939e-06,1.5618414295204275e-07,7.988958938831558e-10
2008,1.2095385955035454e-06,1.5454506296919135e-07,1.2772318758180745e-09
2009,1.3102993534630514e-06,1.940654357213134e-07,4.76819250749827e-10
2010,1.5475145573873306e-06,2.475267422141769e-07,4.723793023408973e-10
2011,1.5311184142774437e-06,3.3689192946440016e-07,1.1471915639660324e-09
2012,1.8982112806043006e-06,4.2689327983680414e-07,3.404252713057332e-10
2013,2.022115722866147e-06,5.045527018410212e-07,1.1156500168141292e-09
2014,2.213951120211277e-06,5.097458029013069e-07,1.0827225921383743e-09
2015,2.157614517273032e-06,4.628209353541024e-07,2.2165753954528356e-10
2016,2.1643431864504237e-06,4.919432399219659e-07,4.1426800878596737e-10
2017,2.1204086806392297e-06,5.262658646643104e-07,2.515611330355938e-10
2018,2.2345175239024684e-06,5.181003643883741e-07,2.323319980845895e-09
2019,2.1614519027934875e-06,4.7626940613554325e-07,0.0
