year,peut_VERB armer_VERB,peut_VERB charmer_VERB
1800,1.2262241000371432e-07,5.0306631749208464e-08
1801,4.286128785224719e-08,7.619784025969523e-08
1802,6.937304419807333e-08,4.0281122437590966e-08
1803,7.606323038089613e-08,5.070882025393075e-08
1804,8.157108055684148e-08,8.898663317324917e-08
1805,1.9331568523739406e-07,3.980028751016107e-08
1806,1.2103009794373065e-07,2.305335211616466e-08
1807,3.4163463169534225e-08,5.124519120158766e-08
1808,5.211970233176544e-08,7.931258982907252e-08
1809,1.3554183553310395e-08,6.09938268780752e-08
1810,1.8721014072298203e-08,3.042164919975221e-08
1811,3.008491944456182e-08,4.512738271955641e-08
1812,9.068507722531649e-08,7.468182872116813e-08
1813,4.3136125782439194e-08,8.627225156487839e-08
1814,6.293354459785405e-08,6.293354370967563e-08
1815,5.933891955578474e-08,3.236668177919455e-08
1816,4.1716869958463576e-08,5.5622493277951435e-08
1817,5.1376822796100896e-08,7.005930380277192e-08
1818,1.0371424252753059e-07,5.841377026527539e-08
1819,9.108924103884419e-08,7.349245834120666e-08
1820,6.763894333516873e-08,1.1154492085552192e-07
1821,8.382264837791809e-08,6.903042126804593e-08
1822,4.511527151862538e-08,6.616906489398389e-08
1823,3.5577674140085946e-08,3.854247943024802e-08
1824,7.157945702829238e-08,9.9369130701632e-08
1825,5.107157008410468e-08,9.245714949202011e-08
1826,5.989429041619587e-08,5.813269821075551e-08
1827,4.3321183085254233e-08,5.99122760291948e-08
1828,5.870272801189458e-08,4.4027046897099353e-08
1829,4.200856196234781e-08,6.77280880267972e-08
1830,6.157733167810875e-08,3.235419132607831e-08
1831,5.76874619184764e-08,6.392394169552063e-08
1832,5.411987658021644e-08,3.6530916958099624e-08
1833,4.6334513115198206e-08,7.645194699534841e-08
1834,4.760610750054184e-08,4.760610750054184e-08
1835,4.159698363537245e-08,4.9916380362446944e-08
1836,6.317505096831155e-08,4.099657607836704e-08
1837,5.218418053232199e-08,2.7831563609304055e-08
1838,9.341999884782126e-08,3.471688958534003e-08
1839,6.781731087812659e-08,4.894032556990169e-08
1840,6.242294858793684e-08,4.203994441454029e-08
1841,5.3290552415319326e-08,5.8426991245141835e-08
1842,7.44617452141938e-08,3.957876515414682e-08
1843,4.666459574309556e-08,5.19808188159665e-08
1844,5.3239045172404076e-08,7.244900690484002e-08
1845,3.4039391749729475e-08,5.245414413934668e-08
1846,7.669396495657566e-08,3.805426018743674e-08
1847,3.55952778363644e-08,4.0988500593641675e-08
1848,6.91889070481011e-08,2.735375304041554e-08
1849,5.446619866233959e-08,2.4300304213298318e-08
1850,3.4623880651452055e-08,4.27706767780478e-08
1851,4.127640806927957e-08,4.321124080775007e-08
1852,5.0131198747749295e-08,3.320378283433456e-08
1853,3.822036376277538e-08,5.613615861044252e-08
1854,3.740878540270387e-08,5.3515343101384616e-08
1855,2.7065379271107304e-08,2.865746040470185e-08
1856,4.038207634948776e-08,4.711242240773572e-08
1857,1.610898081594314e-08,3.3682414413149786e-08
1858,3.76813069635773e-08,4.502181782939374e-08
1859,5.601390640208592e-08,3.157147454579956e-08
1860,2.9293977021893625e-08,6.04188272745887e-08
1861,3.584132457490341e-08,4.008569121083383e-08
1862,4.517986340601965e-08,3.7951085829490694e-08
1863,3.9457503930862003e-08,4.345320192555846e-08
1864,3.5960461275408306e-08,5.0824116470948866e-08
1865,4.848049783845454e-08,4.0478859819614854e-08
1866,3.065336073859726e-08,5.9360476201142376e-08
1867,5.386620927083641e-08,5.241036404868282e-08
1868,3.7049055379156925e-08,4.6928803953960596e-08
1869,2.0999133099053324e-08,4.49283774628384e-08
1870,4.6445794765759274e-08,3.612450871770534e-08
1871,6.797553453452565e-08,6.372706451429622e-08
1872,3.930770375859538e-08,3.2050896936475226e-08
1873,1.4366410283628284e-08,2.633841961197092e-08
1874,1.7326366119618797e-08,2.9275584623178474e-08
1875,2.0597497041308088e-08,3.604562220926866e-08
1876,3.748529309177684e-08,2.7207066821688386e-08
1877,2.4739264858908427e-08,4.391219210475583e-08
1878,3.8650167510922984e-08,3.985798358030479e-08
1879,3.4823152361695975e-08,2.016077260691418e-08
1880,2.2462462112571302e-08,4.556670996080925e-08
1881,3.5559789779426865e-08,4.53212992135299e-08
1882,4.059785041476971e-08,4.059785041476971e-08
1883,1.7694148368718743e-08,5.181857992697658e-08
1884,2.6406787867472303e-08,3.1688145440966764e-08
1885,2.900535989169839e-08,2.7716232864349877e-08
1886,2.2587123282846733e-08,3.097662648610111e-08
1887,2.2198344495905076e-08,3.395040693021656e-08
1888,2.3460273723685532e-08,3.043495055976564e-08
1889,3.3205225236088154e-08,3.759081934617825e-08
1890,7.209825181320184e-09,1.9007721618891082e-08
1891,2.8046567734918426e-08,1.466070642663908e-08
1892,3.0715710863660206e-08,4.5760141231809826e-08
1893,2.4017824173938607e-08,3.4487133149241345e-08
1894,3.0877544077156927e-08,2.7096618282484997e-08
1895,2.2268872967856623e-08,1.9259566386153892e-08
1896,2.0049897742069334e-08,2.7126333179694484e-08
1897,2.5637540090883704e-08,4.07869947816053e-08
1898,3.055511754723739e-08,1.9804241913057297e-08
1899,3.0954439012020885e-08,1.713549302451156e-08
1900,1.9206897405865675e-08,1.453494924419374e-08
1901,2.1237207548097103e-08,1.2295225282343836e-08
1902,2.9461702411026636e-08,2.504244706047487e-08
1903,2.7001101798873606e-08,1.4580594509538969e-08
1904,2.2573425795258117e-08,1.5048950530172078e-08
1905,2.4255568220610257e-08,3.9221767167418875e-08
1906,1.3374879870298173e-08,1.7490227932626112e-08
1907,8.742834012309686e-09,1.337139288182243e-08
1908,1.8663278922304016e-08,2.0136695866312948e-08
1909,2.640472018811124e-08,2.1453836707152618e-08
1910,9.619471441624228e-09,1.977335806202518e-08
1911,1.1172785363555704e-08,3.405039450399272e-08
1912,2.344239469209697e-08,1.719108944087111e-08
1913,1.6439267724877027e-08,1.4848371032716301e-08
1914,3.0135346662518714e-08,2.0759905794420774e-08
1915,2.0027295377644805e-08,8.246533234057551e-09
1916,3.29623865980011e-08,6.592477230782379e-09
1917,1.6449636319748606e-08,3.289927441585405e-09
1918,6.89182577673364e-09,1.378365155346728e-08
1919,1.4732557396257562e-08,2.6702760891339494e-08
1920,1.2115570768855832e-08,1.8930579770426448e-08
1921,1.2116395886607734e-08,1.2873671018098776e-08
1922,6.640141769764796e-09,8.853522359686394e-09
1923,1.5923921736771263e-08,2.653987074552333e-08
1924,9.02413699321869e-09,2.836157442231979e-08
1925,1.2097995494286806e-08,1.9796720707176974e-08
1926,8.916910765321973e-09,1.4489979882625903e-08
1927,1.4493992672726108e-08,2.118352704361115e-08
1928,1.3711249025050165e-08,1.7139061725401916e-08
1929,8.912325100141061e-09,1.0026365515614089e-08
1930,1.6805765667982087e-08,1.7856125467119455e-08
1931,6.843213995466613e-09,2.167017854048936e-08
1932,1.53433514782364e-08,1.0959536389520963e-08
1933,1.1470662641954732e-08,1.9500125958415992e-08
1934,1.3179738189705859e-08,1.5576054224197833e-08
1935,1.555876849579363e-08,2.0346082152400413e-08
1936,1.4549657478823974e-08,1.091224355320719e-08
1937,7.554670666820584e-09,3.777335333410292e-09
1938,2.463390735840676e-08,1.5558256905023882e-08
1939,1.070583532936098e-08,1.8352860564618823e-08
1940,1.0143131667916805e-08,2.028626333583361e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,3.034211770724937e-09,1.5171058853624686e-08
1943,0.0,8.709705845433291e-09
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,6.960552134671616e-09,1.6705325123211878e-08
1947,5.960435700558264e-09,9.536696765621855e-09
1948,1.3046265401328583e-08,9.784699273041042e-09
1949,7.853606653895895e-09,5.890204768377316e-09
1950,2.3397795700930146e-08,7.444753258312176e-09
1951,1.1727541604500402e-08,7.462981344019681e-09
1952,9.490323193972472e-09,1.1599284199803606e-08
1953,1.8315507332999914e-08,3.232148326759443e-09
1954,1.4658803948464083e-08,1.2704296947774196e-08
1955,7.508486277174597e-09,5.631364707880948e-09
1956,6.976913269340912e-09,9.593255967388359e-09
1957,1.6786572132332367e-08,7.068030161150318e-09
1958,1.0753916868111446e-08,1.4890038535497752e-08
1959,1.1626121398933265e-08,7.750747599288843e-09
1960,1.591791587429725e-08,9.689166802218097e-09
1961,7.64297514166401e-09,1.528595028332802e-08
1962,6.976152100435229e-09,8.8787386332001e-09
1963,6.466053470433053e-09,1.8751554975438012e-08
1964,2.7377858202726202e-08,1.7035111099517053e-08
1965,9.849678406226303e-09,1.860494691641179e-08
1966,1.3293779410616935e-08,1.4401594583546284e-08
1967,7.888536934785861e-09,1.4791006419656583e-08
1968,1.8414805680322388e-08,2.110965446888713e-08
1969,9.991866889436096e-09,1.2716921737876419e-08
1970,1.1956685419534097e-08,1.701528198894131e-08
1971,1.490135304038631e-08,2.2608949490354746e-08
1972,1.487742551375959e-08,6.669190977248718e-09
1973,7.1671650836435674e-09,1.1577728220579786e-08
1974,1.7439271360331077e-08,5.06301445213353e-09
1975,5.711480177694739e-09,5.140332159925265e-09
1976,1.1427053969725876e-08,5.713526984862938e-09
1977,1.23412418062685e-08,9.990529292736028e-09
1978,5.346532105932056e-09,6.534650598410963e-09
1979,1.1118749476679568e-08,8.777959692451986e-09
1980,6.822181042309694e-09,8.527726080842513e-09
1981,7.590659656386833e-09,1.0753434587229549e-08
1982,6.828252629986764e-09,9.932003663948308e-09
1983,1.0104505676622466e-08,6.94684787472255e-09
1984,1.5077421977593986e-08,8.118611838359158e-09
1985,6.015557829641693e-09,1.3835783185811579e-08
1986,7.792831269171074e-09,1.498621315931814e-08
1987,1.2221633483022742e-08,1.4665960890170027e-08
1988,5.99655392008458e-09,7.195864348830128e-09
1989,7.683371272548811e-09,1.2073869015694072e-08
1990,1.089730194969718e-09,4.358920779878872e-09
1991,8.20605094986604e-09,1.1136783939491579e-08
1992,1.322386644631024e-08,6.61193322315512e-09
1993,1.2186256448387667e-08,9.416652346772025e-09
1994,8.439882570598911e-09,1.2659823411809157e-08
1995,1.0302656505700725e-08,1.4640617052030791e-08
1996,1.014237493990322e-08,1.2277611816102763e-08
1997,7.192341833217597e-09,1.1507746755512471e-08
1998,8.582632382569955e-09,4.291316191284977e-09
1999,1.0054442611817649e-08,6.8553016596695215e-09
2000,7.068850393920911e-09,4.418031274155965e-09
2001,7.0099388516098315e-09,1.0953029233595757e-08
2002,6.571832411594869e-09,1.1829298429688606e-08
2003,7.91715315529018e-09,9.58392298855415e-09
2004,1.189293641346012e-08,1.0571499231559756e-08
2005,4.954124666056714e-09,1.216012357474483e-08
2006,8.235780057930242e-09,1.4000825387938676e-08
2007,5.192823504529542e-09,1.0385647009059085e-08
2008,8.089135583588813e-09,7.2376473703172906e-09
2009,9.53638501499654e-09,9.53638501499654e-09
2010,4.723792912386671e-09,8.030448306328708e-09
2011,3.4415748029203996e-09,6.883149605840799e-09
2012,1.05531832161887e-08,8.851056776393307e-09
2013,7.80955033974351e-09,9.483025031897796e-09
2014,6.712880029624557e-09,9.744502982300673e-09
2015,6.871383906315032e-09,1.4851055496478693e-08
2016,1.0149566520567532e-08,1.802065888178994e-08
2017,4.024978128569501e-09,8.301517695485927e-09
2018,8.002547069452248e-09,1.4972507067501084e-08
2019,1.0459049626376782e-08,1.1734544003161318e-08
