year,eût_VERB assez_ADV,eût_VERB chassé_VERB
1800,3.20704771183955e-07,3.144164395507687e-08
1801,2.4288061695187935e-07,6.191074675143682e-08
1802,3.110597788236191e-07,6.937304419807333e-08
1803,2.6719646939454833e-07,4.4857802805609026e-08
1804,2.694317515761213e-07,4.943701981119375e-08
1805,4.09374393939288e-07,1.9900143755080535e-08
1806,4.553037342702737e-07,5.187004603612877e-08
1807,3.7295112065294234e-07,7.402083213037258e-08
1808,2.900574713748938e-07,1.0197332755979005e-07
1809,4.179206598564633e-07,3.162642769893864e-08
1810,4.376037168185576e-07,2.8081521108447305e-08
1811,3.334412213007454e-07,4.262030373070047e-08
1812,3.0939614248381986e-07,2.6672083208723052e-08
1813,3.6521919355436694e-07,2.8757416004054903e-08
1814,2.0768068509369186e-07,3.1466772298927026e-08
1815,4.180696464572975e-07,5.664169577812572e-08
1816,3.1287652291212e-07,2.3176038865813098e-08
1817,3.26943421669057e-07,5.916118794857539e-08
1818,2.9564520787062065e-07,5.364529798157491e-08
1819,3.7884842640778515e-07,8.073818946741085e-08
1820,3.9871378021416604e-07,2.8479554714522237e-08
1821,3.2444296493849833e-07,6.311352507282209e-08
1822,3.478888856989215e-07,4.110502516141423e-08
1823,4.36814758586479e-07,7.708495530778237e-08
1824,3.915817501365382e-07,7.326367779114662e-08
1825,3.7247025375108933e-07,3.6982861217893515e-08
1826,3.1884903251011565e-07,5.0205510859768765e-08
1827,3.7145611031519365e-07,5.991227425283796e-08
1828,3.182788645972323e-07,7.888178998882722e-08
1829,2.717696929721569e-07,3.600733933240008e-08
1830,2.776198471110547e-07,4.800944353178238e-08
1831,1.9956743813054345e-07,7.327867024287116e-08
1832,3.396022236756835e-07,2.570694235259907e-08
1833,2.617900065615686e-07,7.066013552048389e-08
1834,2.5016544213940506e-07,5.787409307345115e-08
1835,2.805905694458488e-07,5.596685070941021e-08
1836,2.4799567199806916e-07,3.8308275662757296e-08
1837,2.497882860552636e-07,5.6358917532861597e-08
1838,3.3075727401410404e-07,6.438405364406208e-08
1839,2.9993427119734406e-07,3.5656523067473245e-08
1840,2.6561602339825185e-07,4.2039946634986336e-08
1841,1.9646878968160308e-07,3.5955071808757566e-08
1842,2.851012652627105e-07,4.427455024824667e-08
1843,2.2209985672816401e-07,2.4218335781256428e-08
1844,2.0143019696661213e-07,3.732221642849254e-08
1845,2.382757315899653e-07,4.408380149811819e-08
1846,2.2305650304588198e-07,2.9272506196775794e-08
1847,1.8768417930914438e-07,3.3977308078192436e-08
1848,1.5768634398227732e-07,3.539897619475596e-08
1849,1.3909829021940823e-07,4.022119171054328e-08
1850,1.6633040900160267e-07,4.3449574604892405e-08
1851,1.857438292063307e-07,6.707416133622246e-08
1852,2.3112436053907004e-07,4.557381672043448e-08
1853,1.8035234461422078e-07,4.598387448595531e-08
1854,2.182179059673217e-07,3.948704829781491e-08
1855,2.000715255690011e-07,3.02495415382964e-08
1856,2.226191355703122e-07,3.572260709461261e-08
1857,1.923314556506739e-07,2.6848299583548396e-08
1858,1.3017178446261823e-07,4.600055447667728e-08
1859,1.6855094031598128e-07,4.226503946824778e-08
1860,2.0276924317386147e-07,4.2567808833382514e-08
1861,1.6788830237146612e-07,3.961409689168249e-08
1862,1.7077988445635128e-07,4.834245359575107e-08
1863,1.8979558547016495e-07,2.7969877081091e-08
1864,1.7980229927161417e-07,3.643993196078554e-08
1865,1.812135081991073e-07,2.9182434246877165e-08
1866,1.6591739893101476e-07,2.578774882522339e-08
1867,1.514077183628615e-07,4.707226963773792e-08
1868,1.541240663982535e-07,2.6181332657415624e-08
1869,1.2404139226873667e-07,4.541672637969896e-08
1870,1.7259486639886745e-07,2.981705193860762e-08
1871,1.1895718898813357e-07,2.7615060460561835e-08
1872,1.3364619633193797e-07,2.8422494580127022e-08
1873,1.0834668273673742e-07,3.4718826924518e-08
1874,1.3383125008203933e-07,3.584765551067903e-08
1875,1.7107366545587865e-07,1.5448122780981066e-08
1876,1.2152489148320456e-07,1.6928840551599933e-08
1877,1.4781710433453554e-07,3.5253449937044934e-08
1878,1.1715832215486444e-07,3.5026715750063886e-08
1879,1.1241158404118323e-07,3.0546626561545054e-08
1880,1.3413298916020722e-07,1.0910338410496934e-08
1881,9.064260098057275e-08,2.1614773970668466e-08
1882,1.3776647733720893e-07,3.394246306243076e-08
1883,1.2133131122027407e-07,2.464542170343975e-08
1884,1.1024833668216161e-07,2.1125430293977843e-08
1885,1.2182250941350503e-07,2.0626034213933053e-08
1886,1.0390076710109497e-07,1.936039240035825e-08
1887,1.1164461000134906e-07,3.1991731930247624e-08
1888,1.0398608196737769e-07,2.599652049184442e-08
1889,9.58565919972898e-08,3.132568338060082e-08
1890,1.1470176275452104e-07,2.7528423984790606e-08
1891,8.796423855983448e-08,1.9760081571007504e-08
1892,8.337121215618026e-08,2.1312942521944933e-08
1893,7.143763269823467e-08,1.847524977449666e-08
1894,6.994708456886656e-08,8.822155450616265e-09
1895,5.657497581523785e-08,1.2037228991346183e-08
1896,9.199365536005644e-08,1.7691087705884456e-08
1897,7.225124676324413e-08,5.826713334045053e-09
1898,1.0185038945564884e-07,3.168678830434146e-08
1899,1.0281296169978305e-07,1.2713430308508578e-08
1900,9.863001082521805e-08,2.699347589896206e-08
1901,7.433023085923196e-08,1.1736351446245408e-08
1902,5.155797921929661e-08,1.2275709337927765e-08
1903,1.0530429506161454e-07,1.4040573148577096e-08
1904,4.83716249277677e-08,2.1498500757388683e-08
1905,7.121847289681682e-08,2.167518786677647e-08
1906,8.847997179373124e-08,2.211999294843281e-08
1907,1.0337114986214146e-07,1.2857108266928208e-08
1908,8.152905905944863e-08,1.964555629285769e-08
1909,7.536347368386487e-08,1.4302557360679202e-08
1910,8.817848851094823e-08,1.870452770447173e-08
1911,6.969690247160543e-08,1.0640748726586935e-08
1912,8.387168293211289e-08,8.335073964360618e-09
1913,7.636305099367746e-08,1.0075680734189518e-08
1914,8.170027143705738e-08,1.5402511266415786e-08
1915,3.534228554258334e-08,2.3561524287174507e-08
1916,2.966614687238689e-08,8.789969641043172e-09
1917,6.68951898319392e-08,1.4256351654751143e-08
1918,7.810736235569493e-08,1.033773866510046e-08
1919,8.102906434714896e-08,1.1970202606903513e-08
1920,6.587841738792122e-08,1.590168707821249e-08
1921,7.042655170153012e-08,1.1359120755116692e-08
1922,6.123686802084194e-08,2.87739485571592e-08
1923,5.095655097875351e-08,1.0615948120573648e-08
1924,7.477142105472012e-08,2.5783249313349188e-08
1925,5.939016034517408e-08,1.7597084678300234e-08
1926,9.028372005559504e-08,2.452150482668003e-08
1927,6.243566019747959e-08,1.4493992672726108e-08
1928,5.484499610020066e-08,1.2568645679778001e-08
1929,1.0583386256257654e-07,3.0079096546842266e-08
1930,5.882018072611572e-08,2.2057568216382606e-08
1931,8.097803316786667e-08,9.124285327288817e-09
1932,6.685317543997371e-08,1.753525857850491e-08
1933,4.588265056781893e-08,1.261772819560747e-08
1934,5.391711255242626e-08,8.38710612072191e-09
1935,5.984141893122796e-08,3.231436807027421e-08
1936,7.63857030960935e-08,1.6974599503782883e-08
1937,5.162358363008934e-08,1.888667711114067e-08
1938,3.241303758727554e-08,2.7226949583791793e-08
1939,7.647025057622159e-08,2.7529290846928234e-08
1940,4.564409294971483e-08,1.2678914806940611e-08
1941,6.198155233505531e-08,8.854508237732261e-09
1942,3.034211815133858e-08,1.8205270180260413e-08
1943,5.8064703267746154e-08,2.322588166236983e-08
1944,4.819779064746399e-08,9.639558484764166e-09
1945,4.7927088075994106e-08,8.714016175304096e-09
1946,5.8468636154884734e-08,1.9489545977080525e-08
1947,6.318061451793255e-08,1.0728784083369192e-08
1948,5.544662684542345e-08,7.610321262063735e-09
1949,5.3011845579931105e-08,1.2762110479513922e-08
1950,6.593923984610228e-08,7.444753258312176e-09
1951,5.970385075215745e-08,1.4925962688039363e-08
1952,5.377849987553418e-08,2.4253049346611988e-08
1953,3.663101466599983e-08,2.0470272588113403e-08
1954,5.570345606997762e-08,1.5636057781875934e-08
1955,4.974372203037092e-08,1.5016972554349195e-08
1956,5.843164885277474e-08,1.0465369904011368e-08
1957,6.096176008441034e-08,1.4136060322300636e-08
1958,6.700517474200751e-08,7.445019267748876e-09
1959,2.6352543258667538e-08,6.975672928177801e-09
1960,4.6369581951921646e-08,8.305000243069571e-09
1961,4.168895628708924e-08,1.181187059273725e-08
1962,4.693047728210331e-08,1.9660065575521912e-08
1963,5.1728427763464424e-08,1.1638896069143811e-08
1964,5.2322128851756133e-08,1.5818317322668918e-08
1965,4.6512369067386317e-08,1.4227312661319047e-08
1966,4.985167123550127e-08,1.163205709531212e-08
1967,6.803863072946115e-08,1.3804939413830652e-08
1968,6.332896163030455e-08,1.8414805680322388e-08
1969,5.268439196015606e-08,1.9983733778872192e-08
1970,7.08203629073978e-08,1.3336302728816918e-08
1971,4.881477622120656e-08,1.284599360218408e-08
1972,5.84836747918871e-08,7.69522046084603e-09
1973,4.520827090459534e-08,9.923766697284009e-09
1974,3.600365872102884e-08,1.1813700240281833e-08
1975,3.1413140533231854e-08,5.140332159925265e-09
1976,2.5710871653927825e-08,1.085570122683066e-08
1977,3.290997696581144e-08,8.815172591880582e-09
1978,3.9801960838303785e-08,4.158414057542359e-09
1979,3.4526642878063285e-08,6.437170796402825e-09
1980,2.8994268319593175e-08,9.664756106531058e-09
1981,2.5934753011824796e-08,8.855769451088236e-09
1982,2.855450986771757e-08,1.1173503899897241e-08
1983,1.894594880980094e-08,4.4207211225000265e-09
1984,2.0876431250371752e-08,1.1018116197192285e-08
1985,1.6843562988810845e-08,9.02333674446254e-09
1986,4.495863947795442e-08,1.0790073723399018e-08
1987,3.238733015109574e-08,2.4443267410134695e-09
1988,2.5185526553173077e-08,1.2592763276586538e-08
1989,2.798942233539492e-08,7.683371272548811e-09
1990,2.0160008773473237e-08,4.90378582185258e-09
1991,2.6376593353916178e-08,2.9307325455363298e-09
1992,2.7549720726938176e-08,7.162927584403178e-09
1993,2.7142116110212555e-08,4.4313659408601325e-09
1994,2.320967773528082e-08,4.747434001473039e-09
1995,2.6570008415660595e-08,4.337960657352369e-09
1996,1.92171327739743e-08,8.540947504798169e-09
1997,1.7261619689179497e-08,7.671831170341648e-09
1998,1.954932926651054e-08,4.291316191284977e-09
1999,2.833524703760304e-08,4.570201106446348e-09
2000,2.076474814316498e-08,9.277866475088103e-09
2001,3.1544725942467267e-08,4.381211837767296e-09
2002,2.9354184860608257e-08,1.5772396722013582e-08
2003,2.25013838672794e-08,9.58392298855415e-09
2004,1.6738207264666016e-08,3.0833537945085254e-09
2005,2.7472871977352042e-08,8.106749049829887e-09
2006,1.729513776638214e-08,7.000412693969338e-09
2007,1.6377365241737607e-08,7.988958938831558e-10
2008,2.3841662866175284e-08,4.257439734089985e-09
2009,2.2410505451375684e-08,3.337734755248789e-09
2010,3.023227534981743e-08,5.668551850135373e-09
2011,3.020937811015756e-08,5.7359579308524644e-09
2012,4.765953676155732e-08,1.191488419038933e-08
2013,5.048316253919438e-08,1.2551062411603198e-08
2014,5.067141728432034e-08,1.3209215943277286e-08
2015,1.1016379630746087e-07,2.3052384889865607e-08
2016,6.669714736062815e-08,1.905632807108759e-08
2017,3.09420187249998e-08,1.282961736848165e-08
2018,4.440122580717798e-08,1.3423626654684995e-08
2019,9.438655013127573e-08,1.5050828139351324e-08
