year,faut_VERB armer_VERB,faut_VERB charmer_VERB
1895,2.4074457982692365e-08,1.2037228991346183e-09
1896,1.2383760683576384e-08,1.179405795248556e-09
1897,7.574727511894253e-09,5.2440420894583895e-09
1898,1.7540900287826844e-08,5.6583548957434e-10
1899,1.1055156790007459e-08,3.3165470370022376e-09
1900,1.86877908703309e-08,2.07642125715779e-09
1901,2.1237207548097103e-08,6.147612641171918e-09
1902,1.178468167495339e-08,1.4730852093691738e-09
1903,1.4580594509538969e-08,3.7801539676252105e-09
1904,2.2573425795258117e-08,0.0
1905,2.37394921498435e-08,0.0
1906,1.1317205839134203e-08,5.144184522798412e-10
1907,8.742834012309686e-09,5.142843373384665e-10
1908,1.1296195090437777e-08,1.964555629285769e-09
1909,1.5952851484257735e-08,1.1001967115120692e-09
1910,1.068830179917768e-08,5.344150677544235e-10
1911,1.5429085564733214e-08,1.5961122423746588e-09
1912,2.7609932118366487e-08,0.0
1913,1.590896836489719e-08,4.242391771214216e-09
1914,3.147469485043075e-08,3.3483718020477227e-09
1915,1.767114277129167e-08,1.1780761921542648e-09
1916,2.197492321442951e-08,0.0
1917,1.0966424213165737e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,3.314825391953491e-08,0.0
1920,1.590168707821249e-08,3.028892692213958e-09
1921,1.2873671018098776e-08,5.300923255902035e-09
1922,8.853522359686394e-09,2.2133805899215986e-09
1923,1.4862327368803108e-08,0.0
1924,1.804827398643738e-08,2.578324886925998e-09
1925,2.3096173862313663e-08,4.399271169575059e-09
1926,8.916910765321973e-09,1.1146138456652466e-09
1927,2.1183527820767267e-08,0.0
1928,1.9424270192303084e-08,2.2852082448565625e-09
1929,1.3368487650211591e-08,6.684243825105796e-09
1930,1.05036033204442e-08,3.1510811737689437e-09
1931,1.9389105432310316e-08,2.2810713318222042e-09
1932,2.849479585620429e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,0.0
1934,1.4377896206951846e-08,1.3179738189705859e-08
1935,1.555876849579363e-08,1.196828414151696e-09
1936,1.091224355320719e-08,1.2124714565686645e-09
1937,7.554670666820584e-09,0.0
1938,2.5930429359277696e-08,5.186085783037697e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.927911696952833e-08,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,2.0881657292193267e-08,1.3921104269343232e-09
1947,1.4305045148432782e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,1.0798709482173763e-08,4.908504269707237e-09
1950,1.808011518278363e-08,6.381216888229346e-09
1951,1.0661401539380222e-08,0.0
1952,7.381362632230548e-09,2.1089607837865287e-09
1953,1.508335856215126e-08,1.0773827385790469e-09
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,1.407841132561316e-08,4.6928039232341234e-09
1956,1.3081712602058815e-08,1.744228317335228e-09
1957,9.718541527092839e-09,2.6505113659425206e-09
1958,1.6544486669545222e-08,1.6544486891589827e-09
1959,1.6276571201956358e-08,7.750747821333448e-10
1960,1.7302083321624195e-08,0.0
1961,3.61304266505158e-08,6.25334317660986e-09
1962,1.2049716779927166e-08,3.170978146727066e-09
1963,1.1638896069143811e-08,1.2932106496776896e-09
1964,1.5818317322668918e-08,3.041984220075733e-09
1965,1.2585699593614663e-08,1.6416130677043839e-09
1966,1.163205709531212e-08,2.215629901769489e-09
1967,1.1832804958089582e-08,4.930335584241163e-10
1968,1.3474247495537384e-08,1.3474247273492779e-09
1969,1.9075383050903838e-08,1.8167031212712459e-09
1970,2.207388050123882e-08,2.2993624781975086e-09
1971,1.2332153964678128e-08,0.0
1972,1.6929485369132635e-08,2.0520587451500205e-09
1973,1.4334330167287135e-08,0.0
1974,1.2376257352286757e-08,0.0
1975,9.709516746170266e-09,1.7134440533084216e-09
1976,1.5997875024709174e-08,0.0
1977,1.645498848290572e-08,1.7630346071939584e-09
1978,1.0693064211864112e-08,0.0
1979,1.345953837272873e-08,1.1703946700691858e-09
1980,8.527726080842513e-09,5.685150683554241e-10
1981,1.138598904049104e-08,1.8976649140967083e-09
1982,1.2415004135846175e-08,0.0
1983,1.515675762675528e-08,1.89459470334441e-09
1984,9.278413592994639e-09,4.059305780401701e-09
1985,1.2632671797518924e-08,6.015558051686298e-10
1986,8.991728250862252e-09,5.994485463567401e-10
1987,1.649920555735207e-08,4.888653482026939e-09
1988,5.99655392008458e-09,1.798966087207532e-09
1989,1.5366742545097622e-08,0.0
1990,1.0897301727652575e-08,1.6345953479657283e-09
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,1.8182815253453555e-08,0.0
1993,1.2186256448387667e-08,1.661762283333701e-09
1994,8.439882570598911e-09,0.0
1995,1.1929391696696712e-08,4.337960657352369e-09
1996,9.074756945892659e-09,2.135236876199542e-09
1997,7.192341833217597e-09,2.3974471297094624e-09
1998,8.10582001520288e-09,9.536258449571733e-10
1999,5.484241505371301e-09,1.8280804647829996e-09
2000,1.8555732950176207e-08,1.3254094488601709e-09
2001,1.0076787404500465e-08,2.190605918883648e-09
2002,8.762443215459825e-09,8.76244299341522e-10
2003,9.167230530238157e-09,2.9168460979889232e-09
2004,1.497629043001325e-08,1.3214374039449694e-09
2005,1.306087415997581e-08,4.053374524914943e-09
2006,1.1941880373456115e-08,2.4707338397433887e-09
2007,9.18730247434496e-09,3.1955835755326234e-09
2008,2.9802078582719105e-09,3.8316958494988285e-09
2009,4.291373478793048e-09,1.430457752249481e-09
2010,6.140930874920514e-09,9.447586046817946e-10
2011,9.55992973672437e-09,2.2943831279320648e-09
2012,1.0893608681783462e-08,1.0212758416727752e-09
2013,8.367375237128272e-09,3.0680376017500066e-09
2014,1.147685946278898e-08,3.897801192920269e-09
2015,1.2856137487915476e-08,1.5516027351836215e-09
2016,8.492493819289848e-09,2.899876117012923e-09
2017,3.773417134311785e-09,3.018733707449428e-09
2018,9.035133530232997e-09,1.290733298020541e-09
2019,8.673358031785483e-09,1.53059265262101e-09
