year,tout_DET art_NOUN,tout_DET char_NOUN
1910,2.709484334673107e-07,4.809735720812114e-09
1911,2.8038372645866616e-07,1.0640748393520028e-08
1912,2.8912288696503197e-07,3.125652792146383e-09
1913,3.457549360152967e-07,1.590896969716482e-09
1914,2.491188690889601e-07,2.0090231700464756e-09
1915,1.460814509357533e-07,4.712304768617059e-09
1916,1.5052823032490892e-07,1.0987462051303964e-09
1917,2.2371506536167374e-07,2.1932848870420685e-09
1918,2.6533529684513724e-07,2.2972752589112133e-09
1919,2.522950512950928e-07,1.8415696745321952e-09
1920,4.0057106343027726e-07,1.514446346106979e-09
1921,4.0287016789264385e-07,2.2718242842501013e-09
1922,4.035730798435111e-07,3.6889677978990676e-09
1923,3.842973086420898e-07,6.369568872344189e-09
1924,3.33893080295411e-07,1.289162443462999e-09
1925,3.794371341570013e-07,6.598906754362588e-09
1926,4.636793620171886e-07,6.687683296036084e-09
1927,4.359347052229623e-07,2.2298449753321847e-09
1928,3.793445642052973e-07,4.570416489713125e-09
1929,3.6651938017939756e-07,2.2280812750352652e-09
1930,3.455685728681601e-07,7.3525223687198604e-09
1931,3.6953356818969496e-07,1.1405356659111021e-09
1932,3.2769015634315224e-07,6.575722188983946e-09
1933,4.267086453069169e-07,3.4411986593596566e-09
1934,2.863597643454341e-07,1.1981580172459871e-09
1935,3.482770836171767e-07,1.196828414151696e-09
1936,2.594688877088913e-07,3.6374143697059935e-09
1937,3.449966248236791e-07,0.0
1938,3.44874714897081e-07,0.0
1939,3.257632785746978e-07,1.5294050470515685e-09
1940,3.575453959570041e-07,7.607348528892999e-09
1941,4.515798863735654e-07,2.9515025978810172e-09
1942,4.520975476207667e-07,9.102635090130207e-09
1943,4.267755786546701e-07,0.0
1944,3.1167906122675504e-07,9.639558484764166e-09
1945,4.0084474317581e-07,8.714016175304096e-09
1946,4.955913102122622e-07,1.3921104269343232e-09
1947,4.959082249289537e-07,5.960435478513659e-09
1948,4.272651930037341e-07,3.2615663503321457e-09
1949,4.083875349003563e-07,4.908504269707237e-09
1950,4.466851764028945e-07,7.444753036267571e-09
1951,4.904244816916759e-07,2.1322803522849654e-09
1952,4.038659962013469e-07,3.163441175679793e-09
1953,4.568102958124598e-07,6.464296320451979e-09
1954,4.671272160194917e-07,3.9090144454689835e-09
1955,4.777274429379474e-07,3.754243138587299e-09
1956,4.988492934288047e-07,2.616342476002842e-09
1957,4.7620851972851597e-07,3.534015080575159e-09
1958,3.6397870539772725e-07,4.1361216673863055e-09
1959,4.0536411205494005e-07,3.8753737996444215e-09
1960,4.270154132512971e-07,6.920833461876441e-09
1961,4.564940656592853e-07,1.3896318540318475e-09
1962,3.881277246264858e-07,1.9025869213429303e-09
1963,5.237503235555607e-07,1.939815863494232e-09
1964,4.53255626697846e-07,6.083968329129164e-10
1965,4.96861531473769e-07,5.472043373977442e-10
1966,3.345601068405202e-07,2.215629901769489e-09
1967,3.766776313085529e-07,2.9582014060558492e-09
1968,5.56037308863111e-07,4.042274182047834e-09
1969,3.5380291929509866e-07,4.5417578031781147e-10
1970,4.0376806076380944e-07,4.1388525939822784e-09
1971,4.984245709493962e-07,5.138397596304856e-09
1972,3.919432159937841e-07,2.0520587451500205e-09
1973,4.019125521281808e-07,1.6539611902288698e-09
1974,3.600365723332999e-07,1.687671502548227e-09
1975,3.626789948363296e-07,3.4268881066168433e-09
1976,3.5252461727530715e-07,2.285410749536254e-09
1977,3.5378225754501e-07,4.701425304620699e-09
1978,3.62970135947549e-07,5.940591352171509e-10
1979,3.7160029653371396e-07,3.5111840102075575e-09
1980,4.5196948983416974e-07,4.548120602354544e-09
1981,3.6371909284405035e-07,1.8976649140967083e-09
1982,4.053499034206709e-07,6.207502289967692e-10
1983,3.4418472960595636e-07,1.8945948143667124e-09
1984,3.9027326259599704e-07,0.0
1985,4.132688475877444e-07,3.609334831011779e-09
1986,3.716580920798407e-07,2.3977942409381114e-09
1987,3.953698588521348e-07,3.0554083707556856e-09
1988,3.9817117403195823e-07,1.798966087207532e-09
1989,4.390497752027045e-07,2.744061089465788e-09
1990,3.182012189295591e-07,2.179460389939436e-09
1991,3.622385431611974e-07,0.0
1992,4.4685646116704447e-07,0.0
1993,4.298425033688602e-07,5.539207426075166e-10
1994,4.1144426865535877e-07,0.0
1995,3.936699179973857e-07,0.0
1996,3.923497675639709e-07,3.2028553142993132e-09
1997,3.5482220317462065e-07,4.79489448146353e-09
1998,3.919402131735694e-07,9.536258449571733e-10
1999,4.1908743719787367e-07,1.3710603485872497e-09
2000,3.883449797292826e-07,1.7672125984802278e-09
2001,3.6013560344994033e-07,0.0
2002,3.7503254368687067e-07,1.3143663935011318e-09
2003,3.6918937756924564e-07,1.2500768753476166e-09
2004,3.5634762429737066e-07,1.3214374039449694e-09
2005,3.5669696829554454e-07,4.5037495954858286e-10
2006,3.5290315869573874e-07,1.6471559671771274e-09
2007,3.762799671847006e-07,1.5977917877663117e-09
2008,3.359119780110831e-07,8.514879357157668e-10
2009,3.4140259264070494e-07,4.76819250749827e-10
2010,2.791761695153383e-07,9.447586046817946e-10
2011,2.6270687825125094e-07,7.64794394481072e-10
2012,2.2910621022553812e-07,1.3617011129785084e-09
2013,2.2842933511402208e-07,8.367375126105969e-10
2014,2.42746410750172e-07,1.7323561057880354e-09
2015,2.584526863635972e-07,8.866301581811342e-10
2016,2.45868066461874e-07,8.285360453275104e-10
2017,1.9345051005537073e-07,1.5345229087415646e-08
2018,2.2329686233391044e-07,7.744400121190154e-10
2019,1.9999744765852867e-07,2.295888923420364e-09
