year,ont_VERB eu_VERB,ont_VERB chu_VERB
1921,2.1654272131854668e-05,6.815472630705699e-09
1922,2.186967685702257e-05,8.115728977742265e-09
1923,2.154188223357778e-05,1.2739137744688378e-08
1924,2.121832403645385e-05,1.6759112098085893e-08
1925,2.0924033378832974e-05,1.8696901804560184e-08
1926,2.030380528594833e-05,1.3375366259005261e-08
1927,2.0881383534288034e-05,1.0034302500017134e-08
1928,2.1355270291678607e-05,1.3711249025050165e-08
1929,2.0764602595590986e-05,2.2280812750352652e-09
1930,2.117211442964617e-05,5.2518016602221e-09
1931,2.0488581867539324e-05,7.983749661377715e-09
1932,2.1025871319579892e-05,4.383814644626227e-09
1933,2.1306754206307232e-05,4.588264879146209e-09
1934,2.0319561372161843e-05,2.3963160344919743e-09
1935,1.9402981706662104e-05,5.98414207075848e-09
1936,2.0130662960582413e-05,1.2124714565686645e-09
1937,2.0308214516262524e-05,5.0364472592434595e-09
1938,2.0168687115074135e-05,1.6854778350783306e-08
1939,1.8874387023970485e-05,3.058810094103137e-09
1940,1.8125776477972977e-05,7.607348528892999e-09
1941,1.672026155574713e-05,2.9515025978810172e-09
1942,1.826898915169295e-05,3.3376331032286544e-08
1943,1.6876505469554104e-05,2.9032352077962287e-09
1944,1.8006694517680444e-05,6.4263723231761105e-09
1945,1.9175193301634863e-05,1.3071024262956144e-08
1946,1.8989778254763223e-05,1.8097434661967782e-08
1947,1.932849954755511e-05,9.536696765621855e-09
1948,1.8733349861577153e-05,3.2615663503321457e-09
1949,2.0062037947354838e-05,8.83530737461058e-09
1950,1.837684067140799e-05,1.3825969702452312e-08
1951,1.857216193457134e-05,8.529121409139861e-09
1952,1.8089611330651678e-05,6.326882129314981e-09
1953,1.9096609321422875e-05,5.386913581872932e-09
1954,1.8583454220788553e-05,9.772536113672459e-10
1955,1.8403299691271968e-05,5.631364707880948e-09
1956,1.8761791579890996e-05,1.3953826538681824e-08
1957,1.851293745858129e-05,2.6505113659425206e-09
1958,1.8106286006513983e-05,7.445019267748876e-09
1959,1.83382690011058e-05,1.007597205671118e-08
1960,1.7967175153899007e-05,8.305000243069571e-09
1961,1.8235443349112757e-05,6.948159270159238e-09
1962,1.8676428226171993e-05,1.2049716779927166e-08
1963,1.839139440562576e-05,9.699079650538067e-09
1964,1.9354320102138445e-05,6.083968218106861e-09
1965,1.88801914191572e-05,1.3680108601477059e-08
1966,1.89813017641427e-05,8.308612242657887e-09
1967,1.9192317267879844e-05,1.133977156619892e-08
1968,1.9295572201372124e-05,1.7965662735264232e-08
1969,2.1069214199087583e-05,6.358460868938209e-09
1970,1.9534923922037706e-05,6.898087656637131e-09
1971,1.883787990664132e-05,1.5929032315398217e-08
1972,1.9369383153389208e-05,6.669190977248718e-09
1973,1.7812610167311504e-05,7.718485406371656e-09
1974,1.8527820429881103e-05,1.2376257352286757e-08
1975,1.767132016539108e-05,7.4249242310031605e-09
1976,1.7786780517781153e-05,1.428381679602353e-08
1977,1.837258241721429e-05,1.116588582705802e-08
1978,1.7935239156940952e-05,1.128712323605896e-08
1979,1.8735678168013692e-05,9.363157360553487e-09
1980,1.8329494196223095e-05,1.5349906234973787e-08
1981,1.8665432435227558e-05,1.5813873543990553e-08
1982,1.8858392650145106e-05,6.207502400989995e-09
1983,1.851713750511408e-05,1.326216381158929e-08
1984,1.826803600124549e-05,8.698512410365566e-09
1985,1.828308631957043e-05,7.820225467192188e-09
1986,1.8569116946309805e-05,6.593933843390687e-09
1987,1.865510239440482e-05,1.1610552186347434e-08
1988,1.8894541426561773e-05,1.2592763276586538e-08
1989,1.936813168867957e-05,9.329808037250586e-09
1990,1.8784223357215524e-05,4.358920779878872e-09
1991,1.8650009224074893e-05,5.8614650910726596e-09
1992,1.831285044318065e-05,6.61193322315512e-09
1993,1.8697041014092974e-05,1.0524494165053966e-08
1994,1.909365164465271e-05,4.219941229788304e-09
1995,1.876655915111769e-05,8.675921314704738e-09
1996,1.849649015639443e-05,6.4057106285986265e-09
1997,1.8633440049597993e-05,1.0069278078006505e-08
1998,1.861429882410448e-05,4.291316191284977e-09
1999,1.8889555576606654e-05,5.941261704833778e-09
2000,1.883362710941583e-05,7.510653432518666e-09
2001,1.8459797502146102e-05,3.943090687297257e-09
2002,1.8281960365129635e-05,8.762443215459825e-09
2003,1.8812406779034063e-05,7.500461585152607e-09
2004,1.8518183424021117e-05,4.404791198453495e-09
2005,1.8504555555409752e-05,6.305249655724765e-09
2006,1.824801802285947e-05,4.529678854225949e-09
2007,1.798634184524417e-05,6.7906151812735516e-09
2008,1.7147689504781738e-05,6.3861596011349775e-09
2009,1.6799296645331196e-05,8.105927484791664e-09
2010,1.5791640180395916e-05,1.086472406486294e-08
2011,1.4032447325007524e-05,8.795135286732148e-09
2012,1.3918287550040986e-05,9.531907513293802e-09
2013,1.3548175047617406e-05,8.08846234434668e-09
2014,1.3089683307043742e-05,1.2559581735738234e-08
2015,1.2605442861968186e-05,6.649726019825053e-09
2016,1.3088591003906913e-05,6.8354220061905835e-09
2017,1.2418567166605499e-05,5.534344815760761e-09
2018,1.2345864888629876e-05,9.293280200939336e-09
2019,1.2372545825201087e-05,6.632568327891164e-09
