year,serait_VERB au_ADP,serait_VERB chaud_ADJ
1945,8.605090897617629e-07,2.178504043826024e-09
1946,9.327139878223534e-07,1.3921104269343232e-09
1947,8.583027124586806e-07,2.3841741914054637e-09
1948,8.30612236768502e-07,0.0
1949,6.901356641719758e-07,0.0
1950,8.678454719301953e-07,5.317680518146517e-09
1951,8.763672099121322e-07,1.0661401761424827e-09
1952,7.992961172931246e-07,6.326882129314981e-09
1953,8.231203878494853e-07,0.0
1954,8.423926374234725e-07,4.886268278880834e-09
1955,7.893296469774214e-07,9.385607846468247e-10
1956,8.101940807136998e-07,8.72114158667614e-10
1957,7.200555955932941e-07,2.6505113659425206e-09
1958,7.850359224903514e-07,8.272243445794913e-10
1959,8.192540690288297e-07,3.8753737996444215e-09
1960,7.059250037855236e-07,1.3841666701708277e-09
1961,7.941745820971846e-07,1.3896318540318475e-09
1962,8.168439649125503e-07,6.341956404476434e-10
1963,7.636409122824261e-07,0.0
1964,7.623212354701536e-07,3.041984220075733e-09
1965,7.611612318214611e-07,1.0944086747954884e-09
1966,8.197830538847484e-07,2.215629901769489e-09
1967,7.577925771329319e-07,3.451234853457663e-09
1968,8.044125934247859e-07,8.982831700699023e-10
1969,8.452211091025674e-07,4.995933444718048e-09
1970,7.762647555864532e-07,4.1388523719376735e-09
1971,7.563721169390192e-07,2.0553589941130213e-09
1972,7.510535056098888e-07,1.5390440033513642e-09
1973,7.338074397011951e-07,5.513203782392395e-10
1974,7.026338835203205e-07,1.1251143350321513e-09
1975,7.002274742262671e-07,1.1422960355389478e-09
1976,6.741961442457978e-07,1.7140580066410394e-09
1977,7.19318109076994e-07,3.526069214387917e-09
1978,7.247521693898307e-07,2.3762365408686037e-09
1979,7.677788858018175e-07,2.3407893401383717e-09
1980,6.680052138108294e-07,3.97960553399912e-09
1981,6.12313215242466e-07,6.325549528618524e-10
1982,7.262777899086359e-07,3.1037510339615437e-09
1983,6.555297886734479e-07,5.052252838311233e-09
1984,6.964609156057122e-07,0.0
1985,6.839689490334422e-07,1.2031116103372597e-09
1986,7.46912860449811e-07,1.7983456945813714e-09
1987,6.752452463842928e-07,1.8332451112712533e-09
1988,6.350350645334402e-07,5.996553809062277e-10
1989,7.024796104815323e-07,1.0976244357863152e-09
1990,6.887094627927581e-07,6.538381391862913e-09
1991,6.928252105353749e-07,4.10302547493302e-09
1992,6.70560211801785e-07,5.509944167592096e-10
1993,7.206508598756045e-07,1.661762283333701e-09
1994,7.115875746421807e-07,2.1099706426497278e-09
1995,7.168479783103976e-07,5.422450821690461e-10
1996,7.13169129085145e-07,5.338092190498855e-10
1997,7.580728151879157e-07,2.876936688878118e-09
1998,6.923323780938517e-07,9.536258449571733e-10
1999,6.832450480942498e-07,2.7421207526856506e-09
2000,7.214645165731781e-07,8.836062992401139e-10
2001,7.290336156984267e-07,2.190605918883648e-09
2002,7.259683911797765e-07,1.3143663935011318e-09
2003,7.729641993137193e-07,2.9168460979889232e-09
2004,7.765647183077817e-07,1.3214374039449694e-09
2005,7.485231776627188e-07,1.8014998381943315e-09
2006,7.441026923515892e-07,4.117890028965121e-09
2007,7.837168709556863e-07,1.1983438685803094e-09
2008,7.676163704672945e-07,4.6831836186811415e-09
2009,8.153609201144718e-07,7.629108011997232e-09
2010,8.266637792075926e-07,8.97520635589899e-09
2011,8.401266313740052e-07,4.5887662558641296e-09
2012,8.701269962330116e-07,4.765953853791416e-09
2013,9.265473295272386e-07,7.530637446961919e-09
2014,9.750999652169412e-07,1.1043770342666903e-08
2015,9.345081934952759e-07,8.86630147078904e-09
2016,9.853364417722332e-07,1.118523584864306e-08
2017,9.244871534974664e-07,1.282961736848165e-08
2018,9.693407037048019e-07,1.3165480261534412e-08
2019,9.614673217583913e-07,9.693753355577428e-09
