year,serait_VERB au_ADP,serait_VERB chaud_ADJ
1800,1.103601789509412e-06,0.0
1801,5.667214395543851e-07,0.0
1802,5.124653625898645e-07,2.2378401354217203e-09
1803,6.221582111720636e-07,0.0
1804,1.050536639013444e-06,0.0
1805,6.879764100631292e-07,0.0
1806,6.195588753143966e-07,0.0
1807,8.683213081894792e-07,0.0
1808,6.412989250748069e-07,0.0
1809,7.070765377648058e-07,1.3554183553310395e-08
1810,7.441603315783141e-07,4.680253518074551e-09
1811,9.426608471585496e-07,2.5070767684098882e-09
1812,1.4456268218054902e-06,0.0
1813,1.08415463273559e-06,1.4378708002027452e-08
1814,1.4474715044343611e-06,0.0
1815,1.0033671742348815e-06,0.0
1816,1.0962265832858975e-06,0.0
1817,1.0322070238544256e-06,0.0
1818,9.978025445889216e-07,0.0
1819,1.1013516996172257e-06,0.0
1820,1.2744600326186628e-06,0.0
1821,1.1547803069333895e-06,1.97229765852569e-09
1822,1.0366486549173715e-06,0.0
1823,9.704798458187724e-07,9.882686669016039e-09
1824,1.0997973731718957e-06,0.0
1825,1.1262161478953203e-06,0.0
1826,1.0296533901055227e-06,0.0
1827,1.4111644759395858e-06,4.608636583469661e-09
1828,1.308887362938549e-06,4.586150570418113e-09
1829,1.6006119949452113e-06,0.0
1830,1.4830743566562887e-06,0.0
1831,1.5388520751002943e-06,0.0
1832,1.6330673133779783e-06,0.0
1833,1.310108359575679e-06,0.0
1834,1.5149943237702246e-06,0.0
1835,1.3749694289799663e-06,2.2689263801112247e-09
1836,1.2829912066081306e-06,0.0
1837,1.3066919564153068e-06,6.957890930081589e-10
1838,1.2605387382791378e-06,0.0
1839,1.2983169881408685e-06,0.0
1840,1.5166228877205867e-06,0.0
1841,1.4343505654323963e-06,0.0
1842,1.381902620778419e-06,5.366612043644636e-09
1843,1.379263721901225e-06,5.906911071384968e-10
1844,1.4736787079527858e-06,2.7442805805577564e-09
1845,1.4374667216543457e-06,5.580227946389016e-10
1846,1.3962985576654319e-06,4.6836010625384006e-09
1847,1.4691140677314252e-06,3.775256551818984e-09
1848,1.4159589909468195e-06,8.045221711050488e-10
1849,1.340706376140588e-06,0.0
1850,1.3204597735239076e-06,0.0
1851,1.4117821365289274e-06,7.739326512989919e-09
1852,1.1816639471362578e-06,0.0
1853,1.1352642559359083e-06,2.388772735173461e-09
1854,1.2329311402936582e-06,0.0
1855,1.1728330946425558e-06,0.0
1856,1.1560663324416964e-06,0.0
1857,1.138856077886885e-06,5.369659827891837e-09
1858,1.1969931392741273e-06,0.0
1859,1.4365020888362778e-06,1.018434669930457e-09
1860,1.2642182127819979e-06,1.8308735638683515e-09
1861,1.2162470284238225e-06,9.431927461278633e-10
1862,1.3111196039972128e-06,4.517986429419807e-09
1863,1.2546487369036186e-06,9.989241656072068e-10
1864,1.2672466027652263e-06,4.794727948009836e-10
1865,1.2666117754633888e-06,0.0
1866,1.1789379641413689e-06,1.0217787504984699e-08
1867,1.3078326901450055e-06,0.0
1868,1.2690536550508114e-06,9.87974813071446e-10
1869,1.3263637583804666e-06,3.4184632902167778e-09
1870,1.3675706895810436e-06,5.734048791339319e-10
1871,1.3616348724099225e-06,4.248470908407853e-09
1872,1.305015871366777e-06,0.0
1873,1.1894190947714378e-06,4.788803575905831e-09
1874,1.1925319540750934e-06,5.974609140757536e-10
1875,1.4143614635031554e-06,5.721527140956084e-10
1876,1.0707492492656456e-06,0.0
1877,1.3439605481835315e-06,6.184815992682502e-10
1878,1.156485495812376e-06,0.0
1879,1.2976206562598236e-06,0.0
1880,1.3387626722760615e-06,6.417846254436199e-10
1881,1.2438953262972063e-06,2.091752326904839e-09
1882,1.438894287275616e-06,1.3310770263785798e-09
1883,1.1937231647607405e-06,6.319338941018771e-10
1884,1.1163469935127068e-06,6.601696966868076e-10
1885,1.2510978422142216e-06,0.0
1886,1.171303665614687e-06,6.453463874400711e-10
1887,1.1249337603658205e-06,1.9586774424595887e-09
1888,1.0893176067838795e-06,0.0
1889,1.0857481811399339e-06,6.265136742733546e-10
1890,1.2761390735249734e-06,6.554386478008212e-10
1891,1.2066398085153196e-06,0.0
1892,1.095735910894291e-06,0.0
1893,1.1627090543697705e-06,1.847525021858587e-09
1894,1.2073749076080276e-06,1.8904617871129403e-09
1895,1.2428438367351191e-06,0.0
1896,1.1711499610100873e-06,1.7691086373616827e-09
1897,1.044147097672976e-06,0.0
1898,1.1192225883860374e-06,0.0
1899,1.0607423064357135e-06,1.6582735185011188e-09
1900,1.072990698958165e-06,2.595526460424935e-09
1901,1.1356316917954246e-06,2.794369402536745e-09
1902,9.95314508145384e-07,0.0
1903,1.046562715600885e-06,2.7001101354784396e-09
1904,1.037840092976694e-06,3.7622376325430196e-09
1905,1.080662968888646e-06,0.0
1906,9.6350572675874e-07,4.115347618238729e-09
1907,1.01416867437365e-06,0.0
1908,1.083943516277941e-06,4.911389073214423e-10
1909,1.0242831649520667e-06,0.0
1910,1.0490567774468218e-06,5.344150677544235e-10
1911,1.0449215324115357e-06,3.1922244847493175e-09
1912,1.0731407655839575e-06,1.5628263128064646e-09
1913,9.900682016450446e-07,5.30298971401777e-10
1914,9.254899850930087e-07,6.696743715117748e-10
1915,9.23611708003591e-07,0.0
1916,1.0910549690379412e-06,1.0987461607214755e-08
1917,1.0165875892198528e-06,2.1932848870420685e-09
1918,1.01769296634302e-06,0.0
1919,9.962891454051714e-07,9.207848372660976e-10
1920,1.0532974101806758e-06,7.572231730534895e-10
1921,9.62496187639772e-07,3.0290989716519334e-09
1922,1.0188929309151717e-06,1.4755870969551665e-09
1923,1.032931777444901e-06,1.0615948120573648e-09
1924,9.526910389467957e-07,3.867487219366694e-09
1925,8.996509563985455e-07,2.1996355847875293e-09
1926,9.440779535907495e-07,0.0
1927,9.075469051822438e-07,8.919379901328739e-09
1928,8.683791179464606e-07,1.1426041224282812e-09
1929,9.513906888969359e-07,0.0
1930,9.253674875253637e-07,3.1510811737689437e-09
1931,8.611044108874921e-07,1.1405356659111021e-09
1932,9.512878023087978e-07,0.0
1933,8.006522307368868e-07,2.2941324395731044e-09
1934,9.201853572449181e-07,1.1981580172459871e-09
1935,8.617164439783664e-07,2.393656828303392e-09
1936,8.426676458839211e-07,0.0
1937,8.020542168196698e-07,1.2591118148108649e-09
1938,8.388493597522029e-07,0.0
1939,8.151728820848803e-07,4.588215141154706e-09
1940,8.317367701238254e-07,0.0
1941,8.14614736555086e-07,2.9515025978810172e-09
1942,7.97997699919506e-07,0.0
1943,6.735505735377956e-07,2.9032352077962287e-09
1944,7.550987675131182e-07,6.4263723231761105e-09
