year,beaucoup_ADV eu_VERB,beaucoup_ADV tu_VERB
1870,9.17447806614291e-09,5.734048791339319e-09
1871,7.434824311758348e-09,0.0
1872,2.237515595027162e-08,0.0
1873,9.577607151811662e-09,2.3944017879529156e-09
1874,1.1949218503559678e-08,2.3898436563030145e-09
1875,8.010138330405425e-09,1.716458086775674e-09
1876,1.0882827083946722e-08,2.418405919968336e-09
1877,5.566334504436554e-09,6.184815992682502e-10
1878,1.0870359723469392e-08,5.435179861734696e-09
1879,1.3440515367335593e-08,1.221865053580018e-09
1880,1.0910338410496934e-08,6.417846254436199e-10
1881,7.669758161910067e-09,1.3945015142624584e-09
1882,8.652000893505374e-09,2.6621540527571597e-09
1883,2.464542170343975e-08,6.319338941018771e-10
1884,8.582206056928499e-09,1.9805090900604227e-09
1885,9.66845359329227e-09,1.933690763067375e-09
1886,1.2261581083805595e-08,5.162771099520569e-09
1887,1.3710741875172516e-08,6.528924623161458e-10
1888,6.340614699951175e-09,6.340614699951175e-10
1889,1.0024218788373673e-08,1.2530273485467092e-09
1890,6.554386366985909e-09,3.2771931834929546e-09
1891,1.3385862196457765e-08,3.824531802365527e-09
1892,1.4417578242387208e-08,1.8805537127519756e-09
1893,1.7243566574620672e-08,2.463366621796581e-09
1894,9.452309157609307e-09,3.780923574225881e-09
1895,9.629783193076946e-09,6.018614495673091e-09
1896,7.66613794667137e-09,1.179405795248556e-09
1897,1.4566784223291052e-08,5.2440420894583895e-09
1898,1.5277558773618694e-08,5.6583548957434e-10
1899,6.633094074004475e-09,5.527578395003729e-10
1900,1.2977633190303095e-08,3.633737311048435e-09
1901,7.824234593556412e-09,2.794369402536745e-09
1902,9.329538919189417e-09,1.4730852093691738e-09
1903,7.020286574288548e-09,4.860198465905796e-09
1904,8.061937784020756e-09,2.1498500757388683e-09
1905,1.0837593933388234e-08,3.096455536422127e-09
1906,6.173021205313489e-09,1.5432553013283723e-09
1907,9.257117739025489e-09,2.057137349353866e-09
1908,6.384805573134145e-09,1.4734167219643268e-09
1909,8.251475058784763e-09,6.60118004702781e-09
1910,4.809735720812114e-09,4.275320542035388e-09
1911,7.448523575703803e-09,4.25629931299909e-09
1912,5.2094213387476884e-09,3.125652625612929e-09
1913,7.42418571064718e-09,4.772690687104841e-09
1914,6.027069510139427e-09,2.678697486047099e-09
1915,7.068456930880984e-09,8.246533234057551e-09
1916,2.197492410260793e-09,3.2962386153911893e-09
1917,1.5352993543160665e-08,3.289927441585405e-09
1918,1.1486376294556067e-08,8.040463406189247e-09
1919,5.524709134618888e-09,5.524709134618888e-09
1920,6.815008557481406e-09,5.300562211374427e-09
1921,8.330022005509363e-09,7.572747429129834e-10
1922,1.0329110011753073e-08,7.377935484775833e-10
1923,9.554353752605493e-09,0.0
1924,7.734974438733389e-09,0.0
1925,1.0998178368026856e-08,1.0998177923937646e-09
1926,1.2260752413340015e-08,3.343841648018042e-09
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,1.2568645679778001e-08,0.0
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,5.2518016602221e-09,0.0
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,0.0
1933,9.176529758292418e-09,0.0
1934,9.585264137967897e-09,0.0
1935,8.377798899061872e-09,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,7.610321262063735e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,9.817008317369869e-10
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,0.0
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,2.616342476002842e-09,1.744228317335228e-09
1957,1.1485549400447326e-08,4.417518795207798e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,5.425523585955716e-09,5.425523585955716e-09
1960,9.689166802218097e-09,2.076250060767393e-09
1961,6.25334317660986e-09,4.16889545107324e-09
1962,4.43936931660005e-09,6.341956404476434e-10
1963,6.466053248388448e-10,7.1126584622049904e-09
1964,5.475571551727398e-09,3.6503808864551957e-09
1965,7.660860390501512e-09,1.0944086747954884e-09
1966,6.6468897053084675e-09,3.3234448526542337e-09
1967,1.4791006197611978e-09,9.860671168482327e-10
1968,4.940557296606585e-09,4.042274071025531e-09
1969,6.358460868938209e-09,1.8167031212712459e-09
1970,7.3579600190498695e-09,1.8394900047624674e-09
1971,5.138397263237948e-09,2.569198631618974e-09
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,8.821126051827832e-09,5.513203671370093e-09
1974,8.438357568252286e-09,1.6876715580593782e-09
1975,6.282628195464213e-09,2.2845920710778955e-09
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,5.940591130126904e-09
1979,7.607565244427406e-09,1.1703946700691858e-09
1980,5.116635559687666e-09,2.8425752862659692e-09
1981,5.69299452024552e-09,6.325549417596221e-09
1982,1.2415004579935385e-09,1.2415004579935385e-09
1983,1.0104505676622466e-08,4.4207211225000265e-09
1984,8.118611560803402e-09,7.538710988796993e-09
1985,7.218669662023558e-09,4.812446441349039e-09
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,4.888653482026939e-09
1988,4.797243047249822e-09,4.197587610832443e-09
1989,4.390497743145261e-09,2.1952488715726304e-09
1990,5.993515905799995e-09,1.6345953479657283e-09
1991,5.2753188484189195e-09,2.344586080837985e-09
1992,7.162927584403178e-09,1.65298330578878e-09
1993,1.2186256448387667e-08,4.4313659408601325e-09
1994,8.439882570598911e-09,3.164955852952289e-09
1995,8.675921314704738e-09,2.7112254663563817e-09
1996,9.60856638698715e-09,5.3380921904988554e-09
1997,6.233362714880286e-09,9.58978896292706e-10
1998,1.2873949017944142e-08,5.72175506974304e-09
1999,8.683382013430219e-09,7.312321859131998e-09
2000,9.719669513685858e-09,8.836062992401139e-10
2001,7.0099388516098315e-09,7.886181485616817e-09
2002,3.9430991805033955e-09,3.504977197366088e-09
2003,7.083769126836614e-09,3.7502307925763034e-09
2004,8.80958239690699e-09,6.166707589017051e-09
2005,1.0358624180639708e-08,4.053374524914943e-09
2006,8.64756888319107e-09,2.0589450144825605e-09
2007,1.078509459517818e-08,6.391167151065247e-09
2008,1.1495087548496485e-08,7.2376473703172906e-09
2009,1.2397300963584712e-08,8.105927484791664e-09
2010,1.2754241218715379e-08,1.322662068758973e-08
2011,1.4913490886669933e-08,4.971163480860241e-09
2012,1.6680838044180746e-08,9.19148224198807e-09
2013,1.7013663367038134e-08,6.693900100884775e-09
2014,2.3603352161671864e-08,1.0827226226695075e-08
2015,1.3077794847049518e-08,9.087958829923082e-09
2016,1.532791671365885e-08,9.113896304313585e-09
2017,1.861552334503358e-08,1.0062445099379147e-08
2018,2.4265787601507327e-08,1.6779534206534663e-08
2019,1.9132407658162265e-08,1.403043281555938e-08
