year,trop_ADV eu_VERB,trop_ADV tu_VERB
1800,3.144164395507687e-08,0.0
1801,3.095537337571841e-08,4.7623651688866175e-09
1802,1.3427040812530322e-08,2.6854081625060644e-08
1803,2.5354410126965377e-08,0.0
1804,1.4831105232815389e-08,0.0
1805,6.822906328807221e-08,0.0
1806,3.458002950651462e-08,0.0
1807,1.7081731584767113e-08,0.0
1808,2.2660739062985158e-08,0.0
1809,8.584316191218022e-08,0.0
1810,2.106114038724627e-08,0.0
1811,4.262030373070047e-08,0.0
1812,6.934741492159446e-08,0.0
1813,3.4508900625951355e-08,0.0
1814,3.1466772298927026e-08,0.0
1815,2.966945977789237e-08,5.394447111228828e-09
1816,3.244645441213834e-08,0.0
1817,5.60474440192138e-08,0.0
1818,1.1921176934492905e-08,0.0
1819,5.175525075173937e-08,1.1386155129855524e-08
1820,5.102586797534059e-08,0.0
1821,2.070912508145284e-08,9.86148829262845e-10
1822,2.3058916553964082e-08,0.0
1823,2.8659792761231984e-08,0.0
1824,1.2631669044083083e-08,1.3473780313688621e-08
1825,2.1133063299316746e-08,0.0
1826,2.4662355713189754e-08,8.807984341885344e-10
1827,1.3825909306319772e-08,0.0
1828,1.0089530988466322e-08,0.0
1829,1.800366966620004e-08,8.57317605795771e-10
1830,2.2961039292113128e-08,1.0436835840010872e-09
1831,2.0268567268999504e-08,0.0
1832,2.0294953273491956e-08,0.0
1833,1.50587169400751e-08,1.1583628500844156e-09
1834,1.213489042584115e-08,1.8669061851994684e-09
1835,2.7983425354705105e-08,0.0
1836,3.024337402735e-08,0.0
1837,1.1132625488130543e-08,8.349468672008697e-09
1838,1.830527018853445e-08,6.312161904276081e-10
1839,1.957613093850341e-08,6.9914751765765e-10
1840,5.732719632334238e-09,0.0
1841,1.6051371787284552e-08,6.420548537278137e-10
1842,1.609983613093391e-08,6.708265054555795e-10
1843,3.0125246297529884e-08,0.0
1844,1.0977122322231025e-08,0.0
1845,2.0088821273134272e-08,5.580227946389016e-10
1846,8.781752214304106e-09,5.854501328173001e-10
1847,1.5640349459999925e-08,5.393223645455691e-10
1848,2.252662056889676e-08,8.045221711050488e-10
1849,1.1731181359664333e-08,8.379414939696517e-10
1850,2.0366988096043315e-08,0.0
1851,2.3217978650791338e-08,3.2247193804124663e-09
1852,1.7578472011337e-08,0.0
1853,1.2541057081705276e-08,0.0
1854,2.4419623656513068e-08,1.0391328908454511e-09
1855,2.865746040470185e-08,0.0
1856,1.7084724746041502e-08,0.0
1857,1.4156376515472857e-08,9.763018171682347e-10
1858,1.0766087576996597e-08,4.893676019968041e-10
1859,2.036869339860914e-08,0.0
1860,2.242820151820979e-08,0.0
1861,2.87673795895671e-08,0.0
1862,1.9427341513278407e-08,1.8071945051545413e-09
1863,1.2486552236623538e-08,0.0
1864,3.5001512799226475e-08,7.671564716815737e-09
1865,1.694463946932956e-08,0.0
1866,2.0435575009969398e-08,4.865612912574591e-10
1867,1.067618526917613e-08,5.338092634588065e-09
1868,4.44588676984381e-09,0.0
1869,1.8557372527538973e-08,0.0
1870,2.8096838633473453e-08,5.160643912205387e-09
1871,1.1683295220166201e-08,0.0
1872,1.814201766592305e-08,0.0
1873,3.292302608315367e-08,0.0
1874,1.4936523129449597e-08,1.1949218281515073e-09
1875,3.032409523484603e-08,5.721527140956084e-10
1876,1.934724735974669e-08,0.0
1877,2.3502300550148902e-08,6.184815992682502e-10
1878,3.32149880932775e-08,0.0
1879,2.1993571408529533e-08,1.221865053580018e-09
1880,8.343199908722454e-09,1.2835692508872398e-09
1881,1.324776466304911e-08,6.972507571312292e-10
1882,9.317538740560849e-09,6.655385131892899e-10
1883,1.9589950994713945e-08,6.319338941018771e-10
1884,1.4523733327109767e-08,6.601696966868076e-10
1885,7.090199094506033e-09,0.0
1886,1.2906927970846027e-08,1.2906927748801422e-09
1887,1.3057849024278312e-08,3.264462256069578e-09
1888,1.9021843655764314e-08,2.53624587998047e-09
1889,2.6313573542324775e-08,0.0
1890,1.3764211992395303e-08,0.0
1891,1.9122660788184476e-08,6.374220040683554e-10
1892,1.4417578242387208e-08,0.0
1893,1.847524977449666e-08,1.2316833108982905e-09
1894,7.561847148451761e-09,0.0
1895,1.023164486468886e-08,1.2037228991346183e-09
1896,2.1229304536518612e-08,5.89702897624278e-10
1897,1.1070755867592652e-08,0.0
1898,1.5277558773618694e-08,5.6583548957434e-10
1899,6.080336234504102e-09,1.1055156790007459e-09
1900,7.786579381274805e-09,5.191053142894475e-10
1901,1.4530721514915967e-08,0.0
1902,9.820567470342212e-09,9.820567692386817e-10
1903,1.6200660368781428e-08,0.0
1904,2.3110889202371254e-08,4.299700151477737e-09
1905,8.257214467732865e-09,5.160759042333041e-10
1906,9.773950537805831e-09,0.0
1907,1.0285686968813934e-08,1.028568674676933e-09
1908,9.822778146428846e-09,4.911389073214423e-10
1909,1.7603147384193107e-08,5.500983557560346e-10
1910,9.085056262847502e-09,5.344150677544235e-10
1911,1.9153347352585115e-08,1.0640748282497725e-09
1912,1.3544495303108306e-08,0.0
1913,5.833288518886093e-09,1.590896969716482e-09
1914,1.5402511266415786e-08,6.696743715117748e-10
1915,1.4136913861761968e-08,1.1780761921542648e-09
1916,1.8678685265172135e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,9.207848705727883e-09,3.6831393490643904e-09
1920,6.057785384427916e-09,0.0
1921,1.3630945261411398e-08,7.572747429129834e-10
1922,1.549366501762961e-08,0.0
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,1.5469948877466777e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.5604593173179637e-08,1.1146138456652466e-09
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,9.14083297942625e-09,2.2852082448565625e-09
1929,1.5596569369336066e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,1.8248570654577634e-08,1.1405356659111021e-09
1932,1.53433514782364e-08,0.0
1933,2.1794258842078307e-08,0.0
1934,2.156684431042777e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,8.487299751891442e-09,0.0
1937,1.3850230295986421e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.178504132643866e-08,2.178504043826024e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,2.622591566137089e-08,1.1920870957027319e-09
1948,2.2830963786191205e-08,0.0
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,2.7651939404904624e-08,0.0
1951,2.0256663901818683e-08,1.0661401761424827e-09
1952,1.370824520563474e-08,0.0
1953,2.3702419582605216e-08,0.0
1954,9.772536557761669e-09,2.9317608341017376e-09
1955,1.5016972554349195e-08,0.0
1956,2.703553825256222e-08,0.0
1957,3.268964121616591e-08,0.0
1958,9.099467845885556e-09,1.6544486891589827e-09
1959,1.1626121398933265e-08,0.0
1960,1.1765417085030094e-08,0.0
1961,2.014966149488373e-08,0.0
1962,2.029426049432459e-08,1.2683912808952869e-09
1963,1.3578711488548834e-08,1.2932106496776896e-09
1964,7.300761772910391e-09,0.0
1965,1.6963333848707407e-08,1.6416130677043839e-09
1966,1.9940669560014612e-08,1.1078149508847446e-09
1967,1.6763140209263838e-08,4.930335584241163e-10
1968,2.515192853991266e-08,1.3474247273492779e-09
1969,2.043791091921321e-08,9.083515606356229e-10
1970,1.7015283404475667e-08,2.2993624781975086e-09
1971,2.2608949379332444e-08,5.138397263237948e-09
1972,1.5903454553267693e-08,1.0260293725750103e-09
1973,1.598829157956061e-08,0.0
1974,1.406392957647995e-08,5.625571675160757e-10
1975,1.1994108817248161e-08,0.0
1976,2.171140245366132e-08,5.713526873840635e-10
1977,2.4682483612537e-08,1.1753563677885381e-09
1978,1.0693064211864112e-08,4.158414057542359e-09
1979,1.1703946256602649e-08,2.3407893401383717e-09
1980,3.013130012163856e-08,5.685150683554241e-10
1981,2.5934753011824796e-08,1.2651099057237047e-09
1982,1.8622506203769262e-08,6.207502289967692e-10
1983,1.6419821946556112e-08,6.315316047889041e-10
1984,9.858314165001048e-09,5.799008495621649e-10
1985,1.6242006850575308e-08,1.8046674155058895e-09
1986,1.978180286243969e-08,1.7983456945813714e-09
1987,1.588812459374367e-08,6.110816852533674e-10
1988,1.2592763276586538e-08,1.798966087207532e-09
1989,1.9757239400064464e-08,1.0976244357863152e-09
1990,1.3076762783725826e-08,0.0
1991,1.934283488935762e-08,1.7584396161396398e-09
1992,1.652983172562017e-08,1.1019888335184191e-09
1993,1.606370148010683e-08,1.661762283333701e-09
1994,2.0572214154412904e-08,3.6924485691258724e-09
1995,1.9520822291951845e-08,5.422450821690461e-10
1996,2.081855932090093e-08,2.135236876199542e-09
1997,2.205651483677684e-08,0.0
1998,1.954932926651054e-08,0.0
1999,1.0968483010742602e-08,4.570201161957499e-10
2000,1.8113929911578452e-08,4.4180314962005696e-10
2001,1.9277331730904734e-08,8.762423564512289e-10
2002,1.0514931148009055e-08,1.752488598683044e-09
2003,1.583430631058036e-08,1.6667691671301554e-09
2004,2.422635247967264e-08,2.642874807889939e-09
2005,1.7564623533417034e-08,4.5037495954858286e-10
2006,1.523619275189958e-08,1.6471559671771274e-09
2007,1.7176262190332636e-08,1.5977917877663117e-09
2008,2.0009967016676455e-08,2.9802078582719105e-09
2009,2.86091541568112e-08,3.337734755248789e-09
2010,3.4011311100812236e-08,4.723793023408973e-10
2011,3.6710130046913036e-08,1.911985902935953e-09
2012,3.5063802528156884e-08,3.063827413996023e-09
2013,4.5741650467334694e-08,3.0680376017500066e-09
2014,4.872251579968179e-08,1.7323561474213989e-09
2015,4.8321343371071634e-08,3.103205470367243e-09
2016,4.577661627536145e-08,1.86420612280358e-09
2017,5.861374319238166e-08,1.2578056374223934e-09
2018,7.099033183521897e-08,2.0651733656507076e-09
2019,6.607058367080754e-08,1.2754939326953263e-09
