year,trop_ADV oser_VERB,trop_ADV poser_VERB
1875,2.9751941355016243e-08,0.0
1876,2.6602464231473277e-08,6.04601479992084e-10
1877,4.762308236649915e-08,6.184815992682502e-10
1878,2.5968081018845623e-08,2.4156354694326865e-09
1879,1.588424503040642e-08,3.0546627449723474e-09
1880,3.7223507831640745e-08,1.2835692508872398e-09
1881,2.1614773970668466e-08,0.0
1882,5.590523599607877e-08,6.655385131892899e-10
1883,2.338155447034751e-08,1.2638677882037541e-09
1884,2.2445769687351458e-08,0.0
1885,1.9981470700258797e-08,0.0
1886,2.2587123282846733e-08,6.453463874400711e-10
1887,1.9586773092328258e-08,6.528924623161458e-10
1888,4.12139939953704e-08,6.340614699951175e-10
1889,2.6313573542324775e-08,0.0
1890,1.9663159989136147e-08,1.9663159989136147e-09
1891,1.784781566982474e-08,5.099376032546843e-09
1892,2.1312942521944933e-08,5.014809900671935e-09
1893,2.8328715373504565e-08,2.463366621796581e-09
1894,4.0329851458409394e-08,6.301539290376468e-10
1895,3.8519132772307785e-08,9.629783193076946e-09
1896,2.94851449922362e-08,3.5382172747233653e-09
1897,2.5637540090883704e-08,4.078699600285063e-09
1898,4.413516663248629e-08,1.6975064687230201e-09
1899,5.30647525920358e-08,1.6582735185011188e-09
1900,3.9971109089265155e-08,0.0
1901,3.912117207960364e-08,0.0
1902,2.7497589982772297e-08,0.0
1903,3.67214987306852e-08,1.0800440541913758e-09
1904,4.6759240035498806e-08,2.6873125946735854e-09
1905,3.044847929345451e-08,5.160759042333041e-10
1906,3.858138342138773e-08,1.0288369045596824e-09
1907,3.9085609415678846e-08,0.0
1908,3.045061092166179e-08,1.964555629285769e-09
1909,3.245580160182726e-08,0.0
1910,4.3287620599130605e-08,5.344150677544235e-10
1911,3.405039450399272e-08,1.5961122423746588e-09
1912,3.750783150735515e-08,0.0
1913,3.818152549683873e-08,0.0
1914,2.343860217024485e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,5.16410700868164e-08,0.0
1917,2.52227767560953e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,1.749491218561161e-08,1.8415696745321952e-09
1920,3.256059599721084e-08,0.0
1921,2.120369302360814e-08,7.572747429129834e-10
1922,3.9103056792555435e-08,0.0
1923,3.3971033985835675e-08,0.0
1924,3.351822286390416e-08,2.578324886925998e-09
1925,3.8493624288094e-08,2.1996355847875293e-09
1926,5.238685218955652e-08,0.0
1927,3.0102906833917586e-08,1.1149224876660924e-09
1928,3.427812345080383e-08,2.2852082448565625e-09
1929,3.342121956961819e-08,0.0
1930,2.7309368988426286e-08,0.0
1931,3.079446386777818e-08,3.4216069977333063e-09
1932,2.7398842306070037e-08,0.0
1933,2.867665571670841e-08,0.0
1934,2.7557634396657704e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,4.122403041151301e-08,0.0
1937,5.162358363008934e-08,0.0
1938,4.797129449229942e-08,1.2965214457594243e-09
1939,1.8352860564618823e-08,6.117620188206274e-09
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,4.935499831049128e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,3.485606470121638e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,4.52993091926146e-08,2.3841741914054637e-09
1948,3.044128504825494e-08,4.348755133776194e-09
1949,2.5524220959027843e-08,0.0
1950,3.828730044119766e-08,1.1698897850465073e-08
1951,2.7719645245838365e-08,0.0
1952,2.003512733494972e-08,1.0544803918932644e-09
1953,3.016671712430252e-08,1.0773827385790469e-09
1954,3.224936762080688e-08,4.886268278880834e-09
1955,4.223523575319632e-08,1.8771215692936494e-09
1956,2.8779767902165077e-08,8.72114114258693e-09
1957,4.8592706747285774e-08,6.184526224473075e-09
1958,4.218844296133284e-08,6.617794756635931e-09
1959,3.1778064624177205e-08,3.100299128533379e-09
1960,3.737250153790228e-08,3.460416619915918e-09
1961,3.47407969059077e-08,1.320150300188061e-08
1962,3.868593267952747e-08,0.0
1963,2.909724017285953e-08,1.939815863494232e-09
1964,3.8937397306426647e-08,6.083968329129164e-10
1965,3.0643441562006046e-08,2.73602163147757e-09
1966,3.212663202134536e-08,6.6468897053084675e-09
1967,3.204718268534634e-08,1.9721342336964653e-09
1968,3.368561962702188e-08,4.940557296606585e-09
1969,2.815889921237158e-08,1.3625273131978588e-09
1970,3.587005537042387e-08,2.2993624781975086e-09
1971,3.083038535578453e-08,2.0553589941130213e-09
1972,1.7955514408640738e-08,1.0260293725750103e-09
1973,3.6387145740945925e-08,2.7566018356850464e-09
1974,2.306484425673716e-08,6.750686232237513e-09
1975,3.3126585918807905e-08,2.8557400888473694e-09
1976,3.8851982964160925e-08,3.9994687561772935e-09
1977,2.938390863960194e-08,1.7630346071939584e-09
1978,3.089107636355948e-08,5.940591130126904e-09
1979,2.867466974976196e-08,5.851973128301324e-09
1980,2.5014662341504845e-08,3.97960553399912e-09
1981,3.795329561739891e-08,2.5302198114474095e-09
1982,3.600351305976801e-08,6.828252629986764e-09
1983,3.410270821291306e-08,3.157658134966823e-09
1984,3.653375202361531e-08,4.059305780401701e-09
1985,3.66949031160857e-08,3.0077789148208467e-09
1986,3.1770774455708306e-08,3.5966913891627428e-09
1987,2.749867533680117e-08,6.721898593298192e-09
1988,2.4585871116755698e-08,4.197587610832443e-09
1989,4.061210390204906e-08,2.1952488715726304e-09
1990,3.378163526690514e-08,5.448650863826288e-09
1991,1.992898113201136e-08,4.10302547493302e-09
1992,2.1488782309120324e-08,6.61193322315512e-09
1993,3.323524566667402e-08,7.200969598386564e-09
1994,2.479215588380157e-08,4.747434001473039e-09
1995,2.6027763055935793e-08,7.0491861237087505e-09
1996,2.6156651955488996e-08,4.804283193493575e-09
1997,3.068732468136659e-08,3.3564262480467733e-09
1998,2.3363833534517653e-08,1.382757464085671e-08
1999,1.96518641359944e-08,7.769341614505265e-09
2000,2.5182780305499364e-08,1.0161472552283612e-08
2001,3.3735329196815655e-08,1.095302959441824e-08
2002,2.541108479192644e-08,1.0514931148009055e-08
2003,2.708499913239848e-08,1.1667384391955693e-08
2004,2.334539317416784e-08,1.4095332012686868e-08
2005,2.8373621674404603e-08,1.1259373877692269e-08
2006,3.1707752867760064e-08,4.529678854225949e-09
2007,3.395307501818934e-08,1.1184542181297275e-08
2008,3.278228533076799e-08,1.1495087548496485e-08
2009,3.099325240896178e-08,2.4317781566196572e-08
2010,4.109699958121382e-08,1.747803501928047e-08
2011,3.709252638373073e-08,2.0649448373433188e-08
2012,4.799996489168734e-08,1.8042539906559796e-08
2013,4.685730203846106e-08,2.4823213706781644e-08
2014,6.128210117140043e-08,2.6201886882404324e-08
2015,4.6104769779731214e-08,2.3939014326401775e-08
2016,4.246247087280608e-08,1.9677729667932908e-08
2017,5.182159412697729e-08,2.842640789424422e-08
2018,5.162933547353532e-08,3.046130814254866e-08
2019,4.61728788536675e-08,3.035675533169524e-08
