year,trop_ADV été_VERB,trop_ADV pété_VERB
1860,1.9224172476128842e-08,0.0
1861,2.87673795895671e-08,9.431927461278633e-10
1862,3.3884898442693157e-08,0.0
1863,1.5982786649715308e-08,0.0
1864,3.212467802882202e-08,0.0
1865,1.6003271596787272e-08,0.0
1866,1.8002767276925624e-08,0.0
1867,1.8925964795357686e-08,0.0
1868,1.877152122631287e-08,0.0
1869,1.904572499711321e-08,0.0
1870,3.4977698959437475e-08,0.0
1871,1.4869648623516696e-08,0.0
1872,2.237515595027162e-08,0.0
1873,1.0176207432266438e-08,0.0
1874,2.0313670745508716e-08,0.0
1875,2.0597497041308088e-08,0.0
1876,3.688068872520489e-08,0.0
1877,2.4739264858908427e-08,0.0
1878,4.1065803202400275e-08,0.0
1879,1.7717043832021773e-08,0.0
1880,2.8238524407697696e-08,0.0
1881,9.064259565150223e-09,0.0
1882,2.1297232422057277e-08,0.0
1883,3.2860562271253e-08,0.0
1884,2.772712726084592e-08,0.0
1885,2.1915161241281567e-08,0.0
1886,3.033127882190456e-08,0.0
1887,1.0446279397058333e-08,0.0
1888,2.0924028731883482e-08,0.0
1889,2.0048437576747347e-08,0.0
1890,1.9663159989136147e-08,0.0
1891,2.2947192590550003e-08,0.0
1892,1.6298132621272998e-08,0.0
1893,2.0938616174248637e-08,0.0
1894,1.6384001710889606e-08,0.0
1895,2.5880042997528108e-08,0.0
1896,3.184395680477792e-08,0.0
1897,9.905413378419325e-09,0.0
1898,1.810673566637888e-08,0.0
1899,1.492446166651007e-08,0.0
1900,2.3359739032002835e-08,0.0
1901,1.5089595351014395e-08,0.0
1902,1.3748794991386148e-08,0.0
1903,1.7820726228023887e-08,0.0
1904,1.9348650681649815e-08,0.0
1905,2.631987072732045e-08,0.0
1906,3.395161840558103e-08,0.0
1907,3.034277540336916e-08,0.0
1908,1.2278472460991452e-08,0.0
1909,2.6954818821423032e-08,0.0
1910,1.977335806202518e-08,0.0
1911,3.032613093978398e-08,0.0
1912,1.3023552902780011e-08,0.0
1913,1.3257474229533273e-08,0.0
1914,1.4732836284281348e-08,0.0
1915,4.712304768617059e-09,0.0
1916,1.3184954461564757e-08,0.0
1917,1.0966424213165737e-08,0.0
1918,1.9526840588923733e-08,0.0
1919,2.025726608678724e-08,0.0
1920,2.3473917920568965e-08,0.0
1921,1.741731914250977e-08,0.0
1922,1.8444838545406128e-08,0.0
1923,2.229349149729387e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,3.299453510408057e-08,0.0
1926,3.343841470382358e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,2.2852082892654835e-08,0.0
1929,2.785101571589621e-08,0.0
1930,2.6259009189288918e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,2.520693342944469e-08,0.0
1933,2.064719240024715e-08,0.0
1934,1.4377896206951846e-08,0.0
1935,1.9149254626427137e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,2.7226949583791793e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.066051862925633e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,2.645009899993056e-08,0.0
1947,2.0265479960812627e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,2.5524220959027843e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,1.370824520563474e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,8.795282724349818e-09,3.9090144454689835e-09
1955,2.0648336374051723e-08,0.0
1956,2.441919733087161e-08,0.0
1957,1.8553580005686854e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,1.8601795659378695e-08,0.0
1960,1.7302083321624195e-08,0.0
1961,3.47407969059077e-08,0.0
1962,2.029426049432459e-08,0.0
1963,1.4871922360271128e-08,0.0
1964,2.3727476872181796e-08,0.0
1965,3.55682807651192e-08,0.0
1966,2.8249282024717104e-08,0.0
1967,3.254021407883556e-08,0.0
1968,2.4253646202510026e-08,8.982831700699023e-10
1969,2.4071315607443466e-08,0.0
1970,2.115413444414571e-08,0.0
1971,2.3122789016838396e-08,0.0
1972,2.1033601527165047e-08,0.0
1973,1.9847533394568018e-08,0.0
1974,1.4626486688484874e-08,0.0
1975,3.084199207137317e-08,0.0
1976,3.370981005446083e-08,0.0
1977,1.645498848290572e-08,2.938390863960194e-09
1978,2.9108898402796513e-08,0.0
1979,2.750427441355896e-08,5.851973350345929e-10
1980,2.9562784220615868e-08,5.685150683554241e-10
1981,2.4037088763861902e-08,0.0
1982,3.041676066573018e-08,0.0
1983,2.9050454486423405e-08,0.0
1984,2.7835241667162336e-08,0.0
1985,2.7671566371623157e-08,0.0
1986,4.016305155118971e-08,0.0
1987,2.261002229886344e-08,0.0
1988,2.5185526553173077e-08,0.0
1989,1.7013178421620978e-08,0.0
1990,2.9967580417178397e-08,5.44865097484859e-10
1991,2.9307326343541718e-08,0.0
1992,1.8182815253453555e-08,5.509944167592096e-10
1993,2.9357799746776436e-08,0.0
1994,2.9012095836833396e-08,1.0549853213248639e-09
1995,2.4401028753118226e-08,2.1689803286761844e-09
1996,2.3487604750016544e-08,0.0
1997,2.157702461147437e-08,4.79489448146353e-10
1998,2.6224711291433778e-08,0.0
1999,2.4679085441903226e-08,4.570201161957499e-10
2000,2.8275401575683645e-08,0.0
2001,2.6287271026603776e-08,8.762423564512289e-10
2002,2.6725450297249154e-08,0.0
2003,2.8335076507346457e-08,0.0
2004,3.3916894182084434e-08,0.0
2005,2.2068373795036678e-08,4.5037495954858286e-10
2006,2.3060183096390574e-08,8.235779835885637e-10
2007,3.07574907765229e-08,1.5977917877663117e-09
2008,2.2138685551453818e-08,1.2772318758180745e-09
2009,2.2410505451375684e-08,0.0
2010,2.7870378005445673e-08,4.723793023408973e-10
2011,3.097417433650662e-08,1.529588788962144e-09
2012,3.336167608836149e-08,3.4042526575461807e-09
2013,2.900689999307815e-08,2.2313000336282585e-09
2014,4.28758148984798e-08,1.2992671383216248e-09
2015,3.2583656661699933e-08,1.994917786518613e-09
2016,3.314143981469897e-08,1.86420612280358e-09
2017,3.0438897624662786e-08,3.5218559180094644e-09
2018,4.1303465536657313e-08,5.162933414126769e-10
2019,4.3366792823462674e-08,2.2958890344426663e-09
