year,trop_ADV osé_VERB,trop_ADV posé_VERB
1800,2.2009151834367913e-08,0.0
1801,1.6668277424969347e-08,1.1905912700171939e-08
1802,2.0140561218795483e-08,2.2378401354217203e-09
1803,5.851017448321727e-09,0.0
1804,7.4155526164076946e-09,4.943701892301533e-09
1805,4.5486043376286034e-08,0.0
1806,6.339671898558663e-08,1.729001475325731e-08
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,2.4926814390369145e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,2.106114038724627e-08,2.3401267590372754e-09
1811,3.259199843341776e-08,5.0141535368197765e-09
1812,8.00162425207418e-09,0.0
1813,8.627225156487839e-09,0.0
1814,6.293354282149721e-09,0.0
1815,8.091670444798638e-09,0.0
1816,5.0987285504788815e-08,0.0
1817,3.269434145636296e-08,0.0
1818,3.099506074022429e-08,4.768470951432846e-09
1819,1.449147024601416e-08,2.070210003424222e-09
1820,4.9839222526770754e-08,4.746592452420373e-09
1821,1.2819934447350079e-08,0.0
1822,2.3058916553964082e-08,1.0025615893027862e-09
1823,1.7788837070042973e-08,3.9530747564242574e-09
1824,3.2842340402794434e-08,0.0
1825,1.7610886970942374e-08,0.0
1826,1.0569580766173203e-08,0.0
1827,1.6591091167583727e-08,0.0
1828,2.2013523448549677e-08,0.0
1829,2.4862210068476998e-08,8.57317605795771e-10
1830,2.1917355041978226e-08,0.0
1831,6.236482441579483e-09,0.0
1832,2.1647950987357945e-08,0.0
1833,1.0425265983826648e-08,0.0
1834,1.4001796166951408e-08,0.0
1835,1.8907719834260206e-08,0.0
1836,4.032450107160912e-08,2.016224964762614e-09
1837,2.6439986200443855e-08,6.957890930081589e-10
1838,1.1361890983607736e-08,1.2624323808552163e-09
1839,1.6080392128969834e-08,7.690622361167243e-09
1840,4.0766007458614695e-08,1.2739377330817092e-09
1841,1.733548060656176e-08,0.0
1842,2.3478927246856074e-08,6.708265054555795e-10
1843,1.3585895075607368e-08,5.906911071384968e-10
1844,2.195424464446205e-08,5.488561272137815e-10
1845,3.0691253982695343e-08,0.0
1846,2.3418005312692003e-08,0.0
1847,1.6718992412734224e-08,1.6179670936367074e-09
1848,1.206783295515379e-08,0.0
1849,1.1731181359664333e-08,0.0
1850,2.647708541303473e-08,0.0
1851,8.384270167027807e-09,6.449438760824933e-10
1852,2.2135854038651814e-08,6.510545436100301e-10
1853,3.4040009921909586e-08,5.971931837933653e-10
1854,1.2989160858012383e-08,0.0
1855,3.131092896069276e-08,5.306937111981824e-10
1856,3.054541508618058e-08,1.5531567143511893e-09
1857,2.245494101771328e-08,4.881509085841174e-10
1858,1.6149130033227266e-08,9.787352039936081e-10
1859,3.6154432336843456e-08,1.5276520048956854e-09
1860,3.066713105681629e-08,3.204028820036342e-09
1861,3.8670901147952463e-08,6.13075279431996e-09
1862,4.382446761042047e-08,1.2650361647104091e-08
1863,3.0467187883687075e-08,6.99246927027275e-09
1864,3.787835112234461e-08,4.315255264231155e-09
1865,2.2592853810010638e-08,7.530950973944073e-09
1866,1.4110277390955162e-08,6.3252967308358166e-09
1867,1.649955905236311e-08,4.85281148598915e-10
1868,3.062721987134864e-08,1.4819622196071691e-09
1869,3.1742874995188686e-08,7.813630631403612e-09
1870,2.2362790730312554e-08,6.307453670473251e-09
1871,2.8677177965619194e-08,0.0
1872,2.6003558417642125e-08,6.047339295989218e-10
1873,3.23244258026989e-08,0.0
1874,1.6728906260254917e-08,3.5847653734322193e-09
1875,1.94531928343622e-08,5.721527140956084e-10
1876,2.9625471853478302e-08,1.3905833817773328e-08
1877,2.6594708657512456e-08,6.184815992682502e-10
1878,2.7779808675632012e-08,3.6234530931267273e-09
1879,2.8102896010295808e-08,6.720257683667796e-09
1880,2.3104245627791897e-08,6.417846254436199e-10
1881,2.9284532132578533e-08,4.8807553554297556e-09
1882,2.5290463057103807e-08,3.3276925659464496e-09
1883,2.7173157945981075e-08,6.319338941018771e-10
1884,3.564916539744445e-08,1.3203393933736152e-09
1885,3.480643329112354e-08,0.0
1886,1.677900662855336e-08,9.034849313138693e-09
1887,2.8074376601239237e-08,6.528924623161458e-10
1888,2.7264643875923866e-08,5.706553452000662e-09
1889,2.0048437576747347e-08,1.2530273485467092e-09
1890,2.3595791986963377e-08,8.520702365899524e-09
1891,3.952016314201501e-08,7.0116419337296065e-09
1892,1.3163876211308434e-08,5.014809900671935e-09
1893,2.155445777418663e-08,1.2316833108982905e-09
1894,2.2055386850183822e-08,6.301539290376468e-09
1895,4.814891596538473e-08,3.611168697403855e-09
1896,1.7691087705884456e-08,1.9460195233023114e-08
1897,2.2724183423861177e-08,9.905413378419325e-09
1898,3.281845906144554e-08,5.092519295146758e-09
1899,3.6482017407024614e-08,8.291367592505594e-09
1900,2.3359739032002835e-08,2.387884379118077e-08
1901,2.2913829056392387e-08,1.5089595351014395e-08
1902,2.897067474805226e-08,3.437198747846537e-09
1903,2.8621167658116065e-08,2.7001101354784396e-09
1904,2.7948050984605288e-08,2.6873125946735854e-09
1905,2.3223416079076742e-08,4.64468330463319e-09
1906,5.761486576716379e-08,1.5432553013283723e-09
1907,3.599990350267035e-08,1.0285686968813934e-08
1908,3.830883343880487e-08,9.822778146428846e-09
1909,3.5756393401698006e-08,1.1001967115120692e-09
1910,2.8323999146095957e-08,8.01622590529405e-09
1911,3.458243114096149e-08,3.1922244847493175e-09
1912,2.9693701719679666e-08,1.0418842455450772e-09
1913,3.6590627416899224e-08,1.590896969716482e-09
1914,5.759199694921335e-08,4.68772043404897e-09
1915,2.591767689352764e-08,1.1780761921542648e-09
1916,4.394984642885902e-08,0.0
1917,4.276905585243185e-08,4.386569774084137e-09
1918,5.743188324913717e-08,3.44591288836682e-09
1919,3.314825391953491e-08,8.287063479883727e-09
1920,3.7861159540852896e-08,2.2716695191604686e-09
1921,5.83101567031008e-08,0.0
1922,4.500540740082215e-08,8.853522359686394e-09
1923,3.927900849021171e-08,3.1847844361720945e-09
1924,5.0277336072213075e-08,3.867487219366694e-09
1925,2.4195990988573612e-08,3.299453377181294e-09
1926,3.78968714187522e-08,5.57306911730393e-09
1927,6.689534615134107e-08,0.0
1928,3.7705934374798744e-08,1.1426041224282812e-09
1929,4.790374674712439e-08,2.2280812750352652e-09
1930,3.2561171536826805e-08,0.0
1931,2.8513390759599133e-08,0.0
1932,3.616647248350091e-08,0.0
1933,2.523545639121494e-08,0.0
1934,4.073737258636356e-08,1.1981580172459871e-09
1935,4.4282650435434334e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,3.6374143697059935e-09
1937,3.273690651894867e-08,2.5182236296217297e-09
1938,4.2785206488815675e-08,2.5930428915188486e-09
1939,5.352917753498332e-08,0.0
1940,4.057252667166722e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,3.944475324146879e-08,0.0
1943,7.548411673496958e-08,0.0
1944,3.213186161588055e-08,6.4263723231761105e-09
1945,2.832055301382752e-08,0.0
1946,4.872386583087973e-08,1.3921104269343232e-09
1947,4.7683485604466114e-08,2.3841741914054637e-09
1948,5.3272248834446145e-08,3.2615663503321457e-09
1949,3.043272656100271e-08,2.945102384188658e-09
1950,4.1477910883713776e-08,3.190608444114673e-09
1951,3.944718685033877e-08,2.1322803522849654e-09
1952,2.741649041126948e-08,1.0544803918932644e-09
1953,3.016671712430252e-08,0.0
1954,3.0294863506696856e-08,1.9545072227344917e-09
1955,3.9419553843345057e-08,4.6928039232341234e-09
1956,2.7907653077363648e-08,0.0
1957,4.50586910005768e-08,3.534015080575159e-09
1958,3.6397871383542224e-08,2.4816730892496253e-09
1959,3.5653439312000046e-08,0.0
1960,3.114374891310945e-08,1.3841666701708277e-09
1961,3.752005994783758e-08,2.779263708063695e-09
1962,4.249110929777089e-08,3.805173953708163e-09
1963,2.651081842941494e-08,0.0
1964,3.285342842218597e-08,2.4335873316516654e-09
1965,2.407699106754535e-08,6.0192477668863376e-09
1966,4.0989153404780154e-08,1.6617224263271169e-09
1967,3.747054933000982e-08,4.930335695263466e-09
1968,4.850729240502005e-08,2.6948494546985557e-09
1969,2.634219598007803e-08,2.7250546263957176e-09
1970,2.6672605457633836e-08,1.3796175313274261e-09
1971,2.0553589052951793e-08,1.0276794970565106e-09
1972,3.5398013409349005e-08,3.0780880067027283e-09
1973,2.9771300091852027e-08,7.1671650836435674e-09
1974,2.5877628928583363e-08,1.6876715580593782e-09
1975,1.8847885030481848e-08,2.8557400888473694e-09
1976,3.428116102099921e-08,3.9994687561772935e-09
1977,1.4104276857551667e-08,2.938390863960194e-09
1978,2.0792070287711795e-08,2.970295565063452e-09
1979,2.1067103617156135e-08,8.192762912528906e-09
1980,1.9329512213062117e-08,2.8425752862659692e-09
1981,2.84649726012276e-08,5.060439622894819e-09
1982,1.738100685599875e-08,1.8622506869903077e-09
1983,1.894594880980094e-08,1.89459470334441e-09
1984,2.9574943383181562e-08,1.739702604197646e-09
1985,2.4062231318566774e-08,7.218669662023558e-09
1986,2.8174081734277934e-08,5.994485352545098e-09
1987,2.9943002743948455e-08,4.277571630240118e-09
1988,2.1587593934668803e-08,8.395175221664886e-09
1989,2.57941739079115e-08,1.6464366536794728e-09
1990,3.214704236143007e-08,5.448650863826288e-09
1991,2.4618154625954958e-08,8.7921980806982e-09
1992,2.8651710337612712e-08,7.713921945651236e-09
1993,2.8249957040316076e-08,5.539207315052863e-09
1994,1.793475057354499e-08,2.637463358823311e-09
1995,2.76544991351102e-08,6.506940763983948e-09
1996,2.2953797085278893e-08,2.135236876199542e-09
1997,2.924885578181602e-08,9.110299181713799e-09
1998,2.43174582692518e-08,1.0489884516573511e-08
1999,2.6050146928469076e-08,5.484241505371301e-09
2000,2.3415566374751506e-08,6.627047355323157e-09
2001,1.5334240544007116e-08,3.5049694258049158e-09
2002,1.8401129509015846e-08,3.504977197366088e-09
2003,2.25013838672794e-08,5.416999737661854e-09
2004,2.642874719072097e-08,6.166707589017051e-09
2005,2.522099862289906e-08,7.656374201303606e-09
2006,2.4295550460351478e-08,1.0294725072412803e-08
2007,2.995859560428471e-08,5.192823504529542e-09
2008,2.682186917013496e-08,1.1069342775726909e-08
2009,1.907277002999308e-08,1.0490023072406984e-08
2010,2.9287516412068726e-08,1.6060896612657416e-08
2011,2.7532598423363197e-08,1.0324724186716594e-08
2012,3.063827591631707e-08,1.2936160587173617e-08
2013,3.2632762270168314e-08,1.589801357226861e-08
2014,4.460817137896811e-08,1.1693403578760808e-08
2015,3.923338454114855e-08,1.551602757388082e-08
2016,3.997686448542481e-08,1.8020658743012063e-08
2017,4.201070780140981e-08,1.7609279368002717e-08
2018,5.162933547353532e-08,2.2716907466246994e-08
2019,4.081580584625044e-08,2.3469088006322636e-08
