year,trop_ADV osé_VERB,trop_ADV causé_VERB
1959,3.5653439312000046e-08,3.100299128533379e-09
1960,3.114374891310945e-08,4.152500121534786e-09
1961,3.752005994783758e-08,4.16889545107324e-09
1962,4.249110929777089e-08,3.805173953708163e-09
1963,2.651081842941494e-08,1.2932106496776896e-09
1964,3.285342842218597e-08,0.0
1965,2.407699106754535e-08,5.472043373977442e-10
1966,4.0989153404780154e-08,9.970334780007306e-09
1967,3.747054933000982e-08,6.409436092980059e-09
1968,4.850729240502005e-08,3.1439910674890825e-09
1969,2.634219598007803e-08,5.904285060864822e-09
1970,2.6672605457633836e-08,3.6789800095249348e-09
1971,2.0553589052951793e-08,4.1107179882260425e-09
1972,3.5398013409349005e-08,4.104117490300041e-09
1973,2.9771300091852027e-08,1.6539611902288698e-09
1974,2.5877628928583363e-08,3.3753431161187564e-09
1975,1.8847885030481848e-08,2.8557400888473694e-09
1976,3.428116102099921e-08,3.4281160132820787e-09
1977,1.4104276857551667e-08,2.3507127355770763e-09
1978,2.0792070287711795e-08,4.158414057542359e-09
1979,2.1067103617156135e-08,3.5111840102075575e-09
1980,1.9329512213062117e-08,5.685150683554241e-10
1981,2.84649726012276e-08,1.2651099057237047e-09
1982,1.738100685599875e-08,1.8622506869903077e-09
1983,1.894594880980094e-08,3.157658134966823e-09
1984,2.9574943383181562e-08,1.739702604197646e-09
1985,2.4062231318566774e-08,1.8046674155058895e-09
1986,2.8174081734277934e-08,2.3977941854269602e-09
1987,2.9943002743948455e-08,6.110816852533674e-10
1988,2.1587593934668803e-08,0.0
1989,2.57941739079115e-08,0.0
1990,3.214704236143007e-08,3.2691906959314565e-09
1991,2.4618154625954958e-08,0.0
1992,2.8651710337612712e-08,2.2039776670368383e-09
1993,2.8249957040316076e-08,2.7696036575264316e-09
1994,1.793475057354499e-08,5.274926606624319e-10
1995,2.76544991351102e-08,0.0
1996,2.2953797085278893e-08,1.067618438099771e-09
1997,2.924885578181602e-08,3.3564262480467733e-09
1998,2.43174582692518e-08,2.3840645013706308e-09
1999,2.6050146928469076e-08,2.7421207526856506e-09
2000,2.3415566374751506e-08,8.836062992401139e-10
2001,1.5334240544007116e-08,1.3143635069212678e-09
2002,1.8401129509015846e-08,3.066854992184176e-09
2003,2.25013838672794e-08,2.9168460979889232e-09
2004,2.642874719072097e-08,4.404791253964646e-10
2005,2.522099862289906e-08,9.007499190971657e-10
2006,2.4295550460351478e-08,3.706100981659688e-09
2007,2.995859560428471e-08,3.595031605740928e-09
2008,2.682186917013496e-08,2.554463751636149e-09
2009,1.907277002999308e-08,1.430457752249481e-09
2010,2.9287516412068726e-08,5.196172381261022e-09
2011,2.7532598423363197e-08,2.2943831279320648e-09
2012,3.063827591631707e-08,1.1574459612972987e-08
2013,3.2632762270168314e-08,8.646287241731443e-09
2014,4.460817137896811e-08,1.2126492698882885e-08
2015,3.923338454114855e-08,8.422986752520956e-09
2016,3.997686448542481e-08,6.8354220061905835e-09
2017,4.201070780140981e-08,6.037467414898856e-09
2018,5.162933547353532e-08,1.1874746519424662e-08
2019,4.081580584625044e-08,7.1427654901867754e-09
