year,trop_ADV osé_VERB,trop_ADV causé_VERB
1800,2.2009151834367913e-08,2.5153315874604232e-08
1801,1.6668277424969347e-08,2.3811825844433088e-09
1802,2.0140561218795483e-08,2.2378401354217203e-09
1803,5.851017448321727e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,4.5486043376286034e-08,0.0
1806,6.339671898558663e-08,0.0
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,2.4926814390369145e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,2.106114038724627e-08,7.020380277111826e-09
1811,3.259199843341776e-08,0.0
1812,8.00162425207418e-09,5.3344164641089264e-09
1813,8.627225156487839e-09,0.0
1814,6.293354282149721e-09,0.0
1815,8.091670444798638e-09,2.697223555614414e-09
1816,5.0987285504788815e-08,0.0
1817,3.269434145636296e-08,4.670620334934483e-09
1818,3.099506074022429e-08,0.0
1819,1.449147024601416e-08,5.175524897538253e-09
1820,4.9839222526770754e-08,8.306536791735653e-09
1821,1.2819934447350079e-08,8.875339574387908e-09
1822,2.3058916553964082e-08,4.010246357211145e-09
1823,1.7788837070042973e-08,2.9648060007048116e-08
1824,3.2842340402794434e-08,6.736890156844311e-09
1825,1.7610886970942374e-08,3.522177216552791e-09
1826,1.0569580766173203e-08,1.3211976401805714e-08
1827,1.6591091167583727e-08,9.217273055917019e-10
1828,2.2013523448549677e-08,3.668920500743411e-09
1829,2.4862210068476998e-08,8.57317605795771e-10
1830,2.1917355041978226e-08,1.0436835840010872e-09
1831,6.236482441579483e-09,9.354723218280014e-09
1832,2.1647950987357945e-08,1.0823975493678972e-08
1833,1.0425265983826648e-08,2.3167257001688313e-09
1834,1.4001796166951408e-08,7.467624740797874e-09
1835,1.8907719834260206e-08,1.285724948729694e-08
1836,4.032450107160912e-08,4.704525213838906e-09
1837,2.6439986200443855e-08,2.0177884252348122e-08
1838,1.1361890983607736e-08,1.4517972601879592e-08
1839,1.6080392128969834e-08,1.3982950353153e-09
1840,4.0766007458614695e-08,7.64362617644565e-09
1841,1.733548060656176e-08,2.5682194149112547e-09
1842,2.3478927246856074e-08,3.3541325272778977e-09
1843,1.3585895075607368e-08,8.269675610961258e-09
1844,2.195424464446205e-08,3.841992946007622e-09
1845,3.0691253982695343e-08,6.138250796539069e-09
1846,2.3418005312692003e-08,1.7563503984519002e-09
1847,1.6718992412734224e-08,8.629157832729106e-09
1848,1.206783295515379e-08,8.045221711050488e-10
1849,1.1731181359664333e-08,0.0
1850,2.647708541303473e-08,1.9009188889640427e-08
1851,8.384270167027807e-09,6.449438760824933e-10
1852,2.2135854038651814e-08,5.859490670445666e-09
1853,3.4040009921909586e-08,6.569124799682413e-09
1854,1.2989160858012383e-08,2.5978321716024766e-09
1855,3.131092896069276e-08,8.491099379170919e-09
1856,3.054541508618058e-08,4.659470143053568e-09
1857,2.245494101771328e-08,1.0251168802710708e-08
1858,1.6149130033227266e-08,3.4255731584664773e-09
1859,3.6154432336843456e-08,4.073738679721828e-09
1860,3.066713105681629e-08,1.1442959468865865e-08
1861,3.8670901147952463e-08,3.3011746669586728e-09
1862,4.382446761042047e-08,6.325180823552046e-09
1863,3.0467187883687075e-08,9.989241656072068e-10
1864,3.787835112234461e-08,2.3973640850272204e-09
1865,2.2592853810010638e-08,4.23615986733239e-09
1866,1.4110277390955162e-08,3.4059290943133647e-09
1867,1.649955905236311e-08,1.94112459439566e-09
1868,3.062721987134864e-08,1.4819622196071691e-09
1869,3.1742874995188686e-08,2.441759683335931e-09
1870,2.2362790730312554e-08,1.7202146374017957e-09
1871,2.8677177965619194e-08,1.0621177271019633e-09
1872,2.6003558417642125e-08,6.047339518033823e-09
1873,3.23244258026989e-08,4.788803575905831e-09
1874,1.6728906260254917e-08,4.182226565063729e-09
1875,1.94531928343622e-08,7.437985338754061e-09
1876,2.9625471853478302e-08,9.069021977836655e-09
1877,2.6594708657512456e-08,1.6699003069220453e-08
1878,2.7779808675632012e-08,6.6429977074733415e-09
1879,2.8102896010295808e-08,8.55305515301552e-09
1880,2.3104245627791897e-08,0.0
1881,2.9284532132578533e-08,9.064259565150223e-09
1882,2.5290463057103807e-08,5.324308105514319e-09
1883,2.7173157945981075e-08,1.8958017378167824e-09
1884,3.564916539744445e-08,5.281357573494461e-09
1885,3.480643329112354e-08,7.090199094506033e-09
1886,1.677900662855336e-08,5.808117542471791e-09
1887,2.8074376601239237e-08,2.6115698492645834e-09
1888,2.7264643875923866e-08,2.53624587998047e-09
1889,2.0048437576747347e-08,3.132568426877924e-09
1890,2.3595791986963377e-08,4.5880703680722945e-09
1891,3.952016314201501e-08,8.92390783491237e-09
1892,1.3163876211308434e-08,5.014809900671935e-09
1893,2.155445777418663e-08,4.310891643655168e-09
1894,2.2055386850183822e-08,6.301539290376468e-10
1895,4.814891596538473e-08,1.2037228991346183e-09
1896,1.7691087705884456e-08,9.435246361988447e-09
1897,2.2724183423861177e-08,5.826713334045053e-09
1898,3.281845906144554e-08,3.960848538042683e-09
1899,3.6482017407024614e-08,4.4220627160029835e-09
1900,2.3359739032002835e-08,4.671947717582725e-09
1901,2.2913829056392387e-08,1.676621730339889e-09
1902,2.897067474805226e-08,3.437198747846537e-09
1903,2.8621167658116065e-08,4.860198465905796e-09
1904,2.7948050984605288e-08,5.374625189347171e-10
1905,2.3223416079076742e-08,5.676835002077496e-09
1906,5.761486576716379e-08,3.600929110447737e-09
1907,3.599990350267035e-08,2.5714217422034835e-09
1908,3.830883343880487e-08,3.929111258571538e-09
1909,3.5756393401698006e-08,2.2003934230241384e-09
1910,2.8323999146095957e-08,4.809735720812114e-09
1911,3.458243114096149e-08,5.320374141248863e-10
1912,2.9693701719679666e-08,1.0418842455450772e-09
1913,3.6590627416899224e-08,1.590896969716482e-09
1914,5.759199694921335e-08,0.0
1915,2.591767689352764e-08,0.0
1916,4.394984642885902e-08,1.0987462051303964e-09
1917,4.276905585243185e-08,0.0
1918,5.743188324913717e-08,3.44591288836682e-09
1919,3.314825391953491e-08,8.287063479883727e-09
1920,3.7861159540852896e-08,2.2716695191604686e-09
1921,5.83101567031008e-08,3.0290989716519334e-09
1922,4.500540740082215e-08,2.951174193910333e-09
1923,3.927900849021171e-08,0.0
1924,5.0277336072213075e-08,3.867487219366694e-09
1925,2.4195990988573612e-08,7.698724324711748e-09
1926,3.78968714187522e-08,4.458455382660986e-09
1927,6.689534615134107e-08,1.6723836537835268e-08
1928,3.7705934374798744e-08,1.9424270192303084e-08
1929,4.790374674712439e-08,5.570202965543558e-09
1930,3.2561171536826805e-08,2.100720708497761e-09
1931,2.8513390759599133e-08,2.2810713318222042e-09
1932,3.616647248350091e-08,3.287861094491973e-09
1933,2.523545639121494e-08,3.4411986593596566e-09
1934,4.073737258636356e-08,0.0
1935,4.4282650435434334e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,4.849885826274658e-09
1937,3.273690651894867e-08,1.2591118148108649e-09
1938,4.2785206488815675e-08,2.5930428915188486e-09
1939,5.352917753498332e-08,1.5294050470515685e-09
1940,4.057252667166722e-08,0.0
1941,2.9515025090631752e-08,1.1806010391524069e-08
1942,3.944475324146879e-08,0.0
1943,7.548411673496958e-08,8.709705845433291e-09
1944,3.213186161588055e-08,1.2852744646352221e-08
1945,2.832055301382752e-08,4.357008087652048e-09
1946,4.872386583087973e-08,2.7842208538686464e-09
1947,4.7683485604466114e-08,4.7683483828109274e-09
1948,5.3272248834446145e-08,1.0871887834440486e-09
1949,3.043272656100271e-08,6.8719057111366055e-09
1950,4.1477910883713776e-08,2.1270722960764488e-09
1951,3.944718685033877e-08,4.264560704569931e-09
1952,2.741649041126948e-08,1.0544803918932644e-09
1953,3.016671712430252e-08,0.0
1954,3.0294863506696856e-08,5.863521668203475e-09
1955,3.9419553843345057e-08,3.754243138587299e-09
1956,2.7907653077363648e-08,6.104799332717903e-09
1957,4.50586910005768e-08,8.835037701437898e-10
1958,3.6397871383542224e-08,1.6544486891589827e-09
