year,trop_ADV ouverte_ADJ,trop_ADV couverte_ADJ
1924,3.2229060309418855e-08,1.289162443462999e-09
1925,2.969508017258704e-08,0.0
1926,2.6750733184144337e-08,1.1146138456652466e-09
1927,2.8987985345452216e-08,0.0
1928,1.2568645679778001e-08,6.8556245125250825e-09
1929,2.0052731031228177e-08,3.342121912552898e-09
1930,2.3107928015519974e-08,5.2518016602221e-09
1931,3.079446386777818e-08,1.1405356659111021e-09
1932,2.520693342944469e-08,0.0
1933,2.7529589274877253e-08,1.1470662197865522e-09
1934,2.2765002327673756e-08,0.0
1935,2.393656828303392e-08,1.196828414151696e-08
1936,3.031178508194898e-08,1.2124714565686645e-09
1937,2.6441348666139675e-08,3.777335333410292e-09
1938,1.2965214679638848e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,2.2822046474857416e-08,0.0
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,9.102635090130207e-09,0.0
1943,5.2258233296242906e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,1.089252066321933e-08
1946,2.5057987684817817e-08,0.0
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,1.9569398546082084e-08,1.0871887834440486e-09
1949,3.337782672474532e-08,0.0
1950,3.296961992305114e-08,0.0
1951,2.6653504292539765e-08,0.0
1952,3.057992969957013e-08,0.0
1953,3.124409886368085e-08,0.0
1954,3.0294863506696856e-08,9.772536113672459e-10
1955,1.8771215692936494e-08,0.0
1956,2.0058624983221307e-08,1.744228317335228e-09
1957,2.5621609722747962e-08,1.7670075402875796e-09
1958,1.9026160202884057e-08,0.0
1959,2.40273188012452e-08,0.0
1960,3.0451666077624395e-08,1.3841666701708277e-09
1961,2.987708569435199e-08,2.779263708063695e-09
1962,2.219684702708946e-08,1.2683912808952869e-09
1963,2.4571003010009917e-08,5.1728425987107585e-09
1964,3.346182708696688e-08,4.867174663303331e-09
1965,2.681301225493371e-08,0.0
1966,3.212663202134536e-08,2.215629901769489e-09
1967,3.69775179365206e-08,2.9582012395223956e-09
1968,3.638046663922978e-08,2.245707841908029e-09
1969,2.361714024345929e-08,2.2708788183223305e-09
1970,2.575285940054073e-08,1.8394900047624674e-09
1971,4.264870057113512e-08,1.0276794970565106e-09
1972,2.3598675014113724e-08,1.0260293725750103e-09
1973,2.921997932503473e-08,1.6539611902288698e-09
1974,3.600365872102884e-08,5.625571675160757e-10
1975,2.7415104852934746e-08,1.1422960355389478e-09
1976,3.9994688449951354e-08,0.0
1977,2.8208553715103335e-08,5.876781838942691e-10
1978,3.445542873237173e-08,1.1881182704343018e-09
1979,2.63338808537128e-08,3.5111840102075575e-09
1980,2.38776323158163e-08,1.1370301367108482e-09
1981,3.479052068655619e-08,3.1627747087981106e-09
1982,3.7245012407538525e-08,1.2415004579935385e-09
1983,4.483874249672226e-08,2.5261264191556165e-09
1984,3.073474630355122e-08,2.3196033982486597e-09
1985,2.045289804186723e-08,1.8046674155058895e-09
1986,4.016305155118971e-08,1.1988970927134801e-09
1987,3.299841111470414e-08,1.2221633705067347e-09
1988,2.0987938498251424e-08,2.99827696004229e-09
1989,3.347754429228189e-08,4.939309850016116e-09
1990,3.868542108875772e-08,2.724325431913144e-09
1991,2.989347080983862e-08,5.861465202094962e-10
1992,2.589673719910479e-08,0.0
1993,3.10195602537533e-08,2.7696036575264316e-09
1994,3.2177052133874895e-08,1.0549853213248639e-09
1995,2.1689803730851054e-08,5.964695848348356e-09
1996,3.5765218342476146e-08,5.338092190498855e-10
1997,3.068732468136659e-08,1.917957792585412e-09
1998,1.859570453177639e-08,1.9072516899143466e-09
1999,3.0163327835452947e-08,4.113180906983871e-09
2000,2.7391795498488136e-08,6.185244316725402e-09
2001,3.7240301509200435e-08,1.7524847129024579e-09
2002,2.541108479192644e-08,1.752488598683044e-09
2003,3.666892212095263e-08,5.8336921959778465e-09
2004,3.4357370282123156e-08,2.642874807889939e-09
2005,3.377812163307681e-08,2.251874686720612e-09
2006,3.953174143589422e-08,4.941467679486777e-09
2007,2.6363563776499177e-08,2.7961355453243186e-09
2008,2.9802077250451475e-08,8.089135583588813e-09
2009,2.7178696626606325e-08,3.814554005998616e-09
2010,3.070465481869178e-08,4.723792912386671e-09
2011,3.21213633469597e-08,4.5887662558641296e-09
2012,3.234040235611246e-08,6.127654827992046e-09
2013,3.458514896692577e-08,8.367375237128272e-09
2014,3.724565544871439e-08,8.87832563023494e-09
2015,3.879006982288047e-08,9.97458915463767e-09
2016,3.541991588917881e-08,1.0770968117412849e-08
2017,3.446387353278624e-08,7.798394818792076e-09
2018,2.7621693377000156e-08,1.161660012627408e-08
2019,3.4948531180134523e-08,1.1734544003161318e-08
