year,trop_ADV ouvrir_VERB,trop_ADV couvrir_VERB
1800,1.8864987794131594e-08,3.144164484325529e-09
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,6.713520406265161e-09,1.1189200677108602e-08
1803,1.1702034896643454e-08,1.950339223455444e-09
1804,4.943701892301533e-09,1.9774807569206132e-08
1805,2.842877711017877e-09,1.9900143755080535e-08
1806,1.152667650217154e-08,4.3225035994964855e-08
1807,5.693910232196231e-09,1.1387820464392462e-08
1808,9.064295980465431e-09,3.172503681980743e-08
1809,0.0,9.036122072814123e-09
1810,2.106114038724627e-08,1.1700633351097167e-08
1811,0.0,2.5070768572277302e-08
1812,5.3344164641089264e-09,1.0668832928217853e-08
1813,0.0,4.026038169513413e-08
1814,3.1466771410748606e-09,6.293354282149721e-09
1815,0.0,2.1577788444915313e-08
1816,2.3176038865813098e-09,6.952811659743929e-09
1817,1.556873407970727e-09,1.556873407970727e-09
1818,8.344824387052086e-09,8.344824387052086e-09
1819,1.3456364911235141e-08,1.449147024601416e-08
1820,0.0,0.0
1821,9.86148829262845e-10,4.930744257336528e-09
1822,5.012807946513931e-09,2.8071724500478012e-08
1823,1.9765373782121287e-09,8.894418535021487e-09
1824,1.0947446504872005e-08,5.894778887238772e-09
1825,1.7610886082763955e-09,2.641632912414593e-09
1826,2.9947145208097936e-08,1.0569580766173203e-08
1827,1.1060727445055818e-08,9.217273166939322e-09
1828,9.172301140836225e-09,9.172301140836225e-09
1829,1.8860987438529264e-08,4.286587973467704e-09
1830,0.0,3.1310507520032616e-09
1831,6.236482441579483e-09,1.5591206103948707e-09
1832,5.411987746839486e-09,1.0823975493678972e-08
1833,2.3167257001688313e-09,6.950177322551099e-09
1834,9.334530925997342e-10,0.0
1835,5.294161553592858e-09,9.832014313815307e-09
1836,0.0,1.3441500135158435e-09
1837,6.957890930081589e-10,9.74104708006962e-09
1838,1.3255539776935166e-08,1.3886756633496589e-08
1839,5.5931801412612e-09,8.38977065598101e-09
1840,3.821813088222825e-09,8.280594876453051e-09
1841,1.4125206782011901e-08,5.1364388298225094e-09
1842,6.708265054555795e-09,5.366612043644636e-09
1843,1.1223130869097986e-08,1.5357969118667825e-08
1844,9.879410178825765e-09,5.488561272137815e-10
1845,5.580227835366713e-09,1.1718478631905782e-08
1846,0.0,9.952652035849496e-09
1847,7.011190739092399e-09,2.1572894581822766e-09
1848,2.413566457803995e-09,1.448139919091318e-08
1849,4.1897072478036534e-09,2.513824481908955e-09
1850,2.1724787302446202e-08,5.431196825611551e-09
1851,3.8696632564949596e-09,7.739326512989919e-09
1852,3.2552727180501506e-09,7.812654523320361e-09
1853,5.3747388761848924e-09,8.360704129017904e-09
1854,2.0782657816909023e-09,1.1950028522278444e-08
1855,4.776243400783642e-09,1.1675261646360013e-08
1856,6.73034605824796e-09,5.177189343896771e-09
1857,6.8341128311999455e-09,8.298565390418844e-09
1858,1.0766087576996597e-08,6.361778659424999e-09
1859,1.5276520048956854e-09,9.675129142294736e-09
1860,6.865775947773045e-09,7.323494255473406e-09
1861,2.8295783494058924e-09,6.6023493339173456e-09
1862,1.3553959066214816e-09,5.421583626485926e-09
1863,4.994620828036034e-10,3.496234635136375e-09
1864,3.835782358407869e-09,1.9178911792039344e-09
1865,8.943004559114343e-09,4.706844247692743e-09
1866,1.4596839292835284e-09,5.352174259343201e-09
1867,7.76449837758264e-09,6.79393608038481e-09
1868,9.87974813071446e-10,1.975949626142892e-09
1869,8.30198221279943e-09,4.883519144627257e-10
1870,4.013834153937523e-09,5.734048791339319e-10
1871,1.0621177271019633e-09,5.3105884134652115e-09
1872,9.071008832961525e-09,0.0
1873,9.577607151811662e-09,6.584604861359367e-09
1874,2.3898436563030145e-09,1.9716210886144836e-08
1875,1.0298748520654044e-08,1.1443054281912168e-09
1876,1.813804439976252e-09,4.836811839936672e-09
1877,1.8554447978047506e-09,6.80329748092845e-09
1878,1.2078177347163432e-09,1.8117265465633636e-09
1879,1.0385853066452455e-08,7.94212251520321e-09
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,2.091752326904839e-09,6.972507571312292e-10
1882,0.0,6.655385131892899e-10
1883,7.58320695126713e-09,3.791603475633565e-09
1884,5.281357573494461e-09,6.601696966868076e-09
1885,3.2228177904158883e-09,4.511945039809007e-09
1886,7.098810428374236e-09,4.5174246565693466e-09
1887,1.9586774424595887e-09,6.528924512139156e-09
1888,4.4384300679212174e-09,1.9021844099853524e-09
1889,0.0,6.265136742733546e-10
1890,4.5880703680722945e-09,3.2771931834929546e-09
1891,4.461953917456185e-09,6.374220040683554e-10
1892,6.8953633913793055e-09,4.387958441043338e-09
1893,6.158416554491453e-10,0.0
1894,3.150769645188234e-09,6.301539290376468e-10
1895,6.018614495673091e-10,3.611168697403855e-09
1896,3.5382172747233653e-09,0.0
1897,2.9133566670225264e-09,3.4960281336537946e-09
1898,0.0,1.13167097914868e-09
1899,7.185851913504848e-09,2.7637891975018647e-09
1900,2.595526460424935e-09,4.15284251431558e-09
1901,8.38310842965484e-09,5.029864968975062e-09
1902,2.9461704187383475e-09,9.820567692386817e-10
1903,4.860198465905796e-09,7.560307935250421e-09
1904,8.599400302955473e-09,1.6123875568041512e-09
1905,1.0321518084666081e-09,8.257214467732865e-09
1906,4.629765903985117e-09,2.0576738091193647e-09
1907,6.1714118260169926e-09,4.114274698707732e-09
1908,6.384805573134145e-09,4.911389073214423e-10
1909,4.400786846048277e-09,3.300590023513905e-09
1910,5.878565634276356e-09,4.275320542035388e-09
1911,1.5961122423746588e-09,2.128149656499545e-09
1912,4.688478938419394e-09,2.0837684910901544e-09
1913,2.6514948014977335e-09,4.772690687104841e-09
1914,4.018046340092951e-09,6.696743715117748e-10
1915,7.068456930880984e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,0.0,2.2972752589112133e-09
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,4.543339038320937e-09,7.572231730534895e-10
1921,2.2718242842501013e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,2.2133805899215986e-09
1923,0.0,2.1231896241147297e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,0.0,3.343841648018042e-09
1927,1.5608915049369898e-08,1.1149224876660924e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,1.3686427990933225e-08,2.2810713318222042e-09
1932,0.0,2.1919073223131136e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,0.0
1935,5.98414207075848e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,1.0072894518486919e-08,0.0
1938,3.8895642262559704e-09,0.0
1939,9.176430282309411e-09,7.647025235257843e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,9.744772988540262e-09,0.0
1947,0.0,2.3841741914054637e-09
1948,1.0871888278529696e-08,0.0
1949,4.908504269707237e-09,0.0
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,0.0
1956,2.616342476002842e-09,8.72114158667614e-10
1957,3.534015080575159e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,2.779263708063695e-09,6.948159270159238e-10
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,3.041984220075733e-09,6.083968329129164e-10
1965,4.377634699181954e-09,0.0
1966,4.985167390003653e-09,5.539074754423723e-10
1967,3.451234853457663e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,1.3474247273492779e-09
1969,1.8167031212712459e-09,4.5417578031781147e-10
1970,3.6789800095249348e-09,2.2993624781975086e-09
1971,4.624557625731995e-09,0.0
1972,5.643161493651405e-09,5.130146862875051e-10
1973,1.6539611902288698e-09,0.0
1974,0.0,0.0
1975,1.1422960355389478e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,2.285410749536254e-09
1977,4.7014254711541525e-09,0.0
1978,3.5643548113029055e-09,4.158414057542359e-09
1979,5.266775904289034e-09,2.3407893401383717e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,6.325549417596221e-09,3.1627747087981106e-09
1982,4.966001831974154e-09,6.207502289967692e-10
1983,9.47297440490047e-09,6.315316047889041e-10
1984,7.538710988796993e-09,0.0
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,1.7983456945813714e-09,1.1988970927134801e-09
1987,1.2221633483022742e-08,2.4443267410134695e-09
