year,en_ADP yeux_NOUN,en_ADP lieu_NOUN
1853,6.569124799682413e-09,3.5580768837917276e-06
1854,3.63696517347023e-09,4.0297571359815265e-06
1855,1.0613874223963649e-08,3.233516821410376e-06
1856,6.73034605824796e-09,3.1746523276865446e-06
1857,5.857811125054013e-09,4.545661170141102e-06
1858,1.468102750479261e-09,3.513659372345046e-06
1859,4.582956236731661e-09,3.3781477917216307e-06
1860,7.323494255473406e-09,2.9683036757433e-06
1861,1.0375119985361891e-08,3.098388262401386e-06
1862,4.066187830886747e-09,3.452193414688054e-06
1863,4.994620828036034e-09,3.3488932764669244e-06
1864,6.233146443435089e-09,3.7955067142547705e-06
1865,4.23615986733239e-09,3.438820534995557e-06
1866,4.379051787850585e-09,3.5168649645811456e-06
1867,4.367530337390235e-09,3.2610892475304354e-06
1868,1.975949626142892e-09,3.3680062045959858e-06
1869,4.395167341186834e-09,3.1366844126523574e-06
1870,3.4404292748035914e-09,3.709929643491705e-06
1871,0.0,4.307949549087198e-06
1872,5.442605477412599e-09,3.954959936436353e-06
1873,7.781805422268917e-09,4.3524238222403255e-06
1874,5.974609251779839e-09,3.8100081454217616e-06
1875,5.149374260327022e-09,3.8065319323266067e-06
1876,3.627608879952504e-09,3.7261589085346714e-06
1877,9.27722432209066e-09,3.7826333496582265e-06
1878,4.22736201599605e-09,3.871659728815757e-06
1879,1.4051447783103299e-08,4.365113021265188e-06
1880,1.9253538763308597e-09,4.038108677661967e-06
1881,9.761510710859511e-09,4.06148559761732e-06
1882,9.983077475794744e-09,3.8248497631343525e-06
1883,1.4534479675365475e-08,4.191617307469642e-06
1884,3.9610181801208455e-09,3.6916689367672006e-06
1885,1.2891271383708158e-09,3.947951768168423e-06
1886,1.2261581083805595e-08,3.839810990058368e-06
1887,1.1099172247952538e-08,3.737809329606989e-06
1888,3.804368819970705e-09,3.7866151849641483e-06
1889,9.397704836544563e-09,3.6864065222630416e-06
1890,2.0974036729626278e-08,3.623920346029763e-06
1891,5.099376032546843e-09,3.3541146358118112e-06
1892,6.268512375839919e-09,3.3436243995765835e-06
1893,1.2316832942449452e-08,3.1032261667007788e-06
1894,1.1972924873759894e-08,3.669386337890046e-06
1895,8.426059849853118e-09,3.5521863281928745e-06
1896,4.1279202278587945e-09,3.2622364329881748e-06
1897,9.322741689743452e-09,3.3101560283910203e-06
1898,1.2448380992680086e-08,3.4142513207768843e-06
1899,1.2713430308508578e-08,3.1982567634258885e-06
1900,3.114631885736685e-09,2.9599385342748974e-06
1901,9.500856101851696e-09,3.048098161428925e-06
1902,9.329538919189417e-09,2.9191638013514876e-06
1903,1.5120615870500842e-08,2.8172948347560123e-06
1904,5.374625189347171e-09,2.8286651954090303e-06
1905,1.4450125540577119e-08,2.7176557821917413e-06
1906,5.144184633820714e-09,2.910579578241368e-06
1907,8.742834012309686e-09,2.710792845306287e-06
1908,9.331639461152008e-09,2.663937518576631e-06
1909,8.801574025163461e-09,2.7499415793386106e-06
1910,1.3894791983659616e-08,2.811023158244552e-06
1911,4.25629931299909e-09,2.9549358124825176e-06
1912,7.293189607793238e-09,2.6661818122164505e-06
1913,1.0075680734189518e-08,2.6202071445879938e-06
1914,1.1384464038144415e-08,2.8126322852983776e-06
1915,1.1780761921542648e-09,2.621219445941847e-06
1916,3.076489463182952e-08,2.5864485593274367e-06
1917,5.483212106582869e-09,2.5387271556098767e-06
1918,1.033773866510046e-08,2.929025974651722e-06
1919,6.4454939163738345e-09,2.346159739374798e-06
1920,4.543339038320937e-09,2.317860118949966e-06
1921,7.572747762196741e-09,2.1733785402489048e-06
1922,1.4755870914040514e-08,1.989829133464127e-06
1923,1.1677542488541803e-08,1.9979214869181305e-06
1924,2.9650736976805092e-08,1.5276575027201034e-06
1925,7.698724324711748e-09,1.8949860844941213e-06
1926,2.0063049888108253e-08,1.4456542061225264e-06
1927,2.2298449753321847e-09,1.7359343580380937e-06
1928,1.0283436990832229e-08,1.7196191848256603e-06
1929,1.1140405931087116e-08,1.6432098917107396e-06
1930,2.100720708497761e-09,1.4536987507085541e-06
1931,5.7026783295555106e-09,1.7632680950896429e-06
1932,1.53433514782364e-08,1.6000923039882764e-06
1933,6.882397318719313e-09,1.5783630971100138e-06
1934,7.188948103475923e-09,1.486914111836768e-06
1935,7.180970484910176e-09,1.6767566322073435e-06
1936,1.091224355320719e-08,1.5337763770162383e-06
1937,1.3850230295986421e-08,1.6418817736507663e-06
1938,1.1668692678767911e-08,2.1275916708418663e-06
1939,1.070583532936098e-08,1.6089341343672459e-06
1940,0.0,2.32531286314952e-06
1941,2.9515025978810172e-09,1.8889616555384237e-06
1942,1.8205270180260413e-08,2.04505866463478e-06
1943,1.4516175816936538e-08,2.2209749275248214e-06
1944,1.927911696952833e-08,1.805810590838064e-06
1945,3.0499055725385915e-08,1.786373367451688e-06
1946,1.3921104269343232e-08,1.8723885517601957e-06
1947,5.960435700558264e-09,1.5544815852308602e-06
1948,1.3046265401328583e-08,2.8071215254499293e-06
1949,1.8652315247891238e-08,1.526544771479621e-06
1950,2.9779013033248702e-08,2.2259811771618843e-06
1951,1.7058242818279723e-08,1.5128528616514814e-06
1952,2.1089608281954497e-08,1.3982409576840382e-06
1953,1.2928593307037772e-08,1.3671986707208816e-06
1954,5.863521668203475e-09,1.4893345152700022e-06
1955,1.220129064449793e-08,1.313046531947748e-06
1956,1.0465369904011368e-08,1.3692191842551438e-06
1957,1.0602045463770082e-08,1.3402752507829518e-06
1958,2.0680609225109947e-08,1.46997768268875e-06
1959,1.0851047171911432e-08,1.495894295544531e-06
1960,1.038124963770315e-08,1.6360850025876061e-06
1961,1.876002997391879e-08,1.7002145327182916e-06
1962,1.9660065575521912e-08,1.6216382405787044e-06
1963,2.2631185814248056e-08,1.4930117302469625e-06
1964,1.2776333768727e-08,1.5337683905158883e-06
1965,1.3132904541635071e-08,2.0350529439383536e-06
1966,1.3293779410616935e-08,1.8378650139538877e-06
1967,1.3311906243984595e-08,1.8981792138106357e-06
1968,8.533690198930799e-09,1.7296441967573628e-06
1969,9.991866889436096e-09,2.0937502469564606e-06
1970,9.657322941336588e-09,2.187153555155419e-06
1971,1.3359833239690033e-08,1.8390324214578868e-06
1972,9.234264353175092e-09,1.96689828868557e-06
1973,8.269805285010534e-09,1.6721547453357744e-06
1974,5.625571564138454e-09,1.7872441659960714e-06
1975,1.1422960355389478e-08,1.785979868884624e-06
1976,9.712995741040231e-09,1.4535212784494433e-06
1977,1.3516598507123945e-08,1.7595084358390523e-06
1978,8.316828115084718e-09,1.7904942168911475e-06
1979,5.851973128301324e-09,1.8609274690106758e-06
1980,4.548120546843393e-09,1.7055451948522204e-06
1981,9.488324403950088e-09,1.6591916178754218e-06
1982,1.0552753892945077e-08,1.8510772008539789e-06
1983,1.515675762675528e-08,1.7556578768562758e-06
1984,9.858314442556804e-09,1.7002693297740734e-06
1985,1.0828004270990732e-08,1.849784062812887e-06
1986,1.558566253834215e-08,1.914638687594561e-06
1987,1.711028652096047e-08,1.9786824481116128e-06
1988,1.2592763276586538e-08,1.9434831415310327e-06
1989,9.878619700032232e-09,2.0333491761448386e-06
1990,9.262707045820662e-09,2.0824744808578544e-06
1991,7.6199047072123e-09,2.441300352984399e-06
1992,6.060938417817852e-09,2.4640469291625777e-06
1993,7.200969598386564e-09,2.529756116587123e-06
1994,6.329911705904578e-09,2.478688088558556e-06
1995,3.795715741716776e-09,2.8912507303857637e-06
1996,7.473328622609188e-09,2.9973386688197934e-06
1997,1.1028257640433026e-08,2.887005990714897e-06
1998,1.0489884183506604e-08,2.9610082066255927e-06
1999,6.8553016596695215e-09,3.073460206337586e-06
2000,1.0161472552283612e-08,3.1275245362394344e-06
2001,8.762423675534592e-09,3.6710173105802824e-06
2002,6.571832411594869e-09,3.4322489170790504e-06
2003,8.750538071922165e-09,3.595637792841444e-06
2004,5.285749615779878e-09,3.64892906645764e-06
2005,5.404499514582994e-09,3.6232666502655775e-06
2006,4.117890028965121e-09,3.639391167098438e-06
2007,1.0385647009059085e-08,3.7771797281038744e-06
2008,4.6831836186811415e-09,3.774646074816701e-06
2009,8.582746957586096e-09,3.88130860073943e-06
2010,1.2281861749841028e-08,4.2334633860718895e-06
2011,7.647943611743813e-09,3.936396836934364e-06
2012,9.872332978888565e-09,3.825018353609266e-06
2013,1.4503449996539075e-08,3.7814958488979755e-06
2014,1.277612682315521e-08,3.486583295853052e-06
2015,1.3964425171764105e-08,3.647596400924158e-06
2016,1.0978101983027955e-08,3.614074017832536e-06
2017,1.2074934219175049e-08,3.7012189864071843e-06
2018,1.0325867216831597e-08,3.535318626290973e-06
2019,1.2754938882864053e-08,3.4963838686508097e-06
