year,en_ADP are_NOUN,en_ADP lard_NOUN
1800,5.65949598296811e-08,9.432493897065797e-09
1801,5.9529563944948904e-08,2.3811825400343878e-08
1802,6.713520406265161e-09,8.951360541686881e-09
1803,4.4857801695386e-08,4.095712213825209e-08
1804,2.719036085174764e-08,3.9549615138412264e-08
1805,8.528633133053631e-09,2.842877711017877e-08
1806,2.881669125542885e-08,2.305335300434308e-08
1807,1.1387820464392462e-08,0.0
1808,5.211970233176544e-08,2.4926814390369145e-08
1809,1.355418288717658e-08,3.388545621874073e-08
1810,5.8503168531842675e-08,7.020380277111826e-09
1811,1.7549536934780008e-08,1.2535384286138651e-08
1812,3.467370746079723e-08,2.6672082320544632e-09
1813,1.150296680130225e-08,0.0
1814,1.2586708564299443e-08,2.2026739543434815e-08
1815,2.9669458667669346e-08,5.394447111228828e-09
1816,1.1819780176836048e-07,6.952811659743929e-09
1817,2.8023721343473085e-08,2.1796227045456362e-08
1818,1.9073883805731384e-08,7.152706427149269e-09
1819,5.175525008560555e-08,0.0
1820,1.542642635854463e-08,1.1866481131050932e-09
1821,3.94459531705138e-09,1.7750679148775816e-08
1822,1.303330066093622e-08,1.1028177482330648e-08
1823,3.162459771832715e-08,1.087095569118901e-08
1824,1.0105335235266466e-08,2.5263338088166165e-09
1825,1.0566531427613768e-08,5.283265824829186e-09
1826,1.0569580766173203e-08,2.642395191543301e-09
1827,3.2260455640198415e-08,4.608636583469661e-09
1828,1.1923991571904935e-08,2.7516904310687096e-09
1829,1.0287811491593857e-08,2.571952817387313e-09
1830,1.2524202563923836e-08,1.0436835840010872e-09
1831,1.4032085715598441e-08,9.354723218280014e-09
1832,1.3529969256076413e-08,1.3529969367098715e-09
1833,9.266902800675325e-09,9.266902800675325e-09
1834,1.773560875939495e-08,1.6802156110884425e-08
1835,1.5882484660778573e-08,1.4369867074037757e-08
1836,7.392825018825988e-09,1.2769424795333606e-08
1837,1.3219993100221927e-08,6.957890930081589e-10
1838,8.2058102535143e-09,1.8936485712828244e-09
1839,1.3982950020086093e-08,1.2584655095793096e-08
1840,2.611572358368619e-08,2.5478754661634184e-09
1841,2.3756030032018316e-08,7.0626033910059505e-09
1842,1.341653010911159e-08,1.341653010911159e-09
1843,1.1223130869097986e-08,1.7130041385371442e-08
1844,1.152597856046711e-08,1.975882035765153e-08
1845,1.1718478631905782e-08,2.2320911341466854e-08
1846,7.025401593807601e-09,4.0981511517657054e-09
1847,9.707802561820245e-09,1.6718992412734224e-08
1848,2.735375304041554e-08,2.252662056889676e-08
1849,1.3407064125559032e-08,2.513824481908955e-09
1850,3.4623880651452055e-08,2.0366988096043315e-09
1851,1.3543821175687754e-08,1.805842941848823e-08
1852,2.7344290387532055e-08,6.510545436100301e-10
1853,4.478948767427937e-08,1.3138249599364826e-08
1854,1.2989161413123895e-08,4.1565315633818045e-09
1855,2.4942604426314574e-08,5.837630823180007e-09
1856,1.6049286344355096e-08,6.212626857404757e-09
1857,2.0990488902583593e-08,9.274867096564776e-09
1858,2.6425850618849722e-08,8.808616946964776e-09
1859,1.680417205385254e-08,1.018434669930457e-09
1860,1.5562426014525954e-08,1.4189270203246451e-08
1861,2.075024119196911e-08,9.903524222920623e-09
1862,2.25899317307654e-08,4.969785055708442e-09
1863,1.498386242859695e-08,5.9935452156878455e-09
1864,2.1096803859421698e-08,1.2466292886870178e-08
1865,1.1767110841276462e-08,2.8241067262513297e-09
1866,2.578774882522339e-08,3.4059290943133647e-09
1867,2.6690463172940326e-08,6.79393608038481e-09
1868,4.2482916740027576e-08,3.951899252285784e-09
1869,2.0510780074367574e-08,1.025539064780645e-08
1870,3.2110673231500186e-08,6.880858549607183e-09
1871,3.611200227737754e-08,6.37270636261178e-09
1872,3.9912439575573444e-08,1.3304146229131675e-08
1873,3.890902905423488e-08,1.6760813348337678e-08
1874,6.870800672853505e-08,3.1067965977626955e-08
1875,2.0025345548457807e-08,1.258735993214799e-08
1876,4.897271921322499e-08,3.02300739996042e-09
1877,2.535774612510977e-08,1.608052180301911e-08
1878,4.5293163830617544e-08,1.9325083755461492e-08
1879,3.42122213892182e-08,1.4662380642960215e-08
1880,3.850707597230496e-08,2.5671384129566377e-08
1881,1.4642266066289267e-08,1.3945014698535374e-08
1882,3.0614771162618126e-08,7.986462158271479e-09
1883,3.5388296737437486e-08,8.215140678835553e-09
1884,2.3105939384038265e-08,1.5844072720483382e-08
1885,3.7384687345820566e-08,1.740321664556177e-08
1886,2.8395241713496944e-08,1.936039106809062e-09
1887,5.4842967500690065e-08,1.697520346510828e-08
1888,2.980088953385973e-08,1.0779044989916997e-08
1889,3.5084767091575486e-08,1.2530273707511697e-08
1890,5.112421624930974e-08,1.5730527991308918e-08
1891,3.250852154135231e-08,2.677172439291553e-08
1892,3.19694137829174e-08,6.8953633913793055e-09
1893,1.9091091374434654e-08,4.926733243593162e-09
1894,4.6631390526741257e-08,1.386338599473902e-08
1895,2.5278181325916194e-08,4.814891374493868e-09
1896,2.7716035688740703e-08,5.897029087265082e-09
1897,2.3306854779470143e-08,1.0488084400961384e-08
1898,3.112095303681173e-08,8.487532454637403e-09
1899,2.984892333302014e-08,1.1607914629507832e-08
1900,1.8168686111152965e-08,9.34389543516545e-09
1901,2.514932445629725e-08,4.470991132876634e-09
1902,2.1114220150053598e-08,9.820567470342212e-09
1903,2.8081145186931167e-08,6.480264325148255e-09
1904,3.6009990544982884e-08,5.912087708281888e-09
1905,3.3028859480754846e-08,1.4450125540577119e-08
1906,2.777859631208912e-08,7.716276506641861e-09
1907,1.851423608867364e-08,7.199980778249682e-09
1908,2.2101251717643322e-08,1.1296195090437777e-08
1909,2.53045246978445e-08,8.801573692096554e-09
1910,2.618633831996675e-08,9.085056262847502e-09
1911,1.54290848985994e-08,1.0640748726586935e-08
1912,1.8753916974922902e-08,1.1460726923040454e-08
1913,2.969674284258872e-08,1.0075680734189518e-08
1914,2.678697441638178e-08,7.366418142140674e-09
1915,1.0602685840410686e-08,3.062998032987707e-08
1916,3.40611328031315e-08,1.8678685265172135e-08
1917,2.52227767560953e-08,1.6449636319748606e-08
1918,4.020231614276781e-08,4.709414280767987e-08
1919,2.4861191438851904e-08,1.2890987832747669e-08
1920,3.028892692213958e-08,1.1358347151713133e-08
1921,1.5145495135815423e-08,6.815472630705699e-09
1922,1.6231458566107193e-08,2.951174193910333e-09
1923,1.8047112249064412e-08,8.492758496458919e-09
1924,1.6759112098085893e-08,7.734974438733389e-09
1925,1.0998178145982251e-08,6.598906754362588e-09
1926,1.560459372829115e-08,3.343841648018042e-09
1927,1.5608915049369898e-08,1.2264147031260109e-08
1928,2.8565102283550914e-08,2.0566874425753667e-08
1929,1.2254446790649354e-08,1.4482528065684619e-08
1930,2.2057568216382606e-08,7.352522701786768e-09
1931,1.1405356659111021e-08,1.3686427990933225e-08
1932,2.4110979879310435e-08,7.6716757391182e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,1.4377896206951846e-08,1.0783422155213884e-08
1935,1.555876849579363e-08,9.574627313213568e-09
1936,8.487299751891442e-09,1.9399543305098632e-08
1937,8.813782481631449e-09,1.0072894518486919e-08
1938,2.593042824905467e-08,5.186085783037697e-09
1939,1.988226472349197e-08,1.3764645423464117e-08
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,8.709705845433291e-09,2.0322646676618206e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,1.089252066321933e-08
1946,1.8097434661967782e-08,4.1763312808029696e-09
1947,1.4305045148432782e-08,2.0265479960812627e-08
1948,6.523132700664291e-09,8.697510267552389e-09
1949,4.908504269707237e-09,9.817008539414473e-09
1950,3.190608444114673e-09,1.2762433776458693e-08
1951,1.2793681780642885e-08,1.2793682557799002e-08
1952,1.1599284199803606e-08,9.490323193972472e-09
1953,5.386913581872932e-09,4.3095309543161875e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,1.0324168187025862e-08,3.754243138587299e-09
1956,1.22095984433912e-08,8.72114114258693e-09
1957,7.951533653738352e-09,5.301022731885041e-09
1958,9.099467845885556e-09,7.445019267748876e-09
1959,5.425523585955716e-09,4.650448914844674e-09
1960,4.844583401109048e-09,6.2287499602575735e-09
1961,6.25334317660986e-09,1.042223907177231e-08
1962,5.7077609305622445e-09,6.976152100435229e-09
1963,7.1126584622049904e-09,5.1728425987107585e-09
1964,1.3384730601639916e-08,5.475571551727398e-09
1965,8.755269065297e-09,4.924839203113152e-09
1966,3.046491048319666e-08,4.985167390003653e-09
1967,1.2818872185960117e-08,8.381570437698826e-09
1968,8.982831700699023e-09,6.287982134978165e-09
1969,4.541757636644661e-09,8.629339909305145e-09
1970,1.241655755990223e-08,4.1388523719376735e-09
1971,4.624557625731995e-09,7.193756701440179e-09
1972,1.0773308800615666e-08,4.6171320100540925e-09
1973,8.269805840122046e-09,1.1026407342740185e-08
1974,8.438357568252286e-09,5.06301445213353e-09
1975,3.998036124386317e-09,5.711480177694739e-09
1976,5.713526873840635e-09,9.141642942633865e-09
1977,5.876781727920388e-09,2.3507127355770763e-09
1978,5.346532105932056e-09,4.752473081737207e-09
1979,3.511183899185255e-09,7.022368020415115e-09
1980,6.253665585376211e-09,2.8425752862659692e-09
1981,5.060439622894819e-09,5.060439622894819e-09
1982,5.586751949948621e-09,4.966001831974154e-09
1983,3.78918940668882e-09,1.2630632539867293e-08
1984,1.7397025486864948e-09,8.118611560803402e-09
1985,3.007779025843149e-09,3.0077789148208467e-09
1986,5.3950369172106605e-09,5.994485352545098e-09
1987,4.277571852284723e-09,3.0554083707556856e-09
1988,4.797243047249822e-09,4.797242936227519e-09
1989,3.292873196336643e-09,7.683370939481904e-09
1990,4.90378582185258e-09,4.358920835390023e-09
1991,2.9307326565586322e-09,9.96449056600568e-09
1992,1.65298330578878e-09,8.815910668147353e-09
1993,2.2156829704300662e-09,7.754890063438324e-09
1994,8.439882570598911e-09,8.439882570598911e-09
1995,3.795715741716776e-09,9.21816667442954e-09
1996,2.135236876199542e-09,7.473328622609188e-09
1997,3.835915585170824e-09,9.58978851883785e-09
1998,1.43043876743576e-09,7.152193948201102e-09
1999,2.2851006253876704e-08,8.683382013430219e-09
