year,un_DET art_NOUN,un_DET lard_NOUN
1800,1.1168072575173937e-05,1.1633408547595536e-07
1801,7.662645380435151e-06,4.286128785224719e-08
1802,7.964473468291544e-06,3.5805442166747525e-08
1803,8.7375199058215e-06,9.946729906396001e-08
1804,9.917066250864082e-06,1.829169640199524e-07
1805,9.119951471348031e-06,7.391481915419718e-08
1806,1.022704354625148e-05,5.4751712497136396e-08
1807,8.512396107107634e-06,5.97860605466849e-08
1808,9.005377933135605e-06,2.945896149242344e-08
1809,6.908115224746325e-06,5.873479480555943e-08
1810,9.894055466475038e-06,3.042164919975221e-08
1811,8.571695602199725e-06,2.757784400841956e-08
1812,7.65488776011125e-06,1.3336041604361526e-08
1813,1.0131237729638087e-05,4.601186631703058e-08
1814,6.513621855219753e-06,2.6117419338334e-07
1815,6.527280870471941e-06,8.091670444798638e-09
1816,6.739592166127295e-06,9.270415546325239e-08
1817,8.013227336789441e-06,3.89218364205135e-08
1818,7.951425367025422e-06,3.5763532135746345e-09
1819,7.476563290254035e-06,3.1053151161586356e-08
1820,7.450963330768445e-06,2.1359666035891678e-08
1821,7.815229349006358e-06,8.875339574387908e-09
1822,7.141246328501438e-06,8.02049271442229e-09
1823,6.724180103390154e-06,3.063632902922109e-08
1824,6.650152876375159e-06,2.2737005167527968e-08
1825,7.5770836218680415e-06,3.3460683113162304e-08
1826,6.366410921998522e-06,2.2019960965735663e-08
1827,6.3562316690024545e-06,9.217272889383565e-09
1828,6.462803479934109e-06,1.0089530988466322e-08
1829,7.83331104514673e-06,1.3717081692732336e-08
1830,6.491711690870261e-06,2.2961039292113128e-08
1831,5.743800198132476e-06,2.494592976631793e-08
1832,7.032878123425235e-06,1.0823975493678972e-08
1833,6.752097103657206e-06,2.20088942626262e-08
1834,6.67512324170616e-06,1.4935249481595747e-08
1835,6.156353670405679e-06,4.5378527602224494e-08
1836,5.654167104296448e-06,1.008112526790228e-08
1837,5.981698816270864e-06,3.270208637218275e-08
1838,5.291485216218916e-06,1.009945904684173e-08
1839,5.60506542868211e-06,1.8177836236255018e-08
1840,6.562690131772797e-06,1.2739377552861697e-08
1841,5.781062075271848e-06,2.0545755763379248e-08
1842,6.143428995741829e-06,7.379091560011375e-09
1843,6.781133954802954e-06,1.4767278067040479e-08
1844,6.17408274194986e-06,3.732221737218211e-08
1845,6.4596719866472085e-06,2.957520789381718e-08
1846,6.343351984128276e-06,1.5221703009160592e-08
1847,6.225937603687726e-06,1.240441438454809e-08
1848,5.6598133788554605e-06,5.63165514222419e-09
1849,5.643535970989433e-06,8.379414495607307e-09
1850,5.885380794268258e-06,8.146795238417326e-09
1851,5.546517435561782e-06,1.5478653025979838e-08
1852,6.8842505598354364e-06,3.059956199535918e-08
1853,6.757838090010182e-06,4.120633079196523e-08
1854,6.481591505291817e-06,1.246959496770117e-08
1855,7.038590624119934e-06,1.539011762474729e-08
1856,6.83285424329938e-06,1.9673318973900678e-08
1857,7.0039892534623505e-06,1.8549735136819123e-08
1858,6.85310406112194e-06,2.5447114637699997e-08
1859,7.935642678091881e-06,1.3748867822016564e-08
1860,7.1083663968352084e-06,1.4189270286513178e-08
1861,7.852079310310955e-06,1.1318312787000906e-08
1862,7.5603982736538455e-06,1.355395884417021e-08
1863,8.289572635433728e-06,1.2486552236623538e-08
1864,8.288645942045036e-06,1.2466292886870178e-08
1865,7.466937692157671e-06,1.1296426905005319e-08
1866,7.100875549781449e-06,1.0704348796242158e-08
1867,7.793614898332635e-06,2.0867089389753346e-08
1868,7.773385497955587e-06,1.2843672791973404e-08
1869,7.6246385170009034e-06,1.9534076911575937e-08
1870,6.912396038671886e-06,1.4335121534259088e-08
1871,5.039748625534912e-06,2.6552942955504477e-08
1872,7.0294273974980115e-06,9.675742873582749e-09
1873,6.679183893965046e-06,1.3767810003173508e-08
1874,6.2494411317004506e-06,1.2546679251101978e-08
1875,8.08165676602357e-06,8.58229043387837e-09
1876,8.238299557206119e-06,9.673623235784135e-09
1877,7.516406924423791e-06,1.0514187187560253e-08
1878,7.8333017654586e-06,9.662541877730746e-09
1879,6.890097115075378e-06,3.6655952717623563e-09
1880,7.050646072315203e-06,1.0268554229142524e-08
1881,7.180288136510171e-06,1.3945014920579979e-08
1882,8.049688602795868e-06,1.1979693237407218e-08
1883,7.63755318899939e-06,8.847074184359371e-09
1884,7.465858949728954e-06,6.601696966868076e-09
1885,7.142409039317954e-06,1.740321664556177e-08
1886,7.1943216610748095e-06,8.38950331427668e-09
1887,6.997048593859745e-06,3.9173548849191775e-09
1888,7.101488641581e-06,1.3949351895803375e-08
1889,8.031278930786812e-06,8.771191772893872e-09
1890,7.159356407271389e-06,1.7696843102044113e-08
1891,7.288282994011297e-06,1.0198752065093686e-08
1892,7.113507944467301e-06,1.3163876211308434e-08
1893,7.298955111423311e-06,1.4164357797774585e-08
1894,8.112601548759812e-06,2.898708117982096e-08
1895,7.5918802338037494e-06,9.629783193076946e-09
1896,7.587707173684066e-06,1.533227589334274e-08
1897,7.34923391121356e-06,2.9133566670225264e-09
1898,8.097671347684354e-06,8.487532454637403e-09
1899,7.98348141728411e-06,1.326618814800895e-08
1900,8.474912910116927e-06,2.0245106924221545e-08
1901,7.828146571853267e-06,1.0618603774048552e-08
1902,6.832168899961744e-06,8.34748237199534e-09
1903,7.733115403141255e-06,1.0260418292773466e-08
1904,8.474171977468359e-06,1.666133897515465e-08
1905,8.49254552548473e-06,1.1353670004154992e-08
1906,7.982230862069173e-06,1.1831624346925196e-08
1907,8.111292416401739e-06,7.71426478252124e-09
1908,8.415174256981572e-06,1.3751889627044989e-08
1909,8.778469819503698e-06,4.950885035270858e-09
1910,8.612098561400217e-06,2.8858414102828078e-08
1911,8.73924638256085e-06,7.980561100850991e-09
1912,8.946659853847905e-06,1.0418842677495377e-08
1913,9.786667455102815e-06,9.545381374209683e-09
1914,8.86380991715896e-06,6.696743604095445e-09
1915,5.1906037725757415e-06,1.4136914638918086e-08
1916,6.625439695540081e-06,1.8678685265172135e-08
1917,7.173138129701329e-06,3.289927441585405e-09
1918,7.832560150689005e-06,1.378365155346728e-08
1919,8.605655082760677e-06,1.1049418269237776e-08
1920,1.0781343306121016e-05,2.1202248401408497e-08
1921,1.0497342714188562e-05,8.330022005509363e-09
1922,1.1065427905521119e-05,2.0658218913283122e-08
1923,1.0293222842960859e-05,9.554353752605493e-09
1924,1.0095431349554929e-05,2.5783249313349188e-08
1925,1.0925590103738614e-05,8.798542339150117e-09
1926,1.0488516423379224e-05,6.687682962969177e-09
1927,1.0802484148086933e-05,1.2264147031260109e-08
1928,1.0258299795395942e-05,5.713020723163709e-09
1929,9.840320664977753e-06,1.0026365515614089e-08
1930,1.0834467317977214e-05,8.402882833991043e-09
1931,9.405997921874132e-06,9.124285327288817e-09
1932,9.19505090024586e-06,8.767629289252454e-09
1933,9.15358801023558e-06,2.1794258842078307e-08
1934,8.17143792630759e-06,3.5944740517379614e-09
1935,9.916920632235815e-06,7.180970484910176e-09
1936,8.903177786123706e-06,1.33371855781661e-08
1937,8.593438366233386e-06,1.3850230295986421e-08
1938,9.5138746161183e-06,1.1668692678767911e-08
1939,9.352311550969716e-06,9.176430282309411e-09
1940,7.571847717713354e-06,2.5357828725702802e-08
1941,8.990277237330702e-06,8.854508237732261e-09
1942,1.036486735017661e-05,0.0
1943,1.128487546964152e-05,0.0
1944,1.0616366864724114e-05,3.2131861615880553e-09
1945,1.0435034148770228e-05,4.357008087652048e-09
1946,1.1479342958864436e-05,1.1136883415474585e-08
1947,1.1393968762263285e-05,7.152522796260996e-09
1948,1.0808830552377913e-05,1.848220954059343e-08
1949,9.97309909678279e-06,7.853606653895895e-09
1950,9.638827997093813e-06,8.508289184305795e-09
1951,1.0027048617189394e-05,2.8785784422780125e-08
1952,8.826001177908438e-06,1.4762725264461096e-08
1953,9.958248675445702e-06,1.6160741300730308e-08
1954,1.0155619889928857e-05,8.795282724349818e-09
1955,1.0169306236207376e-05,2.2525458387434583e-08
1956,1.022292221364296e-05,6.104799110673298e-09
1957,1.0124953632839606e-05,1.9437083498274887e-08
1958,9.349289385340853e-06,1.985338454746355e-08
1959,9.679133810891472e-06,2.1702094343822864e-08
1960,1.0014445692263507e-05,1.314958364417862e-08
1961,1.0281191698879866e-05,9.03260666262895e-09
1962,9.445709537203584e-06,1.4586500007851555e-08
1963,1.0498930947733243e-05,1.5518527685109973e-08
1964,9.463613011462257e-06,1.3993127490063983e-08
1965,1.0740526633412628e-05,6.566451937750628e-09
1966,9.136703866374773e-06,8.30861190959098e-09
1967,9.731989237593552e-06,8.874604162656397e-09
1968,1.267836856300164e-05,4.940557296606585e-09
1969,8.701553596779377e-06,9.08351560635623e-09
1970,9.001084904980416e-06,1.5175792539290356e-08
1971,1.0431460566451278e-05,1.3359833461734638e-08
1972,9.407663185356796e-06,6.669190977248718e-09
1973,8.632574804323667e-06,6.064524049609332e-09
1974,7.68003064166578e-06,6.1881286761433785e-09
1975,8.199400625130693e-06,8.567220266542108e-09
1976,7.75668409858099e-06,5.713526984862938e-09
1977,8.221029759170051e-06,5.289103821581875e-09
1978,8.805144304346868e-06,7.128709622605811e-09
1979,8.85813219042575e-06,9.948355028654987e-09
1980,9.459522132715392e-06,6.2536656408873625e-09
1981,8.54455267784715e-06,8.223214109648325e-09
1982,8.62966986403535e-06,8.069752865935698e-09
1983,9.102896541435257e-06,2.5261264191556165e-09
1984,8.823191151918763e-06,8.698512410365566e-09
1985,9.02333671604083e-06,4.210890636180409e-09
1986,9.28006281242233e-06,7.193382556280881e-09
1987,9.362993878880843e-06,5.499735000746853e-09
1988,9.172328361728432e-06,4.7972429917386705e-09
1989,9.715622425687798e-06,3.841685525252103e-09
1990,1.0556761537827697e-05,5.993515905799995e-09
1991,9.534845162306738e-06,1.7584396161396398e-09
1992,1.0523993040578716e-05,3.305966445044106e-09
1993,1.044749916445653e-05,2.7696037130375828e-09
1994,9.677908018090875e-06,7.3848970827405935e-09
1995,1.0629088421865163e-05,1.2471637056421514e-08
1996,1.1026897205113073e-05,4.270473752399084e-09
1997,1.0505134156346685e-05,2.3974471297094624e-09
