year,en_ADP arme_NOUN,en_ADP larmes_NOUN
1883,3.917990198942789e-08,2.3116142529033823e-06
1884,3.9610181801208455e-08,2.4564915293012746e-06
1885,4.7697703564608673e-08,2.1689563709514914e-06
1886,5.2918402104751294e-08,2.205148575740168e-06
1887,4.504957828999068e-08,2.1414873572211945e-06
1888,4.311618084784641e-08,2.242675464003696e-06
1889,4.385595886446936e-08,2.2397864540835144e-06
1890,4.7191583973926754e-08,2.0318598217272665e-06
1891,3.4420789774003424e-08,1.9811075162579073e-06
1892,4.325273650351846e-08,2.0635943656088784e-06
1893,4.865148994781521e-08,1.900487404782325e-06
1894,3.7179081147087345e-08,1.897393531180569e-06
1895,5.537125247201402e-08,1.99396708921995e-06
1896,6.722613221654683e-08,1.825720119086327e-06
1897,4.486569338268964e-08,1.6518732763870503e-06
1898,5.149102833001962e-08,1.9034705474041402e-06
1899,1.9899282222013426e-08,1.943496499734465e-06
1900,2.595526638060619e-08,2.0364500414871145e-06
1901,2.459045056468767e-08,1.9063188574364176e-06
1902,4.17374117489544e-08,1.5143315295063076e-06
1903,3.186130115295782e-08,1.5806444935151376e-06
1904,3.493506284257819e-08,1.4350249557537609e-06
1905,2.631987072732045e-08,1.4775253021070966e-06
1906,3.240836221607424e-08,1.6091008774310467e-06
1907,4.731415970127273e-08,1.7264525240534567e-06
1908,2.7994918383456024e-08,1.7916747765411856e-06
1909,2.475442606453271e-08,1.804872681532288e-06
1910,4.11499598840237e-08,1.912671450554626e-06
1911,3.2454281040372734e-08,1.6652770682412665e-06
1912,2.6568049094066737e-08,1.867577566372347e-06
1913,1.96210621083992e-08,1.7574108142071054e-06
1914,3.616241528447972e-08,1.702981876405829e-06
1915,4.005459075528961e-08,1.3983764119984698e-06
1916,2.307367097387214e-08,1.4492462696580333e-06
1917,3.61891991929042e-08,1.411378775628691e-06
1918,2.412139110674616e-08,1.387554220855236e-06
1919,3.4069039145379065e-08,1.49075060562609e-06
1920,2.4988365154854364e-08,1.6106137081806082e-06
1921,2.9533714140939082e-08,1.675849034654675e-06
1922,3.024953443286904e-08,1.910885202960344e-06
1923,3.8217415010421973e-08,1.8514213024900528e-06
1924,2.5783249313349188e-08,2.0858649349975167e-06
1925,2.4195990988573612e-08,2.134746409865329e-06
1926,6.35329868714507e-08,2.0542333913908806e-06
1927,2.4528294062520217e-08,2.7505138859851286e-06
1928,3.427812345080383e-08,2.199512891820632e-06
1929,4.3447585085232276e-08,2.007501279877033e-06
1930,2.4158287814657342e-08,1.8192241668657516e-06
1931,2.9653927313688655e-08,1.5454257891178713e-06
1932,3.287861005674131e-08,1.6570819525441038e-06
1933,3.670611903316967e-08,1.4900390397087904e-06
1934,1.677421224144382e-08,1.74811259512353e-06
1935,1.9149254626427137e-08,1.6540168417122914e-06
1936,1.6974599503782883e-08,1.611374614185479e-06
1937,2.2664012888640173e-08,1.595294634171296e-06
1938,2.7226949583791793e-08,1.4028362329554511e-06
1939,1.8352860564618823e-08,1.2571709930853103e-06
1940,3.803674530900025e-08,1.3388934121394414e-06
1941,1.1806010391524069e-08,1.641035396460211e-06
1942,7.58552971547033e-08,1.5899270238151075e-06
1943,2.322588166236983e-08,1.7216184460266959e-06
1944,2.5705489292704442e-08,1.6901359458643128e-06
1945,4.574858536443571e-08,1.7035902146744775e-06
1946,3.201854070766785e-08,1.8946623185911449e-06
1947,4.172304812755101e-08,2.195824436057592e-06
1948,3.152847583010043e-08,1.8764878859656164e-06
1949,3.8286334103077024e-08,1.769024947861908e-06
1950,4.2541444145172136e-08,1.8782047845888883e-06
1951,4.691016641800161e-08,1.8636130789673189e-06
1952,4.2179216563908994e-08,1.839013748394791e-06
1953,3.232148060305917e-08,1.6171514971574652e-06
1954,2.7363100230104465e-08,1.6105140048239264e-06
1955,2.9095383879962355e-08,1.402209818479605e-06
1956,1.744228228517386e-08,1.8218464674646384e-06
1957,3.3573144264664734e-08,1.587656242918456e-06
1958,2.3162280982091943e-08,1.505548311797611e-06
1959,2.8677767716089875e-08,1.5137210311877425e-06
1960,3.8064584373387333e-08,1.881774551293347e-06
1961,5.141637871020066e-08,1.7196693988807965e-06
1962,4.50278889729816e-08,1.6653978036629269e-06
1963,5.108181966306802e-08,1.908132389871753e-06
1964,4.137098486012292e-08,1.5562791304546408e-06
1965,3.447387442179206e-08,1.6016671224861057e-06
1966,5.095948907296588e-08,1.9619403701653937e-06
1967,5.2261558636246264e-08,1.7837953691923758e-06
1968,4.8058151236318736e-08,1.7772532601156854e-06
1969,4.087582183842642e-08,1.539201775813126e-06
1970,4.092865424354386e-08,1.4191665513862972e-06
1971,4.4704059121158934e-08,1.4618740351579618e-06
1972,5.591860130493842e-08,1.4282328493209206e-06
1973,5.402939606824475e-08,1.2476380106818397e-06
1974,5.456804430536977e-08,9.647854994909721e-07
1975,6.225513260460502e-08,1.0183568974753143e-06
1976,5.3135799760184454e-08,1.1227079994569067e-06
1977,6.64076367229427e-08,1.1589013411139604e-06
1978,5.4653440884067095e-08,1.4097023495196481e-06
1979,6.554210330023125e-08,1.3793101061310153e-06
1980,5.969408078954075e-08,1.2638089401662e-06
1981,7.527403766971474e-08,1.2220962162245996e-06
1982,9.745778584147047e-08,1.3048170330876019e-06
1983,7.515225775023282e-08,1.2264343922652188e-06
1984,6.842829947117934e-08,1.240987785422476e-06
1985,1.0828004803897784e-07,1.3168056511858595e-06
1986,8.572114040816814e-08,1.4362786942001549e-06
1987,7.210763897091965e-08,1.2741053296849714e-06
1988,1.0434003883119658e-07,1.3684135637959116e-06
1989,8.232183290601824e-08,1.4170331041896134e-06
1990,7.628111120538961e-08,1.29350974020781e-06
1991,7.561290260582609e-08,1.3000729950363166e-06
1992,1.0028098529346607e-07,1.40283179916878e-06
1993,8.751947433438545e-08,1.4961399301682832e-06
1994,8.861876921173462e-08,1.4637921594840009e-06
1995,1.01399827201476e-07,1.5356380345110665e-06
1996,1.1263374233294599e-07,1.4530287444358692e-06
1997,1.1124155463448915e-07,1.3881219729228178e-06
1998,1.3064673964890972e-07,1.4938549384169164e-06
1999,1.051146298891581e-07,1.5502122323596268e-06
2000,1.241466804913216e-07,1.6594126464042347e-06
2001,1.1478774553097537e-07,1.6197340073631494e-06
2002,1.2617917377610866e-07,1.6464630334667163e-06
2003,1.3625837880226754e-07,1.8105280332747498e-06
2004,1.6297727256642247e-07,1.8755600876829703e-06
2005,1.355628569399414e-07,1.8803154944180278e-06
2006,1.4124361769063398e-07,2.0432969449757366e-06
2007,1.5019243448932684e-07,2.4625965124869253e-06
2008,1.7285205444750318e-07,2.7281673737888923e-06
2009,1.4638351331086596e-07,2.8671140626101987e-06
2010,1.4596520259146928e-07,3.6869205359835178e-06
2011,1.4837010553492291e-07,4.104269009985728e-06
2012,1.6714881212465116e-07,5.255825726635521e-06
2013,1.5674882547500602e-07,5.830387181049446e-06
2014,1.7063707957731822e-07,5.95194251218345e-06
2015,1.6025839499889116e-07,6.072530140954768e-06
2016,1.443724073624253e-07,6.333329110930208e-06
2017,1.6879752706699946e-07,6.0012425819877535e-06
2018,1.6521386214662925e-07,6.842177299404284e-06
2019,1.7729364287788485e-07,6.506294084829278e-06
