year,en_ADP yeux_NOUN,en_ADP lieues_NOUN
1800,3.144164484325529e-09,5.219313088389299e-07
1801,1.6668277424969347e-08,1.833510598903132e-07
1802,4.475680270843441e-09,1.4545960880241182e-07
1803,7.801356893821776e-09,4.07620907694195e-07
1804,0.0,2.0516363008482585e-07
1805,2.842877711017877e-09,2.985021634316354e-07
1806,2.881669125542885e-09,1.7290014397985942e-07
1807,5.693910232196231e-09,1.4234775846944103e-07
1808,4.5321479902327155e-09,2.583324363314432e-07
1809,0.0,2.778607548492573e-07
1810,0.0,2.1295152929923233e-07
1811,0.0,1.0429439498693682e-06
1812,2.6672082320544632e-09,2.507175622668001e-07
1813,2.8757416448144113e-09,3.393375269666876e-07
1814,0.0,8.181360726666753e-07
1815,0.0,1.4025563110919848e-07
1816,0.0,1.9467873357825738e-07
1817,1.0898113522728181e-08,7.161617787687646e-08
1818,1.1921177378582115e-09,1.0133000749590337e-07
1819,1.035105001712111e-09,7.866798057420965e-08
1820,5.933240565525466e-09,1.7325061829609467e-07
1821,3.94459531705138e-09,8.776724846892847e-08
1822,1.0025615893027862e-09,1.162971443591232e-07
1823,3.854247765389118e-08,1.1958050549765176e-07
1824,3.2000230021367315e-08,2.1642259540044506e-07
1825,7.044354433105582e-09,2.0340573847477117e-07
1826,8.807984341885344e-10,2.2019961054553505e-07
1827,5.530363722527909e-09,1.963279139260976e-07
1828,1.8344602503717056e-09,1.8344602814579503e-07
1829,2.571952872898464e-09,1.4488666977285902e-07
1830,1.1480519646056564e-08,1.1793624299372141e-07
1831,3.1182412207897414e-09,2.5725488739247737e-07
1832,1.6235963684607668e-08,2.1106752534638673e-07
1833,0.0,2.1313877052175911e-07
1834,4.667265685043276e-09,1.4468523090727103e-07
1835,3.781543966852041e-09,1.8605196316912043e-07
1836,7.392825018825988e-09,2.117036249082993e-07
1837,7.653680356156656e-09,1.8647147348449522e-07
1838,4.418513555037862e-09,3.433816100351095e-07
1839,6.9914751765765e-10,2.3001953419754528e-07
1840,2.5478754661634184e-09,1.1592833271123482e-07
1841,0.0,1.6372398059516513e-07
1842,1.0733224087289273e-08,1.623400125438934e-07
1843,3.544146642830981e-09,9.746403023536132e-08
1844,8.232841963717874e-09,6.421616577378941e-08
1845,2.790113973194508e-09,1.3950570254550598e-07
1846,2.9272506640865004e-09,8.430481956978042e-08
1847,1.0786447290911383e-09,1.1379701891911509e-07
1848,1.6090443422100975e-09,1.0780596770842976e-07
1849,4.1897072478036534e-09,7.457679629396807e-08
1850,6.788996032014438e-09,1.031927414629763e-07
1851,2.579775504329973e-09,1.3801799392254566e-07
1852,7.812654523320361e-09,1.536488760667254e-07
1853,6.569124799682413e-09,1.3974320456355827e-07
1854,3.63696517347023e-09,3.1381813692110683e-07
1855,1.0613874223963649e-08,2.4411910359845024e-07
1856,6.73034605824796e-09,2.0760528329777372e-07
1857,5.857811125054013e-09,2.0697598379637583e-07
1858,1.468102750479261e-09,1.7323612744313266e-07
1859,4.582956236731661e-09,1.0082503232311524e-07
1860,7.323494255473406e-09,7.140407054517794e-08
1861,1.0375119985361891e-08,1.5892797400329783e-07
1862,4.066187830886747e-09,4.382446774919835e-08
1863,4.994620828036034e-09,1.398493782445165e-07
1864,6.233146443435089e-09,1.8028176773654536e-07
1865,4.23615986733239e-09,1.633275028556369e-07
1866,4.379051787850585e-09,7.298419169021741e-08
1867,4.367530337390235e-09,9.414454282818951e-08
1868,1.975949626142892e-09,1.210269121587615e-07
1869,4.395167341186834e-09,1.0353060464485253e-07
1870,3.4404292748035914e-09,7.167561166809833e-08
1871,0.0,5.416800363811092e-08
1872,5.442605477412599e-09,4.293610966765726e-08
1873,7.781805422268917e-09,6.76418501210918e-08
1874,5.974609251779839e-09,6.930546658789893e-08
1875,5.149374260327022e-09,4.9205133023644265e-08
1876,3.627608879952504e-09,4.2322103821490487e-08
1877,9.27722432209066e-09,5.318941764809182e-08
1878,4.22736201599605e-09,3.804625758885294e-08
1879,1.4051447783103299e-08,5.070739994561535e-08
1880,1.9253538763308597e-09,7.701415682959123e-08
1881,9.761510710859511e-09,3.416528571165145e-08
1882,9.983077475794744e-09,3.460800157562005e-08
1883,1.4534479675365475e-08,3.0332826306267435e-08
1884,3.9610181801208455e-09,6.271611940888988e-08
1885,1.2891271383708158e-09,7.025743198330048e-08
1886,1.2261581083805595e-08,5.0982364996343676e-08
1887,1.1099172247952538e-08,5.941321390423582e-08
1888,3.804368819970705e-09,2.9800889755904336e-08
1889,9.397704836544563e-09,3.759081934617825e-08
1890,2.0974036729626278e-08,3.4082808575419676e-08
1891,5.099376032546843e-09,1.4023283867459213e-08
1892,6.268512375839919e-09,2.5074049503359674e-08
1893,1.2316832942449452e-08,4.6188123714596685e-08
1894,1.1972924873759894e-08,5.3563083080021556e-08
1895,8.426059849853118e-09,4.69451926221609e-08
1896,4.1279202278587945e-09,1.887049205784308e-08
1897,9.322741689743452e-09,2.2724183423861177e-08
1898,1.2448380992680086e-08,2.7160104387746742e-08
1899,1.2713430308508578e-08,2.65323762960179e-08
1900,3.114631885736685e-09,4.8276795894253155e-08
1901,9.500856101851696e-09,3.5767929229546525e-08
1902,9.329538919189417e-09,2.4060391012881155e-08
1903,1.5120615870500842e-08,2.484101346844625e-08
1904,5.374625189347171e-09,4.1384614846151635e-08
1905,1.4450125540577119e-08,2.167518786677647e-08
1906,5.144184633820714e-09,2.5720922003369395e-08
1907,8.742834012309686e-09,1.8514235478050978e-08
1908,9.331639461152008e-09,3.094175093920626e-08
1909,8.801574025163461e-09,2.585462333115629e-08
1910,1.3894791983659616e-08,1.4429207162436342e-08
1911,4.25629931299909e-09,2.6601870928288918e-08
1912,7.293189607793238e-09,3.1777467768279166e-08
1913,1.0075680734189518e-08,2.3863453435524207e-08
1914,1.1384464038144415e-08,1.2054139020278853e-08
1915,1.1780761921542648e-09,9.424609537234119e-09
1916,3.076489463182952e-08,3.296238704209031e-08
1917,5.483212106582869e-09,2.1932848426331475e-08
1918,1.033773866510046e-08,3.2161853624756986e-08
1919,6.4454939163738345e-09,2.301962176431971e-08
1920,4.543339038320937e-09,6.284952291935042e-08
1921,7.572747762196741e-09,1.438822039290244e-08
1922,1.4755870914040514e-08,1.770704471937279e-08
1923,1.1677542488541803e-08,1.3800733000834953e-08
1924,2.9650736976805092e-08,3.351822286390416e-08
1925,7.698724324711748e-09,2.1996356736053713e-08
1926,2.0063049888108253e-08,2.0063049888108253e-08
1927,2.2298449753321847e-09,1.5608915271414503e-08
1928,1.0283436990832229e-08,3.5420727573232114e-08
1929,1.1140405931087116e-08,2.2280812084218837e-08
1930,2.100720708497761e-09,3.2561170204559176e-08
1931,5.7026783295555106e-09,3.193499864551086e-08
1932,1.53433514782364e-08,2.520693342944469e-08
1933,6.882397318719313e-09,4.12943848004943e-08
1934,7.188948103475923e-09,2.6119843710148416e-07
1935,7.180970484910176e-09,4.787313745424626e-08
1936,1.091224355320719e-08,7.638569998746902e-08
1937,1.3850230295986421e-08,2.5182236740306507e-08
1938,1.1668692678767911e-08,3.111651503129309e-08
1939,1.070583532936098e-08,1.3764645423464117e-08
1940,0.0,4.057252667166722e-08
1941,2.9515025978810172e-09,3.836953510472085e-08
1942,1.8205270180260413e-08,4.247896612241675e-08
1943,1.4516175816936538e-08,4.064529335323641e-08
1944,1.927911696952833e-08,3.8558232162699824e-08
1945,3.0499055725385915e-08,1.5249528306782167e-08
1946,1.3921104269343232e-08,2.645009899993056e-08
1947,5.960435700558264e-09,4.0530959921625254e-08
1948,1.3046265401328583e-08,2.6092530802657166e-08
1949,1.8652315247891238e-08,1.0798709482173763e-08
