year,en_ADP yeux_NOUN,en_ADP lieues_NOUN
1950,2.9779013033248702e-08,9.571825110299415e-09
1951,1.7058242818279723e-08,3.6248767543156646e-08
1952,2.1089608281954497e-08,2.319856839960721e-08
1953,1.2928593307037772e-08,1.939288907237824e-08
1954,5.863521668203475e-09,2.34540866728139e-08
1955,1.220129064449793e-08,1.3139850985055546e-08
1956,1.0465369904011368e-08,1.744228228517386e-08
1957,1.0602045463770082e-08,1.5903067307476704e-08
1958,2.0680609225109947e-08,1.8198935691771112e-08
1959,1.0851047171911432e-08,2.40273188012452e-08
1960,1.038124963770315e-08,1.799416665670961e-08
1961,1.876002997391879e-08,2.570818935510033e-08
1962,1.9660065575521912e-08,3.805173776072479e-08
1963,2.2631185814248056e-08,2.909724017285953e-08
1964,1.2776333768727e-08,2.981144575642247e-08
1965,1.3132904541635071e-08,3.720989383282358e-08
1966,1.3293779410616935e-08,3.489617128593636e-08
1967,1.3311906243984595e-08,2.3172576746333107e-08
1968,8.533690198930799e-09,4.311759127517689e-08
1969,9.991866889436096e-09,5.268439046135498e-08
1970,9.657322941336588e-09,3.219107469476512e-08
1971,1.3359833239690033e-08,2.8261185391897925e-08
1972,9.234264353175092e-09,2.6676763187349906e-08
1973,8.269805285010534e-09,2.4809416743210022e-08
1974,5.625571564138454e-09,3.656621505587765e-08
1975,1.1422960355389478e-08,3.1413140533231854e-08
1976,9.712995741040231e-09,2.6853577139718254e-08
1977,1.3516598507123945e-08,2.997158682349621e-08
1978,8.316828115084718e-09,3.564354822405136e-08
1979,5.851973128301324e-09,2.691907674545746e-08
1980,4.548120546843393e-09,3.8659023593456965e-08
1981,9.488324403950088e-09,2.719986330612656e-08
1982,1.0552753892945077e-08,3.289976291398489e-08
1983,1.515675762675528e-08,4.547027532275649e-08
1984,9.858314442556804e-09,1.333771937339634e-08
1985,1.0828004270990732e-08,1.8648229627160617e-08
1986,1.558566253834215e-08,2.8174081734277934e-08
1987,1.711028652096047e-08,2.5054349706010726e-08
1988,1.2592763276586538e-08,3.957725519532218e-08
1989,9.878619700032232e-09,3.951447924421814e-08
1990,9.262707045820662e-09,1.961514328741032e-08
1991,7.6199047072123e-09,2.8721180378443734e-08
1992,6.060938417817852e-09,6.556833348492219e-08
1993,7.200969598386564e-09,2.5480353826878854e-08
1994,6.329911705904578e-09,3.586950114708998e-08
1995,3.795715741716776e-09,1.9520823790752928e-08
1996,7.473328622609188e-09,4.163711864180186e-08
1997,1.1028257640433026e-08,6.185413781167881e-08
1998,1.0489884183506604e-08,2.4794271524797296e-08
1999,6.8553016596695215e-09,3.244842972094375e-08
2000,1.0161472552283612e-08,2.783359853708589e-08
2001,8.762423675534592e-09,1.3143635513301888e-08
2002,6.571832411594869e-09,1.2617917527490974e-07
2003,8.750538071922165e-09,2.875176896566245e-08
2004,5.285749615779878e-09,2.510731023086521e-08
2005,5.404499514582994e-09,2.07172475841233e-08
2006,4.117890028965121e-09,1.4824403926638752e-08
2007,1.0385647009059085e-08,2.995859596510719e-08
2008,4.6831836186811415e-09,2.1287198753716652e-08
2009,8.582746957586096e-09,1.8119131084404216e-08
2010,1.2281861749841028e-08,1.2281861749841028e-08
2011,7.647943611743813e-09,6.500752380844688e-09
2012,9.872332978888565e-09,1.463828702696901e-08
2013,1.4503449996539075e-08,1.0877587830471214e-08
2014,1.277612682315521e-08,1.4508482332198369e-08
2015,1.3964425171764105e-08,5.984753581600444e-09
2016,1.0978101983027955e-08,1.2842308549920745e-08
2017,1.2074934219175049e-08,1.0062445682246235e-08
2018,1.0325867216831597e-08,1.2649186587054828e-08
2019,1.2754938882864053e-08,8.928456807222318e-09
