year,bien_ADV égales_ADJ,bien_ADV légales_ADJ
1800,6.288328791015374e-08,0.0
1801,3.5717739876872656e-08,2.1430643926123594e-08
1802,7.384872446891677e-08,1.7902721083373763e-08
1803,5.265916058760922e-08,0.0
1804,5.438072037122765e-08,2.4718509461507665e-09
1805,6.254330742194725e-08,0.0
1806,6.916005901302924e-08,0.0
1807,4.555128185756985e-08,8.540865792383556e-09
1808,3.3991110370834576e-08,0.0
1809,2.710836710662079e-08,0.0
1810,5.148278958699848e-08,0.0
1811,6.267691787797958e-08,0.0
1812,3.467370746079723e-08,5.3344164641089264e-09
1813,5.751483289628823e-09,0.0
1814,4.405347908686963e-08,0.0
1815,8.091670444798638e-09,0.0
1816,9.965696534663948e-08,0.0
1817,9.029865566390072e-08,0.0
1818,2.98029441125891e-08,0.0
1819,4.5544620519422097e-08,0.0
1820,6.40789963313182e-08,0.0
1821,4.536284592404627e-08,0.0
1822,2.5064039732569654e-08,0.0
1823,3.9530746676064155e-08,9.882686891060644e-10
1824,5.3053010873327366e-08,0.0
1825,6.339919167430708e-08,0.0
1826,3.52319382557198e-08,1.2331177856594877e-08
1827,1.1429418833586169e-07,5.530363722527909e-09
1828,3.393751413227619e-08,5.503380862137419e-09
1829,7.544394975411706e-08,0.0
1830,1.0228099256437417e-07,0.0
1831,4.365537620287796e-08,0.0
1832,4.058990654698391e-08,0.0
1833,3.4750886612755494e-08,3.4750886612755494e-09
1834,2.7070139907436896e-08,1.0267983796552471e-08
1835,2.949604294144592e-08,9.832014313815307e-09
1836,4.637317374545091e-08,1.3441500135158435e-09
1837,4.383471363667013e-08,0.0
1838,2.4617431648721322e-08,0.0
1839,4.264799713382672e-08,0.0
1840,5.350538501147639e-08,5.095750932326837e-09
1841,3.659712533021775e-08,2.5682194149112547e-09
1842,4.092041550052272e-08,0.0
1843,6.025049259505977e-08,0.0
1844,6.092302839988406e-08,1.097712254427563e-09
1845,2.511102614732863e-08,0.0
1846,4.3323311160747835e-08,0.0
1847,4.0449176452739266e-08,3.235934187273415e-09
1848,3.137636639394259e-08,0.0
1849,3.1841775438579134e-08,4.1897072478036534e-09
1850,2.7155984128057753e-08,1.0862393651223101e-08
1851,2.902247508984601e-08,3.2247193804124663e-09
1852,4.6224872818356744e-08,0.0
1853,3.2845626662947325e-08,0.0
1854,4.8319680701069956e-08,1.558699391779328e-09
1855,3.131092896069276e-08,6.368324534378189e-09
1856,5.1254172461767666e-08,2.0708756931497874e-09
1857,2.3431244500216053e-08,4.881509085841174e-10
1858,2.838332058274773e-08,2.4468380654951716e-09
1859,2.2914779407301467e-08,2.5460866748261424e-09
1860,3.204028686809579e-08,0.0
1861,1.839225838295988e-08,8.017138064531082e-09
1862,4.517986340601965e-08,0.0
1863,1.7980635647063536e-08,1.9978483312144135e-09
1864,3.643993196078554e-08,2.3973640850272204e-09
1865,3.106517354467542e-08,4.706844358715045e-10
1866,3.7465220259491616e-08,2.432806400776144e-09
1867,3.105799351033056e-08,1.94112459439566e-09
1868,4.5940829807022965e-08,9.87974813071446e-10
1869,2.9301114423674335e-08,1.953407657850903e-09
1870,2.981705193860762e-08,0.0
1871,4.5671061599250606e-08,0.0
1872,3.0236694925633856e-08,6.047339295989218e-10
1873,6.405024777222934e-08,5.986004469882289e-10
1874,3.7042575229406793e-08,0.0
1875,2.803548326824057e-08,0.0
1876,4.6554312405078235e-08,0.0
1877,3.401648740464225e-08,1.2369631985365004e-09
1878,3.38188961279684e-08,6.039088673581716e-10
1879,1.710611030603104e-08,1.832797580370027e-09
1880,3.3372799634889816e-08,0.0
1881,3.067903264764027e-08,0.0
1882,5.257754409626614e-08,6.655385131892899e-10
1883,4.2339571848515334e-08,3.159669414998234e-09
1884,3.300848305798354e-08,2.6406787867472303e-09
1885,3.158361394639542e-08,4.511945039809007e-09
1886,2.8395241713496944e-08,0.0
1887,3.003305337756501e-08,0.0
1888,2.4728397107764977e-08,9.510921827882157e-09
1889,1.8168895721260014e-08,3.132568426877924e-09
1890,2.4251230357208442e-08,0.0
1891,3.250852387282066e-08,0.0
1892,2.3193495124473884e-08,0.0
1893,4.865148994781521e-08,3.079208221734575e-09
1894,4.4110773700367645e-08,3.150769645188234e-09
1895,2.2268872967856623e-08,5.416753268150387e-09
1896,3.125425251937486e-08,5.89702897624278e-10
1897,4.136966680334808e-08,1.7480140668268973e-09
1898,3.1120951149432585e-08,0.0
1899,4.5878898902174114e-08,0.0
1900,2.906989848838748e-08,0.0
1901,3.409130755471779e-08,0.0
1902,2.897067474805226e-08,4.910283846193408e-10
1903,4.806195974538241e-08,1.0800440541913758e-09
1904,2.9022976022474722e-08,5.374625189347171e-10
1905,1.7546581076999246e-08,5.160759042333041e-10
1906,4.629766081620801e-08,0.0
1907,2.262851062084792e-08,2.057137349353866e-09
1908,2.2101250607420297e-08,0.0
1909,2.475442606453271e-08,1.1001967115120692e-09
1910,2.7255168788542505e-08,1.6032452032632705e-09
1911,2.3409645777405785e-08,1.0640748282497725e-09
1912,2.1879568379290504e-08,0.0
1913,2.333315407554437e-08,7.42418571064718e-09
1914,1.875088173619588e-08,2.0090231700464756e-09
1915,9.424609537234119e-09,0.0
1916,1.0987461607214755e-08,9.888715624128963e-09
1917,8.773139548168274e-09,7.676496771580332e-09
1918,3.331049214239101e-08,0.0
1919,3.314825391953491e-08,0.0
1920,3.104614876292544e-08,0.0
1921,2.499006690470651e-08,0.0
1922,3.6889677090812256e-08,1.4755870969551665e-09
1923,1.6985516992917837e-08,3.1847844361720945e-09
1924,3.867487308184536e-08,2.578324886925998e-09
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,0.0
1927,2.0068604555945058e-08,1.0034302277972529e-08
1928,1.2568645679778001e-08,9.14083297942625e-09
1929,3.78773812315103e-08,5.570202965543558e-09
1930,1.7856125467119455e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,0.0
1933,2.7529589274877253e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,1.9149254626427137e-08,0.0
1936,1.4549657478823974e-08,1.2124714565686645e-09
1937,1.510934133364117e-08,1.2591118148108649e-09
1938,1.5558256905023882e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,2.4273694165799498e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,8.344609447874518e-09
1948,1.6307831529616124e-08,6.523132700664291e-09
1949,1.570721330779179e-08,1.9634016634739737e-09
1950,2.4461330738745346e-08,0.0
1951,3.731490494374157e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,1.0773827163745864e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,1.1262729415761896e-08,0.0
1956,1.0465369904011368e-08,8.72114158667614e-10
1957,1.6786572132332367e-08,0.0
1958,1.1581140491045971e-08,1.6544486891589827e-09
1959,7.750747599288843e-09,0.0
1960,8.305000243069571e-09,1.3841666701708277e-09
1961,1.80652133252579e-08,6.948159270159238e-10
1962,8.8787386332001e-09,1.9025869768540815e-09
1963,1.0345685197421517e-08,6.466053248388448e-10
1964,2.311907998375773e-08,3.041984220075733e-09
1965,2.3529786119524942e-08,1.0944086747954884e-09
1966,8.862519607077957e-09,5.539074754423723e-10
1967,1.873527466500491e-08,4.930335584241163e-10
1968,7.186265360559219e-09,3.5931326802796093e-09
1969,7.2668124850849836e-09,9.083515606356229e-10
1970,1.4715920038099739e-08,0.0
1971,1.5415192677892264e-08,1.0276794970565106e-09
1972,1.0773308467548759e-08,2.565073486948677e-09
1973,1.0475087464101307e-08,0.0
1974,9.00091468025721e-09,0.0
1975,1.313640396460869e-08,5.711480177694739e-10
1976,8.570290255249802e-09,5.713526873840635e-10
1977,1.3516598507123945e-08,1.1753563677885381e-09
1978,7.72276909088987e-09,2.3762365408686037e-09
1979,1.0533551808578068e-08,4.681578680276743e-09
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,8.855769451088236e-09,6.325549528618524e-10
1982,1.1173503899897241e-08,4.966001831974154e-09
1983,1.136756910824488e-08,3.78918940668882e-09
1984,1.797692661398287e-08,1.739702604197646e-09
1985,3.609334831011779e-09,0.0
1986,9.591176741707841e-09,1.7983456945813714e-09
1987,8.555143260480236e-09,1.2221633705067347e-09
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,7.134558721588746e-09,2.7440609784434855e-09
1990,5.993515905799995e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,4.747434001473039e-09,5.274926606624319e-10
1995,4.880205572987961e-09,5.422450821690461e-10
1996,1.2277611816102763e-08,0.0
1997,1.102825741838842e-08,2.876936688878118e-09
1998,5.72175506974304e-09,1.43043876743576e-09
1999,5.0272213059088244e-09,4.570201161957499e-10
2000,7.510653432518666e-09,8.836062992401139e-10
2001,6.133696661692056e-09,8.762423564512289e-10
2002,6.571832411594869e-09,4.38122149670761e-10
2003,4.583615265119079e-09,1.2500769308587678e-09
2004,4.845270407116686e-09,4.404791198453495e-09
2005,6.7556245042510454e-09,2.251874686720612e-09
2006,5.353256948836815e-09,1.2353669198716943e-09
2007,5.592271090648637e-09,7.988958938831558e-10
2008,8.51487946817997e-09,2.9802078582719105e-09
2009,8.105927484791664e-09,4.76819250749827e-10
2010,1.0864724231396394e-08,3.7790344187271785e-09
2011,1.1089518636708817e-08,7.64794394481072e-10
