year,en_ADP eau_NOUN,en_ADP lots_NOUN
1844,1.482460447732592e-06,1.2623691247881652e-07
1845,1.506103540216408e-06,1.0825642249301382e-07
1846,1.391614934398433e-06,1.539733887057082e-07
1847,1.3439913750801225e-06,1.564034874945719e-07
1848,1.6235256907748408e-06,2.1883002432332432e-07
1849,1.2527224966252248e-06,1.3239476004400785e-07
1850,1.2641111135636152e-06,1.6497260446612927e-07
1851,1.2840832823712844e-06,1.979977639621211e-07
1852,9.987177236325806e-07,1.5690415011704317e-07
1853,1.5377724897902567e-06,1.0570319375347026e-07
1854,1.4958318388380576e-06,1.2209811472985166e-07
1855,1.4493245217295225e-06,1.3055066006018023e-07
1856,1.6701612384206754e-06,1.418549828713367e-07
1857,1.3028747867793733e-06,1.6353055798390415e-07
1858,1.2777388309626048e-06,1.2527810611118184e-07
1859,1.353499639922262e-06,1.1711998837427018e-07
1860,1.8111916695318087e-06,1.0115576287716976e-07
1861,1.883084323139883e-06,1.4006411674927222e-07
1862,1.8085498547648626e-06,1.292144133913098e-07
1863,1.7695941867401643e-06,1.828031201966951e-07
1864,1.517531341921341e-06,1.28978186353379e-07
1865,1.7208223508369258e-06,1.58620650836383e-07
1866,1.852338885832694e-06,1.3526404529784486e-07
1867,1.6955722994538291e-06,1.4315793350760941e-07
1868,2.0530117073036536e-06,1.0670127892353776e-07
1869,1.8576907141465426e-06,1.1964621648985485e-07
1870,2.1290523042338805e-06,1.2385545744564297e-07
1871,2.2368199523725707e-06,1.4232377054668177e-07
1872,1.9557096111455508e-06,1.4876454201839806e-07
1873,2.254329380946274e-06,1.1972008451266447e-07
1874,2.2464530360366552e-06,1.8521288325246132e-07
1875,1.9190002786828586e-06,1.52764769723035e-07
1876,2.4728200003210077e-06,1.4570895245924476e-07
1877,2.013776033038539e-06,1.9172929910382663e-07
1878,2.335919546680998e-06,1.3769121665063722e-07
1879,2.146816937553808e-06,2.0649518717164028e-07
1880,2.432363761073475e-06,1.8675932267342432e-07
1881,2.5191669088542312e-06,1.5060616931350523e-07
1882,2.059841768264903e-06,1.9633385761608224e-07
1883,2.4588548654946862e-06,1.9400370376843057e-07
1884,2.280226148343445e-06,2.053127730050619e-07
1885,2.480925262560163e-06,1.7209846703281073e-07
1886,2.509752055068759e-06,3.0266744488471886e-07
1887,2.944544934990745e-06,1.9260328087966627e-07
1888,2.8526426163466567e-06,2.067040441033896e-07
1889,2.7836001859071757e-06,3.6776353340428614e-07
1890,2.89048454860108e-06,2.359579127642064e-07
1891,2.7166926770405553e-06,2.6707982669904595e-07
1892,3.2270301826287096e-06,1.9056277267281985e-07
1893,3.2183885432246484e-06,2.3340398058735445e-07
1894,3.520670052381547e-06,1.4808617265771318e-07
1895,3.2428293863517865e-06,2.5940229875232035e-07
1896,3.2221366303986088e-06,1.9696076947184338e-07
1897,3.4051314283800593e-06,2.2782450059821713e-07
1898,3.4408455000800586e-06,2.806544046052295e-07
1899,3.4834797926208694e-06,2.6255997909174766e-07
1900,3.6404855165983463e-06,2.4813235199871997e-07
1901,4.084809301474479e-06,3.6270915870773024e-07
1902,4.2861866802468285e-06,2.1261529070670804e-07
1903,4.779194757276173e-06,2.646108043791173e-07
1904,4.806527314826781e-06,2.4400799247814575e-07
1905,4.8232454261665225e-06,2.1004289862958103e-07
1906,5.007863460804174e-06,3.3642967878222407e-07
1907,4.5509021333600685e-06,2.396565150775132e-07
1908,4.656979236017378e-06,2.799491767291329e-07
1909,4.872221001761545e-06,2.1948923745185311e-07
1910,5.38262861482508e-06,1.8437319226904947e-07
1911,4.311099131015794e-06,2.325003549685789e-07
1912,4.8046492082676195e-06,3.083977446749486e-07
1913,5.361322720887074e-06,2.635585758525849e-07
1914,5.214084865201585e-06,2.7523617518454557e-07
1915,4.38362137167303e-06,2.344371665685685e-07
1916,4.108212152686974e-06,2.801802736485115e-07
1917,4.176014220647062e-06,2.708706858811638e-07
1918,4.414214593850829e-06,2.2283569478531717e-07
1919,5.395798947205321e-06,2.9741349294454267e-07
1920,4.749303581519371e-06,2.438258661641157e-07
1921,5.319854864183071e-06,2.2036695668248285e-07
1922,5.671419106789699e-06,2.058444010799576e-07
1923,5.074423363282676e-06,2.1444215292376612e-07
1924,5.249469680279617e-06,1.9982017818165332e-07
1925,5.724551691344004e-06,2.111650161396028e-07
1926,6.046779901680566e-06,1.8391128264738654e-07
1927,5.221181787362639e-06,1.9734127931769763e-07
1928,5.745013311297953e-06,2.1709477948661515e-07
1929,6.141706258233626e-06,1.9384306426672993e-07
1930,6.183471313647715e-06,2.0902170660974662e-07
1931,7.438573604190424e-06,2.121396391885355e-07
1932,7.076572863695674e-06,2.1590287246908701e-07
1933,7.257488171319437e-06,1.9614832069692056e-07
1934,6.84747317336587e-06,2.3723528386199177e-07
1935,8.338303565835758e-06,2.621054306928272e-07
1936,8.8195175464989e-06,1.9520790317528736e-07
1937,8.696685426912154e-06,2.2789923548316438e-07
1938,7.62354610372995e-06,2.51525165140265e-07
1939,8.986784109765722e-06,2.2788135822793265e-07
1940,8.90566941080806e-06,1.927194972495272e-07
1941,8.515085184512827e-06,4.4567690338226384e-07
1942,9.093532824522299e-06,2.7004483627024456e-07
1943,9.513901794377944e-06,3.135494068828848e-07
1944,8.685242278261285e-06,1.9921753846574575e-07
1945,7.61169307139653e-06,1.9606535772709321e-07
1946,6.964728676450704e-06,2.3665877790790546e-07
1947,7.451736657060337e-06,2.12191508808246e-07
1948,8.904076075566536e-06,1.9025803510430706e-07
1949,1.0255828883032336e-05,2.1793758264720964e-07
1950,1.000255775096548e-05,2.0100833353353664e-07
1951,9.75518294410449e-06,2.51609094448213e-07
1952,1.1146911987225394e-05,1.9507886861447332e-07
1953,1.0788910842052246e-05,2.962802625461336e-07
1954,1.1238416121273076e-05,2.8144904717919417e-07
1955,1.0398314707060763e-05,3.040937031073554e-07
1956,1.0689503376681841e-05,3.0872840284246195e-07
1957,1.202006853873172e-05,2.5356558808198315e-07
1958,1.2178396730178065e-05,1.9026160202884057e-07
1959,1.144552912535346e-05,3.3870767879307095e-07
1960,1.12657321125198e-05,2.477658256339055e-07
1961,1.199738642299053e-05,2.640300635903259e-07
1962,1.1731351079902197e-05,2.4479950866407307e-07
1963,1.2621735876905404e-05,2.5152948524009844e-07
1964,1.2107096566182918e-05,2.4457551717205206e-07
1965,1.113451425283074e-05,2.1340969169614254e-07
1966,1.1951107566687824e-05,2.7750763820222346e-07
1967,1.2112848139622656e-05,2.410934030194767e-07
1968,1.1193955401722633e-05,4.4824329847870104e-07
1969,1.2181448965975505e-05,4.846055503548996e-07
1970,1.1858732534619776e-05,3.701973696479399e-07
1971,1.1779776514231344e-05,3.8794900092398166e-07
1972,1.1121132260427657e-05,3.996384521087748e-07
1973,1.302163599348205e-05,3.3465147453171085e-07
1974,1.202128431998517e-05,3.9266490148293087e-07
1975,1.197583124223911e-05,4.060862295318657e-07
1976,1.2197808473501937e-05,3.171007278979232e-07
1977,1.330797223886293e-05,2.850239297913504e-07
1978,1.1307915684710679e-05,2.495048363471142e-07
1979,1.2330693010653704e-05,3.019618191046902e-07
1980,1.1343581405753866e-05,2.2399493104785506e-07
1981,1.1329692057415741e-05,2.4796153752504324e-07
1982,1.2385828924266207e-05,2.383680879347594e-07
1983,1.1197686518471528e-05,2.8103156068937096e-07
1984,1.1788224739461839e-05,2.4239855633823026e-07
1985,1.2007053783236188e-05,2.5626277988521906e-07
1986,1.1037047073614303e-05,2.3318548869610822e-07
1987,1.193320315451274e-05,2.847640701020282e-07
1988,1.1320294731831382e-05,2.440597484110185e-07
1989,1.021778618337521e-05,2.645275003487768e-07
1990,1.128688012386192e-05,3.0022067676327424e-07
1991,1.1207707771632158e-05,2.2566641177945712e-07
1992,1.0600581731523562e-05,2.3251963909842743e-07
1993,1.0196573356324734e-05,2.320927876553469e-07
1994,1.0445936752034868e-05,1.8567742188224656e-07
1995,1.04306267019183e-05,2.0334191219717468e-07
1996,9.974224809639054e-06,2.188617855836128e-07
1997,1.0570824201749929e-05,1.8268548274136265e-07
1998,1.0249570138398667e-05,1.916787937261688e-07
1999,9.188846185281818e-06,2.1479945644387044e-07
2000,9.242522168051437e-06,1.939515783533352e-07
2001,9.386308008174638e-06,1.4677058857159864e-07
2002,8.724764299472554e-06,1.7086763648421766e-07
2003,1.0066451999080073e-05,2.0334583439307607e-07
2004,8.588902609574234e-06,2.5812076387410343e-07
2005,9.093971073070861e-06,1.7249361405902164e-07
2006,9.61403758381607e-06,1.8159894921154773e-07
2007,8.219840257339683e-06,1.6577089922975574e-07
2008,9.740596006224678e-06,1.9499073289352964e-07
2009,9.427669930062166e-06,1.630721868650653e-07
2010,8.433387488793187e-06,1.610813455954485e-07
2011,8.046019292606843e-06,1.5869483149799635e-07
2012,7.813440756621048e-06,1.5421264265569334e-07
2013,6.205802995040699e-06,1.464290591002282e-07
2014,4.880263917428351e-06,1.301432490663501e-07
2015,4.7656369064341675e-06,1.2922635050927056e-07
2016,4.501021731329047e-06,1.3298003409545345e-07
2017,4.617656377270407e-06,1.3835862944233668e-07
2018,5.414368375866729e-06,1.1900561247557562e-07
2019,4.471881438483649e-06,1.4336551146243437e-07
