year,en_ADP attitude_NOUN,en_ADP latitude_NOUN
1800,8.803660378475797e-08,1.1570524947046579e-06
1801,1.0715321963061797e-07,6.953053124370001e-07
1802,9.84649659585557e-08,1.5194934803730575e-06
1803,1.1311967540450496e-07,7.489302333851811e-07
1804,1.0134588990240445e-07,9.44247077638849e-07
1805,3.098736840456695e-07,1.663083480707428e-06
1806,9.509508203109363e-08,9.019624132022841e-07
1807,1.0533734240425474e-07,5.864727654625312e-07
1808,1.7222161829977267e-07,1.8173913076680037e-06
1809,2.4623432182124816e-07,5.783118126601039e-07
1810,8.190443878675069e-08,1.4415180595861443e-06
1811,1.2033967777824728e-07,1.9655481082736515e-06
1812,1.5469807257417756e-07,3.8407799252127006e-07
1813,1.9267469042461016e-07,1.5874093481915708e-06
1814,3.4613449884091096e-08,3.366944611116196e-06
1815,1.1598061178119679e-07,2.891423719120212e-06
1816,9.733936678912869e-08,8.111613851724542e-07
1817,1.2766362544880394e-07,9.21669073172815e-07
1818,6.079800352054576e-08,4.4346779759507626e-07
1819,1.2317750019974483e-07,6.158874589212715e-07
1820,1.696906792858499e-07,7.452150043718575e-07
1821,5.1279737789400315e-08,6.656504475399672e-07
1822,6.215881853677274e-08,6.426419645322312e-07
1823,1.1562743651438723e-07,4.2693207547017664e-07
1824,9.094802067011187e-08,6.585310403650624e-07
1825,6.956300069305144e-08,6.833024031038804e-07
1826,9.953022583886195e-08,6.429828738330201e-07
1827,9.678137047330893e-08,8.138851850247875e-07
1828,1.0823315221841767e-07,3.191960900039703e-07
1829,1.1573787617180642e-07,5.263929923060573e-07
1830,1.1271782796029584e-07,3.7676977626688313e-07
1831,1.1225668572478753e-07,3.695115822210937e-07
1832,1.4341767951009388e-07,5.371397957532054e-07
1833,8.108539617524002e-08,6.3246613635215e-07
1834,9.521221500108368e-08,8.597103193785927e-07
1835,1.0361430469174593e-07,4.189950786326335e-07
1836,1.0685992890557827e-07,3.904755793149306e-07
1837,1.0019363116953173e-07,3.3815351230259694e-07
1838,1.0983161757849302e-07,3.0929592753636825e-07
1839,6.292327725532232e-08,2.824556020186719e-07
1840,3.567025785855549e-08,4.24858229930436e-07
1841,1.2391659254262777e-07,3.839488158519089e-07
1842,4.8970335342346516e-08,3.414506863919087e-07
1843,7.324569395450453e-08,3.9044680777422514e-07
1844,4.720162749549672e-08,6.020951919261108e-07
1845,6.361459981008011e-08,4.6092681832421434e-07
1846,1.1299187718805115e-07,5.942318797025337e-07
1847,7.5505127483666e-08,5.533447469119324e-07
1848,1.4159590477902384e-07,3.8536612656514535e-07
1849,1.1396004584440789e-07,4.7678869918854616e-07
1850,1.0794503424449431e-07,3.700002935147495e-07
1851,1.870337307252612e-08,1.7220001624629333e-07
1852,5.7943854159248076e-08,3.3919942965532357e-07
1853,5.733054564416307e-08,3.451776497964687e-07
1854,3.1173985892696265e-08,2.8056588857738873e-07
1855,4.7231740296638236e-08,4.2986190607052777e-07
1856,6.160854909564861e-08,1.090833734451735e-06
1857,6.83411300883563e-08,1.7837034491652304e-06
1858,7.780944599744544e-08,1.5375930579875074e-06
1859,5.3467818617036755e-08,4.328347213977679e-07
1860,6.179197953315452e-08,2.9660151312782546e-07
1861,7.073945251789837e-08,3.329470512625221e-07
1862,3.252950264709398e-08,2.015021829393504e-07
1863,4.5950510951797696e-08,3.7159978738543487e-07
1864,7.911300903273855e-08,4.507044337742627e-07
1865,3.812544080439295e-08,4.019645221120527e-07
1866,4.9142691693759843e-08,4.641794832949131e-07
1867,6.26012663929032e-08,3.9501884252501895e-07
1868,5.730253960223308e-08,3.635747289898461e-07
1869,6.934597251984087e-08,4.893286309481937e-07
1870,5.504686839685746e-08,4.0539724110999487e-07
1871,1.911811864374613e-08,4.046668493629113e-07
1872,4.354084381930079e-08,3.3018473732937537e-07
1873,2.8732820567256567e-08,5.620858045674026e-07
1874,6.273339892004515e-08,3.584765577713256e-07
1875,3.833423062316044e-08,4.931956190112885e-07
1876,5.441413430951059e-08,4.316854695929351e-07
1877,4.5149157634760684e-08,6.00545648321571e-07
1878,7.488470288308235e-08,6.534293937043856e-07
1879,4.337620829186761e-08,3.488424813458124e-07
1880,6.995452395130997e-08,3.170416031927914e-07
1881,5.9266315022288296e-08,8.555267054788374e-07
1882,5.723631146814512e-08,4.958262165288829e-07
1883,5.687405035814663e-08,3.842158089462089e-07
1884,6.667713581265389e-08,4.674001461424382e-07
1885,7.734763057820615e-08,4.0220765962217797e-07
1886,4.323820945728585e-08,4.026961519798533e-07
1887,4.83140425444617e-08,3.5125613884190443e-07
1888,6.213802095089704e-08,3.265416523845488e-07
1889,7.831420789639054e-08,4.166316056597452e-07
1890,4.3914388847543506e-08,3.886751127613053e-07
1891,3.633305567518619e-08,5.303351002794443e-07
1892,6.26851246465776e-08,3.930357310721888e-07
1893,8.806535595207166e-08,4.982159120814345e-07
1894,4.789169838481655e-08,4.373268243096362e-07
1895,5.717683704276055e-08,5.031561727264489e-07
1896,6.840553368192559e-08,4.216375719678922e-07
1897,9.497543373981898e-08,3.542641751064224e-07
1898,7.469028795448196e-08,3.5873970127831e-07
1899,1.0115468285221141e-07,3.1286094959170896e-07
1900,9.811090251332644e-08,3.721984978000137e-07
1901,6.147612907625444e-08,3.476195518103964e-07
1902,7.610940216951079e-08,3.1082097473600356e-07
1903,6.318257561588325e-08,3.4291397854602224e-07
1904,8.814385221711518e-08,3.633246752343666e-07
1905,7.379885147429377e-08,3.07065160853881e-07
1906,7.356184195117521e-08,2.8653107220222296e-07
1907,8.742833479402634e-08,4.4537022247936875e-07
1908,1.5814673015590586e-07,3.958579508633875e-07
1909,1.3917488939085843e-07,3.1630655472625335e-07
1910,1.1917456155252637e-07,3.569892559340815e-07
1911,1.1917637876557308e-07,4.12329007382084e-07
1912,1.2085857353794083e-07,3.8758094467183923e-07
1913,1.399989233430432e-07,3.3302774071763963e-07
1914,1.694276221542168e-07,4.21894853275262e-07
1915,1.2723222653221455e-07,3.922993587757162e-07
1916,1.5162697764026234e-07,3.790674465431465e-07
1917,1.6230308119702386e-07,2.4784120089549333e-07
1918,1.6884973419450944e-07,3.6296950245429116e-07
1919,1.1878124173136939e-07,3.2687860518354483e-07
1920,1.5371629791260943e-07,2.7638645727634525e-07
1921,1.5296949573695429e-07,3.627346112367036e-07
1922,1.475587030341785e-07,2.3461835496618733e-07
1923,1.0403629024935412e-07,2.4735159787070415e-07
1924,1.19892106908992e-07,4.0092953268455744e-07
1925,7.258797718456833e-08,4.0033368109426704e-07
1926,1.8948434998833363e-07,3.2658186643885756e-07
1927,1.103773241695194e-07,3.7238411643158997e-07
