year,en_ADP attitude_NOUN,en_ADP latitude_NOUN
1928,1.2797165993561066e-07,4.1819311302759843e-07
1929,1.0249173953980062e-07,4.0216867436271286e-07
1930,1.5335261593918403e-07,4.253959495770232e-07
1931,1.8590731354350964e-07,3.877821130870984e-07
1932,1.2603467780536448e-07,3.704323470188342e-07
1933,1.307655423943288e-07,4.358851706243172e-07
1934,1.0064527344866292e-07,4.792631980166107e-07
1935,1.2447015684813323e-07,4.6915673923564327e-07
1936,1.624711685188629e-07,2.691686544764593e-07
1937,1.5361164384941617e-07,4.167660163645337e-07
1938,1.076112793318984e-07,4.058111988669566e-07
1939,1.147053767525108e-07,3.043516150214032e-07
1940,6.339457314652464e-08,5.249070775814602e-07
1941,1.3576912083479442e-07,4.988039563613711e-07
1942,4.5513175450651033e-08,4.4602912430136143e-07
1943,1.2774235358392616e-07,4.5871117215767754e-07
1944,5.7837350908584995e-08,3.534504706692587e-07
1945,9.585417615198821e-08,2.592419803271184e-07
1946,2.965195324833303e-07,3.4524338499153373e-07
1947,1.4066628284403748e-07,4.041175252211815e-07
1948,1.9243240956257068e-07,3.2941819938514527e-07
1949,1.207492030808055e-07,3.9366203452573245e-07
1950,6.912984673590472e-08,5.47721107579946e-07
1951,9.382033838711834e-08,4.5310958007860336e-07
1952,7.697706649878455e-08,4.386638443598656e-07
1953,1.4005975401687465e-07,3.846256317885377e-07
1954,1.1824768830770438e-07,5.765796373680132e-07
1955,1.398455538037524e-07,4.899287233683935e-07
1956,8.372295923209094e-08,4.0989364524790517e-07
1957,6.714628852932947e-08,4.276158179772338e-07
1958,1.0092136903949722e-07,4.3098388369244844e-07
1959,7.750747954560211e-08,3.782364954574291e-07
1960,9.481541396461068e-08,4.422412597238079e-07
1961,9.31053349972899e-08,4.342599684292736e-07
1962,1.6425666943264972e-07,3.811515825180578e-07
1963,1.2220840239773878e-07,3.918428381766148e-07
1964,1.0281906159814724e-07,4.216190183647939e-07
1965,1.5759484495170284e-07,3.3160583967628554e-07
1966,1.0025725061257873e-07,5.888036733736612e-07
1967,1.09946483917156e-07,3.9886413505385576e-07
1968,1.2396307791373573e-07,3.009248696894673e-07
1969,1.012811997602725e-07,2.7613887709776463e-07
1970,8.001781495736715e-08,3.678980022847611e-07
1971,9.197731309917856e-08,2.9802705814319097e-07
1972,9.695977637447228e-08,3.0370469800145017e-07
1973,9.923766941533074e-08,3.5670428655265596e-07
1974,1.2995071246857393e-07,3.358466291736306e-07
1975,8.852793920155477e-08,3.444022471654762e-07
1976,8.113208410653883e-08,5.079325368084753e-07
1977,9.167779319030345e-08,2.944267682991608e-07
1978,8.613857671591063e-08,3.392077528863169e-07
1979,1.0357993018850209e-07,2.762131430245063e-07
1980,1.05743803491265e-07,3.4679419513850007e-07
1981,8.476236246224289e-08,2.789567204453114e-07
1982,1.3035755463963739e-07,3.2279012052160994e-07
1983,8.336217049986772e-08,2.4756039473938785e-07
1984,1.1076106387619689e-07,2.1688291962362882e-07
1985,7.158514392369142e-08,3.7597237934061667e-07
1986,9.411342216658625e-08,2.2838989321982694e-07
1987,8.799576606266513e-08,2.358775255117962e-07
1988,6.296381371839743e-08,2.0927973298778824e-07
1989,6.530865448439727e-08,1.8769378129501746e-07
1990,6.483894821052161e-08,2.653492990889461e-07
1991,8.030207104825493e-08,2.409062116459637e-07
1992,6.832330662343011e-08,1.8954207403609757e-07
1993,5.982344158939057e-08,3.029946409327522e-07
1994,7.912390032061012e-08,1.719626110396888e-07
1995,7.86255398566027e-08,1.724339329101099e-07
1996,1.0996470201085629e-07,1.900360753204211e-07
1997,8.103371329504228e-08,1.6590334928068273e-07
1998,7.867413387430133e-08,1.5925550911344288e-07
1999,7.495130205370515e-08,1.8280804942039097e-07
2000,7.554833747480671e-08,1.113343960357227e-07
2001,7.272811597403006e-08,1.4501810752243216e-07
2002,1.2398856386042212e-07,1.5816209120167457e-07
2003,7.208776997558175e-08,1.7584415151761235e-07
2004,5.990516066534113e-08,8.589343228337931e-08
2005,1.0583811871356374e-07,1.5312748646856278e-07
2006,9.224073344027417e-08,1.1241839814601917e-07
2007,7.230007739722488e-08,1.3261672365816324e-07
2008,7.237647281499449e-08,1.1409938271977893e-07
2009,5.5787852115685155e-08,1.4829079031386527e-07
2010,6.188169199283777e-08,1.4313092178142028e-07
2011,5.2006019907180345e-08,9.865847958034912e-08
2012,5.276591674707731e-08,1.3991479175246013e-07
2013,4.6020562971538226e-08,7.363290344120088e-08
2014,4.807288239705443e-08,1.3685613797775886e-07
2015,4.965128770628713e-08,1.0018921048349227e-07
2016,4.681228626957079e-08,9.486737184705163e-08
2017,5.38340826639061e-08,7.320429240564863e-08
2018,3.872199921817199e-08,1.1203565164485951e-07
2019,4.3876990374336344e-08,1.295901745912431e-07
