year,un_DET égal_ADJ,un_DET egal_ADJ,un_DET légal_ADJ
1871,2.032893235082156e-06,2.1242354542039266e-09,1.3807530230280918e-08
1872,2.327016090930556e-06,3.628403577593531e-09,1.2094678591978436e-09
1873,2.0352415504021337e-06,2.3944017879529156e-09,1.077480804578812e-08
1874,2.0020916053908877e-06,1.1949218281515073e-09,9.559374791745512e-09
1875,2.3057755242916755e-06,5.149374260327022e-09,8.582291044501034e-09
1876,2.168100991184474e-06,4.232210137899983e-09,9.069021977836655e-09
1877,2.120154931617435e-06,2.4739263970730008e-09,7.421779191219002e-09
1878,1.8570198108136537e-06,1.8117265465633636e-09,4.831270938865373e-09
1879,1.909164211610914e-06,1.221865053580018e-09,8.55305515301552e-09
1880,2.046651161435875e-06,1.2835692508872398e-09,3.8507077526617195e-09
1881,2.0080822196177905e-06,2.091752326904839e-09,8.367009307619355e-09
1882,2.1696555450034793e-06,1.9966155395678697e-09,7.320923645082189e-09
1883,1.8711563143369858e-06,1.8958017378167824e-09,1.3270612164717477e-08
1884,1.9019488490812364e-06,2.6406787867472303e-09,4.621187876807653e-09
1885,2.0439110812731087e-06,9.66845359329227e-09,7.7347630522695e-09
1886,1.8676324771149666e-06,1.936039106809062e-09,7.744156815814307e-09
1887,1.666834464231215e-06,1.9586774424595887e-09,7.181816974455302e-09
1888,1.8134157926397165e-06,2.53624587998047e-09,5.706553452000662e-09
1889,1.95284314941091e-06,1.2530273485467092e-09,5.6386229019267375e-09
1890,1.8135987147616106e-06,1.3108772956016423e-09,3.2771931834929546e-09
1891,1.8185650105806417e-06,1.2748440081367107e-09,5.736798036615198e-09
1892,1.8090926232616766e-06,6.268512375839919e-10,1.191017329205124e-08
1893,1.62335857112339e-06,6.158416554491453e-10,6.774258043407144e-09
1894,1.7165392591778073e-06,1.2603078580752936e-08,9.452309157609307e-09
1895,1.82364021839021e-06,6.018614495673091e-10,1.2037228991346183e-08
1896,1.793286514839565e-06,4.1279202278587945e-09,1.0614652268259306e-08
1897,1.675762860031682e-06,1.7480140668268973e-09,6.409385022720926e-09
1898,1.7365491657983512e-06,1.6975064687230201e-09,6.224190496340043e-09
1899,1.768272340996191e-06,1.1055156790007459e-09,9.39688327150634e-09
1900,1.7888369256979786e-06,5.710158568206225e-09,5.710158568206225e-09
1901,1.5894373746050405e-06,2.235495566438317e-09,1.3971847012683725e-08
1902,1.456390236853622e-06,9.820567692386817e-10,3.437198747846537e-09
1903,1.67028815667436e-06,9.1803746826713e-09,7.020286574288548e-09
1904,1.7333165942545747e-06,5.374625189347171e-10,1.1824175416563776e-08
1905,1.6834395637488342e-06,1.5482277682110634e-09,7.2250627702885595e-09
1906,1.7330758055322804e-06,1.5432553013283723e-09,5.658602919567102e-09
1907,1.6302813037327724e-06,6.1714118260169926e-09,4.114274698707732e-09
1908,1.5588749420203385e-06,1.0313916831705683e-08,8.349361202419914e-09
1909,1.6772498838690808e-06,4.400786846048277e-09,1.320236009405562e-08
1910,1.5701115216870676e-06,2.137660271017694e-09,9.619470997535018e-09
1911,1.6557004300921108e-06,5.320374141248863e-10,4.25629931299909e-09
1912,1.5695985666752676e-06,2.6047106693738442e-09,6.251305251225858e-09
1913,1.655593337090977e-06,2.121195885607108e-09,7.424185821669482e-09
1914,1.5382420315290801e-06,5.357394972094198e-09,3.3483718020477227e-09
1915,1.399554548697779e-06,0.0,4.712304768617059e-09
1916,1.5931819916659151e-06,3.2962386153911893e-09,1.0987462051303964e-09
1917,1.6175475821000873e-06,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.899846665764926e-06,4.594550517822427e-09,3.44591288836682e-09
1919,1.4603647287003696e-06,3.6831393490643904e-09,9.207848372660976e-10
1920,1.5212613106996287e-06,3.028892692213958e-09,1.0601124422748853e-08
1921,1.5115203950699652e-06,2.2718242842501013e-09,5.300923255902035e-09
1922,1.5700246649430483e-06,7.377935484775833e-10,0.0
1923,1.5743451058369828e-06,1.2739137744688378e-08,1.2739137744688378e-08
1924,1.4361269222717965e-06,1.289162443462999e-09,1.5469948877466777e-08
1925,1.385770474371384e-06,4.399271169575059e-09,2.1996355847875293e-09
1926,1.4311641507447348e-06,6.687683296036084e-09,1.1146138456652466e-09
1927,1.4939961374693667e-06,2.2298449753321847e-09,4.4596899506643695e-09
1928,1.4065457207834697e-06,5.713020723163709e-09,9.140832757381645e-09
1929,1.3836385051035904e-06,3.342121912552898e-09,5.570202965543558e-09
1930,1.3402598142420175e-06,2.100720708497761e-09,8.402882833991043e-09
1931,1.2831026197090978e-06,6.843213995466613e-09,2.2810713318222042e-09
1932,1.418164060851268e-06,1.0959536611565568e-09,4.383814644626227e-09
1933,1.377626517751196e-06,5.735331320977366e-09,2.2941324395731044e-09
1934,1.2700475053861737e-06,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.1824664625237347e-06,5.98414207075848e-09,1.196828414151696e-09
1936,1.3555430768974475e-06,3.6374143697059935e-09,0.0
1937,1.1974153721894254e-06,0.0,0.0
1938,1.3354170960155898e-06,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.2235240092195454e-06,4.588215141154706e-09,1.5294050470515685e-09
1940,1.1512454420881113e-06,5.0715658339584024e-09,5.0715658339584024e-09
1941,1.1746980135285412e-06,2.9515025978810172e-09,0.0
1942,1.216718942487205e-06,3.034211770724937e-09,6.068423541449874e-09
1943,1.1641973287623841e-06,2.9032352077962287e-09,1.1612940831184915e-08
1944,1.150320599663246e-06,0.0,0.0
1945,1.2417473271852941e-06,2.178504043826024e-09,0.0
1946,1.2320177802394028e-06,5.568441707737293e-09,2.7842208538686464e-09
1947,1.1300985534035135e-06,2.3841741914054637e-09,3.5762612871081956e-09
1948,1.1263275609962875e-06,2.174377566888097e-09,1.0871887834440486e-09
1949,1.0474748250999255e-06,9.817008317369869e-10,2.945102384188658e-09
1950,1.1220306532777613e-06,5.317680518146517e-09,2.1270722960764488e-09
1951,1.245251723958063e-06,2.1322803522849654e-09,4.264560704569931e-09
1952,1.1230216614421806e-06,5.272402070488624e-09,1.0544803918932644e-09
1953,1.2012817478534998e-06,1.0773827385790469e-09,0.0
1954,1.1306824490020517e-06,7.818028890937967e-09,0.0
1955,1.023969844027306e-06,6.569925492527773e-09,9.385607846468247e-10
1956,9.567091865392285e-07,5.232684952005684e-09,0.0
1957,9.753881613505655e-07,8.835037701437898e-10,3.534015080575159e-09
1958,1.0753916512840078e-06,8.272243445794913e-10,2.4816730892496253e-09
1959,1.0106974741574959e-06,3.8753737996444215e-09,7.750747821333448e-10
1960,9.841425026024808e-07,2.076250060767393e-09,3.460416619915918e-09
1961,9.685734312370187e-07,2.08444772553662e-09,4.16889545107324e-09
1962,9.290965863328893e-07,1.9025869768540815e-09,4.43936931660005e-09
1963,8.884356930138892e-07,3.2330267352165265e-09,5.819448034571906e-09
1964,9.594417633707053e-07,6.083968440151466e-09,6.083968329129164e-10
1965,9.953646440408193e-07,9.849678406226303e-09,3.830430195250756e-09
1966,9.161629463960708e-07,2.769537488234164e-09,5.539074976468328e-09
1967,9.850811011347105e-07,0.0,3.451234853457663e-09
1968,1.107583102566423e-06,4.042274071025531e-09,2.6948494546985557e-09
1969,1.0972886457238928e-06,2.7250546263957176e-09,6.358460868938209e-09
1970,1.00758063581452e-06,2.2993624781975086e-09,7.817832603507213e-09
1971,8.678753147250973e-07,1.541519245584766e-09,3.5968783507200897e-09
1972,8.562215043639299e-07,2.565073486948677e-09,2.0520587451500205e-09
1973,7.944526601022517e-07,7.1671650836435674e-09,4.410563025913916e-09
1974,7.138850719456968e-07,2.812785782069227e-09,0.0
1975,6.808084549447813e-07,1.7134440533084216e-09,5.711480177694739e-09
1976,6.71910754590499e-07,5.142174241967723e-09,5.7135269293517865e-09
1977,6.7700528916248e-07,5.876781838942691e-10,1.7630346071939584e-09
1978,7.063363227644004e-07,5.940591130126904e-09,2.970295565063452e-09
1979,7.156963306442776e-07,1.1703946700691858e-09,4.0963813452421505e-09
1980,6.924513513695274e-07,3.97960553399912e-09,5.685150683554241e-10
1981,6.692431497867801e-07,6.958104314946922e-09,4.427884725544118e-09
1982,7.225532385746192e-07,4.966001831974154e-09,3.7245013739806154e-09
1983,5.911135758651653e-07,1.2630632095778083e-09,1.2630632095778083e-09
1984,6.170145070427679e-07,4.059305780401701e-09,2.8995041922996734e-09
1985,6.117822408668872e-07,4.210890747202711e-09,1.2031116103372597e-09
1986,6.030452368577244e-07,6.593933843390687e-09,2.997242676272549e-09
1987,5.799165023745445e-07,3.6664902225425067e-09,3.0554083707556856e-09
1988,6.518254167531268e-07,2.99827696004229e-09,5.396898483667201e-09
1989,6.432078976104094e-07,2.7440609784434855e-09,2.1952488715726304e-09
1990,6.25505151674588e-07,7.628111475810329e-09,3.814055737905164e-09
1991,6.072477845009416e-07,4.68917216167597e-09,2.9307325455363298e-09
1992,5.934209639235632e-07,1.65298330578878e-09,1.65298330578878e-09
1993,6.674744668089261e-07,3.323524566667402e-09,2.7696036575264316e-09
1994,6.28243753908464e-07,5.274926606624319e-10,3.164955852952289e-09
1995,7.097988259374688e-07,2.1689803286761844e-09,2.7112254663563817e-09
1996,6.186849077494117e-07,5.338092190498855e-10,3.736664533349199e-09
1997,5.710719506168971e-07,3.3564262480467733e-09,9.58978896292706e-10
1998,6.708758064633003e-07,0.0,2.86087753487152e-09
1999,5.950402055532322e-07,1.3710603763428253e-09,2.285100553223174e-09
2000,6.49892456294765e-07,1.7672125984802278e-09,2.6508188977203417e-09
2001,5.647381726703316e-07,1.7524847129024579e-09,1.7524847129024579e-09
2002,6.072373253118712e-07,3.066854992184176e-09,3.5049770863437857e-09
2003,5.987868121337669e-07,2.083461403401543e-09,1.2500769308587678e-09
2004,6.01694466695335e-07,1.2773894830786503e-08,5.726228824443069e-09
2005,5.72426586131769e-07,2.251874686720612e-09,1.3511248786457486e-09
2006,5.571504857471155e-07,2.8825228870488218e-09,2.4707338397433887e-09
2007,5.752050356022664e-07,1.1983438685803094e-09,3.1955835755326234e-09
2008,5.781603249488398e-07,3.8316958494988285e-09,1.7029758714315335e-09
2009,5.53587142348988e-07,2.860915504498962e-09,1.430457752249481e-09
2010,5.262305649011978e-07,9.447586046817946e-10,3.3066551718974324e-09
2011,5.039995016886678e-07,3.82397197240536e-10,2.2943831279320648e-09
2012,4.949783374286199e-07,0.0,2.382976926895708e-09
2013,5.232398621046741e-07,2.789125042035323e-10,1.6734750252211938e-09
2014,5.469914299283118e-07,2.1654451842767486e-10,1.2559581819004961e-08
2015,6.228576694411458e-07,0.0,2.438232948875907e-09
2016,6.849921305729367e-07,0.0,1.86420612280358e-09
2017,4.470241208309744e-07,2.515611330355938e-10,2.5156112748447867e-09
2018,4.706013783106755e-07,0.0,2.581466596041082e-09
2019,5.237178015704558e-07,0.0,1.4795729086358733e-08
