year,bien_ADV à_ADP,bien_ADV las_ADJ,bien_ADV a_ADP
1910,1.7087922529412936e-05,1.100895019590098e-07,2.1911018222020573e-08
1911,1.699327567905584e-05,7.022893555586052e-08,3.192224318215864e-08
1912,1.7012928026360896e-05,7.136907242966117e-08,3.0214643398362995e-08
1913,1.716312581834245e-05,6.09843815446709e-08,1.9090762581885912e-08
1914,1.6636721213103556e-05,3.951078958452925e-08,1.1384464038144415e-08
1915,1.5675482160304455e-05,4.4766895856973576e-08,2.5917676671483036e-08
1916,1.5991152594097002e-05,6.59247731960022e-08,1.4283700888739759e-08
1917,1.619850641532139e-05,1.5681986287319205e-07,2.7416061421092763e-08
1918,1.5864982742641587e-05,8.499918546789331e-08,1.4932289182922887e-08
1919,1.5320938842933174e-05,9.115770183143468e-08,1.9336481860143806e-08
1920,1.6499136251013624e-05,6.587841738792122e-08,1.4387239843927091e-08
1921,1.656917059733587e-05,7.345565183891622e-08,2.1960966989365005e-08
1922,1.6973678427234518e-05,7.894391274021473e-08,3.541409182572508e-08
1923,1.6793368175171963e-05,9.023555946896522e-08,3.1847844805810155e-08
1924,1.719613837281031e-05,1.3278372534841765e-07,4.2542360634278964e-08
1925,1.765097552208772e-05,1.2207977984068918e-07,2.639562701745035e-08
1926,1.725422241349861e-05,7.356451359186167e-08,3.0094573277850145e-08
1927,1.7682670772956044e-05,1.1260717358574368e-07,3.010290661187298e-08
1928,1.7052224393410143e-05,7.541187208026656e-08,2.7422499715434867e-08
1929,1.752163109358662e-05,8.689517017046455e-08,3.3421218459395163e-08
1930,1.7235363316103758e-05,9.033098713473464e-08,3.046045016219523e-08
1931,1.679895069628401e-05,6.843213729013087e-08,3.877821441733431e-08
1932,1.677795383159264e-05,6.685317543997371e-08,2.6302887090601246e-08
1933,1.723581621604353e-05,6.882397229901471e-08,2.982372193649496e-08
1934,1.7160019552875383e-05,8.267290496632995e-08,2.2765002327673756e-08
1935,1.7368374585657875e-05,5.864459140525469e-08,1.795242710045386e-08
1936,1.7149196196442063e-05,6.66859278908305e-08,2.7886843945168494e-08
1937,1.663916319216696e-05,6.925115059175369e-08,1.8886676889096066e-08
1938,1.6283013309248417e-05,7.001215607260747e-08,3.889564348380503e-08
1939,1.635545687861395e-05,4.435274636449549e-08,2.2941075705773528e-08
1940,1.601854101807021e-05,4.057252667166722e-08,1.7750480196809804e-08
1941,1.6150621462429626e-05,5.9030050625352715e-08,2.3612020783048138e-08
1942,1.7565052829127126e-05,5.158160121254696e-08,2.730790527039062e-08
1943,1.7596508257611276e-05,1.1612940653549231e-07,2.0322646676618206e-08
1944,1.7470092885218946e-05,5.7837350908584995e-08,2.8918675454292497e-08
1945,1.6580594106585522e-05,5.010559434026618e-08,1.742803235060819e-08
1946,1.6936415050849973e-05,5.986074569364064e-08,3.897909017780421e-08
1947,1.783958333589908e-05,1.1682453293637707e-07,2.7418002979118228e-08
1948,1.675140532597652e-05,8.371353743541476e-08,2.609253058061256e-08
1949,1.550694631191618e-05,5.890205023728612e-08,3.534122994253153e-08
1950,1.6275294498768744e-05,8.295582176742755e-08,3.7223763849070224e-08
1951,1.687593240262686e-05,9.275419188270462e-08,2.7719644912771457e-08
1952,1.5971159285754766e-05,9.279427359842884e-08,3.1634411978842536e-08
1953,1.6071318725607853e-05,5.386913670690774e-08,3.555362992901934e-08
1954,1.6570312581620783e-05,6.645324646115114e-08,2.6385847284871033e-08
1955,1.625587211151469e-05,5.349796339260138e-08,2.9095384324051565e-08
1956,1.622568393599977e-05,3.662879421995058e-08,2.9651881838788086e-08
1957,1.6061214296314574e-05,6.626278548083064e-08,7.244731109468106e-08
1958,1.589097963972108e-05,5.956015397545755e-08,3.0607300027796214e-08
1959,1.5844853862745367e-05,5.968075811324525e-08,2.325224279786653e-08
1960,1.5897153701871503e-05,5.605874875413974e-08,3.322000041716677e-08
1961,1.5929350666965547e-05,6.253343509676768e-08,2.4318557112490424e-08
1962,1.6501137025670687e-05,7.10299090656008e-08,2.1562651775219877e-08
1963,1.641536871943572e-05,5.108182010715723e-08,3.491668587596308e-08
1964,1.6152936595403844e-05,7.057403195176448e-08,3.3461825144076585e-08
1965,1.629355605814453e-05,7.770301380105593e-08,3.228505696117878e-08
1966,1.6005155856646525e-05,8.308612176044505e-08,3.2680540162921545e-08
1967,1.661276573372561e-05,6.853166645282016e-08,3.4512350532978076e-08
1968,1.6641593376220953e-05,7.949806035689733e-08,3.907531842539669e-08
1969,1.4869714689780267e-05,5.450109341609277e-08,2.4525492525739878e-08
1970,1.531835329160458e-05,5.9323551238055217e-08,2.989171266065682e-08
1971,1.5665431533307128e-05,6.936836538518065e-08,2.8261186280076345e-08
1972,1.5524337769079466e-05,5.130146901732857e-08,2.9241837729010456e-08
1973,1.5548888939065364e-05,6.174788247381713e-08,2.3155455330936547e-08
1974,1.4013861928674487e-05,5.681827464076861e-08,3.037808671280118e-08
1975,1.4476888637204866e-05,4.3407247574123176e-08,2.6843956835165272e-08
1976,1.4716331577346864e-05,2.7996280849151844e-08,2.9710338855792884e-08
1977,1.4936428300416082e-05,3.996211611623224e-08,3.584836871795005e-08
1978,1.5623755416527274e-05,4.099008188429565e-08,3.1485134499575906e-08
1979,1.555981276624152e-05,4.0378615340230795e-08,3.5697038214266286e-08
1980,1.559891637725741e-05,4.320714641625756e-08,3.354238953257038e-08
1981,1.5512144898366387e-05,4.427884547908434e-08,4.42788459786847e-08
1982,1.5538619265953457e-05,3.47620137119975e-08,3.289976202580647e-08
1983,1.5431474906790754e-05,4.104955309003344e-08,2.6524326512955554e-08
1984,1.5029869885552216e-05,3.1894545948762953e-08,2.145633226646737e-08
1985,1.53414776207228e-05,3.489023758795895e-08,5.4741576938077685e-08
1986,1.6083204229744297e-05,3.2370220282018636e-08,2.3378493418935165e-08
1987,1.565285708693409e-05,3.972030881982391e-08,2.261002274295265e-08
1988,1.5424935071450818e-05,3.058242525888488e-08,3.358070177483796e-08
1989,1.539582869725109e-05,3.567279449612215e-08,2.1403676830900054e-08
1990,1.541477820410364e-05,2.6153525567451652e-08,2.3429198581226274e-08
1991,1.5651285224294043e-05,2.4618153127153874e-08,1.3481369909307261e-08
1992,1.569066830597876e-05,3.361066092111287e-08,1.8182815697542765e-08
1993,1.5784524805440014e-05,3.76666093870881e-08,1.772546370792938e-08
1994,1.551566947455285e-05,3.956195010479391e-08,1.7407257524304498e-08
1995,1.5980505338575313e-05,3.145021310047014e-08,2.0605313344468357e-08
1996,1.5679044395255914e-05,3.149474281372022e-08,2.2419987644184403e-08
1997,1.5838974150028662e-05,3.116681412951294e-08,1.9179578258921026e-08
1998,1.5530274367847596e-05,4.434360045824093e-08,1.668845261981744e-08
1999,1.5710979710092943e-05,4.0217770447270595e-08,1.5081663667926293e-08
2000,1.6002552683858084e-05,4.5063920595111995e-08,9.71966962470816e-09
2001,1.576403741410104e-05,2.4534785397767322e-08,1.9715452825863622e-08
2002,1.575487164018341e-05,4.337409365007261e-08,1.5772397388147397e-08
2003,1.579972155241194e-05,5.0419767916309866e-08,1.2917461100769856e-08
2004,1.5742284062980616e-05,3.171449539096649e-08,1.1892936441215696e-08
2005,1.573249844000202e-05,3.287737060375662e-08,9.007498746882447e-09
2006,1.6616921840295618e-05,3.3766696105885785e-08,1.0706514064207084e-08
2007,1.6280300428661576e-05,4.593651325990322e-08,1.3181782609894555e-08
2008,1.6243834636497922e-05,3.6613980375355126e-08,1.6604015051768783e-08
2009,1.5864729704162528e-05,3.4330987830344384e-08,1.3827758715834193e-08
2010,1.662066600260914e-05,2.9759895880943077e-08,1.03923450400778e-08
2011,1.6925281840940443e-05,3.747492444139411e-08,1.070712138395713e-08
2012,1.7391646593978294e-05,5.821272067163541e-08,9.531907818605134e-09
2013,1.7106540752820365e-05,5.773488948035421e-08,1.0598674937689623e-08
2014,1.7620876462842716e-05,5.50023092904528e-08,1.0610681555611734e-08
2015,1.7543750118420576e-05,7.33686480458573e-08,5.98475341506699e-09
2016,1.8042821210428883e-05,7.33254387208504e-08,9.32103016992869e-09
2017,1.661863080926196e-05,3.370919246514781e-08,8.049956035094397e-09
2018,1.7566365329457767e-05,6.840886429548831e-08,6.453666767658461e-09
2019,1.747962249964985e-05,5.9438014565760255e-08,7.908062371608793e-09
