year,en_ADP oies_NOUN,en_ADP loi_NOUN
1949,9.817008317369869e-10,4.152594446082958e-07
1950,1.0635361480382244e-09,3.105525552271615e-07
1951,3.198420528427448e-09,3.123790697223683e-07
1952,9.490323193972472e-09,3.4270611903863823e-07
1953,8.619062019654677e-09,3.6523276047972786e-07
1954,9.772536113672459e-10,2.374726300047314e-07
1955,1.8771215692936494e-09,3.4539038162861857e-07
1956,1.744228317335228e-09,2.912861223336449e-07
1957,0.0,2.7300266225438463e-07
1958,0.0,2.96146324574309e-07
1959,6.975672928177801e-09,2.9220320119094367e-07
1960,3.460416619915918e-09,2.6783624307302745e-07
1961,3.47407969059077e-09,2.911278871309264e-07
1962,6.341956404476434e-10,3.228055884818559e-07
1963,2.5864212993553792e-09,2.5799551028882206e-07
1964,2.4335873316516654e-09,3.5834572820192534e-07
1965,1.6416130677043839e-09,3.4473871934892486e-07
1966,7.754704434148607e-09,3.445304592730736e-07
1967,5.916402701089396e-09,4.259809838202955e-07
1968,4.491415656060482e-09,3.530252916661425e-07
1969,3.1792304344691047e-09,4.137541234072728e-07
1970,9.197450023812337e-10,4.0560754399621146e-07
1971,3.596878239697787e-09,3.5095255945805093e-07
1972,2.0520587451500205e-09,2.883142453669052e-07
1973,4.410563025913916e-09,3.31894863592197e-07
1974,2.812785782069227e-09,3.6791239921285523e-07
1975,3.4268881066168433e-09,3.546829203671109e-07
1976,1.7140580066410394e-09,3.416689020596664e-07
1977,2.3507127355770763e-09,2.809101617984311e-07
1978,8.316827893040113e-09,3.4871270493397333e-07
1979,7.607565244427406e-09,3.809634736562373e-07
1980,2.8425752862659692e-09,5.565762766224225e-07
1981,8.223214109648325e-09,3.3398902488102067e-07
1982,4.345251713999687e-09,3.743123988542152e-07
1983,6.315316158911344e-09,3.429216501871224e-07
1984,5.219107812592938e-09,4.952353265252896e-07
1985,1.8046674155058895e-09,3.2784790882089965e-07
1986,4.795588426365072e-09,3.4887906252834e-07
1987,3.0554083707556856e-09,3.49538709976116e-07
1988,4.197587610832443e-09,4.227570382653312e-07
1989,6.585746614717891e-09,3.9294954756741163e-07
1990,5.44865097484859e-10,4.2336019134836533e-07
1991,1.7584396161396398e-09,3.9154588016288017e-07
1992,4.4079553340736766e-09,4.810181248871004e-07
1993,3.323524566667402e-09,6.342392353531068e-07
1994,3.6924485691258724e-09,3.702998423449344e-07
1995,1.0844901643380922e-09,3.6330421249175515e-07
1996,4.270473752399084e-09,4.782930478341996e-07
1997,7.192341833217597e-09,3.6824789084732856e-07
1998,4.7681290027412615e-09,3.6380825196857813e-07
1999,2.285100553223174e-09,4.190874474119255e-07
2000,3.97622823555821e-09,3.9011218788687074e-07
2001,3.5049694258049158e-09,4.2979686654120997e-07
2002,5.6955880012310445e-09,4.0219613417491473e-07
2003,2.9168460979889232e-09,4.16692298443877e-07
2004,1.7619165015858584e-09,4.118479743908665e-07
2005,4.503749373441224e-09,3.684067255704804e-07
2006,3.294311934354255e-09,5.12265522445432e-07
2007,3.1955835755326234e-09,3.4432413542617724e-07
2008,3.405951742863067e-09,3.261198839865642e-07
2009,9.53638501499654e-10,3.633362757327063e-07
2010,1.4171379625338432e-09,2.758695245574927e-07
2011,2.2943831279320648e-09,2.5735331155019026e-07
2012,1.0212758416727752e-09,3.0468061273936087e-07
2013,1.9523875849358774e-09,2.68034917816351e-07
2014,2.815078836704288e-09,2.966659908842928e-07
2015,4.43315073539452e-09,3.1076386974859815e-07
2016,3.935546111222266e-09,3.0179423093912305e-07
2017,2.7671724911471074e-09,2.7294381776954424e-07
2018,3.872199894061623e-09,2.6408405240374577e-07
2019,4.08158040698936e-09,1.885179941041315e-07
