year,son_DET auto_NOUN,son_DET loto_NOUN
1928,4.981754102573177e-07,0.0
1929,3.83229969536103e-07,0.0
1930,3.8653259881726854e-07,0.0
1931,4.4138730803666704e-07,0.0
1932,3.8248783340577575e-07,0.0
1933,4.4276755595262784e-07,0.0
1934,3.9898662151927056e-07,0.0
1935,2.860419918704338e-07,1.196828414151696e-09
1936,2.8250583739009016e-07,2.424942913137329e-09
1937,3.3618284289715916e-07,0.0
1938,3.539503614646833e-07,0.0
1939,4.083511431218767e-07,0.0
1940,3.1190130744818134e-07,0.0
1941,3.45325812389774e-07,2.9515025978810172e-09
1942,3.489343640694642e-07,0.0
1943,4.500014689767795e-07,0.0
1944,4.787647398529771e-07,0.0
1945,4.5530734382737137e-07,0.0
1946,3.7586980639048306e-07,0.0
1947,3.7669950891938697e-07,0.0
1948,3.0223847069521526e-07,0.0
1949,3.877718155465004e-07,0.0
1950,2.829006149340785e-07,0.0
1951,3.038499372109982e-07,0.0
1952,3.2794339333008793e-07,0.0
1953,3.167505262524628e-07,0.0
1954,3.332434710401344e-07,0.0
1955,3.7917854633917614e-07,0.0
1956,3.3663607279521557e-07,0.0
1957,3.383819464630733e-07,0.0
1958,2.936646397166953e-07,0.0
1959,4.6737008219110976e-07,0.0
1960,3.785695774638498e-07,0.0
1961,3.0432936437563285e-07,6.948159270159238e-10
1962,3.3041594127425356e-07,0.0
1963,3.258890792778857e-07,1.2932106496776896e-09
1964,3.0054802868662023e-07,0.0
1965,2.9330152262474485e-07,5.472043373977442e-10
1966,2.752920011950266e-07,0.0
1967,3.2441609487676715e-07,9.860671168482327e-10
1968,3.417967557872714e-07,0.0
1969,3.1065624739312625e-07,0.0
1970,3.587005457106329e-07,0.0
1971,3.0265160111397904e-07,0.0
1972,3.539801354257577e-07,0.0
1973,3.51742396986765e-07,5.513203782392395e-10
1974,4.3935714888476696e-07,0.0
1975,4.5406267901171304e-07,0.0
1976,3.616662533900694e-07,5.713526873840635e-10
1977,4.013841943262264e-07,0.0
1978,3.8079189668138724e-07,5.940591352171509e-10
1979,4.084677414084581e-07,1.7555920051037788e-09
1980,4.6390829044895554e-07,1.1370301367108482e-09
1981,5.180625235468028e-07,6.325549528618524e-10
1982,5.499847182122153e-07,0.0
1983,6.624766486496014e-07,6.315316047889041e-10
1984,5.329288690347767e-07,1.7397025486864948e-09
1985,4.3612795064262855e-07,6.015558051686298e-10
1986,5.029373308929053e-07,5.994485463567401e-10
1987,5.37140778966716e-07,7.94406207482723e-09
1988,5.121056707579896e-07,1.7989661427186832e-09
1989,5.317990670050676e-07,1.0976244357863152e-09
1990,5.655699828466254e-07,1.089730194969718e-09
1991,5.339794926229047e-07,0.0
1992,5.647692837840168e-07,3.856960861803316e-09
1993,4.990825983597347e-07,1.1078414852150331e-09
1994,5.359325694342942e-07,1.5824779819872958e-09
1995,5.042879358541086e-07,1.0844901643380922e-09
1996,5.845210759858332e-07,1.6014276571496566e-09
1997,4.799689508061533e-07,3.3564262480467733e-09
1998,5.087594141528484e-07,4.29131630230728e-09
1999,4.743868737833168e-07,1.3710603485872497e-09
2000,5.641826277269502e-07,3.534425307982758e-09
2001,5.673669383199353e-07,2.1906058633724967e-09
2002,5.546626615782202e-07,2.190610692842654e-09
2003,5.454502254309546e-07,2.083461403401543e-09
2004,5.316583049363999e-07,1.7619165015858584e-09
2005,4.823515915575172e-07,9.007499190971657e-10
2006,5.546797590127994e-07,2.4707340062768424e-09
2007,4.877259165425585e-07,7.988958938831558e-10
2008,4.93863017148044e-07,2.1287198115338413e-09
2009,6.15573641837841e-07,3.814554005998616e-09
2010,5.030839655972841e-07,7.085689590624611e-09
2011,4.4090395734386334e-07,5.35356059483405e-09
2012,5.286804718451776e-07,3.744677901096338e-09
2013,5.11525517943312e-07,1.6734749697100426e-09
2014,4.675196123571368e-07,4.330890368553497e-09
2015,5.701031930982481e-07,5.31978117113141e-09
2016,3.7159841070888433e-07,4.142680254393127e-09
2017,4.168367953027996e-07,4.528100561174142e-09
2018,4.5717774099784947e-07,5.162933192082164e-09
2019,3.86474657609881e-07,3.316284080678855e-09
