year,son_DET auto_NOUN,son_DET loto_NOUN
1800,5.345079756580162e-08,0.0
1801,7.381665767525192e-08,0.0
1802,1.0070280609397742e-07,0.0
1803,7.216254971353919e-08,0.0
1804,7.909923027682453e-08,0.0
1805,7.391481915419718e-08,0.0
1806,6.916005901302924e-08,0.0
1807,1.0533734240425474e-07,0.0
1808,7.704651494577774e-08,0.0
1809,7.680704072754452e-08,0.0
1810,6.552355102940055e-08,0.0
1811,8.273353557797236e-08,0.0
1812,1.600324983641599e-08,0.0
1813,4.888760862797881e-08,0.0
1814,1.4474714760126517e-07,0.0
1815,8.091670622434322e-08,0.0
1816,6.489291237699035e-08,0.0
1817,1.805973145474482e-07,0.0
1818,1.9193096045810876e-07,0.0
1819,1.4387958968686831e-07,0.0
1820,8.781196125795532e-08,0.0
1821,7.198886464721e-08,1.97229765852569e-09
1822,9.524335098376469e-08,1.0025615893027862e-09
1823,1.0772128367086964e-07,0.0
1824,1.010533496881294e-07,0.0
1825,6.692136622632461e-08,3.522177216552791e-09
1826,9.600702810530493e-08,0.0
1827,8.111200305860322e-08,0.0
1828,4.861319524707142e-08,0.0
1829,6.172686539684946e-08,0.0
1830,4.905312778191728e-08,0.0
1831,2.02685670469549e-08,0.0
1832,7.441482807735156e-08,0.0
1833,5.6759780875381693e-08,0.0
1834,3.827157613045529e-08,0.0
1835,5.596685070941021e-08,5.294161553592858e-09
1836,4.973355061110851e-08,0.0
1837,4.453050195252217e-08,0.0
1838,6.690891440896962e-08,0.0
1839,1.1046530989933245e-07,0.0
1840,4.267691550152719e-08,0.0
1841,4.8154114917764446e-08,1.2841097074556274e-09
1842,6.439934452373564e-08,0.0
1843,5.2571509923105e-08,0.0
1844,5.3787900355928286e-08,1.097712254427563e-09
1845,5.468623404114581e-08,5.580227946389016e-10
1846,3.9225158454669895e-08,0.0
1847,3.9909854976372117e-08,5.393223645455691e-10
1848,5.068489528081699e-08,0.0
1849,7.206296559481018e-08,0.0
1850,5.7706465383944305e-08,0.0
1851,5.48202283567889e-08,0.0
1852,4.948014620254071e-08,0.0
1853,6.27052860746602e-08,0.0
1854,5.6632742939655145e-08,0.0
1855,3.290301009428731e-08,0.0
1856,6.05731127478748e-08,2.5885946719483854e-09
1857,5.418475268470502e-08,0.0
1858,7.634134391309999e-08,2.4468380654951716e-09
1859,4.99032992706816e-08,0.0
1860,6.499601346021677e-08,0.0
1861,5.0460810918639964e-08,4.715963730639317e-10
1862,6.822159551167495e-08,9.035972525772706e-10
1863,5.3442442138340596e-08,0.0
1864,5.370095190748714e-08,1.4384183844029508e-09
1865,5.6952816018807084e-08,1.882737743486018e-09
1866,5.644110889768683e-08,0.0
1867,3.833721073931429e-08,0.0
1868,5.285665305443388e-08,0.0
1869,6.495080684398857e-08,0.0
1870,6.76617770700716e-08,0.0
1871,5.6292238648225634e-08,0.0
1872,5.5635521967190016e-08,0.0
1873,6.04586467556345e-08,0.0
1874,6.392831863877291e-08,5.974609140757536e-10
1875,7.037478155780263e-08,5.721527140956084e-10
1876,5.985554452081487e-08,6.04601479992084e-10
1877,4.700460209949853e-08,0.0
1878,5.91830682239447e-08,0.0
1879,5.926045587578699e-08,0.0
1880,5.134277003548959e-08,1.2835692508872398e-09
1881,4.392679742171168e-08,0.0
1882,4.924985130827508e-08,6.655385131892899e-10
1883,4.613117354779206e-08,0.0
1884,6.865764845542799e-08,6.601696966868076e-10
1885,5.8010721781798225e-08,6.445635691854079e-10
1886,3.936613068855621e-08,6.453463874400711e-10
1887,4.374379575233789e-08,6.528924623161458e-10
1888,4.6286489086000415e-08,6.340614699951175e-10
1889,6.014531422904312e-08,0.0
1890,4.194807196045147e-08,0.0
1891,5.035633776628856e-08,6.374220040683554e-10
1892,5.2655503957055316e-08,0.0
1893,5.912079720227226e-08,0.0
1894,8.128985573563341e-08,0.0
1895,6.018614562286473e-08,1.8055843487019274e-09
1896,5.248355783304959e-08,1.179405795248556e-09
1897,8.740070289725566e-08,2.9133566670225264e-09
1898,5.884689213697669e-08,0.0
1899,5.3617512207893014e-08,0.0
1900,6.644548156131691e-08,2.595526460424935e-09
1901,5.7564012445610047e-08,0.0
1902,5.74503197237064e-08,4.910283846193408e-10
1903,9.396382938398062e-08,2.1600881083827517e-09
1904,1.0211788037395308e-07,0.0
1905,9.134543477173906e-08,0.0
1906,1.1265764443546544e-07,0.0
1907,1.3268536269706033e-07,5.142843373384665e-10
1908,1.61093567818682e-07,4.911389073214423e-10
1909,2.0298629865855844e-07,0.0
1910,1.4375765378105143e-07,0.0
1911,1.3939380849592453e-07,5.320374141248863e-10
1912,1.9691611630179295e-07,0.0
1913,1.8454403960532773e-07,0.0
1914,2.317073288793381e-07,6.696743715117748e-10
1915,3.981897478411156e-07,1.1780761921542648e-09
1916,5.109169798345192e-07,1.0987462051303964e-09
1917,4.5510661550451914e-07,0.0
1918,4.135095341695205e-07,0.0
1919,3.6923471302685584e-07,9.207848372660976e-10
1920,2.7260032986475835e-07,7.572231730534895e-10
1921,2.536870258307289e-07,1.5145494858259667e-09
1922,4.124266022031975e-07,7.377935484775833e-10
1923,3.5775745121924274e-07,0.0
1924,2.3462756626457804e-07,0.0
1925,2.9255152700358167e-07,0.0
1926,2.797680700439287e-07,0.0
1927,3.712691816204483e-07,0.0
