year,en_PRON avez_VERB,en_PRON lavez_VERB
1962,2.104895315824251e-06,5.7077609305622445e-09
1963,1.910718772535347e-06,1.2932106496776896e-09
1964,2.4129017788254714e-06,4.258777774879263e-09
1965,2.042166627802544e-06,2.73602163147757e-09
1966,1.9480925672610283e-06,9.416426749453422e-09
1967,2.184138651273315e-06,9.860671168482327e-10
1968,1.9609521260122165e-06,3.1439910674890825e-09
1969,2.1586975051945956e-06,2.2708788183223305e-09
1970,1.8854772179111023e-06,4.5987250119061684e-10
1971,1.9089146192641238e-06,1.541519245584766e-09
1972,1.7693876230850947e-06,5.130146862875051e-10
1973,1.7190169430136848e-06,5.513203782392395e-10
1974,1.5509701611904347e-06,1.1251143350321513e-09
1975,1.468992678610448e-06,2.2845920710778955e-09
1976,1.6180708115598463e-06,1.7140580066410394e-09
1977,1.4480390646554042e-06,2.3507127355770763e-09
1978,1.6312864232759239e-06,1.1881182704343018e-09
1979,1.691805501025101e-06,3.5111840102075575e-09
1980,1.7260117459727553e-06,3.411090521154847e-09
1981,1.7256099056339735e-06,3.1627747087981106e-09
1982,1.5140098241772648e-06,3.1037510339615437e-09
1983,1.66155961522918e-06,6.315316047889041e-10
1984,1.6851918189786375e-06,1.1598016991243298e-09
1985,1.394406368149248e-06,0.0
1986,1.8660833092098983e-06,3.5966913891627428e-09
1987,1.5741464380880643e-06,6.110816852533674e-10
1988,1.4763515920890313e-06,5.996553809062277e-10
1989,1.859375828416887e-06,1.6464366536794728e-09
1990,1.4400784138501876e-06,2.179460389939436e-09
1991,1.7262014608832033e-06,5.861465202094962e-10
1992,1.3289985574260754e-06,2.2039776670368383e-09
1993,1.5725810413869112e-06,1.661762283333701e-09
1994,1.7175160849092208e-06,1.5824779264761446e-09
1995,1.4835825226100496e-06,5.422450821690461e-10
1996,1.367619219649896e-06,0.0
1997,1.2883881908010153e-06,9.58978896292706e-10
1998,1.3002688064034373e-06,1.43043876743576e-09
1999,1.4318440477723016e-06,3.656160929565999e-09
2000,1.2308635959357161e-06,1.7672125984802278e-09
2001,1.4041783984453104e-06,8.762423564512289e-10
2002,1.2828216213733867e-06,2.6287327870022636e-09
2003,1.405503063267588e-06,1.2500769308587678e-09
2004,1.4377238315432805e-06,3.523833003171717e-09
2005,1.512809497228318e-06,4.5037495954858286e-10
2006,1.6529210498106295e-06,0.0
2007,2.10109612908127e-06,1.5977917877663117e-09
2008,2.221957657866369e-06,3.405951742863067e-09
2009,2.5156984122531867e-06,4.76819250749827e-10
2010,3.1814746250802273e-06,9.447586046817946e-10
2011,4.056469549595931e-06,3.4415748029203996e-09
2012,4.699230544247257e-06,2.0425516833455504e-09
2013,4.753784708100284e-06,3.0680376017500066e-09
2014,4.789964691553905e-06,1.9489005964601347e-09
2015,4.960030651091074e-06,2.438232948875907e-09
2016,5.044955969424336e-06,3.5212781579474495e-09
2017,4.5967766766352725e-06,5.0312225496895735e-09
2018,5.029471395801011e-06,5.6792268665617485e-09
2019,4.942793793816236e-06,5.101975730781305e-09
