year,en_PRON avez_VERB,en_PRON lavez_VERB
1800,3.3705444337783774e-06,3.144164484325529e-09
1801,3.952762888559391e-06,2.3811825844433088e-09
1802,3.6297766996540304e-06,4.475680270843441e-09
1803,3.6510350582830142e-06,5.851017448321727e-09
1804,5.134034225307005e-06,0.0
1805,3.76681300195969e-06,0.0
1806,4.362846866001746e-06,2.881669125542885e-09
1807,2.7729341880444736e-06,0.0
1808,2.655838791554288e-06,0.0
1809,3.237190721705474e-06,0.0
1810,4.415819006453603e-06,1.6380887757350138e-08
1811,2.3014965790935094e-06,0.0
1812,3.736758756645031e-06,0.0
1813,2.9878956695483794e-06,0.0
1814,3.039690170680842e-06,0.0
1815,2.9561569974134727e-06,0.0
1816,3.2747742295669013e-06,0.0
1817,3.8345792034988335e-06,0.0
1818,4.131880217528305e-06,0.0
1819,4.199421219652777e-06,1.035105001712111e-09
1820,5.025454875351443e-06,0.0
1821,6.186111647821235e-06,7.88919063410276e-09
1822,4.984736207802598e-06,0.0
1823,4.171482174797347e-06,1.581229902569703e-08
1824,4.465716180845902e-06,9.263223965660927e-09
1825,4.1130225554297795e-06,0.0
1826,3.599823298117144e-06,8.807984341885344e-10
1827,3.1366380781605585e-06,0.0
1828,4.00279220258426e-06,1.8344602503717056e-09
1829,3.649601133304259e-06,0.0
1830,3.7551735942997766e-06,1.0436835840010872e-09
1831,3.8993606281678694e-06,1.5591206103948707e-09
1832,4.1685833451765575e-06,1.3529969367098715e-09
1833,3.38473616778856e-06,0.0
1834,4.102526247606875e-06,0.0
1835,4.40096077625185e-06,7.563087933704082e-10
1836,3.985404880779697e-06,6.720750067579218e-10
1837,3.6055790104683183e-06,0.0
1838,3.332821449930634e-06,0.0
1839,3.651647475066966e-06,0.0
1840,3.528170559263799e-06,6.369688665408546e-10
1841,3.537080218052324e-06,0.0
1842,3.375599021637754e-06,3.3541325272778977e-09
1843,3.373436975095956e-06,1.7720733769266417e-09
1844,3.6251947079790625e-06,3.841992946007622e-09
1845,3.3665514962422094e-06,2.2320911785556063e-09
1846,3.3271130064349563e-06,1.1709002656346001e-09
1847,2.8621838268350075e-06,5.9325460100012606e-09
1848,3.1086737521945906e-06,8.045221711050488e-10
1849,3.0576485343658533e-06,7.54147322368226e-09
1850,3.255323704820512e-06,0.0
1851,2.743591323906003e-06,6.449438760824933e-10
1852,2.983782970034099e-06,6.510545436100301e-09
1853,3.306061479690925e-06,5.971931837933653e-10
1854,4.0495010082963745e-06,5.195664343204953e-09
1855,3.293485207223057e-06,1.5920811335945473e-09
1856,3.4630218905817856e-06,1.5531567143511893e-09
1857,3.119772443938018e-06,0.0
1858,3.86747215941341e-06,4.893676019968041e-10
1859,3.206541549616304e-06,5.092173349652285e-10
1860,3.4859832851452666e-06,4.577183909670879e-10
1861,3.6407240600055957e-06,3.772770984511453e-09
1862,3.957303988499916e-06,1.3553959066214816e-09
1863,3.614607187785168e-06,3.496234635136375e-09
1864,3.829069640914895e-06,1.4384183844029508e-09
1865,3.745236007546282e-06,1.4120533631256649e-09
1866,3.388899330047934e-06,1.9462451650298362e-09
1867,3.2387663893018726e-06,1.94112459439566e-09
1868,3.174857113208418e-06,4.93987406535723e-10
1869,3.3261648439975033e-06,1.4650557433881772e-09
1870,3.0780374231653695e-06,5.734048791339319e-10
1871,3.1821048125380003e-06,0.0
1872,3.5661160850963824e-06,0.0
1873,3.1785684626584043e-06,0.0
1874,3.251382310054396e-06,0.0
1875,3.541625346770161e-06,5.721527140956084e-10
1876,3.5115253780304556e-06,0.0
1877,3.2303293764357477e-06,0.0
1878,2.678335931705078e-06,6.039088673581716e-10
1879,3.270321840886936e-06,0.0
1880,3.2025053684492377e-06,5.134277003548959e-09
1881,3.217812277966914e-06,0.0
1882,3.315712930884729e-06,6.655385131892899e-10
1883,2.7975713123851165e-06,6.319338941018771e-10
1884,2.4650736776266058e-06,6.601696966868076e-10
1885,2.5795432989639266e-06,1.933690763067375e-09
1886,2.372938702421834e-06,1.936039106809062e-09
1887,2.5926359796812903e-06,0.0
1888,2.334614265464552e-06,1.268122939990235e-09
1889,2.4484154081960696e-06,0.0
1890,2.383174901865459e-06,0.0
1891,2.129626821556485e-06,0.0
1892,2.31245427784188e-06,3.1342561879199593e-09
1893,2.332808215044224e-06,0.0
1894,2.310774533498261e-06,0.0
1895,2.125774656747126e-06,6.018614495673091e-10
1896,2.042141233005168e-06,2.358811590497112e-09
1897,1.9670985196285073e-06,5.826713556089658e-10
1898,2.2474986209886083e-06,2.26334195829736e-09
1899,2.3016835797307067e-06,2.2110313580014918e-09
1900,2.254993525241389e-06,5.19105292084987e-09
1901,2.0890706480258814e-06,1.1177477832191585e-09
1902,1.689137654636852e-06,0.0
1903,1.9240985054125304e-06,5.400220270956879e-10
1904,2.0692306463843124e-06,0.0
1905,2.2531873611342235e-06,0.0
1906,1.8570506199466763e-06,0.0
1907,1.890509274460328e-06,2.5714217422034835e-09
1908,2.0676948224718217e-06,2.9468334439286537e-09
1909,2.1442832860429917e-06,5.500983557560346e-10
1910,2.133384917613057e-06,0.0
1911,1.8376572086253873e-06,0.0
1912,2.1113784711701555e-06,1.0418842455450772e-09
1913,1.9053642219546418e-06,4.242391771214216e-09
1914,2.0036656565025623e-06,1.3393487430235496e-09
1915,1.6622655607534398e-06,0.0
1916,1.8920409559086693e-06,2.197492410260793e-09
1917,1.9706665241869814e-06,0.0
1918,1.7987664975294138e-06,0.0
1919,1.8489359305817743e-06,9.207848372660976e-10
1920,2.0869069814466457e-06,0.0
1921,1.9878460975064627e-06,0.0
1922,2.0864801797415566e-06,3.6889677978990676e-09
1923,2.138051897304649e-06,0.0
1924,2.241853394480131e-06,5.156649773851996e-09
1925,2.3778061120083294e-06,2.1996355847875293e-09
1926,2.102161801076363e-06,1.1146138456652466e-09
1927,2.517494898768291e-06,0.0
1928,1.9469974148478286e-06,0.0
1929,2.2002301847123817e-06,0.0
1930,2.080763891854076e-06,0.0
1931,1.8613542209777734e-06,1.1405356659111021e-09
1932,1.7688692537376483e-06,0.0
1933,1.796305660661801e-06,3.4411986593596566e-09
1934,1.8487577690962098e-06,0.0
1935,1.7330075365862285e-06,1.196828414151696e-09
1936,1.627136697379683e-06,0.0
1937,1.6884689770790828e-06,1.2591118148108649e-09
1938,1.5661979588799113e-06,0.0
1939,1.4865816524434194e-06,7.647025235257843e-09
1940,1.2526767534382088e-06,0.0
1941,2.0365368271768602e-06,0.0
1942,1.9024507622589226e-06,0.0
1943,1.8145220010978846e-06,0.0
1944,1.9857490656249865e-06,0.0
1945,2.0129376210320515e-06,0.0
1946,2.1744763785136456e-06,2.7842208538686464e-09
1947,2.3591404101352964e-06,1.1920870957027319e-09
1948,2.0036890120422868e-06,1.0871887834440486e-09
1949,1.8190916364346776e-06,0.0
1950,2.138771094450931e-06,0.0
1951,2.260217137006748e-06,2.1322803522849654e-09
1952,1.9402438979909675e-06,1.0544803918932644e-09
1953,1.6354670222540335e-06,0.0
1954,1.8958719607553576e-06,9.772536113672459e-10
1955,1.7231976485732048e-06,0.0
1956,1.8802780985538448e-06,2.616342476002842e-09
1957,1.826202257859677e-06,0.0
1958,1.9398410771032104e-06,0.0
1959,1.959389045680382e-06,2.325224457422337e-09
1960,1.938525379330258e-06,6.920833350854139e-10
1961,1.827365906592604e-06,6.948159270159238e-10
