year,en_ADP êtres_NOUN,en_ADP etres_NOUN,en_ADP lettre_NOUN
1800,8.803660733747165e-08,6.288328968651058e-09,1.0690159246706799e-07
1801,5.476719877606229e-08,0.0,5.952956461108272e-08
1802,3.3567602031325805e-08,0.0,7.161088433349505e-08
1803,6.826187504138659e-08,0.0,3.510610513401957e-08
1804,1.0628959312697361e-07,0.0,6.426812149129546e-08
1805,3.695740935505398e-08,0.0,4.548604271015222e-08
1806,5.4751712497136396e-08,2.881669125542885e-09,5.76333825108577e-08
1807,5.693910054560547e-08,0.0,7.971474236256881e-08
1808,1.1330369975581789e-08,6.798221985349073e-09,8.61108118144216e-08
1809,6.551188391767937e-08,2.259030518203531e-09,5.1957701252547395e-08
1810,9.360507036149102e-09,0.0,6.084329395861232e-08
1811,4.763445815569867e-08,0.0,7.019814773912003e-08
1812,2.6672083208723052e-08,0.0,7.73490369532226e-08
1813,6.326631307729258e-08,0.0,4.6011867427253605e-08
1814,2.5173417128598885e-08,0.0,7.866692497415784e-08
1815,1.3486118000116676e-08,0.0,4.585280000135583e-08
1816,2.7811246638975717e-08,0.0,3.939926429552543e-08
1817,9.808302792180257e-08,0.0,4.5149328942173383e-08
1818,5.960588644882137e-08,0.0,2.026600132154499e-08
1819,5.175525075173937e-08,0.0,4.968504185853817e-08
1820,4.86525717491304e-08,0.0,8.66253122566718e-08
1821,5.8182782036730885e-08,0.0,3.6487507459881385e-08
1822,3.60922172149003e-08,0.0,6.115625694746996e-08
1823,4.5460359032745146e-08,0.0,1.1068609184761158e-07
1824,5.221089782736499e-08,1.6842225392110777e-09,4.968456401854837e-08
1825,4.050503776831249e-08,0.0,8.893497316364574e-08
1826,3.963592987155096e-08,0.0,6.782147776718261e-08
1827,5.069500019772022e-08,0.0,6.083400272416384e-08
1828,5.13648868438743e-08,0.0,5.4116576553298046e-08
1829,1.020207950341856e-07,0.0,7.201467716599907e-08
1830,5.740259823028282e-08,0.0,2.630082605037387e-07
1831,5.14509785887185e-08,0.0,7.795602718907446e-08
1832,1.0282776508052649e-07,0.0,5.006088577008683e-08
1833,7.41352224054026e-08,0.0,4.8651240591723877e-08
1834,3.173740470430175e-08,0.0,6.160790344544864e-08
1835,4.5378527602224494e-08,0.0,8.773182003096736e-08
1836,4.032449929525228e-08,6.720750067579218e-10,9.073012696703131e-08
1837,3.687682137432091e-08,0.0,5.287997018044166e-08
1838,2.7773511934725548e-08,0.0,1.2308715691133898e-07
1839,2.7965899929149884e-08,6.9914751765765e-10,1.293422924319998e-07
1840,5.350538501147639e-08,0.0,5.605325953395024e-08
1841,5.457466123459653e-08,0.0,4.943822418113086e-08
1842,6.64118249282808e-08,0.0,9.19032312474144e-08
1843,7.265500828745886e-08,0.0,1.925653021483953e-07
1844,6.531387630737129e-08,0.0,2.7881891301317907e-07
1845,8.760958147835396e-08,5.580227946389016e-10,1.0881444745258761e-07
1846,4.0981507964943376e-08,5.854501328173001e-10,2.3418005978825818e-08
1847,6.14827504463733e-08,0.0,7.172987359638228e-08
1848,3.298540818263973e-08,0.0,1.1826475665444036e-07
1849,6.284561182567927e-08,8.379414939696517e-10,9.049767957236554e-08
1850,9.70826450341633e-08,6.788996032014438e-10,2.0774328035599865e-07
1851,4.901573280591265e-08,0.0,9.545169499247663e-08
1852,3.580799856628403e-08,0.0,3.6849687568007994e-07
1853,7.584353767242646e-08,0.0,6.628844317901894e-08
1854,7.689583725323246e-08,5.195664454227256e-10,9.819805568689333e-08
1855,5.1477289986223695e-08,5.306937111981824e-10,8.066544410212373e-08
1856,5.280732978674152e-08,0.0,7.19629320578008e-08
1857,7.22463378566296e-08,0.0,1.3131258885801245e-07
1858,4.600055614201182e-08,0.0,1.1989506298881736e-07
