year,aucun_DET amas_NOUN,aucun_DET lama_NOUN
1956,9.593255523299149e-09,0.0
1957,8.835037701437898e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,9.300897829689347e-09,0.0
1960,6.920833239831836e-09,0.0
1961,6.948159103625784e-09,0.0
1962,7.610347907416326e-09,1.2683912808952869e-09
1963,4.526237051827309e-09,0.0
1964,9.125952438182594e-09,0.0
1965,5.472043540510896e-09,5.472043373977442e-10
1966,6.0929824519107e-09,0.0
1967,7.88853687927471e-09,0.0
1968,5.838840522187638e-09,0.0
1969,2.725054598640142e-09,0.0
1970,7.357960130072172e-09,0.0
1971,5.6522370117662035e-09,5.138397485282553e-10
1972,7.182205663536223e-09,0.0
1973,3.859242758696979e-09,0.0
1974,2.2502286700643026e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,4.113747398282186e-09,0.0
1978,4.752472970714905e-09,5.940591352171509e-10
1979,2.9259866751729646e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,1.89459470334441e-09,0.0
1984,5.799008495621649e-10,0.0
1985,4.812446552371341e-09,0.0
1986,3.5966912781404403e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,0.0
1988,4.797243047249822e-09,0.0
1989,4.390497854167563e-09,0.0
1990,5.44865097484859e-10,0.0
1991,2.344586136349136e-09,0.0
1992,1.65298330578878e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,0.0,0.0
1995,2.7112254663563817e-09,0.0
1996,2.135236876199542e-09,0.0
1997,1.438468344439059e-09,9.58978896292706e-10
1998,1.43043876743576e-09,0.0
1999,3.1991408688814005e-09,9.140402323914998e-10
2000,2.6508187866980393e-09,0.0
2001,2.190605918883648e-09,8.762423564512289e-10
2002,2.6287329535357173e-09,0.0
2003,7.500461418619153e-09,0.0
2004,4.8452703238499595e-09,0.0
2005,3.1526248278623825e-09,0.0
2006,3.706100981659688e-09,8.235779835885637e-10
2007,1.9972397347078896e-09,0.0
2008,1.7029758436759579e-09,0.0
2009,4.76819250749827e-10,4.76819250749827e-10
2010,2.834275814045384e-09,4.723793023408973e-10
2011,3.82397197240536e-10,0.0
2012,1.0212758416727752e-09,0.0
2013,2.5102125378317908e-09,2.789125042035323e-10
2014,2.381989674948848e-09,0.0
2015,1.994917855907552e-09,0.0
2016,2.899876172524074e-09,1.2428040818690533e-09
2017,1.5093667704579872e-09,5.031222660711876e-10
2018,7.744400121190154e-10,5.162933414126769e-10
2019,1.7856913725466939e-09,5.1019755087367e-10
