year,aucun_DET amas_NOUN,aucun_DET lama_NOUN
1800,3.458580977167003e-08,0.0
1801,7.143547975374531e-09,0.0
1802,2.6854081625060644e-08,0.0
1803,2.9255089017965474e-08,0.0
1804,3.460591457837836e-08,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,5.693910232196231e-09,0.0
1808,6.571614363792833e-08,0.0
1809,3.162642769893864e-08,0.0
1810,2.106114038724627e-08,0.0
1811,3.760615285841595e-08,2.5070767684098882e-09
1812,3.467370746079723e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,0.0,0.0
1816,4.1716869958463576e-08,0.0
1817,9.341240669868967e-09,0.0
1818,1.3113295338484932e-08,0.0
1819,1.0351049795076506e-08,0.0
1820,1.779972080839798e-08,0.0
1821,3.648750634965836e-08,0.0
1822,2.90742860897808e-08,0.0
1823,2.9648060007048116e-08,9.882686891060644e-10
1824,5.052667617633233e-09,0.0
1825,2.4655239627691117e-08,0.0
1826,2.4662355713189754e-08,0.0
1827,2.3964910056406552e-08,0.0
1828,2.109629271274116e-08,0.0
1829,3.5150023336427694e-08,0.0
1830,8.349468672008697e-09,0.0
1831,3.1182413096075834e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,1.0425265983826648e-08,0.0
1834,1.0267983796552471e-08,0.0
1835,7.563087933704082e-09,0.0
1836,1.1425274948351216e-08,0.0
1837,1.3915782304252389e-08,0.0
1838,1.9567701681211247e-08,0.0
1839,2.866504722476293e-08,0.0
1840,1.2739377330817092e-09,0.0
1841,1.5409316489467528e-08,0.0
1842,1.0062397581833693e-08,0.0
1843,5.31621990873532e-09,0.0
1844,1.5916826967554698e-08,0.0
1845,2.1762888213761045e-08,0.0
1846,3.688335770135609e-08,0.0
1847,2.534815024546333e-08,0.0
1848,2.654923214606697e-08,0.0
1849,6.703531951757213e-09,0.0
1850,2.7155984128057753e-09,0.0
1851,2.579775504329973e-09,1.9348316282474798e-09
1852,2.9948509450150596e-08,0.0
1853,1.4332636188996162e-08,0.0
1854,1.7145692865483397e-08,0.0
1855,8.491099379170919e-09,0.0
1856,1.7084724746041502e-08,0.0
1857,2.6848299583548396e-08,0.0
1858,1.4191660291373864e-08,0.0
1859,3.258990943777462e-08,0.0
1860,1.876645361331697e-08,0.0
1861,1.5091083938045813e-08,0.0
1862,2.0782737308877586e-08,0.0
1863,1.4484400345793347e-08,0.0
1864,9.109982768151781e-09,9.589455896019672e-10
1865,1.6003271596787272e-08,0.0
1866,1.8489329178805747e-08,0.0
1867,2.2808213984149006e-08,0.0
1868,7.409810987013543e-09,0.0
1869,1.8557372527538973e-08,0.0
1870,6.880858549607183e-09,0.0
1871,3.18635318130589e-09,0.0
1872,1.269941218851045e-08,0.0
1873,8.380406590902112e-09,0.0
1874,9.559374625212058e-09,0.0
1875,1.3731664694205392e-08,0.0
1876,1.6928840551599933e-08,0.0
1877,1.5462040092728557e-08,0.0
1878,1.6909447952961898e-08,0.0
1879,1.4051448560259416e-08,0.0
1880,8.984985200299889e-09,0.0
1881,1.2550513517339823e-08,2.091752326904839e-09
1882,1.3976308999019693e-08,0.0
1883,1.2638677659992936e-08,0.0
1884,2.6406787867472303e-09,0.0
1885,1.740321664556177e-08,0.0
1886,5.162771099520569e-09,0.0
1887,2.415702127223085e-08,0.0
1888,1.9021843655764314e-08,0.0
1889,1.8795410894334452e-08,0.0
1890,2.1629475099871343e-08,0.0
1891,2.039750413018737e-08,0.0
1892,1.6298132621272998e-08,0.0
1893,1.1085149687062312e-08,0.0
1894,1.8274463498002547e-08,0.0
1895,1.444467434552621e-08,0.0
1896,8.845543852942228e-09,0.0
1897,1.6897470089816125e-08,0.0
1898,1.2448380992680086e-08,0.0
1899,8.844125432005967e-09,0.0
1900,2.07642125715779e-09,0.0
1901,7.824234593556412e-09,0.0
1902,8.347482538528794e-09,4.910283846193408e-10
1903,9.1803746826713e-09,1.0800440541913758e-09
1904,1.0211787859759625e-08,0.0
1905,7.2250627702885595e-09,0.0
1906,1.800464666246171e-08,0.0
1907,1.542852956504248e-08,0.0
1908,2.0136695200179133e-08,0.0
1909,1.320236009405562e-08,0.0
1910,2.0842187531400214e-08,0.0
1911,7.980560989828689e-09,0.0
1912,4.688478938419394e-09,0.0
1913,9.015082902408267e-09,0.0
1914,5.357395083116501e-09,0.0
1915,2.1205371680821372e-08,0.0
1916,1.4283700666695154e-08,0.0
1917,9.869781991689308e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,1.2115570324766622e-08,0.0
1921,1.817459427400081e-08,0.0
1922,1.1066902949607993e-08,0.0
1923,2.229349149729387e-08,0.0
1924,1.2891624656674594e-08,0.0
1925,2.1996355847875293e-09,0.0
1926,6.6876830739914794e-09,3.343841648018042e-09
1927,3.344767462998277e-09,0.0
1928,1.3711249802206282e-08,0.0
1929,4.4561625500705304e-09,0.0
1930,5.2518016602221e-09,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,1.9727165678773417e-08,0.0
1933,1.0323595756034365e-08,1.1470662197865522e-09
1934,3.5944740517379614e-09,0.0
1935,4.787313656606784e-09,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,7.779128785578848e-09,0.0
1939,7.647025235257843e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,8.714016175304096e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,8.344609447874518e-09,0.0
1948,2.174377566888097e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,1.0773827385790469e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,4.6928039232341234e-09,0.0
