year,en_PRON avait_VERB,en_PRON lavait_VERB
1939,1.9403561964281835e-05,4.588215141154706e-09
1940,1.7359969206154346e-05,2.5357829169792012e-09
1941,2.0675275663961656e-05,0.0
1942,2.1330508388928138e-05,0.0
1943,2.2871687178849243e-05,2.9032352077962287e-09
1944,2.2383055693353526e-05,3.2131861615880553e-09
1945,2.470423532940913e-05,6.535512131478072e-09
1946,2.1874231606489047e-05,1.3921104269343232e-09
1947,2.2028578314348124e-05,1.1920870957027319e-09
1948,2.0864239559159614e-05,2.174377566888097e-09
1949,1.8473645468475297e-05,2.945102384188658e-09
1950,1.8493830793886445e-05,0.0
1951,2.1338795704650693e-05,1.0661401761424827e-09
1952,1.8557801013230346e-05,1.0544803918932644e-09
1953,1.913108462758828e-05,1.0773827385790469e-09
1954,1.985095332202036e-05,1.9545072227344917e-09
1955,1.86548350029625e-05,1.8771215692936494e-09
1956,1.8855107555282302e-05,8.72114158667614e-10
1957,1.9181750758434646e-05,8.835037701437898e-10
1958,1.8877259208238684e-05,1.6544486891589827e-09
1959,1.8352220649830997e-05,0.0
1960,1.837204399635084e-05,6.920833350854139e-10
1961,1.9133145542582497e-05,0.0
1962,1.916856308525894e-05,1.2683912808952869e-09
1963,1.8894454115070403e-05,3.879631726988464e-09
1964,1.9376830096007325e-05,0.0
1965,1.8372933482169174e-05,0.0
1966,1.911756226036232e-05,1.1078149508847446e-09
1967,1.930275720951613e-05,4.930335584241163e-10
1968,2.0298954041209072e-05,4.491415683816058e-09
1969,1.8369139070273377e-05,3.1792304344691047e-09
1970,1.750826595525723e-05,1.3796175313274261e-09
1971,1.710469769022893e-05,5.138397485282553e-10
1972,1.6153806427610107e-05,1.0260293725750103e-09
1973,1.6354368199245073e-05,5.513203782392395e-10
1974,1.6212898117373697e-05,1.1251143350321513e-09
1975,1.547696956549771e-05,0.0
1976,1.5236833860399202e-05,1.142705374768127e-09
1977,1.4927026313671377e-05,5.876781838942691e-10
1978,1.6005735233193263e-05,0.0
1979,1.6137400962179527e-05,5.851973350345929e-10
1980,1.534081093268469e-05,0.0
1981,1.5496963897021487e-05,0.0
1982,1.6087984477053396e-05,3.1037510339615437e-09
1983,1.5275485566235147e-05,0.0
1984,1.5345336578320712e-05,0.0
1985,1.5342680853791535e-05,1.2031116103372597e-09
1986,1.6149742805282585e-05,4.7955883708539204e-09
1987,1.573351983097382e-05,1.2221633705067347e-09
1988,1.6466536180814728e-05,0.0
1989,1.6802434402052313e-05,1.0976244357863152e-09
1990,1.559621887281537e-05,1.089730194969718e-09
1991,1.5130785868677776e-05,2.344586080837985e-09
1992,1.6017407688195817e-05,2.2039776670368383e-09
1993,1.541783058200963e-05,1.661762283333701e-09
1994,1.546977728139609e-05,1.5824779264761446e-09
1995,1.5385119695565663e-05,1.626735190995987e-09
1996,1.452868582418887e-05,2.135236876199542e-09
1997,1.4521338016493246e-05,9.58978896292706e-10
1998,1.4985276720835827e-05,1.9072516899143466e-09
1999,1.4717876183567569e-05,1.8280804647829996e-09
2000,1.4288797501649242e-05,4.4180314962005696e-10
2001,1.4697650840389542e-05,8.762423564512289e-10
2002,1.5258479834301397e-05,4.38122149670761e-10
2003,1.6375590348616242e-05,2.9168460979889232e-09
2004,1.5966927094268613e-05,8.809582507929292e-10
2005,1.5660438293707557e-05,9.007499190971657e-10
2006,1.7030357412295416e-05,1.6471559671771274e-09
2007,1.9654835341498256e-05,7.988958938831558e-10
2008,2.019346175075043e-05,1.2772318758180745e-09
2009,2.2915455701877363e-05,1.430457752249481e-09
2010,2.72430588665884e-05,4.723793023408973e-10
2011,2.8752827347489074e-05,1.529588788962144e-09
2012,3.577835377654992e-05,6.808505426114664e-10
2013,3.856272087432444e-05,1.6734750252211938e-09
2014,4.197953603579663e-05,2.165445156521173e-09
2015,3.977822052547708e-05,1.10828768384863e-09
2016,4.051292489748448e-05,1.0356699942093428e-09
2017,3.7729139876319095e-05,2.0124890642847504e-09
2018,4.098465797142126e-05,1.0325866828253538e-09
2019,3.922704854630865e-05,1.53059265262101e-09
