year,en_PRON avait_VERB,en_PRON lavait_VERB
1800,1.9393206457607448e-05,0.0
1801,1.7263573681702837e-05,1.1905912700171939e-08
1802,1.381642505293712e-05,2.2378401354217203e-09
1803,1.6445259461761452e-05,1.950339223455444e-09
1804,2.2891812477610074e-05,0.0
1805,1.7796413885662332e-05,0.0
1806,1.7497495718998834e-05,0.0
1807,2.7248206606600434e-05,5.693910232196231e-09
1808,2.005702117457986e-05,9.064295980465431e-09
1809,2.474316170264501e-05,2.259030518203531e-09
1810,2.2081436327425763e-05,0.0
1811,2.8868989829788916e-05,0.0
1812,2.9667357011931017e-05,2.6672082320544632e-09
1813,3.4595170291140676e-05,0.0
1814,2.2152607925818302e-05,0.0
1815,2.6867044653045014e-05,0.0
1816,2.462222437316086e-05,2.3176038865813098e-09
1817,2.8398928407114e-05,3.113746815941454e-09
1818,3.2728399673942477e-05,4.768470951432846e-09
1819,3.0877181416144595e-05,1.1386155129855524e-08
1820,3.2363452191930264e-05,2.3732962262101864e-09
1821,3.6833644116995856e-05,1.97229765852569e-09
1822,3.6600515159079805e-05,1.0025615893027862e-09
1823,3.4391749068163335e-05,2.9648061783404955e-09
1824,3.574341462808661e-05,4.210556348027694e-09
1825,3.479206498013809e-05,8.805443041381977e-10
1826,3.46999368048273e-05,8.807984341885344e-10
1827,3.8071026210673153e-05,1.8434546111834038e-09
1828,3.873921377817169e-05,1.2841221419535032e-08
1829,4.799092494067736e-05,1.714635211591542e-09
1830,4.0235045162262395e-05,5.218417697960831e-09
1831,3.35600707330741e-05,0.0
1832,3.583818397601135e-05,1.3529969367098715e-09
1833,3.5269833460915834e-05,4.6334514003376626e-09
1834,3.570551416487433e-05,9.334531370086552e-09
1835,3.825560997938737e-05,8.31939672707449e-09
1836,3.4896824217867106e-05,2.016224964762614e-09
1837,3.531407855916768e-05,4.87052354003481e-09
1838,3.684724651975557e-05,1.1361890983607736e-08
1839,3.579006079235114e-05,1.3982950353153e-09
1840,4.156731301918626e-05,1.2739377330817092e-09
1841,3.6514302337309346e-05,0.0
1842,3.710475721163675e-05,2.683306021822318e-09
1843,3.563580321497284e-05,2.953455480181333e-09
1844,3.7779413105454296e-05,3.841992946007622e-09
1845,3.809788904618472e-05,3.348136878855712e-09
1846,3.703967377077788e-05,5.854501328173001e-09
1847,3.662753806565888e-05,1.0786447290911383e-09
1848,3.267647116445005e-05,3.218088684420195e-09
1849,3.546252264641225e-05,0.0
1850,3.314931018394418e-05,2.1724787302446202e-08
1851,3.611556894611567e-05,5.8044946626978344e-09
1852,3.4163436794187874e-05,5.859490670445666e-09
1853,3.5346074582776055e-05,5.971931837933653e-10
1854,3.365907468833029e-05,7.27393034694046e-09
1855,3.5316075809532776e-05,5.306937111981824e-09
1856,3.524785643094219e-05,0.0
1857,3.466603811830282e-05,4.393358121745905e-09
1858,3.3280422940151766e-05,1.9574704079872163e-09
1859,3.4216860512970015e-05,1.018434669930457e-09
1860,3.704360642586835e-05,9.154367819341758e-10
1861,3.3439013350289315e-05,9.431927239234028e-09
1862,3.4310040064156055e-05,9.035972525772706e-10
1863,3.381807982805185e-05,3.496234635136375e-09
1864,3.2320782338501886e-05,1.4384183844029508e-09
1865,3.3095704566221684e-05,1.4120533631256649e-09
1866,3.348174141137861e-05,3.8924903300596725e-09
1867,3.2748226658441126e-05,3.396968040192405e-09
1868,3.0700328352395445e-05,4.44588676984381e-09
1869,3.1210081942845136e-05,2.441759683335931e-09
1870,3.3443266147514805e-05,1.7202146374017957e-09
1871,2.9789216569042765e-05,2.1242354542039266e-09
1872,3.42339881171938e-05,7.861540751719076e-09
1873,3.060344897676259e-05,1.7958012854535355e-09
1874,3.2377600291511044e-05,3.5847653734322193e-09
1875,3.227170236641541e-05,4.577221712764867e-09
1876,3.050879604415968e-05,3.02300739996042e-09
1877,2.987389780173544e-05,4.329371083855449e-09
1878,3.070091406698339e-05,4.22736201599605e-09
1879,2.9857494155294262e-05,3.665595160740054e-09
1880,3.0093280656728894e-05,1.9253538763308597e-09
1881,2.9612239814014174e-05,4.183504653809678e-09
1882,3.12650045088958e-05,1.1314154946262533e-08
1883,3.0017492463230155e-05,1.2638677882037541e-09
1884,2.9677928978344426e-05,2.6406787867472303e-09
1885,2.881521504605189e-05,5.156508553483263e-09
1886,2.8702426789095625e-05,3.2267319927115068e-09
1887,2.740646777965594e-05,2.6115698492645834e-09
1888,2.8157401175121777e-05,1.9021844099853524e-09
1889,2.8174319595564157e-05,0.0
1890,2.7184318241779692e-05,1.1797895993481688e-08
1891,2.6492532924748957e-05,3.824531802365527e-09
1892,2.665434112714138e-05,6.268512375839919e-10
1893,2.6670255465433e-05,1.2316833108982905e-09
1894,2.8121248760726303e-05,9.452309157609307e-09
1895,2.7873407816514373e-05,4.814891596538473e-09
1896,2.689281063794624e-05,6.486732040400511e-09
1897,2.5827490389929153e-05,4.661370844871726e-09
1898,2.7055990358348936e-05,2.8291773368493978e-09
1899,2.643177504069172e-05,1.1055156790007459e-08
1900,2.5364523025928065e-05,1.038210628578895e-09
1901,2.4921862859628163e-05,2.794369402536745e-09
1902,2.139607022400014e-05,9.820567692386817e-10
1903,2.422214856778737e-05,1.6200660812870638e-09
1904,2.4429284167126752e-05,2.1498500757388683e-09
1905,2.4728293283260427e-05,1.0321518084666081e-09
1906,2.413857146166265e-05,2.572092316910357e-09
1907,2.4703647795831785e-05,3.599990305858114e-09
1908,2.4289274733746424e-05,9.822778146428846e-10
1909,2.4629553081467748e-05,3.850688656825696e-09
1910,2.4557975848438218e-05,1.068830135508847e-09
1911,2.443009361741133e-05,4.25629931299909e-09
1912,2.3889364456408657e-05,1.5628263128064646e-09
1913,2.2890355467097834e-05,6.363587878865928e-09
1914,2.2660440663457848e-05,7.366418142140674e-09
1915,2.2656760847894475e-05,7.068456930880984e-09
1916,2.2519901904161088e-05,1.0987462051303964e-09
1917,2.304265035490971e-05,5.483212106582869e-09
1918,2.3154238078859635e-05,3.44591288836682e-09
1919,2.2375992557499558e-05,1.8415696745321952e-09
1920,2.3106664229999296e-05,2.2716695191604686e-09
1921,2.1724697944591753e-05,7.572747429129834e-10
1922,2.2509342670673504e-05,1.4755870969551665e-09
1923,2.2990958314039744e-05,1.0615948120573648e-09
1924,2.2604173864237964e-05,2.578324886925998e-09
1925,2.2922402422409505e-05,4.399271169575059e-09
1926,2.3596374376211315e-05,4.458455382660986e-09
1927,2.5069031835300848e-05,1.1149224876660924e-09
1928,2.260527980979532e-05,1.1426041224282812e-09
1929,2.3553047867608257e-05,1.1140406375176326e-09
1930,2.245775431219954e-05,0.0
1931,2.122764999512583e-05,1.1405356659111021e-09
1932,2.1538777218665928e-05,5.4797681947604815e-09
1933,2.1085370462969877e-05,3.4411986593596566e-09
1934,2.062030034721829e-05,0.0
1935,2.0168952687527053e-05,7.180970484910176e-09
1936,1.9920906197512522e-05,1.2124714565686645e-09
1937,2.0215040422044694e-05,0.0
1938,1.9249453544034623e-05,1.2965214457594243e-09
