year,bien_ADV égaux_ADJ,bien_ADV légaux_ADJ
1800,8.489244152087849e-08,0.0
1801,6.191074675143682e-08,0.0
1802,5.370816325012129e-08,0.0
1803,5.851017448321727e-09,0.0
1804,4.943701981119375e-08,0.0
1805,4.264316544322355e-08,0.0
1806,2.881669125542885e-08,0.0
1807,4.555128185756985e-08,0.0
1808,2.4926814390369145e-08,0.0
1809,4.0662548883574345e-08,0.0
1810,3.510190182964834e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,2.9339290108509886e-08,0.0
1813,2.0130190847567064e-08,0.0
1814,7.866692897096073e-08,0.0
1815,8.091670622434322e-08,0.0
1816,1.622322720606917e-08,9.270415546325239e-09
1817,4.670620157298799e-08,0.0
1818,1.7881765401739358e-08,0.0
1819,2.3807414706311647e-08,0.0
1820,4.390598107306687e-08,0.0
1821,2.6626018723163725e-08,0.0
1822,2.105379337535851e-08,0.0
1823,3.755420863171821e-08,0.0
1824,3.452656116564867e-08,0.0
1825,3.610231757988913e-08,0.0
1826,2.8185549894033102e-08,0.0
1827,3.2260455640198415e-08,0.0
1828,6.879226077671774e-08,0.0
1829,1.2859763920403111e-08,0.0
1830,2.400472176589119e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,3.788391467196561e-08,0.0
1833,2.20088942626262e-08,0.0
1834,7.467624740797874e-09,0.0
1835,1.8151411040889798e-08,0.0
1836,1.5457725766054864e-08,0.0
1837,1.6698937344017395e-08,0.0
1838,1.5149188570262595e-08,0.0
1839,4.61437359433603e-08,0.0
1840,1.9109066329292546e-08,0.0
1841,4.237562123421412e-08,0.0
1842,1.2745703159566801e-08,0.0
1843,1.8902115428431898e-08,0.0
1844,3.0187088384536764e-08,0.0
1845,2.9575208060350633e-08,0.0
1846,3.3956109035671034e-08,0.0
1847,3.074137566727586e-08,0.0
1848,3.861706332486392e-08,0.0
1849,1.8434713311421547e-08,0.0
1850,2.0366988096043315e-08,0.0
1851,2.1283147688677673e-08,0.0
1852,3.906327350478023e-08,1.3021090872200602e-09
1853,3.0456853039595444e-08,0.0
1854,2.4939190268469247e-08,0.0
1855,1.2736649068756378e-08,0.0
1856,3.4169449492083004e-08,0.0
1857,1.3180074809326925e-08,0.0
1858,2.397901255335455e-08,0.0
1859,3.0043821652725455e-08,0.0
1860,2.6089947979812678e-08,0.0
1861,2.1221836732365773e-08,0.0
1862,1.581295272501393e-08,0.0
1863,7.491931519609807e-09,0.0
1864,1.965838514195184e-08,0.0
1865,1.9298061815220535e-08,0.0
1866,9.244664589402873e-09,0.0
1867,1.649955905236311e-08,0.0
1868,1.9265508299781686e-08,0.0
1869,6.348574999037737e-09,0.0
1870,2.8096838633473453e-08,5.734048791339319e-10
1871,2.2304472935275044e-08,0.0
1872,3.688877114882416e-08,0.0
1873,2.454261860407314e-08,0.0
1874,3.0470506118263074e-08,0.0
1875,3.3757011408397375e-08,0.0
1876,1.934724735974669e-08,0.0
1877,2.8450154232473324e-08,0.0
1878,2.2344627481629686e-08,0.0
1879,3.29903571127943e-08,0.0
1880,1.7969970400599777e-08,0.0
1881,2.091752193678076e-08,4.8807553554297556e-09
1882,6.655385220710741e-08,0.0
1883,5.561018134869755e-08,0.0
1884,3.234831424947515e-08,0.0
1885,2.5782542323327107e-08,0.0
1886,1.1616235084943582e-08,0.0
1887,1.4363633837888301e-08,0.0
1888,1.521747527988282e-08,0.0
1889,1.4409814674820609e-08,3.132568426877924e-09
1890,1.4419650362640368e-08,0.0
1891,3.505820944660343e-08,1.2748440081367107e-09
1892,2.6954603882245465e-08,0.0
1893,1.6627724974682678e-08,6.158416554491453e-10
1894,1.8274463275957942e-08,0.0
1895,1.3842813118003505e-08,1.8055843487019274e-09
1896,1.828078954879686e-08,5.89702897624278e-10
1897,1.5732126712464378e-08,0.0
1898,2.0370077180587032e-08,0.0
1899,2.7637891975018647e-08,0.0
1900,1.1939422450701898e-08,1.038210628578895e-09
1901,2.3472702948001967e-08,0.0
1902,1.5712909029463873e-08,0.0
1903,1.78207268941577e-08,5.400220270956879e-10
1904,2.5260738389931703e-08,0.0
1905,1.9610883583709438e-08,0.0
1906,2.1091157265118454e-08,0.0
1907,1.07999713061524e-08,0.0
1908,2.161011147805425e-08,0.0
1909,4.950885035270858e-09,0.0
1910,1.977335806202518e-08,0.0
1911,2.128149612090624e-08,0.0
1912,1.8753916974922902e-08,0.0
1913,2.598464909908671e-08,0.0
1914,2.5447626228469744e-08,0.0
1915,1.6493066468115103e-08,0.0
1916,3.186363883855847e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,1.722956355365568e-08,0.0
1919,2.1178051534676e-08,0.0
1920,1.741613253614105e-08,1.514446346106979e-09
1921,3.1048266180278006e-08,0.0
1922,2.4347187377316004e-08,0.0
1923,1.9108707061121777e-08,0.0
1924,1.804827398643738e-08,1.289162443462999e-09
1925,1.7597084678300234e-08,0.0
1926,1.671920735191179e-08,0.0
1927,2.452829506172094e-08,0.0
1928,1.942427008128078e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,2.625900974440043e-08,0.0
1931,2.6232321204133768e-08,0.0
1932,2.4110979879310435e-08,1.0959536611565568e-09
1933,6.882397318719313e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,1.6974600836050513e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,2.2040864577910213e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211704111556e-08,0.0
1943,2.032264689866281e-08,0.0
1944,4.177142187700156e-08,0.0
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,1.9489545977080525e-08,0.0
1947,1.668921956188285e-08,0.0
1948,1.087188761239588e-08,0.0
1949,9.817008539414473e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,1.4925962688039363e-08,0.0
1952,1.581720565635436e-08,0.0
1953,1.616074141175261e-08,0.0
1954,1.1727043558451555e-08,0.0
1955,1.407841176970237e-08,0.0
1956,1.5698054856017052e-08,0.0
1957,8.835037590415595e-09,0.0
1958,6.617794756635931e-09,0.0
1959,1.3176270963199954e-08,7.750747821333448e-10
1960,6.920833239831836e-09,0.0
1961,1.8760030418008e-08,6.948159270159238e-10
1962,1.6489086984705636e-08,0.0
1963,3.879631726988464e-09,0.0
1964,1.3384730657151067e-08,3.041984220075733e-09
1965,1.1491291473930687e-08,5.472043373977442e-10
1966,1.2185964570754493e-08,0.0
1967,1.4791007030279246e-08,0.0
1968,1.7067380814195232e-08,8.982831700699023e-10
1969,1.090021850558287e-08,0.0
1970,3.219107563845469e-09,0.0
1971,8.735275613958038e-09,0.0
1972,8.721249500354133e-09,0.0
1973,6.064524049609332e-09,0.0
1974,6.750686232237513e-09,1.1251143350321513e-09
1975,1.028066431985053e-08,1.7134440533084216e-09
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,1.2928919990162768e-08,0.0
1978,9.504946274496717e-09,1.1881182704343018e-09
1979,9.363157360553487e-09,5.851973350345929e-10
1980,7.959211123509391e-09,1.1370301367108482e-09
1981,6.325549417596221e-09,0.0
1982,4.345251491955082e-09,6.207502289967692e-10
1983,4.4207211225000265e-09,0.0
1984,1.1018116474748041e-08,0.0
1985,3.609334831011779e-09,6.015558051686298e-10
1986,5.994485352545098e-09,0.0
1987,9.166225112267057e-09,6.110816852533674e-10
1988,2.99827696004229e-09,0.0
1989,8.780995486290522e-09,1.0976244357863152e-09
1990,5.993515961311147e-09,1.6345953479657283e-09
1991,6.4476117778156095e-09,0.0
1992,6.060938473329003e-09,0.0
1993,9.970573089379542e-09,1.661762283333701e-09
1994,1.5824779264761446e-09,0.0
1995,1.1387147003105724e-08,0.0
1996,2.135236876199542e-09,2.6690460952494277e-09
1997,3.835915585170824e-09,0.0
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,6.398281460207045e-09,9.140402323914998e-10
2000,1.0603275923948274e-08,8.836062992401139e-10
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,6.133709984368352e-09,4.38122149670761e-10
2003,6.250384654293839e-09,4.1669229178253886e-10
2004,6.6071867144135155e-09,1.3214374039449694e-09
2005,5.404499625605297e-09,9.007499190971657e-10
2006,4.941467679486777e-09,1.2353669198716943e-09
2007,5.592271368204393e-09,5.192823504529542e-09
2008,6.386159684401704e-09,3.405951742863067e-09
2009,5.245011980292702e-09,9.53638501499654e-10
2010,7.085689368580006e-09,2.3618964561933353e-09
2011,5.7359579308524644e-09,1.529588788962144e-09
