year,son_DET art_NOUN,son_DET lard_NOUN
1800,9.429349617562366e-06,1.5091990102078512e-07
1801,7.50072515387501e-06,6.905429650316819e-08
1802,7.210320831063655e-06,7.608656460433849e-08
1803,8.257735927941212e-06,2.4379241025940246e-07
1804,1.0690754919551182e-05,1.97748079244775e-07
1805,8.852721435914646e-06,5.1171799242411e-08
1806,1.11376510858463e-05,2.881669125542885e-08
1807,9.856158271759341e-06,2.562259560079383e-08
1808,1.0473793537357778e-05,4.305540457494317e-08
1809,6.71383854466967e-06,6.099382510171836e-08
1810,1.107114007936616e-05,9.360507036149102e-09
1811,1.0111040367632995e-05,3.760615285841595e-08
1812,1.167170358939984e-05,2.6672082320544632e-09
1813,1.2216150807375925e-05,0.0
1814,8.367014821430985e-06,6.608021863030444e-08
1815,6.446364160694884e-06,1.3486118000116676e-08
1816,6.21117844445962e-06,1.9467873357825738e-07
1817,7.809276809211951e-06,1.805973184332288e-07
1818,6.792686932044489e-06,6.079800396463497e-08
1819,6.90000979375327e-06,3.829888406414739e-08
1820,7.226686776107272e-06,2.8479553826343817e-08
1821,8.19785518046956e-06,4.339054782143137e-08
1822,9.42808900106229e-06,1.9048670196752937e-08
1823,9.079224390973195e-06,9.487379382111527e-08
1824,7.807213421529013e-06,6.736890156844311e-09
1825,8.221642104899729e-06,1.6730341556581152e-08
1826,5.538460349896468e-06,2.1139162420524826e-08
1827,6.381118240028627e-06,4.4242912222713926e-08
1828,5.922554905168909e-06,3.66892045633449e-08
1829,7.336066886409753e-06,5.486832838075273e-08
1830,6.041884375918016e-06,3.861629327417404e-08
1831,5.023486412625289e-06,6.704218691311326e-08
1832,6.815045551888943e-06,1.488296597074168e-08
1833,5.871741173280043e-06,4.7492876520394134e-08
1834,6.677923273912256e-06,6.160790300135943e-08
1835,5.631475460177171e-06,6.126101226300307e-08
1836,5.702556514108892e-06,4.704524980692071e-08
1837,5.507170861562827e-06,3.8268401558738674e-08
1838,5.211321052911444e-06,2.9667161394186792e-08
1839,5.649112125638567e-06,3.076248988875818e-08
1840,5.762020578004012e-06,2.4841785517537573e-08
1841,6.236920846447447e-06,4.044945400849542e-08
1842,6.659965528399425e-06,3.890793731642361e-08
1843,6.385370959094416e-06,2.6581099155098542e-08
1844,5.765184795336609e-06,3.128479986180821e-08
1845,6.1577816836688726e-06,1.562463802784464e-08
1846,5.876748318200953e-06,2.5174356377277718e-08
1847,6.598069873575696e-06,2.0494249852731627e-08
1848,5.613955785577218e-06,1.769948809737798e-08
1849,5.803582666885632e-06,1.5920887719289567e-08
1850,6.237050776292108e-06,1.1541293254424545e-08
1851,6.2759488415053966e-06,9.029214265154906e-09
1852,7.018367981004303e-06,3.515694491085242e-08
1853,6.4514780149238504e-06,3.523439628949632e-08
1854,7.134686221377251e-06,1.5586992863081406e-08
1855,7.226456276043791e-06,1.9104973603134567e-08
1856,6.2949444412652156e-06,2.6921383955436085e-08
1857,5.937867442185052e-06,3.221796029961865e-08
1858,5.853325752980254e-06,2.0064071293290908e-08
1859,6.4568756812377615e-06,9.675129142294736e-09
1860,5.873442340487145e-06,1.8308736027261574e-08
1861,6.493881883784525e-06,1.9807048445841247e-08
1862,6.149883049033633e-06,1.671655003310235e-08
1863,5.916128564820156e-06,2.896880096914245e-08
1864,5.62517487878722e-06,3.2124676585532086e-08
1865,5.3799230030904255e-06,2.2592853810010638e-08
1866,5.481112914651476e-06,2.384150354917125e-08
1867,5.431266757227604e-06,1.552899675516528e-08
1868,5.46893436847995e-06,1.9265508632848594e-08
1869,5.303990327831798e-06,4.0044856319809696e-08
1870,6.145180030614483e-06,2.752343419842873e-08
1871,3.7970707928991487e-06,2.8677177965619194e-08
1872,4.80158755777893e-06,1.0280476914203973e-08
1873,4.779824685385847e-06,2.8134220286801792e-08
1874,4.348320700842123e-06,2.6288280885466975e-08
1875,4.67391539871187e-06,2.0597497041308088e-08
1876,5.509128506275829e-06,1.9951847951560353e-08
1877,4.843329499237825e-06,2.783167118991514e-08
1878,5.6568143733670695e-06,1.3285995359435532e-08
1879,4.589325207859929e-06,4.520900709348297e-08
1880,6.126475867063164e-06,1.9253539207397807e-08
1881,4.803360489802344e-06,2.998178416646624e-08
1882,5.152599115376688e-06,2.1297232422057277e-08
1883,5.379021359885883e-06,2.401348808689363e-08
1884,4.862809916517108e-06,3.300848483434038e-08
1885,5.103654487470521e-06,2.0626034269444204e-08
1886,5.762943146692123e-06,2.9040588100937015e-08
1887,5.4046438009436315e-06,2.4809913734546996e-08
1888,5.2012063491702065e-06,1.5851536971922542e-08
1889,5.148689368184023e-06,1.50363277384713e-08
1890,4.943973564763837e-06,9.831579994568074e-09
1891,5.016511224198439e-06,1.0836173736095134e-08
1892,4.984093976645454e-06,1.880553646138594e-08
1893,5.550580709723363e-06,2.771287377356657e-08
1894,5.77536093260278e-06,2.2055387294273032e-08
1895,5.7200912664256975e-06,1.9259566386153892e-08
1896,5.602177495234173e-06,8.845543852942228e-09
1897,5.206168452787097e-06,2.1558839713442524e-08
1898,5.8677140941654216e-06,7.355861253444118e-09
1899,5.90621749552156e-06,2.1004797901014172e-08
1900,6.22199631550302e-06,4.6719478286050276e-09
1901,5.706661198701113e-06,1.2854099173953415e-08
1902,5.162672437108995e-06,2.062319276463498e-08
1903,5.648090365184544e-06,2.214090333296781e-08
1904,6.030867027106979e-06,6.449550227216605e-09
1905,6.53403679962139e-06,1.4450125540577119e-08
1906,6.418399237873018e-06,3.600929332492342e-08
1907,6.826096026202322e-06,1.697138252154673e-08
1908,6.951089034146207e-06,1.1787334219803824e-08
1909,7.355915329299023e-06,1.1001967337165297e-08
1910,6.9794606361028855e-06,1.7101282168141552e-08
1911,7.4325628531823895e-06,9.576673676292558e-09
1912,7.536990807466282e-06,1.927485904218429e-08
1913,7.332974163887229e-06,1.6439267724877027e-08
1914,6.850768940580565e-06,4.018046340092951e-09
1915,4.376552823259772e-06,2.591767689352764e-08
1916,5.303648109133974e-06,1.2086208478478966e-08
1917,5.495275189559834e-06,2.9609346086090227e-08
1918,5.79257947208589e-06,1.9526839700745313e-08
1919,7.130557889922784e-06,2.9465114348425914e-08
1920,8.392304465587586e-06,2.4231141093622455e-08
1921,9.091083214229911e-06,1.9689142760626055e-08
1922,9.215779229521104e-06,1.8444838267850372e-08
1923,8.709323395805768e-06,1.4862327812892318e-08
1924,8.616761817847873e-06,4.1253199078994385e-08
1925,8.266230466347224e-06,1.3197813508725176e-08
1926,7.890351270134488e-06,4.012609911008269e-08
1927,7.76320550244236e-06,3.679244131582493e-08
1928,7.903392628350048e-06,1.942426997025848e-08
1929,8.18597044371927e-06,2.562293510699476e-08
1930,7.902911249857425e-06,1.470504518152893e-08
1931,6.902521903384695e-06,3.9918749195066994e-08
1932,6.696276670936641e-06,1.9727166122862627e-08
1933,6.726396321710126e-06,1.4911860191091364e-08
1934,5.969223280999358e-06,1.3179738189705859e-08
1935,7.822470308838092e-06,1.3165112555668657e-08
1936,6.902599906766227e-06,1.33371855781661e-08
1937,6.242676235501676e-06,2.770046048095054e-08
1938,6.9623200715795974e-06,2.333738657878115e-08
1939,6.720205846022509e-06,1.8352860564618823e-08
1940,6.169559952695636e-06,3.2965177032551196e-08
1941,7.198714939704587e-06,2.6563522936839945e-08
1942,8.46545077592964e-06,2.730790527039062e-08
1943,8.192929840333818e-06,3.4838822049465534e-08
1944,8.26752776106332e-06,2.8918675454292497e-08
1945,7.20649140362184e-06,3.485606470121638e-08
1946,8.198138345960615e-06,3.3410651134602176e-08
1947,8.008440943285677e-06,3.2186351361929155e-08
1948,7.779923038242487e-06,3.152847538601122e-08
1949,6.813003778916027e-06,2.84693233432165e-08
1950,6.765153372612076e-06,7.444753036267571e-09
1951,7.186850893958763e-06,1.4925962910083967e-08
1952,6.238306070827093e-06,1.2653764258629963e-08
1953,7.064398744205391e-06,3.770839485106592e-08
1954,7.362628934970417e-06,1.4658803726419478e-08
1955,7.370517749905048e-06,2.2525458831523792e-08
1956,6.643765573244309e-06,2.0930740252111946e-08
1957,7.0865835368749686e-06,2.2087593976038988e-08
1958,6.428360336485639e-06,1.4890038091408542e-08
1959,6.0510089667786815e-06,1.5501495198577686e-08
1960,6.669607017784074e-06,1.1765416696452036e-08
1961,6.408287276826741e-06,1.80652133252579e-08
1962,5.8789936900893736e-06,1.8391673295425903e-08
1963,6.4770455026064155e-06,1.551852757408767e-08
1964,6.02860433218666e-06,1.64267148772268e-08
1965,6.175201150426801e-06,1.2585699593614663e-08
1966,5.8874826436294825e-06,2.2710207048248776e-08
1967,5.969650260340131e-06,2.2679544353643166e-08
1968,7.761166784803208e-06,2.066051318916351e-08
1969,5.260718040744905e-06,2.4071315496421164e-08
1970,6.050082475894669e-06,2.713247715391276e-08
1971,5.876271444549275e-06,2.2095109963871096e-08
1972,6.541963429640418e-06,1.5903454997356903e-08
1973,5.0732499232708506e-06,1.9296213626951442e-08
1974,4.585403601709004e-06,1.9126942918390455e-08
1975,4.721109391425671e-06,7.996072248772634e-09
1976,4.519970971728071e-06,1.542652228181396e-08
1977,4.415226314335996e-06,1.939338006851088e-08
1978,5.114255031912762e-06,1.247524139547096e-08
1979,4.951940042019487e-06,1.2874340926671834e-08
1980,5.413400359088882e-06,6.2536656408873625e-09
1981,4.873835862895248e-06,1.4548763582755697e-08
1982,5.115602419891729e-06,2.1726258125909226e-08
1983,4.882370973291472e-06,1.8945947699577914e-08
1984,5.046877220138413e-06,2.5515637880335618e-08
1985,5.179997273785375e-06,1.6843561989610123e-08
1986,5.016185426143238e-06,1.3787316288649265e-08
1987,5.203360785799305e-06,1.4665960890170027e-08
1988,5.178624036261681e-06,1.8589316752581908e-08
1989,5.061695119934484e-06,1.81108031904742e-08
1990,5.818069581664531e-06,1.8525413314485206e-08
1991,5.1405048679953325e-06,1.75843961613964e-08
1992,5.452089823165807e-06,1.4325854780228298e-08
1993,5.5995845684719825e-06,1.772546376344053e-08
1994,5.272289257618468e-06,1.3187316072471589e-08
1995,5.391543055566217e-06,1.7351842074297963e-08
1996,5.478483871002027e-06,1.1743803041142087e-08
1997,5.283494147079182e-06,1.7261620133268707e-08
1998,5.590154614765197e-06,1.4304387896402204e-08
1999,5.475100977037073e-06,1.3710603097294438e-08
2000,5.253481276668026e-06,1.1045078740501424e-08
2001,5.190859752701726e-06,1.0076787043677982e-08
2002,5.641260713673546e-06,1.7524885875808138e-08
2003,5.425333540642896e-06,1.5417615628621206e-08
2004,5.127617541234031e-06,1.3654853248112886e-08
2005,5.461246843196932e-06,1.2610498645315715e-08
2006,5.803754049793497e-06,1.317724773741702e-08
2007,5.238759641201796e-06,1.6776813938079727e-08
2008,4.852204071426058e-06,1.4475295073701488e-08
2009,4.872139058420544e-06,1.3827758049700378e-08
2010,4.029395540783298e-06,1.747803468621356e-08
2011,3.671013146799851e-06,2.141424360058153e-08
2012,3.712337630190632e-06,3.2680825490238874e-08
2013,3.5882093101236023e-06,2.2870825011622742e-08
2014,4.054362918282095e-06,2.8150787700909063e-08
2015,5.91559656015761e-06,2.8593823142575303e-08
2016,3.9347175828652325e-06,2.651315345048033e-08
2017,3.2094168389562583e-06,1.735771762434446e-08
2018,3.6148277686720576e-06,2.0135441147761668e-08
2019,3.592045850098202e-06,2.040790292312522e-08
