year,rien_PRON eu_VERB,rien_PRON lu_VERB
1800,5.282196298139752e-07,2.263798393187244e-07
1801,6.667311254204833e-07,1.5477687043130572e-07
1802,4.050490645113314e-07,1.2308120744819462e-07
1803,5.012371957491268e-07,1.014176405078615e-07
1804,7.118930511751387e-07,1.7797326279378467e-07
1805,5.970043162051297e-07,1.8762992226584174e-07
1806,6.166771981952479e-07,2.535868759423465e-07
1807,4.185023954050848e-07,2.2490945639219717e-07
1808,4.826737836083339e-07,1.6089124699192325e-07
1809,5.218360570324876e-07,1.7620438086396462e-07
1810,8.471258752251742e-07,1.8018975822542416e-07
1811,4.83865790101845e-07,3.5349782478988345e-07
1812,6.507988246085006e-07,3.5207148130211863e-07
1813,5.5501811857539e-07,3.853493808492203e-07
1814,5.726952281293052e-07,1.5733385794192145e-07
1815,6.9048923023729e-07,1.8880564311984926e-07
1816,8.111613851724542e-07,1.5296186006708012e-07
1817,9.450221796214464e-07,2.1017791596023017e-07
1818,7.808371265127789e-07,3.075663812523999e-07
1819,6.158874725770147e-07,1.72862542058283e-07
1820,6.823226499363955e-07,2.1359666391163046e-07
1821,7.060825737426057e-07,2.968307910578005e-07
1822,8.140800105138624e-07,1.6542266223495972e-07
1823,7.827088097656087e-07,1.8974759541379171e-07
1824,7.663212500119698e-07,1.6758013998696697e-07
1825,6.61288765968493e-07,1.937197424695114e-07
1826,7.019963277343777e-07,1.532589237740467e-07
1827,5.7607957160144e-07,1.44711179927981e-07
1828,7.741422223261907e-07,1.8711494931267225e-07
1829,7.733004849796998e-07,2.503367397821421e-07
1830,7.023990633570065e-07,2.1291144491897285e-07
1831,6.64185392906802e-07,1.933309619062129e-07
1832,6.480855176960176e-07,3.030713173757249e-07
1833,7.10076449195185e-07,1.8765477705073863e-07
1834,6.347481189550308e-07,1.7268882857024437e-07
1835,6.39080951714277e-07,1.8075780872095493e-07
1836,7.661654990442912e-07,1.834764731256655e-07
1837,6.749154408680624e-07,1.5307360001770576e-07
1838,7.145367248995171e-07,1.117252637072852e-07
1839,7.536810358033108e-07,1.0137639350205063e-07
1840,7.299663025150949e-07,1.4713981499880902e-07
1841,6.099521101532446e-07,1.483146689906789e-07
1842,5.977063892714796e-07,1.3215282024248154e-07
1843,6.137280479379115e-07,1.9610945400927449e-07
1844,6.668602168247162e-07,1.394094510942523e-07
1845,6.249855459827813e-07,1.400637188453402e-07
1846,7.886013122515578e-07,1.8383134658961353e-07
1847,5.312325015438546e-07,8.089835290547853e-08
1848,7.667096042496269e-07,1.3918233321419393e-07
1849,7.298470450223249e-07,1.3658446107456257e-07
1850,7.508629664698674e-07,1.0794503424449431e-07
1851,6.05602281211759e-07,1.8767866549751488e-07
1852,7.044409926493245e-07,1.2565352847104805e-07
1853,6.60495686588547e-07,1.0630038360659455e-07
1854,7.43499583677476e-07,1.283329140733258e-07
1855,7.371335755124164e-07,1.9582597587941564e-07
1856,8.909942721402331e-07,1.4444357532283902e-07
1857,7.722547366029175e-07,1.557201443347367e-07
1858,6.342203846543271e-07,2.0406629630542739e-07
1859,7.847039000807854e-07,2.3423997674854036e-07
1860,7.154138188525394e-07,2.4030214262893423e-07
1861,7.21070875897567e-07,1.9901366954400146e-07
1862,9.04049045402644e-07,2.1957413309792173e-07
1863,8.385968612856232e-07,2.1277084272242064e-07
1864,7.930480023787823e-07,1.774049280811596e-07
1865,8.477026653963549e-07,2.071011522275512e-07
1866,7.648743576282868e-07,1.9851700017170515e-07
1867,7.706264568696497e-07,1.7906874916207016e-07
1868,7.558007268926303e-07,1.383164800472514e-07
1869,7.916184472378518e-07,1.523657999769057e-07
1870,6.617092367378063e-07,1.4564483308276976e-07
1871,8.018988637559232e-07,1.327647112248087e-07
1872,8.061103358159016e-07,1.7900124760217295e-07
1873,8.027232070162427e-07,1.2391029713398893e-07
1874,7.468261173926294e-07,1.6669159208504425e-07
1875,7.066086027407437e-07,1.9853699484428944e-07
1876,6.584110110452457e-07,1.771482374124389e-07
1877,6.704340762553329e-07,2.0162499936304812e-07
1878,5.712977895200311e-07,1.932508411073286e-07
1879,7.490032771784172e-07,1.8877814511597535e-07
1880,7.040377454359259e-07,1.809832639310116e-07
1881,7.404802886412654e-07,2.112669790221844e-07
1882,6.86170210428827e-07,1.8967847381645697e-07
1883,6.527877189910214e-07,1.6240700517755613e-07
1884,6.925180286998511e-07,1.425966615897778e-07
1885,6.239375238692446e-07,1.443822412738882e-07
1886,6.55026610729692e-07,1.755342111664504e-07
1887,6.365701779031951e-07,1.1947932421207952e-07
1888,6.911270133969083e-07,1.4393195613138232e-07
1889,6.559598091371299e-07,1.4723070762556745e-07
1890,5.997263770041172e-07,1.376421181475962e-07
1891,6.272232440096559e-07,1.5234385841722542e-07
1892,6.11806797223835e-07,1.259971043054975e-07
1893,6.127624487817229e-07,1.2932675019783346e-07
1894,7.001009976193018e-07,1.7140186514552624e-07
1895,6.289452016972064e-07,1.0773320013868215e-07
1896,6.292129910434596e-07,1.6688592552327464e-07
1897,6.042301947672968e-07,1.3401441378846357e-07
1898,6.603299880225677e-07,1.9917409588288137e-07
1899,6.378825219144346e-07,1.4979737272824423e-07
1900,5.788024282082915e-07,1.199133237150818e-07
1901,6.717664291500114e-07,1.4307171625205228e-07
1902,6.152585569907387e-07,1.3846999991073972e-07
1903,6.507265197797096e-07,1.3716559976728604e-07
1904,5.869090955457068e-07,1.3597801284959132e-07
1905,5.774889473286748e-07,1.708211243567348e-07
1906,6.332491011562524e-07,1.2603251775544777e-07
1907,6.413125674953335e-07,1.6199956576201657e-07
1908,6.812096557951008e-07,1.841770966848344e-07
1909,6.430649932553933e-07,1.864833478748551e-07
1910,6.509175705105008e-07,1.923894217270572e-07
1911,5.841770871484187e-07,1.7770049964838108e-07
1912,6.121069873188389e-07,1.8545539148817625e-07
1913,5.440867312245246e-07,1.712865724812218e-07
1914,5.819470061396714e-07,1.868391450443596e-07
1915,6.37339212516963e-07,1.4372530188211385e-07
1916,7.185799972830864e-07,1.274545553542339e-07
1917,6.667585807917931e-07,1.1734073979141613e-07
1918,6.191156671775389e-07,1.1486376649827434e-07
1919,6.648066346315318e-07,1.887608931383511e-07
1920,5.770040729657921e-07,1.5144463816341158e-07
1921,5.778006197942887e-07,2.1052237286767195e-07
1922,6.905747795826755e-07,1.7780824634883174e-07
1923,6.624351840400777e-07,2.632755240483675e-07
1924,6.484486902991193e-07,1.959526940709111e-07
1925,6.400939582817955e-07,2.485588197487232e-07
1926,6.096937568145222e-07,2.831119161328388e-07
1927,6.644938252975408e-07,2.7873062435901375e-07
1928,5.610186235571746e-07,2.33091242307637e-07
1929,6.238627747734427e-07,2.5511531021038536e-07
1930,6.753817274329776e-07,2.1427351271086081e-07
1931,5.919380328123225e-07,1.7222087933532748e-07
1932,6.279814215304214e-07,1.5891328075667843e-07
1933,6.756220045645023e-07,1.686187403038275e-07
1934,5.415674309006135e-07,1.9889422731012019e-07
1935,5.708871526621806e-07,2.14232287021332e-07
1936,6.159355052659521e-07,1.5519634644078906e-07
1937,5.527500661628437e-07,1.4605697629122005e-07
1938,5.199050860937859e-07,1.711408259552627e-07
1939,5.138800815984723e-07,2.1717551135225222e-07
1940,5.705511512132944e-07,1.572185368559076e-07
1941,8.087117180366477e-07,1.9775067983118788e-07
1942,6.311160518635006e-07,2.3363431012057845e-07
1943,5.167758558854985e-07,2.6129117713935557e-07
1944,7.133273243198346e-07,1.5744612369417155e-07
1945,7.624764180036436e-07,1.8517283706387389e-07
1946,6.682130333501846e-07,1.8375857280261698e-07
1947,6.663767067038862e-07,2.670275023319846e-07
1948,5.685997166438028e-07,2.0874024642125732e-07
1949,6.125813456492324e-07,1.5020022203771077e-07
1950,6.912985099916114e-07,1.6803871005777182e-07
1951,6.599407811336278e-07,2.9318854899429425e-07
1952,6.021082867846417e-07,2.056236780845211e-07
1953,5.613164262285864e-07,2.3055990538978222e-07
1954,7.143723905755905e-07,2.394271234607004e-07
1955,5.988017619529273e-07,2.139918535704055e-07
1956,6.68911582124565e-07,2.319823693142098e-07
1957,5.027136467106175e-07,1.9878834223163722e-07
1958,4.988162913832639e-07,1.8612547592056217e-07
1959,6.673394068457128e-07,1.9996929268017993e-07
1960,5.723529170609254e-07,1.7232875393347058e-07
1961,6.433995736188081e-07,1.7300916965723445e-07
1962,6.062910529180954e-07,1.4903596934345842e-07
1963,5.994031084810558e-07,2.1402635752565402e-07
1964,6.534182261930255e-07,2.2571522606540384e-07
1965,6.139632660051575e-07,1.674445258004198e-07
1966,6.131755867500033e-07,1.706034993276262e-07
1967,6.532694669658667e-07,2.0707409476017347e-07
1968,6.072394285183691e-07,2.2142680222714262e-07
1969,5.913368568144506e-07,1.680450338881201e-07
1970,5.762202590631205e-07,1.8348913499721675e-07
1971,5.400455620474531e-07,1.7830238618898875e-07
1972,5.145537329553918e-07,1.8673735269203462e-07
1973,5.821943318551348e-07,1.659474406778827e-07
1974,5.085516932012979e-07,1.4851509888558212e-07
1975,4.466377561129775e-07,1.5420997101500689e-07
1976,4.5022591166343773e-07,1.816901544771099e-07
1977,4.889482738690276e-07,1.5573472467167448e-07
1978,5.762373689321976e-07,1.5683161791457678e-07
1979,5.506706770574965e-07,1.5741808567781845e-07
1980,5.429319003269484e-07,1.5236203410040616e-07
1981,5.047788249612495e-07,1.6825961779431964e-07
1982,5.437772188088275e-07,1.5394606123209087e-07
1983,4.6607033254986163e-07,1.6546128733807564e-07
1984,5.358284056455886e-07,1.443953152602262e-07
1985,4.896664336229151e-07,1.4978739670823416e-07
1986,5.718738975701854e-07,1.6664669999499893e-07
1987,4.7419939619430806e-07,1.3810445409490058e-07
1988,5.199012207413034e-07,1.4391729052931623e-07
1989,5.339942958926258e-07,1.4653285518306802e-07
1990,4.958272370458872e-07,1.7163250731755397e-07
1991,5.720789886254352e-07,1.5474267911486095e-07
1992,5.664222726409207e-07,1.4821749516613636e-07
1993,5.517050567505066e-07,1.5786741869305843e-07
1994,5.338225719242473e-07,1.8989736361163523e-07
1995,5.173018280402175e-07,1.5128637187444838e-07
1996,4.4893354811392783e-07,1.564061022918395e-07
1997,4.775715183313878e-07,1.337775614729253e-07
1998,5.044680619903374e-07,1.6402364622081222e-07
1999,4.757579290526337e-07,1.7686679143480433e-07
2000,5.049810170021374e-07,1.7716305933390686e-07
2001,5.09096821588173e-07,1.5290429189462884e-07
2002,5.200510031500016e-07,1.6692453641553584e-07
2003,5.89202898026997e-07,1.5292607713490725e-07
2004,5.488369652084657e-07,1.5020337684745755e-07
2005,5.634190642922476e-07,1.603334851552063e-07
2006,5.822696493851254e-07,1.8283431302279496e-07
2007,6.754664809704991e-07,1.6297475724513788e-07
2008,7.254677143464505e-07,1.5454506296919135e-07
2009,7.209507089100953e-07,1.8405222590445192e-07
2010,9.10747303350945e-07,1.7666985741016106e-07
2011,9.16223712010833e-07,1.533412756771213e-07
2012,1.1591480415518163e-06,2.1412749617866211e-07
2013,1.224425886903191e-06,2.222932664608379e-07
2014,1.3159410627849866e-06,2.5660526148385543e-07
2015,1.2989131619178806e-06,2.458181995734776e-07
2016,1.2587534001795575e-06,2.4255390940197685e-07
2017,1.2761696552843205e-06,1.9948798524183076e-07
2018,1.436328034287726e-06,2.1890838297622395e-07
2019,1.3265135976325837e-06,2.1887474588311306e-07
