year,son_DET amas_NOUN,son_DET lama_NOUN
1845,8.37034175305007e-09,7.254296274794569e-09
1846,7.025401593807601e-09,0.0
1847,2.1572894581822766e-08,1.0786447290911383e-09
1848,2.574470947536156e-08,0.0
1849,9.217356655710773e-09,1.6758829879393033e-09
1850,1.765138968323754e-08,7.467895635215882e-09
1851,1.5478653025979838e-08,0.0
1852,1.9531636752390114e-08,6.510545436100301e-10
1853,6.330247970254277e-08,1.7915795513800958e-09
1854,3.4810952342922974e-08,5.195664454227256e-10
1855,9.552486801567284e-09,1.5920811335945473e-09
1856,1.3978411317339123e-08,0.0
1857,1.5620829074691756e-08,9.763018171682347e-10
1858,3.9149408159744326e-09,5.872411001917044e-09
1859,1.3748867822016564e-08,0.0
1860,1.327383358784573e-08,3.204028764525191e-09
1861,2.8295781717702084e-08,1.4147891747029462e-09
1862,1.536115412648087e-08,0.0
1863,1.9479021062807078e-08,0.0
1864,6.233146443435089e-09,4.794727948009836e-10
1865,9.413688495385486e-09,0.0
1866,6.3252967308358166e-09,7.784980660119345e-09
1867,4.0278337110066786e-08,9.7056229719783e-10
1868,1.2102691471227445e-07,1.975949626142892e-09
1869,7.032267745898935e-08,0.0
1870,1.204150201772336e-08,2.8670243956696595e-09
1871,2.1242354542039266e-09,0.0
1872,3.8702971494330995e-08,0.0
1873,7.003625057677709e-08,0.0
1874,2.5093358502203955e-08,0.0
1875,1.2587359599081083e-08,1.1443054281912168e-09
1876,5.38095328295185e-08,6.04601479992084e-10
1877,1.5462040536817767e-08,1.8554447978047506e-09
1878,3.865016834359025e-08,4.22736201599605e-09
1879,2.627009876299269e-08,6.109325489944695e-09
1880,8.984984756210679e-09,2.5671385017744797e-09
1881,2.370652524286143e-08,3.486253785656146e-09
1882,5.989846840748214e-09,0.0
1883,5.687405213450347e-09,5.6874050469168935e-09
1884,1.9805090900604227e-08,1.9805090900604227e-09
1885,1.8692343672910283e-08,0.0
1886,1.2261581083805595e-08,6.453463874400711e-10
1887,4.570247291724172e-09,3.264462256069578e-09
1888,1.775372027168487e-08,0.0
1889,2.944614330147033e-08,1.8795409673089125e-09
1890,1.0487018364813139e-08,6.554386478008212e-10
1891,1.2748440525456317e-08,0.0
1892,1.3790726782758611e-08,0.0
1893,1.539604177480669e-08,0.0
1894,2.3945849747519787e-08,6.301539290376468e-10
1895,9.629783193076946e-09,6.018614495673091e-10
1896,2.1229304536518612e-08,0.0
1897,2.855089675790623e-08,1.1653427112179315e-09
1898,9.05336783318944e-09,0.0
1899,1.713549302451156e-08,1.1055156790007459e-09
1900,6.22926377147337e-09,0.0
1901,1.0618603774048552e-08,1.0059729937950124e-08
1902,5.892340837476695e-09,0.0
1903,1.2960528428251905e-08,1.6200660812870638e-09
1904,1.6123875568041512e-09,0.0
1905,9.28936660926638e-09,0.0
1906,1.9547901075611662e-08,0.0
1907,6.685696440911215e-09,5.142843373384665e-10
1908,1.5716444368152338e-08,4.911389073214423e-09
1909,6.60118004702781e-09,1.6502950117569526e-09
1910,1.1757131934686527e-08,0.0
1911,9.576673676292558e-09,5.320374141248863e-10
1912,1.82329742415277e-08,1.5628263128064646e-09
1913,8.484783542428431e-09,0.0
1914,8.036092680185902e-09,0.0
1915,3.534228465440492e-09,0.0
1916,8.789969641043172e-09,0.0
1917,7.676496771580332e-09,0.0
1918,1.033773866510046e-08,0.0
1919,2.6702760891339494e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.2873670629520717e-08,1.5145494858259667e-09
1922,1.3280283539529592e-08,0.0
1923,3.290943828559989e-08,0.0
1924,1.933743654092268e-08,2.578324886925998e-09
1925,3.519416935660047e-08,1.8696901804560184e-08
1926,1.671920735191179e-08,1.0031524944054127e-08
1927,1.4493992672726108e-08,1.0034302277972529e-08
1928,2.2852082892654835e-08,3.4278122562625413e-09
1929,6.684243825105796e-09,8.912324878096456e-09
1930,1.1553964007759987e-08,7.352522590764465e-09
1931,2.2810713318222042e-08,2.2810713318222042e-09
1932,1.9727165900818022e-08,1.0959536389520963e-08
1933,3.2117854820157277e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,5.0266791618014395e-08,0.0
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,1.1668692678767911e-08,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,2.178504043826024e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,1.7395020535104777e-08,8.697510267552389e-09
1949,1.8652315247891238e-08,1.9634016634739737e-09
1950,1.0635361036293034e-08,1.0635361480382244e-09
1951,1.3859822622919182e-08,3.1984206394497505e-09
1952,2.1089608281954497e-08,0.0
1953,2.1547654771580937e-09,0.0
1954,5.863521668203475e-09,4.886268056836229e-09
1955,8.447047505910632e-09,4.6928039232341234e-09
1956,1.9186511934776718e-08,2.616342476002842e-09
1957,1.8553579672619946e-08,1.7670075402875796e-09
1958,1.9026160036350603e-08,9.926692356998501e-09
1959,1.3176270963199954e-08,6.975673150222406e-09
1960,1.038124963770315e-08,4.152500121534786e-09
1961,1.459113452284555e-08,2.0844477810477713e-09
1962,4.43936931660005e-09,3.805173953708163e-09
1963,1.5518526907953856e-08,0.0
1964,7.30076216148845e-09,2.433587276140514e-09
1965,7.1136563306595235e-09,0.0
1966,1.4401594028434772e-08,5.539074754423723e-10
1967,5.275459002973548e-08,7.395503209828291e-09
1968,1.0779397818794223e-08,1.7965663401398047e-09
1969,8.629339909305145e-09,2.2708788738334817e-09
1970,1.103694025061941e-08,9.197450023812337e-10
1971,7.707596338946132e-09,4.6245578477766e-09
1972,3.5911027485013847e-09,1.3851396474251487e-08
1973,1.6539611902288698e-09,2.7566018356850464e-09
1974,8.438357568252286e-09,3.937900283634832e-09
1975,1.028066431985053e-08,2.2845920710778955e-09
1976,7.998937512354587e-09,1.142705374768127e-09
1977,4.11374712072643e-09,2.3507127355770763e-09
1978,3.5643548113029055e-09,5.940591352171509e-10
1979,2.925986564150662e-09,5.851973350345929e-10
1980,1.762396628635088e-08,3.411090521154847e-09
1981,9.488324570483542e-09,1.2651099057237047e-09
1982,8.690503427999374e-09,2.483000915987077e-09
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,5.799008662155103e-09,1.739702604197646e-09
1985,1.3234227935754461e-08,3.6093347199894765e-09
1986,1.0790073723399018e-08,3.5966913891627428e-09
1987,4.277571630240118e-09,8.555143982125202e-09
1988,5.99655392008458e-09,4.797243047249822e-09
1989,1.0427432473036902e-08,3.292873196336643e-09
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,7.6199047072123e-09,0.0
1992,1.98357992808873e-08,1.65298330578878e-09
1993,1.994114740000441e-08,4.4313659408601325e-09
1994,5.274926717646622e-09,8.439882570598911e-09
1995,4.880205572987961e-09,3.253470381991974e-09
1996,7.473328622609188e-09,5.338092190498855e-10
1997,1.102825741838842e-08,4.79489448146353e-10
1998,8.582632382569955e-09,2.3840645013706308e-09
1999,5.484241505371301e-09,4.113180906983871e-09
2000,1.8555732950176207e-08,7.068850504943214e-09
2001,9.20054432640427e-09,1.7524847129024579e-09
2002,7.448076377869484e-09,8.76244299341522e-10
2003,5.000307723435071e-09,3.333538334260311e-09
2004,7.047666006343434e-09,6.166707866572807e-09
2005,6.305249655724765e-09,9.007499190971657e-10
2006,9.471146533712727e-09,2.3060183984568994e-08
2007,1.3181781888249589e-08,8.38840730210677e-09
2008,5.108927586539025e-09,2.980207747249608e-09
2009,7.1522885392028e-09,9.53638501499654e-10
2010,1.1337103367203838e-08,3.7790344187271785e-09
2011,7.647943611743813e-09,9.942326961720482e-09
2012,1.6680837933158443e-08,3.948932980613051e-08
2013,1.8687137171014e-08,4.183687674075287e-09
2014,1.4075393697798866e-08,1.2992671272193945e-08
2015,1.0861219479352258e-08,5.319781060109108e-09
2016,1.760639115055973e-08,8.078226365615393e-09
2017,1.4338984222206363e-08,7.54683426862357e-09
2018,2.1168026720363997e-08,1.11003066738391e-08
2019,1.9387506156043344e-08,8.4182593118598e-09
