year,en_ADP oie_NOUN,en_ADP loi_NOUN
1840,5.732719632334238e-09,1.1210651904569602e-06
1841,2.3113974734201292e-08,1.1659716561140954e-06
1842,1.341653010911159e-09,1.1061928759659168e-06
1843,1.7720733214154905e-09,1.1991029467139924e-06
1844,3.2931368743049916e-09,1.1366810093171864e-06
1845,3.9061593959388574e-09,1.5752983633099404e-06
1846,2.9272506640865004e-09,1.3693678635462447e-06
1847,7.011190739092399e-09,1.1654756733037175e-06
1848,4.82713291560799e-09,9.533587981280789e-07
1849,1.9272654583346593e-08,1.2175289865190564e-06
1850,6.788996032014438e-09,1.0326062902521471e-06
1851,1.0964046337491595e-08,1.3195551407108042e-06
1852,5.208436348880241e-09,1.0332235689247682e-06
1853,1.791579506971175e-08,9.578978783508774e-07
1854,7.79349651480743e-09,9.897740262942989e-07
1855,1.0083180512765466e-08,7.886108406296444e-07
1856,1.3978411317339123e-08,9.267168890048083e-07
1857,1.4156376515472857e-08,8.48894447624815e-07
1858,1.5659763041853125e-08,8.823297643623107e-07
1859,2.036869339860914e-09,8.875658430440581e-07
1860,4.57718396518203e-09,8.60968286886532e-07
1861,7.073945706981277e-09,8.521746306389133e-07
1862,1.490935469528054e-08,8.832662894420196e-07
1863,3.9956967790022446e-08,1.0114106654413035e-06
1864,1.4384183844029508e-09,1.062511722604853e-06
1865,1.3179164426446732e-08,8.707661973694769e-07
1866,1.702964580463373e-08,8.675387649370592e-07
1867,1.4073153309368536e-08,1.0079288941255982e-06
1868,1.2349685274415378e-08,7.750662405214825e-07
1869,2.24641887314192e-08,8.888004847662501e-07
1870,9.17447806614291e-09,8.996722664633694e-07
1871,2.2304472935275044e-08,6.701962895760971e-07
1872,7.256807155187062e-09,8.188097169181674e-07
1873,2.5141218329416404e-08,9.505775127038874e-07
1874,1.1949218503559678e-08,7.671398241093641e-07
1875,9.7265964171811e-09,7.798441385986621e-07
1876,2.1161051577678336e-08,7.738899119313913e-07
1877,2.2265337129567797e-08,8.510306894748965e-07
1878,2.1740719446938783e-08,7.301258140302025e-07
1879,1.5273313280772527e-08,1.0416399849333402e-06
1880,1.6044615858135103e-08,7.91320445614474e-07
1881,2.1614772693911988e-08,6.428651877499192e-07
1882,3.327692410515226e-08,7.380822095726103e-07
1883,8.847074184359371e-09,8.006602225663073e-07
1884,1.4523733327109767e-08,6.535680032726532e-07
1885,1.546952527187173e-08,6.96128647170724e-07
1886,2.0005737511041843e-08,7.002008093337508e-07
1887,2.0239665943222462e-08,8.572477807611278e-07
1888,3.1703073499755874e-09,6.663985834265418e-07
1889,1.3783300722991498e-08,7.480573023244119e-07
1890,7.865263995654459e-09,6.416744091630733e-07
1891,1.0836173736095134e-08,7.177371861288862e-07
1892,7.522214628963297e-09,6.199558755248802e-07
1893,1.2932674486876294e-08,6.780416588192395e-07
1894,8.192001077489408e-09,6.944296362387803e-07
1895,9.629783193076946e-09,6.704736792428889e-07
1896,2.94851448812139e-09,6.598775303956472e-07
1897,8.740070001067579e-09,7.644648145621602e-07
1898,3.960848538042683e-09,6.161948484795232e-07
1899,7.738609753005221e-09,6.07480853176412e-07
1900,8.30568502863116e-09,6.504389693517965e-07
1901,1.620734302321125e-08,7.125642342842298e-07
1902,7.365425880312415e-09,5.862879195461801e-07
1903,9.1803746826713e-09,5.567626817359894e-07
1904,4.837162670412454e-09,6.196943074243677e-07
1905,1.4450125374043665e-08,7.065079183909972e-07
1906,1.0288368990085672e-08,5.298509870854673e-07
1907,1.2342823652033985e-08,6.495410911355748e-07
1908,1.7680999775393502e-08,5.677565502182347e-07
1909,5.500983557560346e-10,6.227113438228571e-07
1910,1.4963622119168463e-08,5.905286606378013e-07
1911,5.3203743632934675e-09,6.038624471571552e-07
1912,9.376957876838787e-09,6.412797484145472e-07
1913,1.0075680734189518e-08,6.718888201362461e-07
1914,6.696743604095445e-09,7.346327928203777e-07
1915,1.6493066468115103e-08,1.2134184634859935e-06
1916,1.0987462051303964e-09,9.998589982629369e-07
1917,1.315970976634162e-08,7.676497006947613e-07
1918,4.594550517822427e-09,9.131669145290289e-07
1919,8.287063479883727e-09,8.222608798291731e-07
1920,1.0601124866838063e-08,8.215871205585756e-07
1921,5.300923255902035e-09,7.330419435902513e-07
1922,3.6889677978990676e-09,5.526073900696815e-07
1923,7.431163684401554e-09,8.195511931319288e-07
1924,9.024137215263295e-09,7.296659587652243e-07
1925,1.2097995494286806e-08,6.82986865285784e-07
1926,2.229227691330493e-09,1.042163941811225e-06
1927,1.0034302277972529e-08,1.0937389536280762e-06
1928,2.2852082337543322e-08,8.740921790817424e-07
1929,6.684243603061191e-09,7.798284329396665e-07
1930,1.3654684494213143e-08,6.68029187522734e-07
1931,1.1405356659111021e-08,7.67580516480848e-07
1932,5.4797681947604815e-09,9.62247326263821e-07
1933,1.1470662641954732e-08,6.882397585172839e-07
1934,1.3179738189705859e-08,9.225816892666217e-07
1935,2.393656828303392e-09,1.2482920723755342e-06
1936,2.424942913137329e-09,1.0318132179776285e-06
1937,5.0364472592434595e-09,9.380383065860087e-07
1938,9.075650453382877e-09,7.351276343214863e-07
1939,1.3764645423464117e-08,7.004674849042658e-07
1940,1.2678914806940611e-08,7.429844037787348e-07
1941,2.9515025978810172e-09,6.345730589885079e-07
1942,0.0,5.704318333243918e-07
1943,5.806470415592457e-09,4.964532402951249e-07
1944,3.2131861615880553e-09,6.008657962297548e-07
1945,8.714016175304096e-09,4.749138864390545e-07
1946,2.7842208538686464e-09,7.336422136461351e-07
1947,2.3841741914054637e-09,3.5524195185487883e-07
1948,3.2615663503321457e-09,3.7834170818484836e-07
1949,9.817008539414473e-09,4.152594446082958e-07
1950,8.508289184305795e-09,3.105525552271615e-07
1951,5.330700769690111e-09,3.123790697223683e-07
1952,3.1634410646574906e-09,3.4270611903863823e-07
1953,3.232148326759443e-09,3.6523276047972786e-07
1954,4.886268278880834e-09,2.374726300047314e-07
1955,3.754243138587299e-09,3.4539038162861857e-07
1956,9.593255967388359e-09,2.912861223336449e-07
1957,1.5903067307476704e-08,2.7300266225438463e-07
1958,9.099467679352102e-09,2.96146324574309e-07
1959,3.100299128533379e-09,2.9220320119094367e-07
1960,8.997083078554624e-09,2.6783624307302745e-07
1961,8.33779090214648e-09,2.911278871309264e-07
1962,8.24454354786397e-09,3.228055884818559e-07
1963,1.0345685197421517e-08,2.5799551028882206e-07
1964,4.867174663303331e-09,3.5834572820192534e-07
1965,2.73602163147757e-09,3.4473871934892486e-07
1966,3.323444985880997e-08,3.445304592730736e-07
1967,1.7256174267288316e-08,4.259809838202955e-07
1968,1.4372530721118437e-08,3.530252916661425e-07
1969,9.083515217778171e-09,4.137541234072728e-07
1970,1.3796175091229657e-08,4.0560754399621146e-07
1971,1.6956711590410123e-08,3.5095255945805093e-07
1972,1.1799337673590315e-08,2.883142453669052e-07
1973,1.047508757512361e-08,3.31894863592197e-07
1974,1.4626486743996026e-08,3.6791239921285523e-07
1975,1.4849848462006321e-08,3.546829203671109e-07
1976,9.141642998145016e-09,3.416689020596664e-07
1977,1.1753563455840776e-08,2.809101617984311e-07
1978,2.1386129422928946e-08,3.4871270493397333e-07
1979,1.2289143924704149e-08,3.809634736562373e-07
1980,8.527726080842513e-09,5.565762766224225e-07
1981,9.48832401537203e-09,3.3398902488102067e-07
1982,1.1173504455008754e-08,3.743123988542152e-07
1983,8.209910973278056e-09,3.429216501871224e-07
1984,8.69851302098823e-09,4.952353265252896e-07
1985,4.812446441349039e-09,3.2784790882089965e-07
1986,1.1988970816112499e-08,3.4887906252834e-07
1987,9.777306964053878e-09,3.49538709976116e-07
1988,5.99655392008458e-09,4.227570382653312e-07
1989,6.585746614717891e-09,3.9294954756741163e-07
1990,1.0897301727652575e-08,4.2336019134836533e-07
1991,4.68917216167597e-09,3.9154588016288017e-07
1992,8.264916362410446e-09,4.810181248871004e-07
1993,4.4313659408601325e-09,6.342392353531068e-07
1994,9.494867947434926e-09,3.702998423449344e-07
1995,7.591431483433553e-09,3.6330421249175515e-07
1996,8.007138063703678e-09,4.782930478341996e-07
1997,1.054876808126437e-08,3.6824789084732856e-07
1998,7.629006759657386e-09,3.6380825196857813e-07
1999,6.8553016596695215e-09,4.190874474119255e-07
2000,1.060327570190367e-08,3.9011218788687074e-07
2001,5.695575122643959e-09,4.2979686654120997e-07
2002,1.3581786362237835e-08,4.0219613417491473e-07
2003,1.1250691767106247e-08,4.16692298443877e-07
2004,9.690541008522402e-09,4.118479743908665e-07
2005,8.557123898356167e-09,3.684067255704804e-07
2006,1.1530091548195287e-08,5.12265522445432e-07
2007,1.0385647009059085e-08,3.4432413542617724e-07
2008,1.1920831433087642e-08,3.261198839865642e-07
2009,8.105927484791664e-09,3.633362757327063e-07
2010,4.251413721068076e-09,2.758695245574927e-07
2011,7.647943611743813e-09,2.5735331155019026e-07
2012,1.1234033758800166e-08,3.0468061273936087e-07
2013,9.483025031897796e-09,2.68034917816351e-07
2014,9.094869662940042e-09,2.966659908842928e-07
2015,1.2634479421014255e-08,3.1076386974859815e-07
2016,1.0356700386182638e-08,3.0179423093912305e-07
2017,1.1068689659277098e-08,2.7294381776954424e-07
2018,1.290733386838383e-08,2.6408405240374577e-07
2019,8.163161147045628e-09,1.885179941041315e-07
