year,en_ADP eaux_NOUN,en_ADP lot_NOUN
1861,2.0090005414807877e-07,1.7449064970698203e-08
1862,2.177669320979625e-07,1.4005757553725573e-08
1863,2.062778469147375e-07,1.2986014485960595e-08
1864,2.1624223289773425e-07,1.0548401596643942e-08
1865,1.8968582082834473e-07,9.884373042279293e-09
1866,1.965707678852624e-07,1.2650594016783145e-08
1867,2.406994568104892e-07,1.358787216076962e-08
1868,2.7317504580626206e-07,1.1361710461343932e-08
1869,1.982708842662717e-07,1.5138909681411405e-08
1870,2.339491849134845e-07,1.2614907340946502e-08
1871,1.561313054398994e-07,2.54908245622687e-08
1872,2.2677521704927983e-07,6.652073447632745e-09
1873,3.63949070603109e-07,8.3804060357906e-09
1874,2.0014940327328645e-07,1.852128866941527e-08
1875,1.8080025182554138e-07,1.1443054059867563e-08
1876,2.0919211096703805e-07,1.3905833817773328e-08
1877,2.739873469215226e-07,1.917292979936036e-08
1878,3.7261177632252895e-07,1.6305538974581424e-08
1879,2.736977664508089e-07,2.5659166791314192e-08
1880,2.182067788680797e-07,2.6954954268632036e-08
1881,3.221298540134754e-07,1.8128519574389657e-08
1882,2.555667919512672e-07,2.1962770935246567e-08
1883,2.622525638873441e-07,1.9589950994713945e-08
1884,3.9082045955041167e-07,2.3105938495859846e-08
1885,3.5322082769795315e-07,2.3204288490674685e-08
1886,3.0331280659323667e-07,1.2261581527894805e-08
1887,3.597437401858805e-07,2.742148363932273e-08
1888,3.322482216017164e-07,2.5996521157978236e-08
1889,4.0096875753015127e-07,4.3855956533001006e-08
1890,3.742554722241387e-07,2.6872985448012088e-08
1891,3.2189812004812524e-07,2.2947192368505398e-08
1892,4.0557275227115497e-07,3.5103669304703544e-08
1893,3.9044360389262067e-07,2.771287466174499e-08
1894,3.8124313794796194e-07,2.5206157383550476e-08
1895,3.334312401737094e-07,1.98614278357212e-08
1896,3.6915402534809516e-07,2.181900748965404e-08
1897,4.07287282677693e-07,3.37949380702085e-08
1898,3.825047872885179e-07,2.4330925274540505e-08
1899,4.151211463465643e-07,2.04520400615138e-08
1900,4.324147226952846e-07,5.710158623717376e-08
1901,4.7057182750442905e-07,4.191554126009578e-08
1902,4.4094348128354e-07,2.9461702077959728e-08
1903,5.346217943902332e-07,3.564145445444922e-08
1904,5.213386184976798e-07,2.6873125058557434e-08
1905,4.391805981107666e-07,3.509316176542043e-08
1906,5.267645146744826e-07,4.218231280939122e-08
1907,4.386845383619331e-07,3.188562897049607e-08
1908,3.934022714258134e-07,6.483033443416275e-08
1909,3.850688519158041e-07,6.821219766806053e-08
1910,3.7141846476185236e-07,5.6113581115013744e-08
1911,3.963678709695273e-07,5.267170455347525e-08
1912,3.1725375282398716e-07,5.574080813586235e-08
1913,3.855273434938411e-07,6.04540841830925e-08
1914,6.375300076744139e-07,5.089525245693949e-08
1915,3.4399825743491874e-07,4.358881788846247e-08
1916,3.8016619030578624e-07,1.3184954017475548e-08
1917,5.658675235054034e-07,6.5798544390816e-08
1918,5.099950879383641e-07,5.6283244731503146e-08
1919,5.672034761872169e-07,5.064316610514652e-08
1920,5.550446107172036e-07,3.7861157320406846e-08
1921,5.141895541571628e-07,6.512562844562808e-08
1922,3.5782986773646996e-07,5.2383342497019925e-08
1923,3.184784369558713e-07,5.8387716439511905e-08
1924,3.5709799539596077e-07,7.090393494557645e-08
1925,4.685223924383308e-07,1.066823269724182e-07
1926,5.04920076971338e-07,5.795991953050361e-08
1927,4.4819885358649003e-07,6.020581322374596e-08
1928,4.490434277748534e-07,6.627103810163959e-08
1929,5.926696364788597e-07,8.243900939675086e-08
1930,4.516549390043423e-07,3.361153066983036e-08
1931,4.7218176835173153e-07,5.5886246741465584e-08
1932,4.679722247491469e-07,1.9179189703066868e-07
1933,4.347380988534155e-07,6.194157542438461e-08
1934,3.9898663040105475e-07,4.7926318913482646e-08
1935,3.8896924436926383e-07,6.462873614054843e-08
1936,3.297922255285357e-07,3.6374142364792306e-08
1937,5.099403077579723e-07,6.799203822183131e-08
1938,5.108294457434326e-07,5.445390038882891e-08
1939,4.7411555925691573e-07,7.952906333485998e-08
1940,5.629437884735466e-07,4.3108308700468e-08
1941,3.423743151209635e-07,5.017554238762045e-08
1942,3.1859223770247524e-07,4.8547388331598995e-08
1943,3.367752867688978e-07,5.225823396237672e-08
1944,3.630900380358071e-07,6.105053707017305e-08
1945,4.095587566865788e-07,4.7927087631904897e-08
1946,3.3828283996228947e-07,4.5939644977011085e-08
1947,3.564340396167154e-07,5.1259746669529704e-08
1948,5.196762407067013e-07,4.240036366454092e-08
1949,5.438622689979411e-07,6.577395739171266e-08
1950,4.7008297099360163e-07,6.168509636417241e-08
1951,5.458637639677022e-07,3.838104611908477e-08
1952,6.516689001756504e-07,5.166953909174765e-08
1953,7.175369067802251e-07,8.942276563672635e-08
1954,7.163268911369869e-07,4.495366701107173e-08
1955,4.814816754183937e-07,6.945349850795424e-08
1956,8.729862583933823e-07,7.064124574185371e-08
1957,6.458412817877957e-07,9.365139891359675e-08
1958,6.047010234766503e-07,5.542403291869391e-08
1959,5.844063851734305e-07,7.595732753884477e-08
1960,6.637078948656949e-07,7.958958214704381e-08
1961,7.205240937224744e-07,8.337791157497776e-08
1962,6.836629276030237e-07,1.1859458537433198e-07
1963,5.72892338901454e-07,8.276548291163977e-08
1964,5.883197442546617e-07,9.490990870997251e-08
1965,5.198441286324851e-07,9.411914564383395e-08
1966,5.971122352121938e-07,9.914943854827385e-08
1967,7.913188326824638e-07,6.75455977816597e-08
1968,6.777546541769652e-07,1.0150599899505508e-07
1969,5.250271744028367e-07,8.583922228577734e-08
1970,5.509272362758111e-07,1.0347131307320012e-07
1971,6.433273935790851e-07,8.426971764841085e-08
1972,7.284808272167709e-07,8.618647084901454e-08
1973,6.505580549820422e-07,9.151918334282527e-08
1974,5.63682276411015e-07,7.594521767018136e-08
1975,5.87711319610662e-07,7.082235553568239e-08
1976,5.667818649968126e-07,7.541855295833955e-08
1977,5.782753529359752e-07,8.462565892486396e-08
1978,5.500987743101149e-07,1.1405935462782679e-07
1979,6.636137994675551e-07,1.269878190379714e-07
1980,6.861976715732965e-07,7.674953261815887e-08
1981,6.490014068383232e-07,7.780426031223087e-08
1982,6.275784931730755e-07,1.0552753759718314e-07
1983,6.384784345669914e-07,1.1051803316952657e-07
1984,7.463324180889686e-07,1.2235908242175242e-07
1985,6.719378427000322e-07,1.0106137404708448e-07
1986,5.940534943960074e-07,8.99172835633344e-08
1987,6.99077462140707e-07,1.1427227591953582e-07
1988,6.02053999987362e-07,1.19931076347779e-07
1989,7.617513873015014e-07,1.6135079183854373e-07
1990,6.631008142576889e-07,1.3730600706418628e-07
1991,7.725411350634204e-07,1.1898774143759283e-07
1992,6.650502832883376e-07,1.2507573410314166e-07
1993,6.586117771156808e-07,9.970573178197384e-08
1994,4.821282986178232e-07,1.408405433944715e-07
1995,5.341113797907582e-07,1.7080720760009882e-07
1996,7.377243234074626e-07,1.1103231623010856e-07
1997,7.37934247041494e-07,1.8028803561165319e-07
1998,5.55010232661246e-07,1.821425318349057e-07
1999,5.242020931217617e-07,1.6772638580797583e-07
2000,6.794932208009641e-07,1.5904913741593418e-07
2001,7.084419569869382e-07,2.497290796377172e-07
2002,5.450239475290886e-07,1.3713222923872337e-07
2003,6.746248262246013e-07,1.483424593162752e-07
2004,5.347416616174883e-07,1.3258421460715653e-07
2005,6.38631713734128e-07,8.647199334355093e-08
2006,5.793871101777981e-07,2.009530286062322e-07
2007,7.118162305141951e-07,2.0331900207892772e-07
2008,7.625074589512337e-07,1.2389149614544515e-07
2009,5.407130330148391e-07,6.86619727741089e-08
2010,5.777198657241911e-07,7.510830868362461e-08
2011,6.412800903077276e-07,8.718656349659959e-08
2012,6.423824953083468e-07,8.204249057897073e-08
2013,5.645189153913321e-07,7.084377501298533e-08
2014,4.993516751206073e-07,6.626262150088991e-08
2015,5.153537759872151e-07,6.450234246724307e-08
2016,5.056141048065399e-07,5.9240325755993695e-08
2017,6.065138782318513e-07,7.974488069883989e-08
2018,6.172287043693103e-07,5.730856117436289e-08
2019,6.140227624129579e-07,6.683587971956229e-08
