year,son_DET égal_ADJ,son_DET egal_ADJ,son_DET légal_ADJ
1910,2.6400104502499744e-07,0.0,5.344150677544235e-10
1911,2.218596080183488e-07,3.1922244847493175e-09,1.5961122423746588e-09
1912,2.4171714585463633e-07,5.209421227725386e-10,2.0837684910901544e-09
1913,2.4181633762054844e-07,0.0,5.30298971401777e-10
1914,2.270196119980028e-07,0.0,1.3393487430235496e-09
1915,1.6375258837797446e-07,0.0,0.0
1916,2.1315676690392138e-07,0.0,0.0
1917,1.7655943906902394e-07,0.0,1.0966424435210342e-09
1918,1.7918746664236096e-07,0.0,0.0
1919,2.4492877059856255e-07,0.0,0.0
1920,2.6502812033868395e-07,7.572231730534895e-10,0.0
1921,2.2263877497152862e-07,3.7863738810983705e-09,0.0
1922,2.3756952316489333e-07,0.0,0.0
1923,2.2293491497293871e-07,5.307974060286824e-09,1.0615948120573648e-09
1924,2.604108146897488e-07,1.289162443462999e-09,0.0
1925,2.397602827386436e-07,1.0998177923937646e-09,1.0998177923937646e-09
1926,2.4855887659214204e-07,0.0,0.0
1927,2.6423663257446606e-07,0.0,0.0
1928,2.388042616985331e-07,0.0,0.0
1929,2.0052731031228177e-07,0.0,0.0
1930,2.027195478149224e-07,0.0,0.0
1931,2.052964163112847e-07,1.1405356659111021e-09,0.0
1932,2.1590287246908701e-07,0.0,0.0
1933,2.4203097837016685e-07,6.882397318719313e-09,0.0
1934,2.240555545540701e-07,1.1981580172459871e-09,0.0
1935,1.7593377776847774e-07,0.0,0.0
1936,2.570439505689137e-07,2.424942913137329e-09,0.0
1937,1.6242542244526703e-07,0.0,0.0
1938,2.061469075442801e-07,6.482607339819424e-09,0.0
1939,1.88116814570094e-07,3.058810094103137e-09,0.0
1940,1.9018371233414655e-07,2.5357829169792012e-09,0.0
1941,2.3316870567668957e-07,2.9515025978810172e-09,0.0
1942,2.1542903994031803e-07,9.102635090130207e-09,0.0
1943,2.787105870538653e-07,0.0,0.0
1944,2.69907644678824e-07,0.0,0.0
1945,2.6795601115736645e-07,0.0,0.0
1946,2.53364106583831e-07,0.0,0.0
1947,2.706037776079029e-07,0.0,2.3841741914054637e-09
1948,2.5005343218253984e-07,0.0,0.0
1949,2.0321206761764188e-07,2.945102384188658e-09,0.0
1950,2.0738954731314152e-07,6.381216888229346e-09,0.0
1951,2.697334764434345e-07,1.0661401761424827e-09,0.0
1952,2.3409464233736799e-07,2.1089607837865287e-09,0.0
1953,2.424111187337985e-07,0.0,0.0
1954,2.022915026600458e-07,0.0,0.0
1955,1.5861677127304574e-07,1.8771215692936494e-09,0.0
1956,1.9448145849310094e-07,0.0,0.0
1957,1.8641929955265368e-07,8.835037701437898e-10,0.0
1958,1.8033490789548523e-07,2.4816730892496253e-09,0.0
1959,1.8911825350187428e-07,0.0,0.0
1960,2.2769542340483895e-07,2.076250060767393e-09,0.0
1961,2.1678256700852216e-07,2.08444772553662e-09,0.0
1962,2.2196847737632197e-07,0.0,0.0
1963,2.6252175189256377e-07,0.0,0.0
1964,2.068549207479009e-07,1.8251904432275978e-09,0.0
1965,1.9754077129618963e-07,3.830430195250756e-09,0.0
1966,2.3651848835015699e-07,1.1078149508847446e-09,0.0
1967,2.4799587095003517e-07,9.860671168482327e-10,0.0
1968,2.618495500428253e-07,1.7965663401398047e-09,0.0
1969,2.293587755275439e-07,2.2708788183223305e-09,4.5417578031781147e-10
1970,1.8946747104564565e-07,0.0,1.3796175313274261e-09
1971,1.957729409696185e-07,2.569198631618974e-09,0.0
1972,2.0212777940287197e-07,1.5390440033513642e-09,0.0
1973,1.8965421588745812e-07,5.513203782392395e-10,5.513203782392395e-10
1974,1.7664295626218518e-07,1.6876715580593782e-09,0.0
1975,1.6506177757946716e-07,0.0,0.0
1976,1.839755583432634e-07,5.713526873840635e-10,0.0
1977,1.868816639216675e-07,1.1753563677885381e-09,1.7630346071939584e-09
1978,1.8118804234745767e-07,5.940591352171509e-10,0.0
1979,2.2237499308630504e-07,1.7555920051037788e-09,0.0
1980,2.1376166614572867e-07,1.1370301367108482e-09,0.0
1981,1.8850137450954207e-07,6.325549528618524e-10,6.325549528618524e-10
1982,1.9615707458342513e-07,6.207502289967692e-10,0.0
1983,1.7051353040642425e-07,0.0,0.0
1984,1.942667893217731e-07,1.1598016991243298e-09,5.799008495621649e-10
1985,1.979118593453677e-07,1.2031116103372597e-09,0.0
1986,1.7803621688017301e-07,1.7983456945813714e-09,0.0
1987,1.6254773527180078e-07,6.110816852533674e-10,0.0
1988,1.6970247429526353e-07,1.1993107618124554e-09,0.0
1989,1.794615940298172e-07,5.488122178931576e-10,0.0
1990,1.825298028279576e-07,1.6345953479657283e-09,5.44865097484859e-10
1991,1.729132179661974e-07,0.0,0.0
1992,1.9450102684004378e-07,5.509944167592096e-10,0.0
1993,1.5288212296127313e-07,2.7696036575264316e-09,0.0
1994,1.8356745101755223e-07,0.0,0.0
1995,1.8436332993587712e-07,1.0844901643380922e-09,0.0
1996,1.686837123315854e-07,1.067618438099771e-09,0.0
1997,1.8076752894558012e-07,4.79489448146353e-10,0.0
1998,2.1122812654539302e-07,9.536258449571733e-10,0.0
1999,2.4222066485890537e-07,1.8280804647829996e-09,0.0
2000,1.7716305933390686e-07,4.4180314962005696e-10,8.836062992401139e-10
2001,1.962782931741458e-07,8.762423564512289e-10,0.0
2002,1.9189749878023576e-07,4.38122149670761e-10,0.0
2003,2.0709606474156317e-07,0.0,0.0
2004,1.75310688632635e-07,0.0,0.0
2005,2.0582135107360955e-07,9.007499190971657e-10,0.0
2006,1.931290398715646e-07,1.2353669198716943e-09,0.0
2007,2.0571569336880202e-07,3.994479469415779e-10,0.0
2008,2.090402944077141e-07,4.257439678578834e-10,4.257439678578834e-10
2009,2.2839641644623043e-07,4.76819250749827e-10,0.0
2010,2.21545889189656e-07,9.447586046817946e-10,0.0
2011,2.210255729551136e-07,0.0,0.0
2012,2.348934344809095e-07,6.808505426114664e-10,3.404252713057332e-10
2013,2.886744425723009e-07,0.0,0.0
2014,2.847560551799688e-07,0.0,4.330890368553497e-10
2015,3.229550316063978e-07,4.433150790905671e-10,4.433150790905671e-10
2016,3.3203579619112134e-07,0.0,0.0
2017,2.523158286749094e-07,0.0,0.0
2018,2.8783352945538354e-07,0.0,0.0
2019,3.1173070169643324e-07,0.0,0.0
