year,un_DET auto_NOUN,un_DET loto_NOUN
1848,7.240699673172202e-08,0.0
1849,5.9493846293889874e-08,8.379414939696517e-10
1850,7.807345614452288e-08,1.3577992064028876e-09
1851,6.96539399491769e-08,1.9348316282474798e-09
1852,7.356916076339814e-08,1.9531636308300904e-09
1853,5.673335201628049e-08,1.7915795513800958e-09
1854,6.338710711872864e-08,5.7152309551611324e-09
1855,9.393278332936461e-08,7.429711956774554e-09
1856,8.231731218888427e-08,5.177189343896771e-09
1857,9.714203447197534e-08,2.4407544874094356e-09
1858,6.900083121541556e-08,5.872411223961649e-09
1859,1.1762920371083396e-07,6.110608241627347e-09
1860,1.254148355722684e-07,3.204028820036342e-09
1861,7.828499709594539e-08,7.545542024534058e-09
1862,8.5841740937731e-08,5.421583626485926e-09
1863,9.939295153582606e-08,4.495158911765884e-09
1864,8.294879128012411e-08,1.3904711160250827e-08
1865,7.7192245373503e-08,1.2237795277147967e-08
1866,1.0801660565995519e-07,2.4328064562872953e-09
1867,9.899735076146499e-08,1.5043715606566366e-08
1868,9.286963198462672e-08,5.9278488784286765e-09
1869,8.643828897092476e-08,5.860222973552709e-09
1870,1.3417674615823216e-07,9.17447806614291e-09
1871,4.8857414336467286e-08,3.18635318130589e-09
1872,9.312902349289942e-08,5.442605477412599e-09
1873,5.6268441905871214e-08,3.591602570907071e-09
1874,7.647499716822992e-08,8.961913877669758e-09
1875,7.838492477318937e-08,3.432916173551348e-09
1876,5.320493179361563e-08,4.836811839936672e-09
1877,6.988842349286983e-08,7.421779191219002e-09
1878,8.27355143839803e-08,4.22736201599605e-09
1879,1.4784567603509657e-07,6.109325489944695e-09
1880,8.407378770947105e-08,1.2193908105473383e-08
1881,4.671580178250423e-08,1.045876096839038e-08
1882,4.326000180299161e-08,2.3293848627758962e-08
1883,4.9922777911604044e-08,1.1374810426900694e-08
1884,4.027035060971684e-08,1.1883054540362536e-08
1885,5.349877740812303e-08,5.80107206715752e-09
1886,4.581959500704613e-08,8.38950331427668e-09
1887,6.7900813083277e-08,7.834709769838355e-09
1888,4.5652425617603853e-08,3.804368819970705e-09
1889,4.0723389105323804e-08,1.8795409673089125e-09
1890,4.588070512401288e-08,4.5880703680722945e-09
1891,2.5496879274555795e-08,1.7210394887001712e-08
1892,4.826754418374435e-08,6.8953636134239105e-09
1893,3.140792365075029e-08,8.005941687372342e-09
1894,3.969969641914872e-08,4.411077725308132e-09
1895,5.2361944780088265e-08,5.416753268150387e-09
1896,5.189385499093646e-08,6.486732040400511e-09
1897,3.43776108691074e-08,1.0488084178916779e-08
1898,6.620275028179634e-08,3.960848538042683e-09
1899,7.075300523240458e-08,4.9748205555033564e-09
1900,5.035321459789799e-08,6.22926377147337e-09
1901,5.30930184816647e-08,6.706486921359556e-09
1902,1.3896103778776592e-07,8.838511256215043e-09
1903,1.134046274664513e-07,6.480264325148255e-09
1904,8.921877991951987e-08,2.6873125946735854e-09
1905,1.0527948257621489e-07,3.6125313851442797e-09
1906,1.3169111845456882e-07,2.0576738091193647e-09
1907,9.87425901044503e-08,6.685696440911215e-09
1908,1.5863786995140572e-07,1.964555629285769e-09
1909,1.468762569345472e-07,4.950885368337765e-09
1910,1.4268882608803324e-07,1.229154700244095e-08
1911,1.367336083246684e-07,4.788336616101674e-09
1912,1.323192950763996e-07,1.40654377034366e-08
1913,2.5189200858477534e-07,1.0605979205990934e-08
1914,2.1429580565612838e-07,9.37544086809794e-09
1915,4.606277985708118e-07,9.424609537234119e-09
1916,2.2634171603641562e-07,7.69122365795738e-09
1917,3.015766634195671e-07,2.1932848870420685e-09
1918,2.4351117389187493e-07,5.743188147278033e-09
1919,2.780770152477352e-07,2.762354567309444e-09
1920,3.581665586338545e-07,0.0
1921,3.67278243373903e-07,1.2116395886607734e-08
1922,3.9176836530430137e-07,4.426761179843197e-09
1923,4.61793737471794e-07,9.554353752605493e-09
1924,3.17133954208515e-07,2.578324886925998e-09
1925,3.761376887734258e-07,5.499089184013428e-09
1926,2.0731817473862435e-07,1.5604593173179637e-08
1927,2.709261703870425e-07,5.574612438330462e-09
1928,2.753675945044165e-07,4.5704163786908225e-09
1929,2.729399606327121e-07,1.0026365515614089e-08
1930,3.1615847806421016e-07,1.6805765667982087e-08
1931,3.7295516630564407e-07,5.7026783295555106e-09
1932,2.115190583795723e-07,2.1919073223131136e-09
1933,2.7988416206881084e-07,4.588264879146209e-09
1934,2.6119844598326836e-07,5.990790086229936e-09
1935,2.3816884819893858e-07,1.6755597798123745e-08
1936,2.1945732697759013e-07,2.182448710641438e-08
1937,2.631543658537794e-07,3.777335333410292e-09
1938,1.6725126794625567e-07,3.8895642262559704e-09
1939,1.6823455606385096e-07,9.176430282309411e-09
1940,1.0650288428948329e-07,2.5357829169792012e-09
1941,2.0070217132683865e-07,2.9515025978810172e-09
1942,1.4867637787574495e-07,3.034211770724937e-09
1943,1.7129088014655736e-07,5.806470415592457e-09
1944,1.8315160765780547e-07,0.0
1945,1.721018194622559e-07,1.5249528306782167e-08
1946,1.8375858168440118e-07,6.960552134671616e-09
1947,1.6927636714569871e-07,2.3841741914054637e-09
1948,1.402473548406391e-07,3.152847583010043e-08
1949,1.659074371218594e-07,7.853606653895895e-09
1950,1.7867407819949221e-07,6.381216888229346e-09
1951,1.4925962865675046e-07,3.198420528427448e-09
1952,2.214408771905596e-07,0.0
1953,2.100896319134904e-07,2.1547654771580937e-09
1954,2.1792755089400373e-07,4.886268056836229e-09
1955,2.2337746141687376e-07,1.8771215692936494e-09
1956,2.625063753036727e-07,9.593255745343754e-09
1957,2.411965316362341e-07,0.0
1958,2.51476205026524e-07,4.9633461784992505e-09
1959,2.43373488473253e-07,3.100299128533379e-09
1960,2.5191833397109065e-07,6.920833295342987e-09
1961,3.710316924809831e-07,4.86371165564492e-09
1962,1.8962449144233062e-07,3.805173787174709e-09
1963,2.327779116129136e-07,1.2932106496776896e-09
1964,2.8412133223909564e-07,9.125952438182594e-09
1965,2.0739043815609648e-07,2.73602163147757e-09
1966,2.5535135250720487e-07,4.985167278981351e-09
1967,2.3369790547178582e-07,1.4791007030279246e-08
1968,2.1244397618858102e-07,6.287982134978165e-09
1969,2.0619579788050402e-07,4.541757636644661e-09
1970,2.276368915588023e-07,5.978342709767048e-09
1971,2.492122721520218e-07,1.1304474689666222e-08
1972,4.273412428368317e-07,7.69522046084603e-09
1973,2.2769531082822425e-07,3.3079223249465883e-09
1974,2.2108497044204256e-07,2.8127858375803783e-09
1975,2.5073398113306666e-07,4.569184142155791e-09
1976,2.3768272500168663e-07,5.142174241967723e-09
1977,3.5965905764712147e-07,4.11374712072643e-09
1978,2.3584147945676648e-07,7.1287097336281136e-09
1979,2.639240115343e-07,2.925986564150662e-09
1980,2.626539608030498e-07,5.6851505725319385e-09
1981,2.5808243364622285e-07,1.644642866338586e-08
1982,2.9113186572615746e-07,1.1173503899897241e-08
1983,2.58296430466487e-07,1.1367568553133367e-08
1984,3.1546605416821194e-07,2.0876430861793693e-08
1985,2.4964566325280657e-07,9.624893104742682e-09
1986,2.61359555331353e-07,1.3187868241892886e-08
1987,2.6215403003959636e-07,1.3443797186596385e-08
1988,2.2487077355748397e-07,1.2592762776986177e-08
1989,2.4531906195335296e-07,7.683371050504206e-09
1990,2.642595832158534e-07,1.4166492201539427e-08
1991,2.7255814460946937e-07,9.37834432335194e-09
1992,2.8817008379533604e-07,1.5427843447213263e-08
1993,2.6809762809776316e-07,1.994114740000441e-08
1994,2.4211912763583143e-07,1.4242301560329906e-08
1995,2.4401028220211174e-07,9.218166452384935e-09
1996,2.669046159642363e-07,8.007137841659073e-09
1997,2.4645757801255996e-07,1.1987236314681127e-08
1998,2.4937316367434903e-07,9.536258449571733e-09
1999,2.5044701923437884e-07,1.2796563031436392e-08
2000,2.725925289936981e-07,1.369589786026637e-08
2001,2.5060530806086945e-07,2.5849149654089132e-08
2002,2.4753900695895226e-07,1.270554189636286e-08
2003,2.833507680155556e-07,1.0000614780736328e-08
2004,2.303705888273555e-07,1.0571499065026302e-08
2005,2.3734760368210317e-07,7.656374534370514e-09
2006,2.5654455559909195e-07,1.8118715749970704e-08
2007,2.5484778121143137e-07,1.917350189728495e-08
2008,2.2181260150855309e-07,2.1712942221974174e-08
2009,2.6844924927438285e-07,2.0980047921170808e-08
2010,2.4752674399053376e-07,1.7005654884272303e-08
2011,3.5180541835266865e-07,2.562061304778318e-08
2012,2.9855296457270697e-07,2.0765941355360695e-08
2013,2.5994645147520146e-07,2.8449075040182237e-08
2014,2.6266850750022996e-07,2.252063013852279e-08
2015,2.4980804025354075e-07,2.283072597641933e-08
2016,2.5228922040376744e-07,2.402754378794114e-08
2017,1.979786123929017e-07,2.3395185566599253e-08
2018,2.8783353434036485e-07,2.7363546539760364e-08
2019,1.9183427246716178e-07,3.1632248265189844e-08
