year,un_DET are_NOUN,un_DET lard_NOUN
1800,2.3266816917555388e-07,1.1633408547595536e-07
1801,1.9287579511306774e-07,4.286128785224719e-08
1802,2.215461734067503e-07,3.5805442166747525e-08
1803,2.788984960755414e-07,9.946729906396001e-08
1804,1.7797326279378467e-07,1.829169640199524e-07
1805,7.675769686521505e-08,7.391481915419718e-08
1806,1.2391176706927354e-07,5.4751712497136396e-08
1807,9.679647661187119e-08,5.97860605466849e-08
1808,1.6768947030953996e-07,2.945896149242344e-08
1809,8.132509665692567e-08,5.873479480555943e-08
1810,7.254393041833396e-08,3.042164919975221e-08
1811,1.2033968266322859e-07,2.757784400841956e-08
1812,9.601949502169305e-08,1.3336041604361526e-08
1813,1.6966876126289776e-07,4.601186631703058e-08
1814,7.237357690925705e-08,2.6117419338334e-07
1815,9.170560133497929e-08,8.091670444798638e-09
1816,9.965696534663948e-08,9.270415546325239e-08
1817,1.0275364747958093e-07,3.89218364205135e-08
1818,7.867977047659735e-08,3.5763532135746345e-09
1819,4.761483052284632e-08,3.1053151161586356e-08
1820,5.814575754214957e-08,2.1359666035891678e-08
1821,5.522433432769702e-08,8.875339574387908e-09
1822,4.210758675071702e-08,8.02049271442229e-09
1823,4.051901758561627e-08,3.063632902922109e-08
1824,5.3895122142932905e-08,2.2737005167527968e-08
1825,4.6668849673636714e-08,3.3460683113162304e-08
1826,8.631824399696342e-08,2.2019960965735663e-08
1827,7.558163994669798e-08,9.217272889383565e-09
1828,6.879225594724758e-08,1.0089530988466322e-08
1829,4.372319883927389e-08,1.3717081692732336e-08
1830,8.975679155476257e-08,2.2961039292113128e-08
1831,4.2096254482260065e-08,2.494592976631793e-08
1832,1.3259370146290195e-07,1.0823975493678972e-08
1833,8.571884757557768e-08,2.20088942626262e-08
1834,7.747660801804557e-08,1.4935249481595747e-08
1835,7.109302657681837e-08,4.5378527602224494e-08
1836,9.677879853065008e-08,1.008112526790228e-08
1837,7.86241648453867e-08,3.270208637218275e-08
1838,6.690891618532646e-08,1.009945904684173e-08
1839,8.45968473051073e-08,1.8177836236255018e-08
1840,7.771020305025189e-08,1.2739377552861697e-08
1841,6.292137255670127e-08,2.0545755763379248e-08
1842,9.391570809924588e-08,7.379091560011375e-09
1843,7.265500523434554e-08,1.4767278067040479e-08
1844,1.5971713107632013e-07,3.732221737218211e-08
1845,1.2332303644946307e-07,2.957520789381718e-08
1846,1.176754762521881e-07,1.5221703009160592e-08
1847,9.384208876639377e-08,1.240441438454809e-08
1848,1.3274615284775138e-07,5.63165514222419e-09
1849,1.6339858888159142e-07,8.379414495607307e-09
1850,1.3442211965752904e-07,8.146795238417326e-09
1851,1.0125618654655e-07,1.5478653025979838e-08
1852,1.2825774886593422e-07,3.059956199535918e-08
1853,1.1406389655022053e-07,4.120633079196523e-08
1854,8.988499344830814e-08,1.246959496770117e-08
1855,1.1091498564042013e-07,1.539011762474729e-08
1856,1.0199063016358423e-07,1.9673318973900678e-08
1857,9.226052422039999e-08,1.8549735136819123e-08
1858,9.102237541469549e-08,2.5447114637699997e-08
1859,1.1202781236008263e-07,1.3748867822016564e-08
1860,9.245911714028665e-08,1.4189270286513178e-08
1861,9.290448810261864e-08,1.1318312787000906e-08
1862,1.418647754825031e-07,1.355395884417021e-08
1863,1.683187182965895e-07,1.2486552236623538e-08
1864,1.4096500455806904e-07,1.2466292886870178e-08
1865,1.0637468372820535e-07,1.1296426905005319e-08
1866,8.417510199976164e-08,1.0704348796242158e-08
1867,1.640250335555038e-07,2.0867089389753346e-08
1868,1.353525531655464e-07,1.2843672791973404e-08
1869,9.962379388106513e-08,1.9534076911575937e-08
1870,9.28915917519646e-08,1.4335121534259088e-08
1871,1.2108142133371302e-07,2.6552942955504477e-08
1872,1.1066630656308973e-07,9.675742873582749e-09
1873,6.644465111449449e-08,1.3767810003173508e-08
1874,7.946230157207523e-08,1.2546679251101978e-08
1875,9.440519954662108e-08,8.58229043387837e-09
1876,9.371322651219316e-08,9.673623235784135e-09
1877,8.102109150254222e-08,1.0514187187560253e-08
1878,8.213160263004227e-08,9.662541877730746e-09
1879,1.2646303693131244e-07,3.6655952717623563e-09
1880,9.370055242818864e-08,1.0268554229142524e-08
1881,9.203710221727945e-08,1.3945014920579979e-08
1882,1.1513815967312269e-07,1.1979693237407218e-08
1883,1.4471285614270357e-07,8.847074184359371e-09
1884,9.242376020068832e-08,6.601696966868076e-09
1885,1.6371914757229433e-07,1.740321664556177e-08
1886,1.2777858227064343e-07,8.38950331427668e-09
1887,1.2404956895029073e-07,3.9173548849191775e-09
1888,1.0905857417142784e-07,1.3949351895803375e-08
1889,1.2655575876152625e-07,8.771191772893872e-09
1890,1.5075088288796223e-07,1.7696843102044113e-08
1891,1.3832057632612305e-07,1.0198752065093686e-08
1892,1.1095266749805432e-07,1.3163876211308434e-08
1893,1.114673375823827e-07,1.4164357797774585e-08
1894,1.0586585896810163e-07,2.898708117982096e-08
1895,9.509410947572405e-08,9.629783193076946e-09
1896,7.135404911373655e-08,1.533227589334274e-08
1897,1.1303824309916166e-07,2.9133566670225264e-09
1898,1.216546299254162e-07,8.487532454637403e-09
1899,1.1055156967643143e-07,1.326618814800895e-08
1900,1.225088535061758e-07,2.0245106924221545e-08
1901,1.2798212334352854e-07,1.0618603774048552e-08
1902,1.0164287767011615e-07,8.34748237199534e-09
1903,9.34238104655094e-08,1.0260418292773466e-08
1904,9.835564274141007e-08,1.666133897515465e-08
1905,1.0115087789586141e-07,1.1353670004154992e-08
1906,1.1471531824458481e-07,1.1831624346925196e-08
1907,8.948547225440251e-08,7.71426478252124e-09
1908,9.478980600441389e-08,1.3751889627044989e-08
1909,1.2102164137495208e-07,4.950885035270858e-09
1910,1.1810572808634845e-07,2.8858414102828078e-08
1911,1.3354139472010473e-07,7.980561100850991e-09
1912,1.224213976858124e-07,1.0418842677495377e-08
1913,1.4477161336401423e-07,9.545381374209683e-09
1914,1.151839890134454e-07,6.696743604095445e-09
1915,9.778032228346945e-08,1.4136914638918086e-08
1916,1.109733647197686e-07,1.8678685265172135e-08
1917,1.0966424524028184e-07,3.289927441585405e-09
1918,1.7344428826504554e-07,1.378365155346728e-08
1919,1.390385036548203e-07,1.1049418269237776e-08
1920,1.4462962916184097e-07,2.1202248401408497e-08
1921,1.0223209084836427e-07,8.330022005509363e-09
1922,1.2690049722152708e-07,2.0658218913283122e-08
1923,1.1040586356259041e-07,9.554353752605493e-09
1924,1.2118126879734348e-07,2.5783249313349188e-08
1925,9.348451457391604e-08,8.798542339150117e-09
1926,9.697140512798796e-08,6.687682962969177e-09
1927,9.69982593135299e-08,1.2264147031260109e-08
1928,1.4625332145357106e-07,5.713020723163709e-09
1929,8.021092501309113e-08,1.0026365515614089e-08
1930,1.3654684727359978e-07,8.402882833991043e-09
1931,1.1405356659111021e-07,9.124285327288817e-09
1932,1.0630750701956515e-07,8.767629289252454e-09
1933,8.029463227643419e-08,2.1794258842078307e-08
1934,8.626737901806791e-08,3.5944740517379614e-09
1935,1.089113839114475e-07,7.180970484910176e-09
1936,1.4185915464537402e-07,1.33371855781661e-08
1937,1.0324717014675855e-07,1.3850230295986421e-08
1938,1.335417136871797e-07,1.1668692678767911e-08
1939,9.482311291719725e-08,9.176430282309411e-09
1940,1.217175815693139e-07,2.5357828725702802e-08
1941,2.1841119535181974e-07,8.854508237732261e-09
1942,3.4590012876201115e-07,0.0
1943,2.4096852158095317e-07,0.0
1944,1.6065930807940276e-07,3.2131861615880553e-09
1945,1.1546071476686848e-07,4.357008087652048e-09
1946,1.2946627681031941e-07,1.1136883415474585e-08
1947,8.344609869759267e-08,7.152522796260996e-09
1948,1.1632919849624557e-07,1.848220954059343e-08
1949,8.344457014253237e-08,7.853606653895895e-09
1950,1.6059396301670859e-07,8.508289184305795e-09
1951,1.1194472115949594e-07,2.8785784422780125e-08
1952,1.2970109430909815e-07,1.4762725264461096e-08
1953,1.3144069577197826e-07,1.6160741300730308e-08
1954,1.1042966008290023e-07,8.795282724349818e-09
1955,9.76103229355374e-08,2.2525458387434583e-08
1956,1.2558444195676088e-07,6.104799110673298e-09
1957,1.4401111131379096e-07,1.9437083498274887e-08
1958,8.520411026724517e-08,1.985338454746355e-08
1959,9.533419831342371e-08,2.1702094343822864e-08
1960,9.82758352474633e-08,1.314958364417862e-08
1961,8.685198760183255e-08,9.03260666262895e-09
1962,6.659053974900075e-08,1.4586500007851555e-08
1963,1.1315593217986475e-07,1.5518527685109973e-08
1964,6.449006278996805e-08,1.3993127490063983e-08
1965,6.073968217279457e-08,6.566451937750628e-09
1966,4.3758689449724386e-08,8.30861190959098e-09
1967,4.6345153603688516e-08,8.874604162656397e-09
1968,4.715986617886969e-08,4.940557296606585e-09
1969,3.9059117246109665e-08,9.08351560635623e-09
1970,4.2308268943802574e-08,1.5175792539290356e-08
1971,3.596878195288866e-08,1.3359833461734638e-08
1972,4.719735197111774e-08,6.669190977248718e-09
1973,5.182411616511118e-08,6.064524049609332e-09
1974,3.825388633638127e-08,6.1881286761433785e-09
1975,3.655347269315712e-08,8.567220266542108e-09
1976,4.228009747864192e-08,5.713526984862938e-09
1977,3.702372453062708e-08,5.289103821581875e-09
1978,3.742572596276972e-08,7.128709622605811e-09
1979,5.617894283105329e-08,9.948355028654987e-09
1980,3.4679418559058206e-08,6.2536656408873625e-09
1981,3.668818771007665e-08,8.223214109648325e-09
1982,3.9728013434547904e-08,8.069752865935698e-09
1983,5.052252782800082e-08,2.5261264191556165e-09
1984,2.145633087868859e-08,8.698512410365566e-09
1985,3.609334697785016e-08,4.210890636180409e-09
1986,3.237022216939778e-08,7.193382556280881e-09
1987,5.377518663696179e-08,5.499735000746853e-09
1988,3.418035615654347e-08,4.7972429917386705e-09
1989,3.786804469996241e-08,3.841685525252103e-09
1990,3.650596192006361e-08,5.993515905799995e-09
1991,2.9893472863751214e-08,1.7584396161396398e-09
1992,2.1488782309120324e-08,3.305966445044106e-09
1993,1.550978068198816e-08,2.7696037130375828e-09
1994,2.8484603120659813e-08,7.3848970827405935e-09
1995,2.1689803453295298e-08,1.2471637056421514e-08
1996,3.20285518107255e-08,4.270473752399084e-09
1997,2.0138555933968405e-08,2.3974471297094624e-09
1998,2.8131962537258914e-08,1.0966697439052098e-08
1999,1.8280805091919206e-08,2.7421207526856506e-09
2000,1.8113928690333125e-08,3.0926219363180962e-09
2001,3.02303612975674e-08,3.5049694258049158e-09
2002,2.0153618940366158e-08,5.257465574004527e-09
2003,1.541761440737588e-08,2.5001538617175356e-09
2004,1.673820673731008e-08,5.726228824443069e-09
2005,2.2969122936977726e-08,4.503749373441224e-09
2006,1.3177248070483927e-08,9.059358041518806e-09
2007,1.5977917655618512e-08,6.39116706779852e-09
2008,1.7455502904217823e-08,5.108927669805752e-09
2009,1.4781396995289242e-08,3.814554005998616e-09
2010,1.0392344762522043e-08,7.0856894796023084e-09
2011,1.4148696353410983e-08,4.971163480860241e-09
2012,1.0212758527750054e-08,4.765953853791416e-09
2013,1.5898012406534434e-08,6.136075203500013e-09
2014,1.1043770259400176e-08,5.630157631775212e-09
2015,1.2634479462647619e-08,5.3197807964311394e-09
2016,1.470651400659051e-08,7.663958023762518e-09
2017,1.1823373391450787e-08,3.5218559735206156e-09
2018,8.260693684647435e-09,5.679226811050597e-09
2019,1.122434656330995e-08,6.632568272380013e-09
