year,en_ADP yeux_NOUN,en_ADP lieux_NOUN
1956,1.0465369904011368e-08,9.680467449868502e-08
1957,1.0602045463770082e-08,1.2015651140728778e-07
1958,2.0680609225109947e-08,1.8695269599078301e-07
1959,1.0851047171911432e-08,9.765942010631079e-08
1960,1.038124963770315e-08,1.183462492448939e-07
1961,1.876002997391879e-08,1.32015025577914e-07
1962,1.9660065575521912e-08,1.1161843360696366e-07
1963,2.2631185814248056e-08,1.1056951088050937e-07
1964,1.2776333768727e-08,1.2958852102507024e-07
1965,1.3132904541635071e-08,1.1929054721804278e-07
1966,1.3293779410616935e-08,1.1964401203101716e-07
1967,1.3311906243984595e-08,1.41500629657898e-07
1968,8.533690198930799e-09,1.567504112065521e-07
1969,9.991866889436096e-09,1.5124053243109614e-07
1970,9.657322941336588e-09,1.4715919727237292e-07
1971,1.3359833239690033e-08,1.4901352352048036e-07
1972,9.234264353175092e-09,1.4723521246651217e-07
1973,8.269805285010534e-09,1.4334329201393103e-07
1974,5.625571564138454e-09,1.4738998244112622e-07
1975,1.1422960355389478e-08,1.353620842081682e-07
1976,9.712995741040231e-09,1.4569493655969268e-07
1977,1.3516598507123945e-08,1.7101435245692187e-07
1978,8.316828115084718e-09,1.5742566561449678e-07
1979,5.851973128301324e-09,1.5507729655972469e-07
1980,4.548120546843393e-09,1.4838243178605381e-07
1981,9.488324403950088e-09,1.594038550600807e-07
1982,1.0552753892945077e-08,1.9801932715779458e-07
1983,1.515675762675528e-08,1.768288555581421e-07
1984,9.858314442556804e-09,1.9310697707553004e-07
1985,1.0828004270990732e-08,1.4978739537596653e-07
1986,1.558566253834215e-08,1.780362231529331e-07
1987,1.711028652096047e-08,1.7232503213282513e-07
1988,1.2592763276586538e-08,1.7270075125530582e-07
1989,9.878619700032232e-09,2.0196289407525825e-07
1990,9.262707045820662e-09,1.8579900246118441e-07
1991,7.6199047072123e-09,1.9811752416387662e-07
1992,6.060938417817852e-09,2.176427977840234e-07
1993,7.200969598386564e-09,2.0716635074080614e-07
1994,6.329911705904578e-09,2.2523936127338828e-07
1995,3.795715741716776e-09,2.6678457842876924e-07
1996,7.473328622609188e-09,2.706412796094071e-07
1997,1.1028257640433026e-08,2.5556787108804713e-07
1998,1.0489884183506604e-08,2.508035894521754e-07
1999,6.8553016596695215e-09,2.518180715060936e-07
2000,1.0161472552283612e-08,2.416663287263532e-07
2001,8.762423675534592e-09,2.9836050963183425e-07
2002,6.571832411594869e-09,2.7601695995471687e-07
2003,8.750538071922165e-09,2.3501445733931092e-07
2004,5.285749615779878e-09,2.77061357856212e-07
2005,5.404499514582994e-09,2.990489860188461e-07
2006,4.117890028965121e-09,3.0719457466688027e-07
2007,1.0385647009059085e-08,2.8920030958889953e-07
2008,4.6831836186811415e-09,2.4608001303327853e-07
2009,8.582746957586096e-09,2.503300939871167e-07
2010,1.2281861749841028e-08,2.404410605061358e-07
2011,7.647943611743813e-09,2.1758400847726733e-07
2012,9.872332978888565e-09,2.546380982737517e-07
2013,1.4503449996539075e-08,2.3093955076047834e-07
2014,1.277612682315521e-08,2.08748911156853e-07
2015,1.3964425171764105e-08,1.8198084228426836e-07
2016,1.0978101983027955e-08,1.9926291261462836e-07
2017,1.2074934219175049e-08,1.7634436066948922e-07
2018,1.0325867216831597e-08,1.7295827436925038e-07
2019,1.2754938882864053e-08,1.778038535293902e-07
