year,en_ADP yeux_NOUN,en_ADP lieux_NOUN
1800,3.144164484325529e-09,7.860411432858427e-08
1801,1.6668277424969347e-08,3.9051392985989253e-07
1802,4.475680270843441e-09,3.714814624800056e-07
1803,7.801356893821776e-09,1.4237476975154095e-07
1804,0.0,3.0898135605639254e-07
1805,2.842877711017877e-09,3.240880683819114e-07
1806,2.881669125542885e-09,2.564685575023873e-07
1807,5.693910232196231e-09,7.971474502710407e-08
1808,4.5321479902327155e-09,1.835519896076221e-07
1809,0.0,1.8298146997608455e-07
1810,0.0,2.2699229873524018e-07
1811,0.0,2.958350626691697e-07
1812,2.6672082320544632e-09,2.5338477982472796e-07
1813,2.8757416448144113e-09,2.7607120500761084e-07
1814,0.0,1.85653951767506e-07
1815,0.0,2.8051126133021853e-07
1816,0.0,1.877259201421566e-07
1817,1.0898113522728181e-08,1.5413046772216887e-07
1818,1.1921177378582115e-09,3.0995060473770764e-07
1819,1.035105001712111e-09,1.666519011678247e-07
1820,5.933240565525466e-09,3.2632822666300854e-07
1821,3.94459531705138e-09,2.475233608079108e-07
1822,1.0025615893027862e-09,3.0578127052649506e-07
1823,3.854247765389118e-08,6.166796424622589e-07
1824,3.2000230021367315e-08,4.2526617960447766e-07
1825,7.044354433105582e-09,4.649273930290576e-07
1826,8.807984341885344e-10,4.1926004357151214e-07
1827,5.530363722527909e-09,3.290566438773901e-07
1828,1.8344602503717056e-09,4.2284308199302956e-07
1829,2.571952872898464e-09,2.6748310233415395e-07
1830,1.1480519646056564e-08,1.930814619299781e-07
1831,3.1182412207897414e-09,1.8709447147102765e-07
1832,1.6235963684607668e-08,1.5830064648003628e-07
1833,0.0,2.9074907281767537e-07
1834,4.667265685043276e-09,2.0629312746933692e-07
1835,3.781543966852041e-09,2.8664102558195736e-07
1836,7.392825018825988e-09,4.778453483456069e-07
1837,7.653680356156656e-09,3.270208652761397e-07
1838,4.418513555037862e-09,4.4753228678473533e-07
1839,6.9914751765765e-10,2.3001952875745246e-07
1840,2.5478754661634184e-09,2.8026629905753e-07
1841,0.0,1.71428643280791e-07
1842,1.0733224087289273e-08,2.1801861294079572e-07
1843,3.544146642830981e-09,2.350950635277016e-07
1844,8.232841963717874e-09,2.3216614786214507e-07
1845,2.790113973194508e-09,2.3548561500774667e-07
1846,2.9272506640865004e-09,3.419028757889464e-07
1847,1.0786447290911383e-09,2.281333575382405e-07
1848,1.6090443422100975e-09,3.2904956170920485e-07
1849,4.1897072478036534e-09,1.7931948392835295e-07
1850,6.788996032014438e-09,2.871745437005302e-07
1851,2.579775504329973e-09,1.6446069039943723e-07
1852,7.812654523320361e-09,2.0508218456782856e-07
1853,6.569124799682413e-09,2.8306956600943067e-07
1854,3.63696517347023e-09,2.784876147465809e-07
1855,1.0613874223963649e-08,3.852836449880215e-07
1856,6.73034605824796e-09,2.1071159483909696e-07
1857,5.857811125054013e-09,4.085823022137447e-07
1858,1.468102750479261e-09,2.3391770831437952e-07
1859,4.582956236731661e-09,2.770142224495231e-07
1860,7.323494255473406e-09,2.7280015046926565e-07
1861,1.0375119985361891e-08,2.3108222624301789e-07
1862,4.066187830886747e-09,2.0963455685252264e-07
1863,4.994620828036034e-09,2.5672349690530893e-07
1864,6.233146443435089e-09,2.1863959454027082e-07
1865,4.23615986733239e-09,2.367542740744355e-07
1866,4.379051787850585e-09,2.403612824330992e-07
1867,4.367530337390235e-09,1.9556830821443327e-07
1868,1.975949626142892e-09,2.410658623830386e-07
1869,4.395167341186834e-09,2.12433082902308e-07
1870,3.4404292748035914e-09,2.075725689110186e-07
1871,0.0,2.7296425431089233e-07
1872,5.442605477412599e-09,2.0016692447999418e-07
1873,7.781805422268917e-09,2.0472135719984408e-07
1874,5.974609251779839e-09,2.132935463805552e-07
1875,5.149374260327022e-09,2.0540281830960794e-07
1876,3.627608879952504e-09,2.1523813331647546e-07
1877,9.27722432209066e-09,1.9667714412641146e-07
1878,4.22736201599605e-09,1.956664679170217e-07
1879,1.4051447783103299e-08,2.394855584952893e-07
1880,1.9253538763308597e-09,2.3874387822253595e-07
1881,9.761510710859511e-09,2.3079000133208183e-07
1882,9.983077475794744e-09,1.8036094373563571e-07
1883,1.4534479675365475e-08,1.9905917447715638e-07
1884,3.9610181801208455e-09,2.1719582310453234e-07
1885,1.2891271383708158e-09,1.9014624630386834e-07
1886,1.2261581083805595e-08,1.5617383197774615e-07
1887,1.1099172247952538e-08,1.8607435481321488e-07
1888,3.804368819970705e-09,1.971931105071434e-07
1889,9.397704836544563e-09,1.8858061068272036e-07
1890,2.0974036729626278e-08,1.7565755539017402e-07
1891,5.099376032546843e-09,1.5999292202195647e-07
1892,6.268512375839919e-09,2.6390437524170807e-07
1893,1.2316832942449452e-08,1.207049678542127e-07
1894,1.1972924873759894e-08,1.5690832988468628e-07
1895,8.426059849853118e-09,1.5106722961455432e-07
1896,4.1279202278587945e-09,1.7455206069438844e-07
1897,9.322741689743452e-09,1.870375090362586e-07
1898,1.2448380992680086e-08,2.150174812642902e-07
1899,1.2713430308508578e-08,1.243705138875839e-07
1900,3.114631885736685e-09,1.4483037757972994e-07
1901,9.500856101851696e-09,1.2630549783843037e-07
1902,9.329538919189417e-09,1.3257765885121842e-07
1903,1.5120615870500842e-08,1.3716559510434934e-07
1904,5.374625189347171e-09,1.4887711419220295e-07
1905,1.4450125540577119e-08,1.2230999080209415e-07
1906,5.144184633820714e-09,1.5329669489361208e-07
1907,8.742834012309686e-09,1.3371393414729482e-07
1908,9.331639461152008e-09,1.360454717769244e-07
1909,8.801574025163461e-09,1.1497055396603173e-07
1910,1.3894791983659616e-08,1.4268882742030087e-07
1911,4.25629931299909e-09,2.527177629385591e-07
1912,7.293189607793238e-09,1.27630815693891e-07
1913,1.0075680734189518e-08,1.2674144717061964e-07
1914,1.1384464038144415e-08,1.218807333391858e-07
1915,1.1780761921542648e-09,1.130953177774785e-07
1916,3.076489463182952e-08,1.395407618343114e-07
1917,5.483212106582869e-09,8.77313937053259e-08
1918,1.033773866510046e-08,1.229042254635715e-07
1919,6.4454939163738345e-09,1.464047861832185e-07
1920,4.543339038320937e-09,1.2872793320184428e-07
1921,7.572747762196741e-09,1.612995240707349e-07
1922,1.4755870914040514e-08,1.3058945302901748e-07
1923,1.1677542488541803e-08,1.3800732290292217e-07
1924,2.9650736976805092e-08,1.3407288779188065e-07
1925,7.698724324711748e-09,1.3417776756341482e-07
1926,2.0063049888108253e-08,1.2149290284924064e-07
1927,2.2298449753321847e-09,1.2933100190792857e-07
1928,1.0283436990832229e-08,1.0511958237202634e-07
1929,1.1140405931087116e-08,1.2811467287043854e-07
1930,2.100720708497761e-09,1.4074828103005643e-07
1931,5.7026783295555106e-09,1.3116159891524148e-07
1932,1.53433514782364e-08,1.7206472713304777e-07
1933,6.882397318719313e-09,2.0761898156251846e-07
1934,7.188948103475923e-09,1.0543790374129003e-07
1935,7.180970484910176e-09,1.1848601300101791e-07
1936,1.091224355320719e-08,1.1397231514109762e-07
1937,1.3850230295986421e-08,7.80649358489427e-08
1938,1.1668692678767911e-08,1.0631475788613898e-07
1939,1.070583532936098e-08,6.423501019980904e-08
1940,0.0,1.1918179665393325e-07
1941,2.9515025978810172e-09,1.3576912083479442e-07
1942,1.8205270180260413e-08,1.9418955332639598e-07
1943,1.4516175816936538e-08,1.0161323160673419e-07
1944,1.927911696952833e-08,1.2531425674922048e-07
1945,3.0499055725385915e-08,1.176392188106945e-07
1946,1.3921104269343232e-08,1.406031513440098e-07
1947,5.960435700558264e-09,1.5377923556769701e-07
1948,1.3046265401328583e-08,1.2828826978505958e-07
1949,1.8652315247891238e-08,1.3449300773071826e-07
1950,2.9779013033248702e-08,1.0529007576920435e-07
1951,1.7058242818279723e-08,1.4392892477843588e-07
1952,2.1089608281954497e-08,8.224946723700555e-08
1953,1.2928593307037772e-08,1.2605378030272618e-07
1954,5.863521668203475e-09,1.358382570870731e-07
1955,1.220129064449793e-08,1.2295146722962613e-07
