year,en_ADP arts_NOUN,en_ADP lard_NOUN
1800,5.345079756580162e-08,9.432493897065797e-09
1801,6.42919282256571e-08,2.3811825400343878e-08
1802,9.398928568771225e-08,8.951360541686881e-09
1803,7.80135707145746e-08,4.095712213825209e-08
1804,6.921182560404304e-08,3.9549615138412264e-08
1805,2.558589917711629e-08,2.842877711017877e-08
1806,4.8988375134229045e-08,2.305335300434308e-08
1807,4.27043254092041e-08,0.0
1808,4.5321479902327155e-09,2.4926814390369145e-08
1809,1.581321384946932e-08,3.388545621874073e-08
1810,5.616304221689461e-08,7.020380277111826e-09
1811,3.7606150637969904e-08,1.2535384286138651e-08
1812,5.06769564090348e-08,2.6672082320544632e-09
1813,4.3136123117903935e-08,0.0
1814,9.440030979135372e-09,2.2026739543434815e-08
1815,2.6972236000233352e-08,5.394447111228828e-09
1816,8.57513455798653e-08,6.952811659743929e-09
1817,2.1796228488746294e-08,2.1796227045456362e-08
1818,4.4108355412575406e-08,7.152706427149269e-09
1819,9.212434237682032e-08,0.0
1820,3.44127952800477e-08,1.1866481131050932e-09
1821,7.001656854299654e-08,1.7750679148775816e-08
1822,3.308453244699194e-08,1.1028177482330648e-08
1823,6.32491954366543e-08,1.087095569118901e-08
1824,3.1158117863583357e-08,2.5263338088166165e-09
1825,4.3146671568905504e-08,5.283265824829186e-09
1826,8.807984186454121e-08,2.642395191543301e-09
1827,3.686909327837995e-08,4.608636583469661e-09
1828,3.3937512911030865e-08,2.7516904310687096e-09
1829,3.686465693819585e-08,2.571952817387313e-09
1830,3.131050774207722e-08,1.0436835840010872e-09
1831,3.741889442743229e-08,9.354723218280014e-09
1832,5.276688019861808e-08,1.3529969367098715e-09
1833,4.51761508202253e-08,9.266902800675325e-09
1834,2.4269779741459274e-08,1.6802156110884425e-08
1835,3.932805725526123e-08,1.4369867074037757e-08
1836,6.922372786100084e-08,1.2769424795333606e-08
1837,3.89641890974346e-08,6.957890930081589e-10
1838,4.102905393210676e-08,1.8936485712828244e-09
1839,2.8665047335785232e-08,1.2584655095793096e-08
1840,5.8601136720959346e-08,2.5478754661634184e-09
1841,3.2102741354123054e-08,7.0626033910059505e-09
1842,4.9641161403712886e-08,1.341653010911159e-09
1843,4.075768533784441e-08,1.7130041385371442e-08
1844,5.1592476069117765e-08,1.975882035765153e-08
1845,1.3392547348889394e-08,2.2320911341466854e-08
1846,3.981060747726417e-08,4.0981511517657054e-09
1847,1.5101026207275936e-08,1.6718992412734224e-08
1848,2.735375304041554e-08,2.252662056889676e-08
1849,3.26797175986826e-08,2.513824481908955e-09
1850,3.6660578572877967e-08,2.0366988096043315e-09
1851,2.3217978650791338e-08,1.805842941848823e-08
1852,4.9480144648228475e-08,6.510545436100301e-10
1853,2.926246556178569e-08,1.3138249599364826e-08
1854,4.0006617019194834e-08,4.1565315633818045e-09
1855,1.0083180512765466e-08,5.837630823180007e-09
1856,2.0708756043319454e-08,6.212626857404757e-09
1857,1.3668224996266076e-08,9.274867096564776e-09
1858,4.8447393652395476e-08,8.808616946964776e-09
1859,3.5645212559387573e-08,1.018434669930457e-09
1860,3.249800525906288e-08,1.4189270203246451e-08
1861,3.301174633651982e-08,9.903524222920623e-09
1862,5.0149648683772696e-08,4.969785055708442e-09
1863,3.9457503930862003e-08,5.9935452156878455e-09
1864,1.726102105692462e-08,1.2466292886870178e-08
1865,3.4830647810402127e-08,2.8241067262513297e-09
1866,2.7733993435141713e-08,3.4059290943133647e-09
1867,1.5043715606566366e-08,6.79393608038481e-09
1868,1.778354707937524e-08,3.951899252285784e-09
1869,1.12320943657096e-08,1.025539064780645e-08
1870,2.5803219116937726e-08,6.880858549607183e-09
1871,1.1683294776076991e-08,6.37270636261178e-09
1872,1.8746751706544273e-08,1.3304146229131675e-08
1873,5.566984079274917e-08,1.6760813348337678e-08
1874,2.031367180022059e-08,3.1067965977626955e-08
1875,1.3731665304828056e-08,1.258735993214799e-08
1876,6.16693476285235e-08,3.02300739996042e-09
1877,2.1028374708187414e-08,1.608052180301911e-08
1878,2.5364172762110115e-08,1.9325083755461492e-08
1879,1.7717042943843353e-08,1.4662380642960215e-08
1880,2.7596738449986447e-08,2.5671384129566377e-08
1881,1.2550513517339823e-08,1.3945014698535374e-08
1882,2.5290463057103807e-08,7.986462158271479e-09
1883,2.7805092117638708e-08,8.215140678835553e-09
1884,1.914492120391742e-08,1.5844072720483382e-08
1885,3.931837805337679e-08,1.740321664556177e-08
1886,4.130216729736347e-08,1.936039106809062e-09
1887,4.178511875396751e-08,1.697520346510828e-08
1888,2.1558089979833994e-08,1.0779044989916997e-08
1889,2.6940088715399213e-08,1.2530273707511697e-08
1890,4.194807196045147e-08,1.5730527991308918e-08
1891,5.0993758771156195e-08,2.677172439291553e-08
1892,4.701384459515623e-08,6.8953633913793055e-09
1893,2.5249507429325746e-08,4.926733243593162e-09
1894,2.9617235108858608e-08,1.386338599473902e-08
1895,4.6343330728504384e-08,4.814891374493868e-09
1896,5.071444997284402e-08,5.897029087265082e-09
1897,2.4472196047398143e-08,1.0488084400961384e-08
1898,3.734514275599565e-08,8.487532454637403e-09
1899,3.59292577911674e-08,1.1607914629507832e-08
1900,3.9971108201086736e-08,9.34389543516545e-09
1901,3.297355899434251e-08,4.470991132876634e-09
1902,3.731815834129293e-08,9.820567470342212e-09
1903,4.104167294904926e-08,6.480264325148255e-09
1904,5.159640092955442e-08,5.912087708281888e-09
1905,2.3223415412942927e-08,1.4450125540577119e-08
1906,5.452835516450705e-08,7.716276506641861e-09
1907,2.2114226339020604e-08,7.199980778249682e-09
1908,5.549869519505535e-08,1.1296195090437777e-08
1909,3.6306490647231016e-08,8.801573692096554e-09
1910,3.42025641142385e-08,9.085056262847502e-09
1911,5.32037401912433e-08,1.0640748726586935e-08
1912,6.355493675780366e-08,1.1460726923040454e-08
1913,2.0681660051202755e-08,1.0075680734189518e-08
1914,5.0895253012051e-08,7.366418142140674e-09
1915,1.8849218963445935e-08,3.062998032987707e-08
1916,4.944358011904626e-08,1.8678685265172135e-08
1917,3.728584374584898e-08,1.6449636319748606e-08
1918,6.776962369059447e-08,4.709414280767987e-08
1919,2.1178050757519884e-08,1.2890987832747669e-08
1920,4.46761680983343e-08,1.1358347151713133e-08
1921,4.240738515903786e-08,6.815472630705699e-09
1922,3.32007097370024e-08,2.951174193910333e-09
1923,3.6094222277682775e-08,8.492758496458919e-09
1924,2.707241186783449e-08,7.734974438733389e-09
1925,3.849362140151413e-08,6.598906754362588e-09
1926,3.566764272822098e-08,3.343841648018042e-09
1927,4.682674314970825e-08,1.2264147031260109e-08
1928,3.8848539829494655e-08,2.0566874425753667e-08
1929,3.3421218015305953e-08,1.4482528065684619e-08
1930,5.566909955234678e-08,7.352522701786768e-09
1931,2.3951248984133144e-08,1.3686427990933225e-08
1932,4.7126008873021874e-08,7.6716757391182e-09
1933,5.850037565480193e-08,2.2941324395731044e-09
1934,5.990790441501304e-08,1.0783422155213884e-08
1935,6.582556189016486e-08,9.574627313213568e-09
1936,5.698615890281644e-08,1.9399543305098632e-08
1937,5.791914281516597e-08,1.0072894518486919e-08
1938,3.889564470505036e-08,5.186085783037697e-09
1939,3.8235125288110794e-08,1.3764645423464117e-08
1940,3.803674530900025e-08,5.0715658339584024e-09
1941,7.378756183840096e-08,1.1806010391524069e-08
1942,5.158160121254696e-08,9.102635090130207e-09
1943,2.6129116870166058e-08,2.0322646676618206e-08
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,1.089252066321933e-08
1946,4.315542145860718e-08,4.1763312808029696e-09
1947,3.457052732969146e-08,2.0265479960812627e-08
1948,2.3918153901902883e-08,8.697510267552389e-09
1949,5.203014352694879e-08,9.817008539414473e-09
1950,1.0103593162114066e-07,1.2762433776458693e-08
1951,5.01085888338082e-08,1.2793682557799002e-08
1952,3.796129288691219e-08,9.490323193972472e-09
1953,5.279175385730639e-08,4.3095309543161875e-09
1954,3.811289239763482e-08,1.9545072227344917e-09
1955,3.566531070475776e-08,3.754243138587299e-09
1956,3.7500909488841216e-08,8.72114114258693e-09
1957,3.003912851795576e-08,5.301022731885041e-09
1958,4.880623505343351e-08,7.445019267748876e-09
1959,4.960478516835565e-08,4.650448914844674e-09
1960,7.543708591128961e-08,6.2287499602575735e-09
1961,4.446822099435366e-08,1.042223907177231e-08
1962,5.77118033362467e-08,6.976152100435229e-09
1963,8.082566393952106e-08,5.1728425987107585e-09
1964,7.848319272252269e-08,5.475571551727398e-09
1965,7.058936013493167e-08,4.924839203113152e-09
1966,6.979234279391733e-08,4.985167390003653e-09
1967,7.543413310662217e-08,8.381570437698826e-09
1968,7.051523109868896e-08,6.287982134978165e-09
1969,1.2626086995370933e-07,8.629339909305145e-09
1970,1.3106366436588246e-07,4.1388523719376735e-09
1971,1.3051529534902073e-07,7.193756701440179e-09
1972,1.1132418914483466e-07,4.6171320100540925e-09
1973,1.334195335322974e-07,1.1026407342740185e-08
1974,1.5020276666888321e-07,5.06301445213353e-09
1975,1.1765649432504688e-07,5.711480177694739e-09
1976,1.2512623959182179e-07,9.141642942633865e-09
1977,1.569100801512846e-07,2.3507127355770763e-09
1978,1.657425026113657e-07,4.752473081737207e-09
1979,2.0598946381955585e-07,7.022368020415115e-09
1980,2.0523393451377103e-07,2.8425752862659692e-09
1981,1.5371085165805098e-07,5.060439622894819e-09
1982,3.1720337467788795e-07,4.966001831974154e-09
1983,2.1408921646592916e-07,1.2630632539867293e-08
1984,2.696539020963229e-07,8.118611560803402e-09
1985,3.326603521536242e-07,3.0077789148208467e-09
1986,4.5797868297725586e-07,5.994485352545098e-09
1987,2.7804215485538464e-07,3.0554083707556856e-09
1988,4.17360150439805e-07,4.797242936227519e-09
1989,3.605696310415851e-07,7.683370939481904e-09
1990,3.639698877844211e-07,4.358920835390023e-09
1991,4.185086017738371e-07,9.96449056600568e-09
1992,3.4051454278483106e-07,8.815910668147353e-09
1993,4.5975422180433156e-07,7.754890063438324e-09
1994,3.6502492362089356e-07,8.439882570598911e-09
1995,5.232664950227672e-07,9.21816667442954e-09
1996,3.9501881499148794e-07,7.473328622609188e-09
1997,4.909971869082597e-07,9.58978851883785e-09
1998,3.4425893347123093e-07,7.152193948201102e-09
1999,5.246590891738734e-07,8.683382013430219e-09
2000,3.892285849182997e-07,9.719669513685858e-09
2001,6.361519561681739e-07,3.5049694258049158e-09
2002,5.555388691291796e-07,5.257465574004527e-09
2003,4.6169506306981134e-07,7.91715315529018e-09
2004,3.9731216042171447e-07,7.047666006343434e-09
2005,5.17480829742567e-07,4.053374524914943e-09
2006,5.270899150477959e-07,1.070651389767363e-08
2007,4.841309169112407e-07,4.393927444112933e-09
2008,4.849223698144556e-07,5.5346713878634546e-09
2009,4.0481954499682615e-07,4.291373478793048e-09
2010,3.80265337884822e-07,5.196172381261022e-09
2011,5.74360592808798e-07,3.823971805871906e-09
2012,4.54808154914943e-07,5.446804340891731e-09
2013,3.7932100527271473e-07,4.462600067256517e-09
2014,3.6596023633705954e-07,7.362513709807672e-09
2015,3.6396168223706837e-07,5.319781060109108e-09
2016,3.5005647902597303e-07,5.3854840587064245e-09
2017,4.857645619082973e-07,3.5218559180094644e-09
2018,4.0451583177558703e-07,5.162933192082164e-09
2019,3.499955180119585e-07,6.887666881283394e-09
