year,non_ADV égaux_ADJ,non_ADV egaux_ADJ,non_ADV légaux_ADJ
1800,0.0,0.0,0.0
1801,0.0,0.0,0.0
1802,8.951360541686881e-09,0.0,0.0
1803,0.0,0.0,0.0
1804,0.0,0.0,0.0
1805,0.0,0.0,0.0
1806,0.0,0.0,0.0
1807,0.0,0.0,5.693910232196231e-09
1808,0.0,0.0,0.0
1809,0.0,0.0,0.0
1810,0.0,0.0,0.0
1811,0.0,0.0,0.0
1812,1.3336041604361526e-08,0.0,0.0
1813,0.0,0.0,0.0
1814,0.0,0.0,6.293354282149721e-09
1815,8.091670444798638e-09,0.0,0.0
1816,6.952811659743929e-09,0.0,0.0
1817,4.3592454090912724e-08,0.0,0.0
1818,1.1921177378582115e-09,0.0,0.0
1819,0.0,0.0,0.0
1820,0.0,0.0,0.0
1821,2.5639868894700157e-08,0.0,0.0
1822,0.0,2.5064039732569654e-08,0.0
1823,0.0,9.882686891060644e-10,0.0
1824,0.0,0.0,0.0
1825,0.0,0.0,0.0
1826,0.0,0.0,0.0
1827,0.0,0.0,0.0
1828,0.0,0.0,0.0
1829,6.858540846366168e-09,0.0,4.286587973467704e-09
1830,8.349468672008697e-09,0.0,0.0
1831,0.0,0.0,0.0
1832,2.705993873419743e-09,0.0,0.0
1833,3.01174338801502e-08,0.0,0.0
1834,1.9602515166639023e-08,0.0,0.0
1835,8.31939672707449e-09,0.0,2.2689263801112247e-09
1836,1.0753200108126748e-08,4.704525213838906e-09,1.3441500135158435e-09
1837,6.957891152126194e-09,0.0,0.0
1838,0.0,6.312161904276081e-09,0.0
1839,1.3982950353153e-09,0.0,0.0
1840,8.917564464638872e-09,0.0,0.0
1841,2.5682194149112547e-09,0.0,0.0
1842,0.0,0.0,0.0
1843,4.134837805480629e-09,0.0,0.0
1844,3.841992946007622e-09,0.0,2.195424508855126e-09
1845,8.37034175305007e-09,0.0,0.0
1846,5.854501328173001e-10,0.0,0.0
1847,9.168480197274675e-09,0.0,0.0
1848,2.413566457803995e-09,0.0,0.0
1849,1.3407063903514427e-08,0.0,0.0
1850,5.431196825611551e-09,1.3577992064028876e-09,2.7155984128057753e-09
1851,1.9348316282474798e-09,6.449438760824933e-10,1.2898877521649865e-09
1852,1.9531636308300904e-09,0.0,0.0
1853,7.166318205520383e-09,5.971931837933653e-10,5.971931837933653e-10
1854,5.195664343204953e-09,1.0391328908454511e-09,0.0
1855,5.306937111981824e-09,0.0,1.1675261646360013e-08
1856,3.1063134287023786e-09,0.0,1.5531567143511893e-09
1857,1.6597130780837688e-08,9.763018171682347e-10,1.9526036343364694e-09
1858,1.4191660291373864e-08,0.0,0.0
1859,1.2730433596175317e-08,0.0,1.5276520048956854e-09
1860,5.034902272882391e-09,0.0,0.0
1861,9.431927461278633e-10,0.0,4.715963730639317e-10
1862,8.584174260306554e-09,0.0,0.0
1863,7.991393324857654e-09,0.0,4.994620828036034e-10
1864,2.9247839705703882e-08,0.0,0.0
1865,0.0,0.0,1.882737743486018e-09
1866,3.8924903300596725e-09,4.865612912574591e-10,4.865612912574591e-10
1867,8.73506067478047e-09,0.0,1.94112459439566e-09
1868,2.4699371437009177e-09,0.0,9.87974813071446e-10
1869,9.278686263769487e-09,0.0,0.0
1870,1.0321287824410774e-08,5.734048791339319e-10,0.0
1871,2.1242354542039266e-09,0.0,1.0621177271019633e-09
1872,1.2094678591978436e-09,0.0,6.047339295989218e-10
1873,1.1972008939764578e-09,0.0,1.7958012854535355e-09
1874,2.3898436563030145e-09,0.0,1.7923826867161097e-09
1875,4.577221712764867e-09,0.0,5.721527140956084e-10
1876,1.0882827083946722e-08,0.0,7.255217759905008e-09
1877,1.2369631985365004e-09,0.0,0.0
1878,8.4547240319921e-09,0.0,1.8117265465633636e-09
1879,7.331190321480108e-09,0.0,5.498392852132383e-09
1880,1.2835692508872398e-09,0.0,0.0
1881,4.8807553554297556e-09,0.0,0.0
1882,7.320923423037584e-09,0.0,1.9966155395678697e-09
1883,4.423537092179686e-09,0.0,1.8958017378167824e-09
1884,5.281357573494461e-09,6.601696966868076e-10,6.601696966868076e-10
1885,1.2891271383708158e-09,0.0,0.0
1886,3.2267319927115068e-09,0.0,0.0
1887,6.528924623161458e-10,0.0,6.528924623161458e-10
1888,0.0,0.0,0.0
1889,1.8795409673089125e-09,0.0,0.0
1890,1.9663159989136147e-09,0.0,0.0
1891,3.824531802365527e-09,0.0,1.9122659011827636e-09
1892,7.522214851007902e-09,0.0,0.0
1893,6.158416554491453e-10,0.0,3.079208221734575e-09
1894,6.301539290376468e-10,0.0,3.780923574225881e-09
1895,6.018614495673091e-09,0.0,6.018614495673091e-10
1896,1.1204354777305525e-08,0.0,1.179405795248556e-09
1897,6.409385022720926e-09,0.0,3.4960281336537946e-09
1898,2.26334195829736e-09,0.0,5.6583548957434e-10
1899,4.9748205555033564e-09,5.527578395003729e-10,2.2110313580014918e-09
1900,1.038210628578895e-09,0.0,6.748368974740515e-09
1901,7.265360757457984e-09,0.0,3.912117296778206e-09
1902,4.419255628107521e-09,0.0,4.419255628107521e-09
1903,7.020286574288548e-09,0.0,1.6200660812870638e-09
1904,1.3436562973367927e-08,0.0,8.061937784020756e-09
1905,2.8900251081154238e-08,0.0,6.708986699521802e-09
1906,6.173021205313489e-09,0.0,1.5432553013283723e-09
1907,1.337139288182243e-08,0.0,2.5714217422034835e-09
1908,3.929111258571538e-09,0.0,9.822778146428846e-10
1909,1.6502950117569526e-09,0.0,5.5009836685826485e-09
1910,4.275320542035388e-09,0.0,3.206490406526541e-09
1911,3.1922244847493175e-09,0.0,6.384448969498635e-09
1912,5.730363294986773e-09,0.0,9.376957876838787e-09
1913,2.6514948014977335e-09,0.0,1.590896969716482e-09
1914,2.0090231700464756e-09,0.0,4.018046340092951e-09
1915,2.591767689352764e-08,0.0,0.0
1916,9.888715624128963e-09,0.0,6.592477230782379e-09
1917,1.0966424435210342e-09,0.0,4.386569774084137e-09
1918,4.594550517822427e-09,0.0,9.189101035644853e-09
1919,1.1049418269237776e-08,0.0,3.6831393490643904e-09
1920,1.665890891899835e-08,0.0,4.543339038320937e-09
1921,3.7863738810983705e-09,0.0,1.5145494858259667e-09
1922,5.902348387820666e-09,0.0,2.951174193910333e-09
1923,4.246379248229459e-09,0.0,1.0615948120573648e-09
1924,1.289162443462999e-09,0.0,0.0
1925,4.399271169575059e-09,0.0,6.598906754362588e-09
1926,1.0031524944054127e-08,0.0,1.2260752413340015e-08
1927,8.919379901328739e-09,0.0,2.2298449753321847e-09
1928,9.14083297942625e-09,0.0,2.2852082448565625e-09
1929,3.342121912552898e-09,0.0,0.0
1930,9.453243521306831e-09,0.0,3.1510811737689437e-09
1931,2.2810713318222042e-09,0.0,1.1405356659111021e-09
1932,3.287861094491973e-09,0.0,5.4797681947604815e-09
1933,3.4411986593596566e-09,0.0,2.2941324395731044e-09
1934,1.4377896206951846e-08,0.0,3.5944740517379614e-09
1935,2.393656828303392e-09,0.0,4.787313656606784e-09
1936,2.424942913137329e-09,0.0,4.849885826274658e-09
1937,3.777335333410292e-09,0.0,3.5255130370615007e-08
1938,9.075650453382877e-09,0.0,5.186085783037697e-09
1939,1.2235240376412548e-08,0.0,1.5294050470515685e-09
1940,2.5357829613881222e-08,0.0,0.0
1941,0.0,0.0,0.0
1942,1.2136847082899749e-08,0.0,0.0
1943,2.9032352077962287e-09,0.0,0.0
1944,6.4263723231761105e-09,0.0,0.0
1945,2.178504043826024e-09,0.0,4.357008087652048e-09
1946,9.744772988540262e-09,0.0,1.3921104269343232e-09
1947,1.3112957830685446e-08,0.0,3.5762612871081956e-09
1948,8.697510267552389e-09,0.0,1.0871887834440486e-09
1949,5.890204768377316e-09,0.0,9.817008317369869e-10
1950,2.1270722960764488e-09,0.0,0.0
1951,7.462981344019681e-09,0.0,0.0
1952,8.435843135146115e-09,1.0544803918932644e-09,0.0
1953,8.619061908632375e-09,0.0,0.0
1954,5.863521668203475e-09,0.0,1.9545072227344917e-09
1955,3.754243138587299e-09,0.0,9.385607846468247e-10
1956,3.488456634670456e-09,0.0,7.849027205963921e-09
1957,5.301022731885041e-09,0.0,2.6505113659425206e-09
1958,1.4062814024384807e-08,8.272243445794913e-10,2.4816730892496253e-09
1959,6.975672928177801e-09,0.0,2.325224457422337e-09
1960,6.2287499602575735e-09,0.0,4.844583401109048e-09
1961,9.03260666262895e-09,0.0,4.16889545107324e-09
1962,6.976152100435229e-09,0.0,1.9025869768540815e-09
