year,non_ADV égaux_ADJ,non_ADV egaux_ADJ,non_ADV légaux_ADJ
1963,9.052474325699222e-09,0.0,5.819448034571906e-09
1964,1.3993127545575135e-08,0.0,6.083968440151466e-09
1965,7.1136563306595235e-09,0.0,4.924839203113152e-09
1966,4.431259803538978e-09,0.0,2.215629901769489e-09
1967,7.395503320850594e-09,0.0,6.409436092980059e-09
1968,4.491415683816058e-09,0.0,2.6948494546985557e-09
1969,7.72098829315837e-09,0.0,4.5417578031781147e-10
1970,4.1388523719376735e-09,0.0,1.8394900047624674e-09
1971,1.0790635052160269e-08,0.0,4.1107179882260425e-09
1972,3.5911027485013847e-09,0.0,8.208234980600082e-09
1973,5.513203671370093e-09,1.102640756478479e-09,4.410563025913916e-09
1974,7.313243344242437e-09,0.0,1.012602890426706e-08
1975,2.2845920710778955e-09,0.0,2.1132477101559743e-08
1976,6.2848797277581525e-09,0.0,3.9994687561772935e-09
1977,4.11374712072643e-09,0.0,9.402850942308305e-09
1978,1.6633656230169436e-08,0.0,4.158414057542359e-09
1979,8.192762912528906e-09,0.0,1.0533551808578068e-08
1980,3.97960553399912e-09,0.0,9.096241093686785e-09
1981,6.958104314946922e-09,0.0,6.958104314946922e-09
1982,1.1173503899897241e-08,0.0,1.2415004579935385e-09
1983,3.78918940668882e-09,0.0,2.5261264191556165e-09
1984,2.3196033982486597e-09,0.0,1.739702604197646e-09
1985,1.142956040922627e-08,0.0,4.812446441349039e-09
1986,7.1933827783254856e-09,0.0,1.7983456945813714e-09
1987,1.2221633705067347e-09,0.0,6.110816741511371e-09
1988,7.795519785247507e-09,0.0,1.798966087207532e-09
1989,1.0976244357863152e-09,0.0,4.939309850016116e-09
1990,8.717841559757744e-09,0.0,5.993515905799995e-09
1991,2.344586080837985e-09,0.0,8.7921980806982e-09
1992,1.65298330578878e-09,0.0,7.162927584403178e-09
1993,0.0,0.0,3.877445031719162e-09
1994,6.857404422078162e-09,5.274926606624319e-10,1.0549853435293244e-08
1995,5.964695848348356e-09,0.0,1.3556126887692699e-08
1996,5.871901187504136e-09,0.0,2.6690460952494277e-09
1997,5.753873377756236e-09,0.0,1.1507746755512471e-08
1998,7.629006759657386e-09,0.0,9.059445638115449e-09
1999,1.3710603763428253e-09,0.0,4.570201106446348e-09
2000,3.5344251969604557e-09,0.0,7.068850393920911e-09
2001,4.381211837767296e-09,0.0,5.257454027685071e-09
2002,3.504977197366088e-09,0.0,9.63868718173444e-09
2003,8.333845835650777e-10,0.0,6.250384210204629e-09
2004,6.607186797680242e-09,0.0,3.9643119897903034e-09
2005,5.404499514582994e-09,0.0,3.1526248278623825e-09
2006,5.7650457740976435e-09,0.0,5.353256948836815e-09
2007,5.192823504529542e-09,0.0,2.7961355453243186e-09
2008,4.257439734089985e-09,0.0,3.8316958494988285e-09
2009,2.384096253749135e-09,0.0,2.860915504498962e-09
2010,8.030448306328708e-09,0.0,2.8342759250676863e-09
2011,8.030340836739924e-09,0.0,4.206369030868018e-09
2012,8.170206733382201e-09,0.0,4.765953853791416e-09
2013,4.741512515948898e-09,0.0,5.020424964641279e-09
2014,4.980523993225461e-09,0.0,2.815078836704288e-09
2015,3.546520632724537e-09,0.0,5.54143841924315e-09
2016,4.349814286541687e-09,0.0,3.5212781579474495e-09
2017,4.024978128569501e-09,0.0,7.043711836018929e-09
2018,4.64663996169179e-09,0.0,1.5488800242380307e-09
2019,3.5713827450933877e-09,0.0,6.377469219387422e-09
