year,en_ADP armes_NOUN,en_ADP larme_NOUN
1866,4.0997656469698995e-06,1.8489329178805747e-08
1867,3.3955122944462346e-06,6.79393608038481e-09
1868,3.4465501812519506e-06,4.44588676984381e-09
1869,2.9574591735581635e-06,3.4184632902167778e-09
1870,3.2970781376207015e-06,2.408300403544672e-08
1871,4.70624354420579e-06,3.823623728749226e-08
1872,4.689106845034985e-06,2.660829245826335e-08
1873,3.4024449178104987e-06,8.380406590902112e-09
1874,3.796864120886312e-06,2.9873046258899194e-08
1875,3.676653250295203e-06,6.293679799540541e-09
1876,3.5302680316817714e-06,1.1487427897804992e-08
1877,3.3459855330875143e-06,6.184816214727107e-09
1878,3.4984441299457103e-06,7.850815109122777e-09
1879,3.299646550658508e-06,6.109325489944695e-09
1880,3.083133378822822e-06,5.776061406947974e-09
1881,3.071389528486179e-06,2.022027167924989e-08
1882,2.9463390092132613e-06,1.7304001787010748e-08
1883,2.9448119676089846e-06,6.951272890631799e-09
1884,2.9027662549196975e-06,5.941527270181268e-09
1885,3.1512713576375972e-06,5.80107206715752e-09
1886,2.9518143946916098e-06,3.872078380151578e-09
1887,2.5743549940671073e-06,1.1099172247952538e-08
1888,3.0168644116201904e-06,1.0779045211961602e-08
1889,3.2898233257583342e-06,5.638623068460191e-09
1890,2.4945995846792357e-06,7.865263995654459e-09
1891,2.7230667001276743e-06,1.1473596295275001e-08
1892,2.8534268494695425e-06,1.1283322720601063e-08
1893,2.5532795007165987e-06,1.3548516086814288e-08
1894,2.8010342703055358e-06,3.780923574225881e-09
1895,2.835369286913192e-06,1.2037228991346183e-09
1896,2.78457719105063e-06,1.3563166589847242e-08
1897,2.5596752948331414e-06,1.2818770045441852e-08
1898,2.637359330037725e-06,4.52668391659472e-09
1899,2.239774858026067e-06,1.4371703827009696e-08
1900,2.3063848857418634e-06,9.863001082521805e-09
1901,2.1645184915541904e-06,1.4530721514915967e-08
1902,1.7917625427799067e-06,4.910283735171106e-09
1903,2.0412833237060113e-06,6.480264325148255e-09
1904,2.0176341877231607e-06,9.674325340824907e-09
1905,1.961088401003508e-06,1.186974607492175e-08
1906,1.8040655049844645e-06,7.716276506641861e-09
1907,1.8971949202750693e-06,1.131425531042396e-08
1908,2.012196091527585e-06,1.080505640516094e-08
1909,1.9231438272981904e-06,1.2102164048677366e-08
1910,1.917481313284952e-06,1.1222716866932103e-08
1911,2.1435787402879214e-06,1.0640748726586935e-08
1912,1.8972712041431805e-06,1.6670147928721235e-08
1913,1.933470002768445e-06,1.6969566862812258e-08
1914,2.182468733735732e-06,8.036092680185902e-09
1915,3.6697074392577633e-06,1.1780761921542648e-09
1916,3.6368498967931373e-06,2.197492410260793e-09
1917,3.3776586860767566e-06,1.2063066989753679e-08
1918,3.418345613681595e-06,1.2635013924011673e-08
1919,2.6537018129602075e-06,1.1049418269237776e-08
1920,2.0899360606563278e-06,6.057785384427916e-09
1921,1.794741137928213e-06,7.572747762196741e-09
1922,1.6932361859289813e-06,6.640141769764796e-09
1923,1.7399538592144381e-06,3.078624999375279e-08
1924,1.7700200487524853e-06,1.5469948877466777e-08
1925,1.9356793927727267e-06,2.3096173862313663e-08
1926,1.8781242943077814e-06,1.114613823460786e-08
1927,1.6411659089499153e-06,1.5608915049369898e-08
1928,1.646492592044524e-06,1.1426041446327417e-08
1929,2.0843699530814774e-06,1.4482528065684619e-08
1930,1.9442170469119446e-06,1.995684684175103e-08
1931,1.8602136151457671e-06,2.9653927313688655e-08
1932,1.858737391557952e-06,1.8631212128639163e-08
1933,1.7928645092979423e-06,1.0323596200123575e-08
1934,1.806822297112376e-06,9.585264137967897e-09
1935,1.806014097383013e-06,1.4361940969820353e-08
1936,1.7532337324155378e-06,2.0612015205756506e-08
1937,1.8168983615396428e-06,3.777335333410292e-09
1938,1.7710483461996773e-06,7.779128452511941e-09
1939,1.8811682593877777e-06,9.176430282309411e-09
1940,2.649893076522858e-06,7.607348528892999e-09
1941,2.4497471713402774e-06,1.1806010391524069e-08
1942,2.257453616039129e-06,9.102635090130207e-09
1943,2.1367811768868705e-06,1.4516175816936538e-08
1944,2.4645137273182627e-06,1.2852744646352221e-08
1945,2.4159610347851412e-06,8.714016175304096e-09
1946,2.1201842628215672e-06,1.3921104269343232e-08
1947,1.9574069938244065e-06,3.5762612871081956e-09
1948,2.034130147876567e-06,1.3046265401328583e-08
1949,1.6993241160889738e-06,7.853606653895895e-09
1950,1.879268324955774e-06,1.1698897850465073e-08
1951,1.8209674408353749e-06,2.0256663901818683e-08
1952,1.7420015865354799e-06,6.326882129314981e-09
1953,1.781991045390896e-06,1.2928593307037772e-08
1954,1.4991070429459796e-06,7.818028890937967e-09
1955,1.528915504422912e-06,1.8771215692936494e-08
1956,1.4703845181429642e-06,6.104799332717903e-09
1957,1.8200178146798862e-06,1.236905244894615e-08
1958,1.7876318452181295e-06,9.926692356998501e-09
1959,1.6540095657546772e-06,9.300897829689347e-09
1960,1.8700092141443747e-06,1.1073333361366622e-08
1961,1.8662756247067591e-06,1.389631876236308e-08
1962,1.7808213215175783e-06,1.331810839388936e-08
1963,1.996070750465151e-06,1.8751554975438012e-08
1964,1.8215400814369787e-06,1.4601524378488051e-08
1965,1.995654201891739e-06,1.6963333848707407e-08
1966,2.16799389818334e-06,4.985167390003653e-09
1967,2.209776312156464e-06,1.429797347185513e-08
1968,2.109617980750045e-06,1.4372530721118437e-08
1969,2.3903271539893467e-06,1.1808570121729645e-08
1970,2.137487399522797e-06,1.609553734738256e-08
1971,1.9931844690290745e-06,1.490135304038631e-08
1972,1.9581771084631328e-06,1.7442499333775174e-08
1973,1.8755919199975324e-06,6.064523994098181e-09
1974,2.022955641223234e-06,1.012602890426706e-08
1975,2.0921152099617757e-06,1.0851811893530794e-08
1976,2.1065773125883425e-06,6.8562320265641574e-09
1977,1.9845892893499695e-06,1.4104276857551667e-08
1978,1.981187324417988e-06,1.3663360221016774e-08
1979,1.971529854927212e-06,1.6385525825057812e-08
1980,1.8692775256567984e-06,1.5349906234973787e-08
1981,1.9039904373130412e-06,1.138598904049104e-08
1982,2.1726257273257943e-06,9.311253101884631e-09
1983,1.8870164240070153e-06,1.7682884490000106e-08
1984,1.9809413061011583e-06,4.639206629963866e-09
1985,1.9003148281626636e-06,1.4437339324047116e-08
1986,1.9332214833411854e-06,8.392279760016663e-09
1987,1.9224630705139134e-06,6.721898593298192e-09
1988,2.1911407657171367e-06,1.2592763276586538e-08
1989,2.365929503866937e-06,8.232182935330457e-09
1990,2.0601348751370097e-06,1.471135746555774e-08
1991,1.936627995746676e-06,7.619904818234602e-09
1992,2.194610715378076e-06,1.2672871640972971e-08
1993,2.095482159347739e-06,2.7696036575264316e-09
1994,2.1389828361861873e-06,1.160483886764041e-08
1995,2.2150711629365105e-06,8.675921314704738e-09
1996,2.1053435830253875e-06,7.473329288743003e-09
1997,2.1390023903222755e-06,1.006927874414032e-08
1998,2.1699756871385034e-06,1.0966697439052098e-08
1999,2.0127165498706745e-06,1.0968483010742602e-08
2000,2.0384798062877962e-06,1.723032228007071e-08
2001,2.3768072878738167e-06,1.0514908055370142e-08
2002,2.2707870357407955e-06,1.62105191492401e-08
2003,2.4105650027195225e-06,8.333845613606172e-09
2004,2.2204553715710063e-06,1.497629043001325e-08
2005,2.327087486264645e-06,1.8014997493764895e-08
2006,2.283369894939824e-06,1.647155944972667e-08
2007,2.254084847663762e-06,2.3966876483427768e-08
2008,2.1747002847405383e-06,3.278228533076799e-08
2009,2.037448666669661e-06,2.717869729274014e-08
2010,2.172944732592441e-06,5.196172336852101e-08
2011,1.7620862990952446e-06,5.009403111766453e-08
2012,1.9060411204918637e-06,3.71063549331474e-08
2013,2.218748932136805e-06,5.0483164093506616e-08
2014,2.2392869141185656e-06,5.1970682785063005e-08
2015,1.8665781453819363e-06,5.563604332792238e-08
2016,1.9886936115653953e-06,5.53047782014815e-08
2017,1.80922768322489e-06,8.704015397320575e-08
2018,1.6828581692607258e-06,9.783758669890119e-08
2019,1.658142082305858e-06,1.0178441312014286e-07
