year,en_ADP ouïe_NOUN,en_ADP louis_NOUN
1800,0.0,9.746909945818061e-08
1801,0.0,4.7623650800687756e-08
1802,0.0,7.832440473976021e-08
1803,0.0,7.801356893821776e-08
1804,0.0,1.4583920271427075e-07
1805,2.842877711017877e-09,1.847870549909203e-07
1806,2.881669125542885e-09,9.221341379372916e-08
1807,0.0,1.0533734107198711e-07
1808,0.0,1.4729480968256325e-07
1809,0.0,7.906606991348042e-08
1810,0.0,8.892481462297042e-08
1811,0.0,3.4346951149899496e-07
1812,0.0,4.26753312687822e-08
1813,0.0,2.0992913829509519e-07
1814,0.0,1.3530711306941612e-07
1815,2.697223555614414e-09,1.3755840178042433e-07
1816,2.3176038865813098e-09,6.257530316133852e-08
1817,0.0,6.227493865029743e-08
1818,0.0,2.861082504246326e-08
1819,0.0,7.970308313343111e-08
1820,1.1866481131050932e-09,2.0647676901575096e-07
1821,0.0,1.104486666569926e-07
1822,0.0,1.0326384369818697e-07
1823,9.882686891060644e-10,9.388552657529914e-08
1824,8.421112696055388e-10,1.3221147021624802e-07
1825,8.805443041381977e-10,7.308517702142581e-08
1826,0.0,8.7199044651598e-08
1827,0.0,1.6683264547623367e-07
1828,9.172301251858528e-10,1.3116390906731112e-07
1829,8.57317605795771e-10,1.1059397275747784e-07
1830,0.0,9.080047447262984e-08
1831,0.0,1.1537492894397872e-07
1832,0.0,7.712082406019505e-08
1833,1.1583628500844156e-09,7.529358392321939e-08
1834,0.0,7.934351220484359e-08
1835,7.563087933704082e-10,1.2554725969948777e-07
1836,0.0,8.602560191972586e-08
1837,0.0,7.166627702392958e-08
1838,6.312161904276081e-10,7.511472532861774e-08
1839,0.0,8.739344026231777e-08
1840,0.0,1.114695535320287e-07
1841,0.0,6.741575919733123e-08
1842,0.0,7.244926125693496e-08
1843,5.906911071384968e-10,5.434358385514315e-08
1844,1.097712254427563e-09,6.696044829723746e-08
1845,5.580227946389016e-10,5.468623354154545e-08
1846,5.854501328173001e-10,6.791221718316365e-08
1847,5.393223645455691e-10,5.662884827728476e-08
1848,0.0,9.573813536389864e-08
1849,0.0,8.798385753294724e-08
1850,0.0,8.893584535485388e-08
1851,0.0,9.738652950730398e-08
1852,2.6042181744401205e-09,1.5104465167503633e-07
1853,1.7915795513800958e-09,8.360704728538337e-08
1854,0.0,1.0287415674881117e-07
1855,0.0,9.711694914926738e-08
1856,5.177189232874468e-10,4.9183296602084425e-08
1857,0.0,8.542640750341945e-08
1858,0.0,9.689478608354563e-08
1859,1.5276520048956854e-09,9.318677340885984e-08
1860,9.154367819341758e-10,8.605105894510245e-08
1861,0.0,7.356903408695104e-08
1862,0.0,9.713670592881307e-08
1863,0.0,1.5832948163652105e-07
1864,0.0,6.90440806749848e-08
1865,0.0,1.0213852480456254e-07
1866,0.0,1.0655692384009541e-07
1867,1.94112459439566e-09,9.317398408370536e-08
1868,0.0,1.0274938233578723e-07
1869,0.0,9.083345464677706e-08
1870,0.0,1.565395271185821e-07
1871,0.0,5.098165245520647e-08
1872,6.047339295989218e-10,1.0703790565003146e-07
1873,1.1972008939764578e-09,1.1433268704008626e-07
1874,0.0,1.4817030924429986e-07
1875,0.0,1.1443054148685405e-07
1876,6.04601479992084e-10,1.7291602461000366e-07
1877,0.0,1.725563615329051e-07
1878,6.039088673581716e-10,1.0024887292514606e-07
1879,0.0,9.958200419823982e-08
1880,0.0,9.305876935705726e-08
1881,0.0,1.1295462476468288e-07
1882,0.0,7.919908440179313e-08
1883,6.319338941018771e-10,2.274961952153376e-07
1884,0.0,1.4853817908999645e-07
1885,0.0,1.2762359036244675e-07
1886,0.0,1.3100531404131033e-07
1887,0.0,1.188264262541594e-07
1888,0.0,9.891358954128293e-08
1889,0.0,1.1089292195620715e-07
1890,0.0,1.035593089060427e-07
1891,0.0,1.727413626584351e-07
1892,6.268512375839919e-10,1.6924983259336557e-07
1893,0.0,1.8167328669216332e-07
1894,0.0,1.3359263451029335e-07
1895,6.018614495673091e-10,1.7574354127525282e-07
1896,0.0,1.50374239671347e-07
1897,0.0,1.0080214285501654e-07
1898,0.0,1.4032720274670396e-07
1899,0.0,1.2160672113736837e-07
1900,0.0,1.3081454308672136e-07
1901,1.676621730339889e-09,1.285409936269133e-07
1902,0.0,9.476847939726696e-08
1903,5.400220270956879e-10,1.5876647907475672e-07
1904,0.0,1.311408563964278e-07
1905,1.0321518084666081e-09,9.805442413579613e-08
1906,5.144184522798412e-10,8.179253335738323e-08
1907,0.0,1.0234258435160015e-07
1908,4.911389073214423e-10,1.0608600464756535e-07
1909,0.0,1.237721285463067e-07
1910,0.0,1.3200052439987786e-07
1911,0.0,1.2449675501624569e-07
1912,0.0,1.3648683494515979e-07
1913,5.30298971401777e-10,1.4105953005660865e-07
1914,2.678697486047099e-09,1.406316156304932e-07
1915,0.0,1.0367070402139689e-07
1916,0.0,7.801097923199052e-08
1917,0.0,9.760117836155047e-08
1918,0.0,1.0912057302192579e-07
1919,0.0,9.299926939654313e-08
1920,2.2716695191604686e-09,8.405177176484813e-08
1921,0.0,1.4085309829603432e-07
1922,0.0,1.1952255718483684e-07
1923,0.0,1.709167634089681e-07
1924,3.867487219366694e-09,1.0957880591799807e-07
1925,0.0,1.1768050445226663e-07
1926,1.1146138456652466e-09,1.4155596139708848e-07
1927,0.0,1.2264146875828885e-07
1928,1.1426041224282812e-09,1.3711249324810382e-07
1929,0.0,1.2477254673903815e-07
1930,0.0,1.0713675335782824e-07
1931,0.0,1.1747517092430826e-07
1932,1.0959536611565568e-09,1.0630750513218601e-07
1933,0.0,9.635356068571355e-08
1934,0.0,1.3419370148426424e-07
1935,0.0,1.352416125754985e-07
1936,0.0,1.3700927681270514e-07
1937,0.0,1.1835651014813209e-07
1938,0.0,1.2187301479116286e-07
1939,0.0,9.635251885242724e-08
1940,0.0,1.065028847335725e-07
1941,0.0,1.2691460904434848e-07
1942,0.0,1.7598428558862622e-07
1943,0.0,1.3645205454437814e-07
1944,6.4263723231761105e-09,1.542329375325835e-07
1945,0.0,7.406913615781718e-08
1946,0.0,1.4338737219787845e-07
1947,1.1920870957027319e-09,1.0609575107345393e-07
1948,1.0871887834440486e-09,1.2176514285755502e-07
1949,0.0,1.0013348317183812e-07
1950,0.0,1.425138407284976e-07
1951,0.0,1.3220138317393548e-07
1952,0.0,1.0017564022746228e-07
1953,0.0,1.0019659613114129e-07
1954,9.772536113672459e-10,1.377927603130047e-07
1955,0.0,1.2482857902895717e-07
1956,3.488456634670456e-09,1.011652459581569e-07
1957,0.0,1.263410375762497e-07
1958,0.0,1.0588471610617489e-07
1959,0.0,8.138285356729114e-08
1960,0.0,1.0312041293092378e-07
1961,0.0,1.0839128306017187e-07
1962,0.0,1.1415521816715568e-07
1963,0.0,1.357871128870869e-07
1964,1.8251904432275978e-09,1.1255341364480032e-07
1965,1.6416130677043839e-09,1.1217688578035734e-07
1966,1.6617224263271169e-09,1.1798228982673464e-07
1967,4.930335584241163e-10,1.1241165254194385e-07
1968,4.4914158503495116e-10,1.2216650835394915e-07
1969,3.6334062425424918e-09,1.2626087084188775e-07
1970,4.5987250119061684e-10,1.214063432009027e-07
1971,0.0,1.0842018605128345e-07
1972,5.130146862875051e-10,9.33686738480155e-08
1973,1.102640756478479e-09,1.5878026871085638e-07
1974,0.0,1.0463563138163323e-07
1975,5.711480177694739e-10,9.53817216320374e-08
1976,1.7140580066410394e-09,1.0227213120828083e-07
1977,0.0,1.0930814503540276e-07
1978,0.0,1.0277223028154481e-07
1979,0.0,9.831315428421306e-08
1980,2.8425752862659692e-09,9.83531037168639e-08
1981,3.795329828193417e-09,9.931113020833493e-08
1982,0.0,9.435403436341971e-08
1983,3.6628833299801045e-08,1.2062253773592602e-07
1984,5.799008495621649e-10,9.800324224373824e-08
1985,2.4062232206745193e-09,9.80535934669291e-08
1986,5.994485463567401e-10,1.0730129251790288e-07
1987,0.0,1.1854984732773133e-07
1988,1.1993107618124554e-09,1.1213555728417646e-07
1989,0.0,1.1634819196970625e-07
1990,5.44865097484859e-10,1.035243655800322e-07
1991,0.0,1.0433407765519931e-07
1992,2.2039776670368383e-09,9.807700657171736e-08
1993,5.539207426075166e-10,7.311753746908067e-08
1994,5.274926606624319e-10,1.0286107049450877e-07
1995,0.0,7.971003002094079e-08
1996,5.338092190498855e-10,8.434185350125745e-08
1997,1.917957792585412e-09,7.623882281038163e-08
1998,0.0,6.29393039908166e-08
1999,0.0,8.683382610175094e-08
2000,1.7672125984802278e-09,9.984751203617748e-08
2001,0.0,7.535684209969418e-08
2002,8.76244299341522e-10,7.448076422278405e-08
2003,1.6667691671301554e-09,7.833815240942954e-08
2004,2.2023955992267474e-09,7.84052831825921e-08
2005,4.5037495954858286e-10,1.166471159663729e-07
2006,1.6471559671771274e-09,9.924114746651114e-08
2007,1.1983438685803094e-09,8.268572426750609e-08
2008,1.7029758714315335e-09,8.131709802738918e-08
2009,4.76819250749827e-10,6.818515108086842e-08
2010,1.4171379625338432e-09,6.471596469825869e-08
2011,1.529588788962144e-09,8.068581069942127e-08
2012,1.0212758416727752e-09,5.8893572685292384e-08
2013,1.6734750252211938e-09,6.052401446687838e-08
2014,1.2992671383216248e-09,8.943288865026489e-08
2015,8.866301581811342e-10,7.64718496998329e-08
2016,6.214020409345267e-10,7.995372697244818e-08
2017,5.031222660711876e-10,6.16324774549426e-08
2018,2.323319980845895e-09,5.885744153166783e-08
2019,1.53059265262101e-09,5.918291617890148e-08
