year,en_ADP eau_NOUN,en_ADP lot_NOUN
1838,1.4972448525440996e-06,1.3886756633496589e-08
1839,1.4038881772648892e-06,3.216078425793967e-08
1840,1.4242623365134932e-06,1.1465439264668476e-08
1841,1.6276090946121258e-06,5.457466212277495e-08
1842,1.3577528821251406e-06,1.341653010911159e-08
1843,1.7366319041145495e-06,1.772073343619951e-08
1844,1.482460447732592e-06,2.3051956898889614e-08
1845,1.506103540216408e-06,2.5669048775434078e-08
1846,1.391614934398433e-06,3.863970809980799e-08
1847,1.3439913750801225e-06,1.7258315665458213e-08
1848,1.6235256907748408e-06,2.091757700384278e-08
1849,1.2527224966252248e-06,5.02764896381791e-09
1850,1.2641111135636152e-06,1.1541293254424545e-08
1851,1.2840832823712844e-06,3.9341575774898274e-08
1852,9.987177236325806e-07,1.2370036550635177e-08
1853,1.5377724897902567e-06,2.5679306681070102e-08
1854,1.4958318388380576e-06,1.2469594468100809e-08
1855,1.4493245217295225e-06,7.429711956774554e-09
1856,1.6701612384206754e-06,9.318940730196346e-09
1857,1.3028747867793733e-06,1.513267827712994e-08
1858,1.2777388309626048e-06,2.2510910024919895e-08
1859,1.353499639922262e-06,1.3748868266105774e-08
1860,1.8111916695318087e-06,9.154368013630787e-09
1861,1.883084323139883e-06,1.7449064970698203e-08
1862,1.8085498547648626e-06,1.4005757553725573e-08
1863,1.7695941867401643e-06,1.2986014485960595e-08
1864,1.517531341921341e-06,1.0548401596643942e-08
1865,1.7208223508369258e-06,9.884373042279293e-09
1866,1.852338885832694e-06,1.2650594016783145e-08
1867,1.6955722994538291e-06,1.358787216076962e-08
1868,2.0530117073036536e-06,1.1361710461343932e-08
1869,1.8576907141465426e-06,1.5138909681411405e-08
1870,2.1290523042338805e-06,1.2614907340946502e-08
1871,2.2368199523725707e-06,2.54908245622687e-08
1872,1.9557096111455508e-06,6.652073447632745e-09
1873,2.254329380946274e-06,8.3804060357906e-09
1874,2.2464530360366552e-06,1.852128866941527e-08
1875,1.9190002786828586e-06,1.1443054059867563e-08
1876,2.4728200003210077e-06,1.3905833817773328e-08
1877,2.013776033038539e-06,1.917292979936036e-08
1878,2.335919546680998e-06,1.6305538974581424e-08
1879,2.146816937553808e-06,2.5659166791314192e-08
1880,2.432363761073475e-06,2.6954954268632036e-08
1881,2.5191669088542312e-06,1.8128519574389657e-08
1882,2.059841768264903e-06,2.1962770935246567e-08
1883,2.4588548654946862e-06,1.9589950994713945e-08
1884,2.280226148343445e-06,2.3105938495859846e-08
1885,2.480925262560163e-06,2.3204288490674685e-08
1886,2.509752055068759e-06,1.2261581527894805e-08
1887,2.944544934990745e-06,2.742148363932273e-08
1888,2.8526426163466567e-06,2.5996521157978236e-08
1889,2.7836001859071757e-06,4.3855956533001006e-08
1890,2.89048454860108e-06,2.6872985448012088e-08
1891,2.7166926770405553e-06,2.2947192368505398e-08
1892,3.2270301826287096e-06,3.5103669304703544e-08
1893,3.2183885432246484e-06,2.771287466174499e-08
1894,3.520670052381547e-06,2.5206157383550476e-08
1895,3.2428293863517865e-06,1.98614278357212e-08
1896,3.2221366303986088e-06,2.181900748965404e-08
1897,3.4051314283800593e-06,3.37949380702085e-08
1898,3.4408455000800586e-06,2.4330925274540505e-08
1899,3.4834797926208694e-06,2.04520400615138e-08
1900,3.6404855165983463e-06,5.710158623717376e-08
1901,4.084809301474479e-06,4.191554126009578e-08
1902,4.2861866802468285e-06,2.9461702077959728e-08
1903,4.779194757276173e-06,3.564145445444922e-08
1904,4.806527314826781e-06,2.6873125058557434e-08
1905,4.8232454261665225e-06,3.509316176542043e-08
1906,5.007863460804174e-06,4.218231280939122e-08
1907,4.5509021333600685e-06,3.188562897049607e-08
1908,4.656979236017378e-06,6.483033443416275e-08
1909,4.872221001761545e-06,6.821219766806053e-08
1910,5.38262861482508e-06,5.6113581115013744e-08
1911,4.311099131015794e-06,5.267170455347525e-08
1912,4.8046492082676195e-06,5.574080813586235e-08
1913,5.361322720887074e-06,6.04540841830925e-08
1914,5.214084865201585e-06,5.089525245693949e-08
1915,4.38362137167303e-06,4.358881788846247e-08
1916,4.108212152686974e-06,1.3184954017475548e-08
1917,4.176014220647062e-06,6.5798544390816e-08
1918,4.414214593850829e-06,5.6283244731503146e-08
1919,5.395798947205321e-06,5.064316610514652e-08
1920,4.749303581519371e-06,3.7861157320406846e-08
1921,5.319854864183071e-06,6.512562844562808e-08
1922,5.671419106789699e-06,5.2383342497019925e-08
1923,5.074423363282676e-06,5.8387716439511905e-08
1924,5.249469680279617e-06,7.090393494557645e-08
1925,5.724551691344004e-06,1.066823269724182e-07
1926,6.046779901680566e-06,5.795991953050361e-08
1927,5.221181787362639e-06,6.020581322374596e-08
1928,5.745013311297953e-06,6.627103810163959e-08
1929,6.141706258233626e-06,8.243900939675086e-08
1930,6.183471313647715e-06,3.361153066983036e-08
1931,7.438573604190424e-06,5.5886246741465584e-08
1932,7.076572863695674e-06,1.9179189703066868e-07
1933,7.257488171319437e-06,6.194157542438461e-08
1934,6.84747317336587e-06,4.7926318913482646e-08
1935,8.338303565835758e-06,6.462873614054843e-08
1936,8.8195175464989e-06,3.6374142364792306e-08
1937,8.696685426912154e-06,6.799203822183131e-08
1938,7.62354610372995e-06,5.445390038882891e-08
1939,8.986784109765722e-06,7.952906333485998e-08
1940,8.90566941080806e-06,4.3108308700468e-08
1941,8.515085184512827e-06,5.017554238762045e-08
1942,9.093532824522299e-06,4.8547388331598995e-08
1943,9.513901794377944e-06,5.225823396237672e-08
1944,8.685242278261285e-06,6.105053707017305e-08
1945,7.61169307139653e-06,4.7927087631904897e-08
1946,6.964728676450704e-06,4.5939644977011085e-08
1947,7.451736657060337e-06,5.1259746669529704e-08
1948,8.904076075566536e-06,4.240036366454092e-08
1949,1.0255828883032336e-05,6.577395739171266e-08
1950,1.000255775096548e-05,6.168509636417241e-08
1951,9.75518294410449e-06,3.838104611908477e-08
1952,1.1146911987225394e-05,5.166953909174765e-08
1953,1.0788910842052246e-05,8.942276563672635e-08
1954,1.1238416121273076e-05,4.495366701107173e-08
1955,1.0398314707060763e-05,6.945349850795424e-08
1956,1.0689503376681841e-05,7.064124574185371e-08
1957,1.202006853873172e-05,9.365139891359675e-08
1958,1.2178396730178065e-05,5.542403291869391e-08
1959,1.144552912535346e-05,7.595732753884477e-08
1960,1.12657321125198e-05,7.958958214704381e-08
1961,1.199738642299053e-05,8.337791157497776e-08
1962,1.1731351079902197e-05,1.1859458537433198e-07
1963,1.2621735876905404e-05,8.276548291163977e-08
1964,1.2107096566182918e-05,9.490990870997251e-08
1965,1.113451425283074e-05,9.411914564383395e-08
1966,1.1951107566687824e-05,9.914943854827385e-08
1967,1.2112848139622656e-05,6.75455977816597e-08
1968,1.1193955401722633e-05,1.0150599899505508e-07
1969,1.2181448965975505e-05,8.583922228577734e-08
1970,1.1858732534619776e-05,1.0347131307320012e-07
1971,1.1779776514231344e-05,8.426971764841085e-08
1972,1.1121132260427657e-05,8.618647084901454e-08
1973,1.302163599348205e-05,9.151918334282527e-08
1974,1.202128431998517e-05,7.594521767018136e-08
1975,1.197583124223911e-05,7.082235553568239e-08
1976,1.2197808473501937e-05,7.541855295833955e-08
1977,1.330797223886293e-05,8.462565892486396e-08
1978,1.1307915684710679e-05,1.1405935462782679e-07
1979,1.2330693010653704e-05,1.269878190379714e-07
1980,1.1343581405753866e-05,7.674953261815887e-08
1981,1.1329692057415741e-05,7.780426031223087e-08
1982,1.2385828924266207e-05,1.0552753759718314e-07
1983,1.1197686518471528e-05,1.1051803316952657e-07
1984,1.1788224739461839e-05,1.2235908242175242e-07
1985,1.2007053783236188e-05,1.0106137404708448e-07
1986,1.1037047073614303e-05,8.99172835633344e-08
1987,1.193320315451274e-05,1.1427227591953582e-07
1988,1.1320294731831382e-05,1.19931076347779e-07
1989,1.021778618337521e-05,1.6135079183854373e-07
1990,1.128688012386192e-05,1.3730600706418628e-07
1991,1.1207707771632158e-05,1.1898774143759283e-07
1992,1.0600581731523562e-05,1.2507573410314166e-07
1993,1.0196573356324734e-05,9.970573178197384e-08
1994,1.0445936752034868e-05,1.408405433944715e-07
1995,1.04306267019183e-05,1.7080720760009882e-07
1996,9.974224809639054e-06,1.1103231623010856e-07
1997,1.0570824201749929e-05,1.8028803561165319e-07
1998,1.0249570138398667e-05,1.821425318349057e-07
1999,9.188846185281818e-06,1.6772638580797583e-07
2000,9.242522168051437e-06,1.5904913741593418e-07
2001,9.386308008174638e-06,2.497290796377172e-07
2002,8.724764299472554e-06,1.3713222923872337e-07
2003,1.0066451999080073e-05,1.483424593162752e-07
2004,8.588902609574234e-06,1.3258421460715653e-07
2005,9.093971073070861e-06,8.647199334355093e-08
2006,9.61403758381607e-06,2.009530286062322e-07
2007,8.219840257339683e-06,2.0331900207892772e-07
2008,9.740596006224678e-06,1.2389149614544515e-07
2009,9.427669930062166e-06,6.86619727741089e-08
2010,8.433387488793187e-06,7.510830868362461e-08
2011,8.046019292606843e-06,8.718656349659959e-08
2012,7.813440756621048e-06,8.204249057897073e-08
2013,6.205802995040699e-06,7.084377501298533e-08
2014,4.880263917428351e-06,6.626262150088991e-08
2015,4.7656369064341675e-06,6.450234246724307e-08
2016,4.501021731329047e-06,5.9240325755993695e-08
2017,4.617656377270407e-06,7.974488069883989e-08
2018,5.414368375866729e-06,5.730856117436289e-08
2019,4.471881438483649e-06,6.683587971956229e-08
