year,bon_ADJ art_NOUN,bon_ADJ lard_NOUN
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,1.2928592862948562e-08,1.0773827385790469e-09
1954,1.074978994708431e-08,9.772536113672459e-10
1955,6.569925492527773e-09,5.631364707880948e-09
1956,7.849027428008526e-09,1.744228317335228e-09
1957,1.0602045241725477e-08,8.835037701437898e-10
1958,1.0753916424022236e-08,4.136121722897457e-09
1959,1.5501495642666896e-09,7.750747821333448e-10
1960,1.7302083321624195e-08,6.920833239831836e-09
1961,6.94815938118154e-09,4.16889545107324e-09
1962,5.707760764028791e-09,3.805173787174709e-09
1963,1.0345684975376912e-08,5.819448034571906e-09
1964,9.734349104562057e-09,8.517555549758526e-09
1965,4.924839203113152e-09,6.0192477668863376e-09
1966,4.985167390003653e-09,2.769537488234164e-09
1967,9.367637721080513e-09,4.437302081328198e-09
1968,4.491415767082785e-09,8.982831700699023e-10
1969,1.8621207159563724e-08,4.541757636644661e-09
1970,1.241655755990223e-08,4.1388523719376735e-09
1971,3.0830383801472294e-09,4.624557625731995e-09
1972,6.15617617993891e-09,2.5650734314375256e-09
1973,6.615844760915479e-09,4.410563025913916e-09
1974,7.875800456247362e-09,5.06301445213353e-09
1975,1.7134440533084216e-09,1.1422960355389478e-09
1976,2.285410694025103e-09,1.7140580066410394e-09
1977,4.11374712072643e-09,1.7630346071939584e-09
1978,7.72276864680066e-09,3.5643548113029055e-09
1979,8.777959692451986e-09,6.437170796402825e-09
1980,7.390696055153967e-09,5.685150683554241e-10
1981,6.3255494731073725e-09,5.06043967840597e-09
1982,8.069752865935698e-09,2.483000915987077e-09
1983,7.578379479511455e-09,5.68378455412244e-09
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,7.82022557821449e-09,1.8046674155058895e-09
1986,4.7955883708539204e-09,2.3977941854269602e-09
1987,7.944062296871834e-09,5.499735000746853e-09
1988,2.2187249371086182e-08,1.1993107618124554e-09
1989,2.524536246717446e-08,2.1952488715726304e-09
1990,2.0704874259536155e-08,4.903785877363731e-09
1991,8.7921980806982e-09,7.033758131491652e-09
1992,8.264915862810085e-09,3.856960972825618e-09
1993,1.2740176913439427e-08,1.661762283333701e-09
1994,6.857404422078162e-09,2.637463358823311e-09
1995,7.0491861237087505e-09,3.795715741716776e-09
1996,1.014237493990322e-08,3.736664311304594e-09
1997,4.794894592485832e-09,1.917957792585412e-09
1998,1.0489884516573511e-08,4.291316191284977e-09
1999,6.398281460207045e-09,2.285100553223174e-09
2000,8.394259953803385e-09,2.2090156370779823e-09
2001,7.448060113102173e-09,4.8193329327261836e-09
2002,1.0076809109360596e-08,1.7524885431718928e-09
2003,9.167230752282762e-09,2.9168460979889232e-09
2004,6.166707589017051e-09,5.726228824443069e-09
2005,6.7556245042510454e-09,4.503749373441224e-09
2006,6.176834932425379e-09,8.235779835885637e-10
2007,8.787855249048349e-09,3.595031605740928e-09
2008,7.237647453584017e-09,2.128719839289417e-09
2009,1.192048149079028e-08,2.860915504498962e-09
2010,3.7790344187271785e-09,2.3618964561933353e-09
2011,6.118355155848576e-09,3.059177577924288e-09
2012,7.148930780687124e-09,2.0425516833455504e-09
2013,1.059867527075653e-08,3.3469500504423877e-09
2014,6.279790909502481e-09,3.4647122948427977e-09
2015,3.768178213903184e-09,3.546520632724537e-09
2016,9.528163813499191e-09,5.178350193091319e-09
2017,3.5218559180094644e-09,3.2702947017071438e-09
2018,4.130346731301415e-09,5.421080029321956e-09
2019,7.1427654901867754e-09,5.867272001580659e-09
