year,en_ADP être_NOUN,en_ADP lettre_NOUN
1858,4.893675864536817e-08,1.1989506298881736e-07
1859,5.855999241077825e-08,1.3647024088569992e-07
1860,3.6159752692110914e-08,7.460809614556752e-08
1861,5.6119969671364345e-08,5.659156621096173e-08
1862,5.602302977081308e-08,2.0285759205762588e-07
1863,6.542953423505082e-08,8.091285430555928e-08
1864,5.130358926574985e-08,8.582563415515665e-08
1865,6.495445564747016e-08,1.4591218078230384e-07
1866,4.427707733789532e-08,9.682569990232537e-08
1867,7.133633062039735e-08,1.936271836200376e-07
1868,6.026646237611288e-08,9.385760590951975e-08
1869,6.836926647046937e-08,1.0401895611522605e-07
1870,4.873941605865184e-08,7.052880146574125e-08
1871,6.160282595146782e-08,7.541035773606097e-08
1872,4.898344840853497e-08,1.3062253523266065e-07
1873,3.71132280463371e-08,1.0595227778464889e-07
1874,4.95892557017541e-08,8.005976592784236e-08
1875,4.748867610260277e-08,1.201520664073641e-07
1876,4.957732135935089e-08,1.0459605248591686e-07
1877,4.0201303619369355e-08,1.218408761660683e-07
1878,4.5293163830617544e-08,1.4795767705466645e-07
1879,3.665595116331133e-08,1.7778137029189622e-07
1880,4.428314070992201e-08,1.110287379813002e-07
1881,3.765154232837631e-08,2.0220272006765683e-07
1882,4.658769525711648e-08,1.26452314175296e-07
1883,4.6131175601704655e-08,1.5987927692862058e-07
1884,3.564916273290919e-08,1.9673057227720392e-07
1885,2.8360796378024133e-08,1.6178545214629025e-07
1886,4.1947515683204983e-08,9.873799439175102e-08
1887,3.068594583988116e-08,1.7105781890958127e-07
1888,3.8043688865840863e-08,1.0525420179874345e-07
1889,3.3831739187917265e-08,8.144678043109366e-08
1890,3.736000159237918e-08,9.307228654442667e-08
1891,4.653180718516836e-08,8.60519671075366e-08
1892,6.080456671497814e-08,7.961010495272092e-08
1893,4.618812354806323e-08,1.3610100890737442e-07
1894,3.780923507612499e-08,1.37373556530207e-07
1895,4.1528441130367355e-08,1.4203930276401877e-07
1896,3.3023361822870356e-08,1.1027444357658567e-07
1897,4.3700350005337896e-08,1.2702236140693657e-07
1898,4.809601605870739e-08,1.4598555353462217e-07
1899,4.8089930260175606e-08,9.728538152842248e-08
1900,5.087231969014283e-08,1.3133364229478417e-07
1901,2.794369535763508e-08,1.0842153191914505e-07
1902,3.1425816615637814e-08,1.4043412338571315e-07
1903,4.644189388613995e-08,1.2366504642535858e-07
1904,3.0635363579278874e-08,1.4511488277690887e-07
1905,3.973784501454247e-08,1.0424733298819433e-07
1906,3.9095802151223324e-08,1.275757716134862e-07
1907,5.6056993713582415e-08,2.468564851976218e-07
1908,6.090122184332358e-08,7.710881178013551e-08
1909,5.225934529562437e-08,1.2157173756577322e-07
1910,5.1303846504424655e-08,2.1376602088452046e-07
1911,4.9479478292369095e-08,1.0640748338008876e-07
1912,3.490312100451476e-08,1.2242140057239226e-07
1913,4.825720623102825e-08,1.983318165255099e-07
1914,5.424362292671958e-08,1.2991682574181596e-07
1915,2.9451904026700504e-08,9.542417234165157e-08
1916,6.812226160946011e-08,9.009719015296014e-08
1917,5.15421945124217e-08,1.074709566895038e-07
1918,5.283732917860107e-08,6.5472345767148e-08
1919,5.340552178267899e-08,5.524709034698816e-08
1920,4.467616676606667e-08,8.102287862854496e-08
1921,2.499006651612845e-08,8.027112285979854e-08
1922,3.467629533515648e-08,1.1435799984749195e-07
1923,5.414133408265798e-08,1.348225437958206e-07
1924,2.9650736976805092e-08,1.0313299669828524e-07
1925,2.859526304632709e-08,1.110815956995026e-07
1926,4.4584552605364536e-08,7.356451348083937e-08
1927,3.1217830098739796e-08,8.919380234395646e-08
1928,4.4561559775502246e-08,8.112489313649718e-08
1929,4.0105462062456354e-08,6.572839428287125e-08
1930,2.2057568216382606e-08,7.247486555339577e-08
1931,3.42160717536899e-08,2.041558895271578e-07
1932,3.835837958376942e-08,8.329247913607674e-08
1933,3.9000251916831985e-08,1.0553008888969373e-07
1934,3.354842448288764e-08,9.944711365506009e-08
1935,3.231436807027421e-08,8.497481829294884e-08
1936,4.243650053581405e-08,7.759817277630532e-08
1937,3.021868266728234e-08,7.428759785099714e-08
1938,3.500607925754906e-08,6.871563829058402e-08
1939,3.364691281149135e-08,7.952905889396789e-08
1940,1.5214697723919812e-08,7.353770370421842e-08
1941,3.836953510472085e-08,7.67390702094417e-08
1942,5.158160121254696e-08,3.6410540360520827e-08
1943,5.516146828199453e-08,6.677441199975931e-08
1944,4.819779064746399e-08,1.0603514155604898e-07
1945,3.92130714566008e-08,1.8081583430529236e-07
1946,5.150808579656996e-08,8.909507087651036e-08
1947,5.245183154478639e-08,1.4066628284403748e-07
1948,3.696441708278542e-08,8.480072222205592e-08
1949,3.9268034157657894e-08,9.91517805637443e-08
1950,2.7651939848993834e-08,7.338399687917274e-08
1951,4.584402901741669e-08,1.3646594665406298e-07
1952,3.796129277588989e-08,6.221434223352418e-08
1953,3.44762476345295e-08,7.8648939028092e-08
1954,4.6908174455850826e-08,8.795282546714134e-08
1955,3.003394422051997e-08,6.569925448118852e-08
1956,3.8373022093196596e-08,1.4302672313171172e-07
1957,3.35731449863097e-08,9.365139996830862e-08
1958,2.895285222681565e-08,5.0460683853614796e-08
1959,3.1778064624177205e-08,6.898165205715401e-08
1960,3.8756667208872386e-08,7.059250306529208e-08
1961,3.682524463144432e-08,8.337790935453171e-08
1962,3.361237066457079e-08,5.454082480094158e-08
1963,1.7458344103715717e-08,8.664511363942751e-08
1964,3.10282390891814e-08,8.821753944010524e-08
1965,2.6265809083270142e-08,1.2640420488096993e-07
1966,2.1602390987141007e-08,8.862519340624431e-08
1967,3.056808139945133e-08,1.1832805069111885e-07
1968,3.188905262074826e-08,8.264205447749973e-08
1969,3.270065546123746e-08,9.446856294448303e-08
1970,2.8971967935831344e-08,9.243437307238089e-08
1971,4.4190219705697587e-08,1.4901353173613074e-07
1972,2.8728821988011077e-08,6.617889558580003e-08
1973,1.598829157956061e-08,9.427578684384486e-08
1974,2.5877628928583363e-08,9.563471675688717e-08
1975,2.341706917263764e-08,1.5078307979976557e-07
1976,2.1140049599743804e-08,8.855966548981797e-08
1977,2.52701610747863e-08,9.167779863039627e-08
1978,3.029701645118621e-08,8.316827648791048e-08
1979,3.043026142179883e-08,1.2523223658078564e-07
1980,2.5583178242527538e-08,1.1029192031886126e-07
1981,3.0362638236969275e-08,1.1259478127634281e-07
1982,3.47620137119975e-08,8.069752832629007e-08
1983,2.841892188243378e-08,1.0862343735595914e-07
1984,2.667543874679268e-08,1.1482036682552987e-07
1985,3.1280901091612634e-08,1.2813139238510018e-07
1986,3.117132424401703e-08,1.0550294726741072e-07
1987,3.3609493521602474e-08,1.2893823941872995e-07
1988,1.8589316641559606e-08,9.234692899262598e-08
1989,2.1952487827547884e-08,9.768857200942449e-08
1990,2.0160008995517842e-08,1.111524825514465e-07
1991,2.8721180100887977e-08,1.125401285495542e-07
1992,2.1488782808720686e-08,1.1901479191056552e-07
1993,2.6588196533339215e-08,1.2684785383187958e-07
1994,2.848460300963751e-08,1.2870820786936576e-07
1995,3.090796896199066e-08,1.122447323975706e-07
1996,3.25623614738646e-08,1.233099269359883e-07
1997,2.4933451858721867e-08,9.925431876389723e-08
1998,3.0039213450017144e-08,1.125278473734781e-07
1999,2.285100508814253e-08,9.825932267837345e-08
2000,2.120655140380734e-08,1.0824177332224849e-07
2001,4.8193328439083416e-08,1.169783527266155e-07
2002,3.9869115731061555e-08,1.0865429211914801e-07
2003,3.416876803719049e-08,1.6501015381864548e-07
2004,2.6869225788761497e-08,1.3742949250827863e-07
2005,2.8373621674404603e-08,1.4006660853382868e-07
2006,2.8413440822383507e-08,1.1818343947922472e-07
2007,4.234148387460834e-08,1.501924276059441e-07
2008,3.448526281202291e-08,1.0260429270103621e-07
2009,4.052963742395832e-08,1.7022446918701917e-07
2010,3.7317963830219014e-08,1.8847934574184322e-07
2011,4.321088264980233e-08,1.9961133679302634e-07
2012,4.289358412901123e-08,2.093615348031097e-07
2013,4.406817466495738e-08,1.3638821561023917e-07
2014,5.348649789738147e-08,1.5136461506415344e-07
2015,5.253283719142132e-08,1.5981508760809504e-07
2016,4.515521290215929e-08,1.1558077428475144e-07
2017,4.427476096857674e-08,1.2552900222062569e-07
2018,4.1561613706164735e-08,1.1151936196718282e-07
2019,4.056070679325785e-08,1.2525350084890974e-07
