year,bien_ADV en_ADP,bien_ADV lent_ADJ
1901,9.06102195585845e-06,3.912117207960364e-08
1902,9.075186426343862e-06,3.731815567675767e-08
1903,8.973005606094375e-06,5.238213773850475e-08
1904,9.30562600842677e-06,5.0521478556220245e-08
1905,8.969399459601846e-06,3.4577084306874895e-08
1906,9.295026757172309e-06,3.0865106026567446e-08
1907,9.071975910046604e-06,4.422845378826423e-08
1908,9.192646757583134e-06,3.58531409005991e-08
1909,9.648725608712994e-06,3.905698164885507e-08
1910,9.39662004384445e-06,5.02350161468712e-08
1911,9.212228178512305e-06,4.62872549178428e-08
1912,9.13992971618427e-06,2.6047105805560022e-08
1913,9.491821401752532e-06,3.977242357677824e-08
1914,9.25155109143816e-06,2.8126324380650658e-08
1915,8.870913916325662e-06,1.6493066468115103e-08
1916,9.344836144009605e-06,3.29623865980011e-08
1917,9.435511856281664e-06,8.773139548168274e-09
1918,9.3441667559091e-06,2.8715941624568586e-08
1919,9.10195831238525e-06,3.6831394822911534e-08
1920,9.546312867314555e-06,3.028892692213958e-08
1921,9.387177669850644e-06,2.7261890522822796e-08
1922,9.443757335247938e-06,3.6889677090812256e-08
1923,9.34628042159602e-06,3.8217415010421973e-08
1924,9.887876331049483e-06,3.480738541838946e-08
1925,9.49362674873555e-06,3.8493624288094e-08
1926,9.278045581595507e-06,4.56991671171636e-08
1927,9.287304237659555e-06,5.5746124161260013e-08
1928,9.412772669747937e-06,3.1992914983902665e-08
1929,9.663188393460587e-06,2.8965056131369238e-08
1930,9.553027666697744e-06,1.7856125467119455e-08
1931,9.546283763484098e-06,2.9653927313688655e-08
1932,9.6279527497245e-06,1.6439305028370654e-08
1933,9.613561815058347e-06,2.523545639121494e-08
1934,9.459457942284644e-06,1.5576054224197833e-08
1935,9.881015103019308e-06,3.590485420090772e-08
1936,9.629447959014215e-06,1.4549657478823974e-08
1937,9.536513061902951e-06,1.2591118370153254e-08
1938,9.54369443206815e-06,2.9819993585533666e-08
1939,9.586310625309125e-06,2.2941076593951948e-08
1940,9.166855306830257e-06,2.5357829613881222e-08
1941,9.669122846389655e-06,2.3612020783048138e-08
1942,1.0070549251395278e-05,1.517105907566929e-08
1943,1.0631647455738857e-05,3.193558839598154e-08
1944,1.006048569252016e-05,2.2492303131116387e-08
1945,1.0012404345616233e-05,1.742803235060819e-08
1946,1.0518786439206451e-05,2.227376683094917e-08
1947,1.0364004992879927e-05,3.5762614203349585e-08
1948,9.622707693779375e-06,3.152847583010043e-08
1949,9.577473065291997e-06,3.337782672474532e-08
1950,9.808994036575314e-06,3.828730044119766e-08
1951,9.918301657307893e-06,3.3050344683260846e-08
1952,9.636896720621735e-06,2.9525450528922192e-08
1953,9.67058713285951e-06,2.477980309834038e-08
1954,1.0268003279634286e-05,1.7590565448699635e-08
1955,1.0223742719972506e-05,9.385607846468247e-09
1956,9.644710189604666e-06,2.3547082506070183e-08
1957,9.927932296704967e-06,1.501956425897788e-08
1958,9.771173608896788e-06,2.0680609225109947e-08
1959,9.724088158691302e-06,3.022791617013354e-08
1960,9.442785085411742e-06,3.252791813679323e-08
1961,9.74896192929009e-06,2.153929301584867e-08
1962,1.0055171514977701e-05,2.6002021868976044e-08
1963,1.0099328392243478e-05,2.3277792138287623e-08
1964,9.724614756123628e-06,2.7377858202726202e-08
1965,9.757200132298749e-06,2.5171399187229326e-08
1966,9.754864549904596e-06,2.2710207048248776e-08
1967,9.797069651540369e-06,1.7749208325312793e-08
1968,9.938155926647596e-06,2.515192853991266e-08
1969,8.645690286357421e-06,1.407944960618579e-08
1970,9.442562259209808e-06,3.49503110896876e-08
1971,9.64271657721838e-06,3.237190426830239e-08
1972,9.21528317121556e-06,2.61637485010624e-08
1973,9.107812729780562e-06,1.3231689521830958e-08
1974,8.85239933268167e-06,1.5751600912494723e-08
1975,9.100672286876943e-06,2.341706917263764e-08
1976,9.409036465513054e-06,1.4855169538918744e-08
1977,9.49041532294359e-06,2.4682483612537e-08
1978,9.29524321691133e-06,2.4356424432880885e-08
1979,9.440403118787799e-06,2.1652301285257636e-08
1980,9.676126865088008e-06,1.762396628635088e-08
1981,9.640137250244152e-06,2.4037088763861902e-08
1982,1.0062361070595216e-05,2.2347007799794483e-08
1983,9.956095709640067e-06,2.841892232652299e-08
1984,9.657088412495796e-06,2.0296528902008504e-08
1985,9.710313861432951e-06,1.3835783185811579e-08
1986,9.941254575096536e-06,1.4386765556650971e-08
1987,9.666700861998834e-06,1.649920555735207e-08
1988,9.933291039487813e-06,1.139345240375178e-08
1989,9.58665168582229e-06,1.2073869015694072e-08
1990,1.0039684639195912e-05,9.262707045820662e-09
1991,9.798611245059874e-06,1.2309077312977479e-08
1992,9.943796612787992e-06,1.3774860363469088e-08
1993,9.948970728146378e-06,2.3818591543545153e-08
1994,9.620938726584427e-06,1.318731612798274e-08
1995,9.891092304314952e-06,1.7351842629409475e-08
1996,1.0172801921726204e-05,1.4946657245218375e-08
1997,1.0362726243329234e-05,1.102825741838842e-08
1998,1.0241465133731253e-05,1.2873949017944142e-08
1999,1.0046673196484335e-05,1.1425503210205079e-08
2000,9.981216862797737e-06,1.4579503826439577e-08
2001,1.032344971463317e-05,1.8839211080035057e-08
2002,1.0239352377539035e-05,2.234422957769766e-08
2003,1.0408140042272862e-05,1.5000923170305214e-08
2004,1.0390462193754502e-05,1.1011977996133737e-08
2005,1.0247831596643664e-05,9.908249332113428e-09
2006,1.061468447005609e-05,1.1530091548195287e-08
2007,1.061493003362557e-05,2.0371844655642235e-08
2008,1.0719807505665813e-05,2.171294255504108e-08
2009,1.034173237712821e-05,1.43045770784056e-08
2010,1.0705532076826785e-05,9.919965293647692e-09
2011,1.0820693205459975e-05,1.4531093661673822e-08
2012,1.0971906704071444e-05,1.5319137958158535e-08
2013,1.092723414330976e-05,1.7292574483462886e-08
2014,1.1223935871385038e-05,2.2304085689484054e-08
2015,1.0889591976592783e-05,2.3052384889865607e-08
2016,1.0717320947151165e-05,2.3613276667333594e-08
2017,1.0461169949849136e-05,1.509366853724714e-08
2018,1.0971491974487435e-05,2.1426172835958823e-08
2019,1.0569252481218427e-05,2.0663000199760972e-08
