year,non_ADV égal_ADJ,non_ADV légal_ADJ
1909,7.151278680339601e-09,4.950885035270858e-09
1910,2.6186338430989053e-08,1.1222716089775986e-08
1911,1.0108711201439746e-08,7.980561100850991e-09
1912,5.730363294986773e-09,6.251305251225858e-09
1913,5.302989602995467e-09,6.363587878865928e-09
1914,8.705766774141921e-09,1.0045115850232378e-08
1915,1.4136913861761968e-08,2.3561523843085297e-09
1916,1.2086208478478966e-08,5.493730803607377e-09
1917,8.773139548168274e-09,5.483212106582869e-09
1918,2.1824114071478107e-08,8.040463406189247e-09
1919,2.1178051312631396e-08,1.8415696745321952e-09
1920,1.0601124422748853e-08,1.2115570768855832e-08
1921,4.543648568500203e-09,5.300923255902035e-09
1922,4.426761179843197e-09,7.377935595798135e-09
1923,1.0615948120573648e-08,1.3800733000834953e-08
1924,1.675911143195208e-08,3.867487219366694e-09
1925,8.798542339150117e-09,1.0998178368026856e-08
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,2.2298449753321847e-09,6.689535148041159e-09
1928,1.3711249025050165e-08,4.570416489713125e-09
1929,6.684243825105796e-09,8.912325100141061e-09
1930,4.201441416995522e-09,3.046045193855207e-08
1931,9.124285327288817e-09,1.4826963656844327e-08
1932,6.575722188983946e-09,9.863582839386709e-09
1933,1.1470662197865522e-09,1.4911860191091364e-08
1934,5.990790086229936e-09,5.990790086229936e-09
1935,2.393656828303392e-09,2.154291145473053e-08
1936,2.424942913137329e-09,1.091224355320719e-08
1937,1.2591118370153254e-08,6.295559185076627e-09
1938,3.8895642262559704e-09,7.779128452511941e-09
1939,7.647025235257843e-09,7.647025235257843e-09
1940,1.5214697057785997e-08,2.028626333583361e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,8.714016175304096e-09,1.089252066321933e-08
1946,2.227376683094917e-08,4.1763312808029696e-09
1947,8.344609447874518e-09,4.7683483828109274e-09
1948,1.195907639583993e-08,7.610321262063735e-09
1949,4.908504269707237e-09,7.853606653895895e-09
1950,8.508289184305795e-09,9.571825110299415e-09
1951,1.0661401539380222e-08,9.595261474260042e-09
1952,8.435843135146115e-09,8.435843135146115e-09
1953,1.4005975934594517e-08,6.464296653518886e-09
1954,6.840775057526116e-09,9.772536557761669e-09
1955,4.6928039232341234e-09,6.569925492527773e-09
1956,6.104799332717903e-09,1.1337483840634377e-08
1957,1.1485549400447326e-08,5.301022731885041e-09
1958,1.2408365002158916e-08,5.790570245522986e-09
1959,1.3951345856355601e-08,5.425523585955716e-09
1960,3.460416619915918e-09,8.997083078554624e-09
1961,9.72742331128984e-09,6.94815938118154e-09
1962,1.585489073363533e-08,5.7077609305622445e-09
1963,2.5864212993553792e-09,9.052474325699222e-09
1964,9.125952438182594e-09,6.6923653285755336e-09
1965,7.1136563306595235e-09,1.2585699593614663e-08
1966,1.38476865529924e-08,4.431259803538978e-09
1967,9.367637332502454e-09,5.423369309198733e-09
1968,8.533690198930799e-09,4.491415683816058e-09
1969,5.450109252791435e-09,1.090021850558287e-08
1970,5.518470125309705e-09,1.1496812390987543e-08
1971,9.24911525146399e-09,4.1107179882260425e-09
1972,9.747278872929144e-09,4.6171320100540925e-09
1973,4.9618833486420044e-09,7.1671650836435674e-09
1974,1.2376257352286757e-08,8.438357568252286e-09
1975,1.2565256390928425e-08,6.8537762132336866e-09
1976,1.314111219841152e-08,9.712995741040231e-09
1977,6.464460078348111e-09,1.1753563455840776e-08
1978,1.0693064322886414e-08,6.534650598410963e-09
1979,1.1703946256602649e-08,8.777959692451986e-09
1980,7.390696055153967e-09,7.95921106799824e-09
1981,5.060439622894819e-09,3.1627747087981106e-09
1982,8.690503094932467e-09,1.3656505259973528e-08
1983,1.1999100379966876e-08,1.136756910824488e-08
1984,8.118611560803402e-09,1.0438215625185876e-08
1985,7.820225356169885e-09,6.015557829641693e-09
1986,7.1933827783254856e-09,1.1988970705090196e-08
1987,5.49973533381376e-09,1.1610551631235921e-08
1988,4.797243047249822e-09,1.0194141530917022e-08
1989,4.939309850016116e-09,6.585746614717891e-09
1990,3.2691906959314565e-09,4.90378582185258e-09
1991,1.7584396161396398e-09,1.1722930182145319e-08
1992,4.958949695321735e-09,8.264915862810085e-09
1993,4.985286850001103e-09,8.862731881720265e-09
1994,5.802419378309054e-09,8.439882570598911e-09
1995,2.7112254663563817e-09,1.138714633697191e-08
1996,8.007138063703678e-09,1.3879040139386234e-08
1997,1.006927874414032e-08,6.7128524960935465e-09
1998,5.721755180765342e-09,7.629006759657386e-09
1999,2.285100553223174e-09,8.226361813967742e-09
2000,6.627047355323157e-09,1.1486881668076876e-08
2001,4.381211837767296e-09,7.448059946568719e-09
2002,6.571832411594869e-09,7.886198361006791e-09
2003,7.083769126836614e-09,8.333845613606172e-09
2004,3.9643119897903034e-09,1.189293641346012e-08
2005,6.305249655724765e-09,9.457874483587148e-09
2006,6.1768350434476815e-09,6.1768350434476815e-09
2007,7.589511241690161e-09,9.98619853476157e-09
2008,8.514879551446697e-09,1.2772319202269955e-08
2009,3.814554005998616e-09,8.582746957586096e-09
2010,6.14093115247627e-09,7.085689368580006e-09
2011,4.97116342534909e-09,5.7359579308524644e-09
2012,4.765953853791416e-09,6.808505315092361e-09
2013,1.9523875849358774e-09,8.08846234434668e-09
2014,1.7323561057880354e-09,4.114345752981308e-09
2015,4.654808205550864e-09,5.984753581600444e-09
2016,4.9712160221648816e-09,8.285359953674742e-09
2017,7.546834102090116e-09,1.1320251402935355e-08
2018,4.64663996169179e-09,5.162933192082164e-09
2019,7.142765656720229e-09,6.12237061048404e-09
