year,en_ADP arme_NOUN,en_ADP larme_NOUN
1800,4.087413785214267e-08,4.7162465932615305e-08
1801,4.7623650800687756e-08,3.333655484993869e-08
1802,4.2518962573012686e-08,3.1329761895904085e-08
1803,1.5602713787643552e-08,3.510610468993036e-08
1804,1.730295728918918e-08,1.730295728918918e-08
1805,5.685755422035754e-09,1.1371511021707192e-07
1806,2.881669125542885e-08,3.1698359492793315e-08
1807,3.4163463169534225e-08,5.693910232196231e-09
1808,1.8128591960930862e-08,1.1330369531492579e-08
1809,4.51806094758922e-08,4.292158095609011e-08
1810,2.3401266702194334e-08,2.574139479349924e-08
1811,8.273353557797236e-08,1.2535384286138651e-08
1812,1.0668832928217853e-08,1.8670457180292033e-08
1813,5.176335093892703e-08,8.339650747757332e-08
1814,3.1466772298927026e-08,1.2586708564299443e-08
1815,4.045835311217161e-08,2.6972236000233352e-08
1816,4.6352077731626196e-08,4.4034472068688046e-08
1817,1.2454987263765815e-08,2.6466848268569265e-08
1818,3.099506074022429e-08,2.741870730460505e-08
1819,1.8631890696951814e-08,2.173720581311045e-08
1820,5.6959109429044474e-08,4.2719332071783356e-08
1821,4.437669787193954e-08,0.0
1822,5.6143449000956025e-08,1.0025615893027862e-08
1823,7.412015179397713e-08,2.9648061783404955e-09
1824,2.105278085196005e-08,1.6842225392110777e-08
1825,2.553578504205234e-08,2.1133063299316746e-08
1826,2.7304752237000685e-08,3.170874407487645e-08
1827,2.7651818612639545e-08,1.1982455028203276e-08
1828,1.834460228167245e-08,1.9261833017480967e-08
1829,2.8291481157793896e-08,1.3717081692732336e-08
1830,5.5315229730013016e-08,1.3567886369969528e-08
1831,5.6128342862393765e-08,6.236482441579483e-09
1832,5.141388470519814e-08,2.705993829010822e-08
1833,8.68772147555319e-08,4.6334514003376626e-09
1834,4.480574844478724e-08,2.8003592777992026e-09
1835,7.260564416355919e-08,1.0588323107185715e-08
1836,7.728862527756064e-08,2.083432448785061e-08
1837,2.2265250976261086e-08,9.74104708006962e-09
1838,1.9567702125300457e-08,8.837027110075724e-09
1839,4.334714631681891e-08,1.3982949909063791e-08
1840,3.184844388215424e-08,1.2102408852854296e-08
1841,4.687000298986277e-08,1.6051371787284552e-08
1842,3.6224630406422875e-08,1.7441489585934278e-08
1843,4.3120451209688326e-08,9.4510577697271e-09
1844,3.402907822191992e-08,1.4819115712327857e-08
1845,3.348136701220028e-08,1.4508592549589139e-08
1846,1.9319854160926297e-08,1.4636253098387897e-08
1847,5.770749211819748e-08,1.1865092020002521e-08
1848,2.896279838182636e-08,7.24069959545659e-09
1849,4.022119171054328e-08,6.703531951757213e-09
1850,4.1412874907109654e-08,1.5614691761811628e-08
1851,2.902247508984601e-08,2.3862924081186065e-08
1852,2.6042181744401205e-08,1.1067927019325907e-08
1853,5.3747385209135246e-08,1.970737528722566e-08
1854,3.636965217879151e-08,6.234797567117312e-09
1855,2.9718847827098216e-08,2.1227748447927297e-08
1856,3.36517302912398e-08,1.0872097000458325e-08
1857,4.930324237761852e-08,1.122747050885664e-08
1858,5.5787907626836386e-08,1.3212924976357954e-08
1859,4.939408171367177e-08,5.601390462572908e-09
1860,4.073693560258107e-08,1.1442959468865865e-08
1861,4.291527133659656e-08,6.13075279431996e-09
1862,4.292087041335435e-08,1.490935552794781e-08
1863,2.6471489888990618e-08,2.047794495085853e-08
1864,3.3563097190381086e-08,4.315255264231155e-09
1865,4.565638889175716e-08,6.589582268734517e-09
1866,6.227984528095476e-08,1.8489329178805747e-08
1867,3.154327288257264e-08,6.79393608038481e-09
1868,4.4952855660085334e-08,4.44588676984381e-09
1869,4.248661511496721e-08,3.4184632902167778e-09
1870,4.587239033071455e-08,2.408300403544672e-08
1871,6.266494523288202e-08,3.823623728749226e-08
1872,4.2936108002322726e-08,2.660829245826335e-08
1873,6.225444337815134e-08,8.380406590902112e-09
1874,5.735624597491551e-08,2.9873046258899194e-08
1875,2.574687130163511e-08,6.293679799540541e-09
1876,2.8416270225761764e-08,1.1487427897804992e-08
1877,4.886004489890183e-08,6.184816214727107e-09
1878,3.01954443671093e-08,7.850815109122777e-09
1879,4.2765275765077604e-08,6.109325489944695e-09
1880,6.28948910730287e-08,5.776061406947974e-09
1881,4.113779539238749e-08,2.022027167924989e-08
1882,6.522277118392594e-08,1.7304001787010748e-08
1883,3.917990198942789e-08,6.951272890631799e-09
1884,3.9610181801208455e-08,5.941527270181268e-09
1885,4.7697703564608673e-08,5.80107206715752e-09
1886,5.2918402104751294e-08,3.872078380151578e-09
1887,4.504957828999068e-08,1.1099172247952538e-08
1888,4.311618084784641e-08,1.0779045211961602e-08
1889,4.385595886446936e-08,5.638623068460191e-09
1890,4.7191583973926754e-08,7.865263995654459e-09
1891,3.4420789774003424e-08,1.1473596295275001e-08
1892,4.325273650351846e-08,1.1283322720601063e-08
1893,4.865148994781521e-08,1.3548516086814288e-08
1894,3.7179081147087345e-08,3.780923574225881e-09
1895,5.537125247201402e-08,1.2037228991346183e-09
1896,6.722613221654683e-08,1.3563166589847242e-08
1897,4.486569338268964e-08,1.2818770045441852e-08
1898,5.149102833001962e-08,4.52668391659472e-09
1899,1.9899282222013426e-08,1.4371703827009696e-08
1900,2.595526638060619e-08,9.863001082521805e-09
1901,2.459045056468767e-08,1.4530721514915967e-08
1902,4.17374117489544e-08,4.910283735171106e-09
1903,3.186130115295782e-08,6.480264325148255e-09
1904,3.493506284257819e-08,9.674325340824907e-09
1905,2.631987072732045e-08,1.186974607492175e-08
1906,3.240836221607424e-08,7.716276506641861e-09
1907,4.731415970127273e-08,1.131425531042396e-08
1908,2.7994918383456024e-08,1.080505640516094e-08
1909,2.475442606453271e-08,1.2102164048677366e-08
1910,4.11499598840237e-08,1.1222716866932103e-08
1911,3.2454281040372734e-08,1.0640748726586935e-08
1912,2.6568049094066737e-08,1.6670147928721235e-08
1913,1.96210621083992e-08,1.6969566862812258e-08
1914,3.616241528447972e-08,8.036092680185902e-09
1915,4.005459075528961e-08,1.1780761921542648e-09
1916,2.307367097387214e-08,2.197492410260793e-09
1917,3.61891991929042e-08,1.2063066989753679e-08
1918,2.412139110674616e-08,1.2635013924011673e-08
1919,3.4069039145379065e-08,1.1049418269237776e-08
1920,2.4988365154854364e-08,6.057785384427916e-09
1921,2.9533714140939082e-08,7.572747762196741e-09
1922,3.024953443286904e-08,6.640141769764796e-09
1923,3.8217415010421973e-08,3.078624999375279e-08
1924,2.5783249313349188e-08,1.5469948877466777e-08
1925,2.4195990988573612e-08,2.3096173862313663e-08
1926,6.35329868714507e-08,1.114613823460786e-08
1927,2.4528294062520217e-08,1.5608915049369898e-08
1928,3.427812345080383e-08,1.1426041446327417e-08
1929,4.3447585085232276e-08,1.4482528065684619e-08
1930,2.4158287814657342e-08,1.995684684175103e-08
1931,2.9653927313688655e-08,2.9653927313688655e-08
1932,3.287861005674131e-08,1.8631212128639163e-08
1933,3.670611903316967e-08,1.0323596200123575e-08
1934,1.677421224144382e-08,9.585264137967897e-09
1935,1.9149254626427137e-08,1.4361940969820353e-08
1936,1.6974599503782883e-08,2.0612015205756506e-08
1937,2.2664012888640173e-08,3.777335333410292e-09
1938,2.7226949583791793e-08,7.779128452511941e-09
1939,1.8352860564618823e-08,9.176430282309411e-09
1940,3.803674530900025e-08,7.607348528892999e-09
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,7.58552971547033e-08,9.102635090130207e-09
1943,2.322588166236983e-08,1.4516175816936538e-08
1944,2.5705489292704442e-08,1.2852744646352221e-08
1945,4.574858536443571e-08,8.714016175304096e-09
1946,3.201854070766785e-08,1.3921104269343232e-08
1947,4.172304812755101e-08,3.5762612871081956e-09
1948,3.152847583010043e-08,1.3046265401328583e-08
1949,3.8286334103077024e-08,7.853606653895895e-09
1950,4.2541444145172136e-08,1.1698897850465073e-08
1951,4.691016641800161e-08,2.0256663901818683e-08
1952,4.2179216563908994e-08,6.326882129314981e-09
1953,3.232148060305917e-08,1.2928593307037772e-08
1954,2.7363100230104465e-08,7.818028890937967e-09
1955,2.9095383879962355e-08,1.8771215692936494e-08
1956,1.744228228517386e-08,6.104799332717903e-09
1957,3.3573144264664734e-08,1.236905244894615e-08
1958,2.3162280982091943e-08,9.926692356998501e-09
1959,2.8677767716089875e-08,9.300897829689347e-09
1960,3.8064584373387333e-08,1.1073333361366622e-08
1961,5.141637871020066e-08,1.389631876236308e-08
1962,4.50278889729816e-08,1.331810839388936e-08
1963,5.108181966306802e-08,1.8751554975438012e-08
1964,4.137098486012292e-08,1.4601524378488051e-08
1965,3.447387442179206e-08,1.6963333848707407e-08
1966,5.095948907296588e-08,4.985167390003653e-09
1967,5.2261558636246264e-08,1.429797347185513e-08
1968,4.8058151236318736e-08,1.4372530721118437e-08
1969,4.087582183842642e-08,1.1808570121729645e-08
1970,4.092865424354386e-08,1.609553734738256e-08
1971,4.4704059121158934e-08,1.490135304038631e-08
1972,5.591860130493842e-08,1.7442499333775174e-08
1973,5.402939606824475e-08,6.064523994098181e-09
1974,5.456804430536977e-08,1.012602890426706e-08
1975,6.225513260460502e-08,1.0851811893530794e-08
1976,5.3135799760184454e-08,6.8562320265641574e-09
1977,6.64076367229427e-08,1.4104276857551667e-08
1978,5.4653440884067095e-08,1.3663360221016774e-08
1979,6.554210330023125e-08,1.6385525825057812e-08
1980,5.969408078954075e-08,1.5349906234973787e-08
1981,7.527403766971474e-08,1.138598904049104e-08
1982,9.745778584147047e-08,9.311253101884631e-09
1983,7.515225775023282e-08,1.7682884490000106e-08
1984,6.842829947117934e-08,4.639206629963866e-09
1985,1.0828004803897784e-07,1.4437339324047116e-08
1986,8.572114040816814e-08,8.392279760016663e-09
1987,7.210763897091965e-08,6.721898593298192e-09
1988,1.0434003883119658e-07,1.2592763276586538e-08
1989,8.232183290601824e-08,8.232182935330457e-09
1990,7.628111120538961e-08,1.471135746555774e-08
1991,7.561290260582609e-08,7.619904818234602e-09
1992,1.0028098529346607e-07,1.2672871640972971e-08
1993,8.751947433438545e-08,2.7696036575264316e-09
1994,8.861876921173462e-08,1.160483886764041e-08
1995,1.01399827201476e-07,8.675921314704738e-09
1996,1.1263374233294599e-07,7.473329288743003e-09
1997,1.1124155463448915e-07,1.006927874414032e-08
1998,1.3064673964890972e-07,1.0966697439052098e-08
1999,1.051146298891581e-07,1.0968483010742602e-08
2000,1.241466804913216e-07,1.723032228007071e-08
2001,1.1478774553097537e-07,1.0514908055370142e-08
2002,1.2617917377610866e-07,1.62105191492401e-08
2003,1.3625837880226754e-07,8.333845613606172e-09
2004,1.6297727256642247e-07,1.497629043001325e-08
2005,1.355628569399414e-07,1.8014997493764895e-08
2006,1.4124361769063398e-07,1.647155944972667e-08
2007,1.5019243448932684e-07,2.3966876483427768e-08
2008,1.7285205444750318e-07,3.278228533076799e-08
2009,1.4638351331086596e-07,2.717869729274014e-08
2010,1.4596520259146928e-07,5.196172336852101e-08
2011,1.4837010553492291e-07,5.009403111766453e-08
2012,1.6714881212465116e-07,3.71063549331474e-08
2013,1.5674882547500602e-07,5.0483164093506616e-08
