year,en_ADP attitudes_NOUN,en_ADP latitude_NOUN
1800,2.5153315874604232e-08,1.1570524947046579e-06
1801,1.4287095950749062e-08,6.953053124370001e-07
1802,1.3427040812530322e-08,1.5194934803730575e-06
1803,2.5354410126965377e-08,7.489302333851811e-07
1804,1.2359254952798437e-08,9.44247077638849e-07
1805,0.0,1.663083480707428e-06
1806,0.0,9.019624132022841e-07
1807,8.540865792383556e-09,5.864727654625312e-07
1808,0.0,1.8173913076680037e-06
1809,9.036122072814123e-09,5.783118126601039e-07
1810,2.3401267590372754e-09,1.4415180595861443e-06
1811,0.0,1.9655481082736515e-06
1812,4.5342538612658245e-08,3.8407799252127006e-07
1813,8.627225156487839e-09,1.5874093481915708e-06
1814,6.293354282149721e-09,3.366944611116196e-06
1815,3.236668177919455e-08,2.891423719120212e-06
1816,2.3176038865813098e-08,8.111613851724542e-07
1817,7.784366928831332e-09,9.21669073172815e-07
1818,1.668964877410417e-08,4.4346779759507626e-07
1819,1.5526575580793178e-08,6.158874589212715e-07
1820,1.779972080839798e-08,7.452150043718575e-07
1821,4.930744257336528e-09,6.656504475399672e-07
1822,0.0,6.426419645322312e-07
1823,8.894418535021487e-09,4.2693207547017664e-07
1824,4.210556348027694e-09,6.585310403650624e-07
1825,4.4027217427355936e-09,6.833024031038804e-07
1826,7.0463874735082754e-09,6.429828738330201e-07
1827,1.6591091167583727e-08,8.138851850247875e-07
1828,2.7516904310687096e-09,3.191960900039703e-07
1829,4.6295149047637096e-08,5.263929923060573e-07
1830,1.6698937344017395e-08,3.7676977626688313e-07
1831,1.5591206103948707e-09,3.695115822210937e-07
1832,2.705993873419743e-09,5.371397957532054e-07
1833,8.108539617524002e-09,6.3246613635215e-07
1834,8.401078055442213e-09,8.597103193785927e-07
1835,1.3613558280667348e-08,4.189950786326335e-07
1836,5.376600054063374e-09,3.904755793149306e-07
1837,1.3915782304252389e-08,3.3815351230259694e-07
1838,2.4617431648721322e-08,3.0929592753636825e-07
1839,1.3982950353153e-09,2.824556020186719e-07
1840,8.917564464638872e-09,4.24858229930436e-07
1841,7.0626033910059505e-09,3.839488158519089e-07
1842,0.0,3.414506863919087e-07
1843,7.088293507706567e-09,3.9044680777422514e-07
1844,4.9397050894128824e-09,6.020951919261108e-07
1845,0.0,4.6092681832421434e-07
1846,3.5127007969038004e-09,5.942318797025337e-07
1847,2.1572894581822766e-09,5.533447469119324e-07
1848,4.82713291560799e-09,3.8536612656514535e-07
1849,9.217356655710773e-09,4.7678869918854616e-07
1850,1.0862393651223101e-08,3.700002935147495e-07
1851,0.0,1.7220001624629333e-07
1852,1.2370036550635177e-08,3.3919942965532357e-07
1853,2.388772735173461e-09,3.451776497964687e-07
1854,5.195664454227256e-10,2.8056588857738873e-07
1855,1.0613874223963649e-08,4.2986190607052777e-07
1856,1.3978411317339123e-08,1.090833734451735e-06
1857,9.763018171682347e-10,1.7837034491652304e-06
1858,9.787352039936081e-10,1.5375930579875074e-06
1859,4.073738679721828e-09,4.328347213977679e-07
1860,5.034902272882391e-09,2.9660151312782546e-07
1861,7.073945429425521e-09,3.329470512625221e-07
1862,5.421583626485926e-09,2.015021829393504e-07
1863,3.496234635136375e-09,3.7159978738543487e-07
1864,8.63051052846231e-09,4.507044337742627e-07
1865,0.0,4.019645221120527e-07
1866,0.0,4.641794832949131e-07
1867,2.91168689159349e-09,3.9501884252501895e-07
1868,8.397785578040384e-09,3.635747289898461e-07
1869,1.4650557433881772e-09,4.893286309481937e-07
1870,5.734048791339319e-10,4.0539724110999487e-07
1871,1.4869648623516696e-08,4.046668493629113e-07
1872,4.23313739617015e-09,3.3018473732937537e-07
1873,1.3169209722718733e-08,5.620858045674026e-07
1874,0.0,3.584765577713256e-07
1875,5.721527140956084e-10,4.931956190112885e-07
1876,1.753344314181504e-08,4.316854695929351e-07
1877,8.040260901509555e-09,6.00545648321571e-07
1878,4.831270938865373e-09,6.534293937043856e-07
1879,1.221865097988939e-08,3.488424813458124e-07
1880,9.626769603698904e-09,3.170416031927914e-07
1881,5.5780060570498335e-09,8.555267054788374e-07
1882,1.1314154946262533e-08,4.958262165288829e-07
1883,5.0554711528150165e-09,3.842158089462089e-07
1884,5.941527270181268e-09,4.674001461424382e-07
1885,5.156508553483263e-09,4.0220765962217797e-07
1886,7.098810428374236e-09,4.026961519798533e-07
1887,1.1752064210668323e-08,3.5125613884190443e-07
1888,1.268122939990235e-08,3.265416523845488e-07
1889,8.14467782106476e-09,4.166316056597452e-07
1890,1.0487018364813139e-08,3.886751127613053e-07
1891,1.466070642663908e-08,5.303351002794443e-07
1892,7.522214851007902e-09,3.930357310721888e-07
1893,1.1700991287000306e-08,4.982159120814345e-07
