year,en_ADP oie_NOUN,en_ADP lois_NOUN
1884,1.4523733327109767e-08,5.070103430426798e-07
1885,1.546952527187173e-08,4.982476371484523e-07
1886,2.0005737511041843e-08,4.0011475466172897e-07
1887,2.0239665943222462e-08,5.164379248689954e-07
1888,3.1703073499755874e-09,4.818867225253598e-07
1889,1.3783300722991498e-08,4.122459920097299e-07
1890,7.865263995654459e-09,4.830582769344005e-07
1891,1.0836173736095134e-08,4.430082984896444e-07
1892,7.522214628963297e-09,4.839291536384849e-07
1893,1.2932674486876294e-08,4.2369905006722774e-07
1894,8.192001077489408e-09,5.413022399203271e-07
1895,9.629783193076946e-09,6.776959802223814e-07
1896,2.94851448812139e-09,4.599682559280893e-07
1897,8.740070001067579e-09,4.1020062724328454e-07
1898,3.960848538042683e-09,3.8703146465479676e-07
1899,7.738609753005221e-09,5.527578181840909e-07
1900,8.30568502863116e-09,4.163224538444865e-07
1901,1.620734302321125e-08,4.0574243742597105e-07
1902,7.365425880312415e-09,4.3701525420658527e-07
1903,9.1803746826713e-09,4.212171811346366e-07
1904,4.837162670412454e-09,4.0309687676653994e-07
1905,1.4450125374043665e-08,3.7828364307657125e-07
1906,1.0288368990085672e-08,3.84784992313314e-07
1907,1.2342823652033985e-08,4.834272724352218e-07
1908,1.7680999775393502e-08,4.218883074003088e-07
1909,5.500983557560346e-10,4.257761379022895e-07
1910,1.4963622119168463e-08,3.895885871685323e-07
1911,5.3203743632934675e-09,3.8572713423334903e-07
1912,9.376957876838787e-09,3.5267780651437874e-07
1913,1.0075680734189518e-08,5.021931150928083e-07
1914,6.696743604095445e-09,3.843931022373681e-07
1915,1.6493066468115103e-08,8.965160027685215e-07
1916,1.0987462051303964e-09,9.295392677799441e-07
1917,1.315970976634162e-08,4.101442820925172e-07
1918,4.594550517822427e-09,3.618208568312298e-07
1919,8.287063479883727e-09,3.6739313857836464e-07
1920,1.0601124866838063e-08,3.64981571632228e-07
1921,5.300923255902035e-09,3.271426847195613e-07
1922,3.6889677978990676e-09,2.7814817293858596e-07
1923,7.431163684401554e-09,3.322791766180444e-07
1924,9.024137215263295e-09,2.939290442149911e-07
1925,1.2097995494286806e-08,3.2004697914089775e-07
1926,2.229227691330493e-09,4.581062835740113e-07
1927,1.0034302277972529e-08,3.801885779530778e-07
1928,2.2852082337543322e-08,3.8391497758638593e-07
1929,6.684243603061191e-09,3.810019006955656e-07
1930,1.3654684494213143e-08,3.6657577151544274e-07
1931,1.1405356659111021e-08,3.375985517806157e-07
1932,5.4797681947604815e-09,3.616647110682436e-07
1933,1.1470662641954732e-08,3.922966531622052e-07
1934,1.3179738189705859e-08,4.133645266080066e-07
1935,2.393656828303392e-09,6.426968832684565e-07
1936,2.424942913137329e-09,9.493651331737851e-07
1937,5.0364472592434595e-09,3.412193119167739e-07
1938,9.075650453382877e-09,3.643225336968925e-07
1939,1.3764645423464117e-08,3.1046921744604106e-07
1940,1.2678914806940611e-08,2.434351631386278e-07
1941,2.9515025978810172e-09,4.2796786958732014e-07
1942,0.0,2.57907989631434e-07
1943,5.806470415592457e-09,2.3225881329302922e-07
1944,3.2131861615880553e-09,2.956131197606737e-07
1945,8.714016175304096e-09,2.5488498067716137e-07
1946,2.7842208538686464e-09,2.1160078134130345e-07
1947,2.3841741914054637e-09,2.0384689047858728e-07
1948,3.2615663503321457e-09,2.2069931837620516e-07
1949,9.817008539414473e-09,2.0124866828563626e-07
1950,8.508289184305795e-09,1.54212735026249e-07
1951,5.330700769690111e-09,1.6311945061353583e-07
1952,3.1634410646574906e-09,1.7820719300232213e-07
1953,3.232148326759443e-09,1.723812377285583e-07
1954,4.886268278880834e-09,1.671103699862897e-07
1955,3.754243138587299e-09,2.40271556428695e-07
1956,9.593255967388359e-09,1.299450098635191e-07
1957,1.5903067307476704e-08,1.7670075536102559e-07
1958,9.099467679352102e-09,1.7040821004288276e-07
1959,3.100299128533379e-09,1.7594197798675992e-07
1960,8.997083078554624e-09,1.7440500399423797e-07
1961,8.33779090214648e-09,2.9668640877389407e-07
1962,8.24454354786397e-09,1.47767580949143e-07
1963,1.0345685197421517e-08,3.026112893600441e-07
1964,4.867174663303331e-09,2.5005110332321223e-07
1965,2.73602163147757e-09,2.796214246814088e-07
1966,3.323444985880997e-08,2.49258365947469e-07
1967,1.7256174267288316e-08,1.903109527745528e-07
1968,1.4372530721118437e-08,1.9627487002349397e-07
1969,9.083515217778171e-09,2.3844227814429075e-07
1970,1.3796175091229657e-08,2.0970186156987758e-07
1971,1.6956711590410123e-08,1.9217606039845236e-07
1972,1.1799337673590315e-08,1.5236535633178505e-07
1973,1.047508757512361e-08,1.9957797325886872e-07
1974,1.4626486743996026e-08,2.075835960901884e-07
1975,1.4849848462006321e-08,1.7420014941649242e-07
1976,9.141642998145016e-09,1.5540792985824226e-07
1977,1.1753563455840776e-08,2.7091963056280477e-07
1978,2.1386129422928946e-08,2.7742562380694835e-07
1979,1.2289143924704149e-08,2.2003419264393642e-07
1980,8.527726080842513e-09,2.1944681027896706e-07
1981,9.48832401537203e-09,1.9419436347867247e-07
1982,1.1173504455008754e-08,2.5636985623300745e-07
1983,8.209910973278056e-09,1.2504325996864907e-07
1984,8.69851302098823e-09,1.9310698240460056e-07
1985,4.812446441349039e-09,1.7024029297374454e-07
1986,1.1988970816112499e-08,2.0081526774795577e-07
1987,9.777306964053878e-09,1.607144803905669e-07
1988,5.99655392008458e-09,1.8889144803857505e-07
1989,6.585746614717891e-09,1.800104126870039e-07
1990,1.0897301727652575e-08,1.39485469397016e-07
1991,4.68917216167597e-09,1.395028723649716e-07
1992,8.264916362410446e-09,1.5538043163232373e-07
1993,4.4313659408601325e-09,2.0661243782527094e-07
1994,9.494867947434926e-09,1.835674501293738e-07
1995,7.591431483433553e-09,1.583355659917629e-07
1996,8.007138063703678e-09,1.7775846528067518e-07
1997,1.054876808126437e-08,2.0522149046797722e-07
1998,7.629006759657386e-09,1.883410991609935e-07
1999,6.8553016596695215e-09,1.6818340142776833e-07
2000,1.060327570190367e-08,1.6744338715568574e-07
2001,5.695575122643959e-09,1.6429543636675703e-07
2002,1.3581786362237835e-08,1.7919196260152148e-07
2003,1.1250691767106247e-08,1.8001106383280785e-07
2004,9.690541008522402e-09,1.907274564949546e-07
2005,8.557123898356167e-09,1.8690560121825683e-07
2006,1.1530091548195287e-08,1.6924527912465237e-07
2007,1.0385647009059085e-08,1.81349362637917e-07
2008,1.1920831433087642e-08,1.3921828023732985e-07
2009,8.105927484791664e-09,1.4829079275635593e-07
2010,4.251413721068076e-09,1.322662024350052e-07
2011,7.647943611743813e-09,9.712888959789723e-08
2012,1.1234033758800166e-08,1.092765087307157e-07
2013,9.483025031897796e-09,1.1323847970423628e-07
2014,9.094869662940042e-09,1.069729897995586e-07
2015,1.2634479421014255e-08,1.1969507140996427e-07
2016,1.0356700386182638e-08,1.3836551204793324e-07
2017,1.1068689659277098e-08,1.1018377721327965e-07
2018,1.290733386838383e-08,9.319094984583387e-08
2019,8.163161147045628e-09,1.0305990727488279e-07
