year,mon_DET art_NOUN,mon_DET lard_NOUN
1800,4.62192190298083e-07,0.0
1801,4.857612598829775e-07,1.4287095950749062e-08
1802,5.616978739908518e-07,0.0
1803,8.132914706138195e-07,3.900678446910888e-09
1804,9.318878211317383e-07,9.887403784603066e-09
1805,5.628897792320231e-07,2.2743021688143017e-08
1806,6.570205428602094e-07,2.0171682990621775e-08
1807,4.5551283189837477e-07,5.693910232196231e-09
1808,4.6454516855476413e-07,0.0
1809,5.512034491061968e-07,2.259030518203531e-09
1810,7.511806749960215e-07,4.680253518074551e-09
1811,6.317833203262069e-07,2.5070767684098882e-09
1812,6.267939367532449e-07,0.0
1813,8.109591576044295e-07,0.0
1814,8.05549368543268e-07,0.0
1815,3.452446240004292e-07,0.0
1816,2.294427776661223e-07,2.3176038865813098e-09
1817,6.414318249881035e-07,3.113746815941454e-09
1818,3.385614242290558e-07,4.768470951432846e-09
1819,4.771834039019041e-07,1.035105001712111e-09
1820,6.312968103827643e-07,2.3732962262101864e-09
1821,6.95234909642295e-07,9.86148829262845e-10
1822,5.81485721795616e-07,1.0025615893027862e-09
1823,5.761606370890959e-07,4.941343334508019e-09
1824,5.709514461216258e-07,0.0
1825,5.529818380978213e-07,2.641632912414593e-09
1826,4.6065758851909777e-07,0.0
1827,4.027948388163338e-07,9.217273055917019e-10
1828,4.29263693035864e-07,9.172301251858528e-10
1829,4.115124605519327e-07,0.0
1830,5.458465146546132e-07,0.0
1831,4.646179385670024e-07,0.0
1832,4.0995807548682706e-07,0.0
1833,6.150906965984859e-07,0.0
1834,3.957841023805031e-07,1.8669061851994684e-09
1835,5.279035306671176e-07,2.2689263801112247e-09
1836,5.094328638932666e-07,2.016224964762614e-09
1837,3.3954507294708947e-07,6.957890930081589e-10
1838,4.267021349591005e-07,1.8936485712828244e-09
1839,2.684726539969873e-07,2.0974426639952526e-09
1840,3.78996487526706e-07,1.2739377330817092e-09
1841,3.781703159511096e-07,2.5682194149112547e-09
1842,4.5414954419342735e-07,3.3541325272778977e-09
1843,3.6091227784140756e-07,4.7255288571079745e-09
1844,2.755257848541248e-07,1.6465684371524958e-09
1845,3.4430005602104075e-07,7.254296274794569e-09
1846,2.968232255540215e-07,0.0
1847,2.3891980394097345e-07,1.0786447290911383e-09
1848,2.308978608311918e-07,1.6090443422100975e-09
1849,1.6172270367320607e-07,9.217356655710773e-09
1850,2.600185489143314e-07,5.431196825611551e-09
1851,2.405640655567254e-07,5.159551008659946e-09
1852,3.05995646820989e-07,1.3021090872200602e-09
1853,2.4425201505806626e-07,6.569124799682413e-09
1854,3.0394637207109554e-07,5.7152309551611324e-09
1855,4.0279652679942046e-07,5.306937111981824e-10
1856,2.842276991543713e-07,1.0354378465748937e-09
1857,3.3194262449853795e-07,2.9289055625270066e-09
1858,3.513659239118283e-07,9.787352039936081e-10
1859,3.8293143322931655e-07,1.018434669930457e-09
1860,3.240646293534155e-07,2.288591982591015e-09
1861,3.070092322587925e-07,3.3011746669586728e-09
1862,3.406561730479041e-07,9.035972858839614e-09
1863,3.4313044583456076e-07,7.991393324857654e-09
1864,2.881631520068595e-07,5.274200631788517e-09
1865,2.913536594206789e-07,8.47231973466478e-09
1866,2.6031029065620714e-07,3.8924903300596725e-09
1867,2.5234619549507897e-07,3.88224918879132e-09
1868,2.2772820074123956e-07,2.9639244392143382e-09
1869,3.7944943098722206e-07,1.4650557433881772e-09
1870,2.4713749802174334e-07,3.4404292748035914e-09
1871,2.1985836617943733e-07,1.6993883633631413e-08
1872,2.2435628199701796e-07,6.047339518033823e-09
1873,2.5859539132255804e-07,1.1972008939764578e-09
1874,2.437640485020154e-07,6.572069999322139e-09
1875,3.2212196821035377e-07,1.0298748520654044e-08
1876,3.343446195458455e-07,4.836811839936672e-09
1877,2.4677415888518794e-07,2.4739263970730008e-09
1878,2.451869975939047e-07,6.039088673581716e-10
1879,2.5170419426512325e-07,6.720257683667796e-09
1880,3.2281767747832646e-07,7.059631101924424e-09
1881,2.3776251412144234e-07,1.2550513517339823e-08
1882,3.281104981045502e-07,0.0
1883,3.2797369975412494e-07,8.847074184359371e-09
1884,2.0531277389324032e-07,4.621187876807653e-09
1885,1.8756799446961736e-07,3.2228177904158883e-09
1886,2.749175616045818e-07,5.162771099520569e-09
1887,2.141487260853836e-07,7.834709769838355e-09
1888,2.098743472345177e-07,7.60873763994141e-09
1889,1.7918291117524632e-07,6.891650361495749e-09
1890,2.038414184113435e-07,1.9663159989136147e-09
1891,2.473197344698974e-07,1.2748440081367107e-09
1892,2.59516411027505e-07,2.5074049503359674e-09
1893,1.601188315270008e-07,1.2316833108982905e-09
1894,2.444997271311422e-07,0.0
1895,2.3773527324522092e-07,1.2037228991346183e-09
1896,2.8895442749643507e-07,5.89702897624278e-10
1897,2.0043894188859213e-07,4.078699600285063e-09
1898,2.3538756011021178e-07,1.6975064687230201e-09
1899,1.945707559514176e-07,2.7637891975018647e-09
1900,2.865461370404887e-07,2.07642125715779e-09
1901,1.8666387813226493e-07,7.824234593556412e-09
1902,1.58111137738004e-07,0.0
1903,1.8684762626008933e-07,3.2401321625741275e-09
1904,2.6335663871890347e-07,1.0749250378694342e-09
1905,2.8590605971601235e-07,5.160758931310738e-09
1906,2.2274319366744066e-07,6.173021205313489e-09
1907,2.437707724567417e-07,2.5714217422034835e-09
1908,2.971390353767589e-07,4.4202499438483756e-09
1909,2.9870340279014584e-07,1.6502950117569526e-09
1910,2.581224720632491e-07,1.068830135508847e-09
1911,2.5803814596159214e-07,5.320374141248863e-10
1912,2.8599722057265353e-07,1.0418842455450772e-09
1913,2.7893726706196276e-07,5.30298971401777e-10
1914,2.6586072987555553e-07,1.0714789944188396e-08
1915,1.5786220675106932e-07,0.0
1916,1.6481193565454078e-07,1.2086208478478966e-08
1917,1.4037023632340606e-07,1.0966424435210342e-09
1918,2.51551639074421e-07,2.2972752589112133e-09
1919,2.64265241689543e-07,0.0
1920,2.536697554234024e-07,0.0
1921,3.7030735988707875e-07,1.5145494858259667e-09
1922,3.6373221234953235e-07,0.0
1923,4.235763229054612e-07,5.307974060286824e-09
1924,4.4733937354379805e-07,6.445812328337297e-09
1925,3.629398790394589e-07,1.3197813508725176e-08
1926,3.722810362205564e-07,4.458455382660986e-09
1927,3.9245271787891056e-07,7.804457524684949e-09
1928,3.1535873912247325e-07,5.713020723163709e-09
1929,3.364402623162732e-07,1.1140406375176326e-09
1930,2.804462209127223e-07,2.100720708497761e-09
1931,3.0110140603056834e-07,3.4216069977333063e-09
1932,2.88235798784342e-07,2.1919073223131136e-09
1933,2.1794257887286506e-07,1.1470662197865522e-09
1934,2.3963160522555427e-07,2.3963160344919743e-09
1935,1.9987034249879798e-07,1.196828414151696e-09
1936,3.0311786458625534e-07,0.0
1937,2.568588080009704e-07,2.5182236296217297e-09
1938,3.020894894234516e-07,2.5930428915188486e-09
1939,2.278813466816132e-07,4.588215141154706e-09
1940,2.053984160532707e-07,0.0
1941,1.8299316550951517e-07,0.0
1942,4.3996070075991156e-07,9.102635090130207e-09
1943,3.8613026998035593e-07,5.806470415592457e-09
1944,4.177142063355177e-07,0.0
1945,2.614204905881934e-07,2.178504043826024e-09
1946,4.5661221825810117e-07,2.7842208538686464e-09
1947,3.623944859754147e-07,1.1920870957027319e-09
1948,3.652954343458248e-07,5.435944139264848e-09
1949,3.0236385217818906e-07,2.945102384188658e-09
1950,3.254420715137485e-07,5.317680518146517e-09
1951,2.2495557194801563e-07,4.264560704569931e-09
1952,3.026358683655417e-07,0.0
1953,2.6503616012973907e-07,4.3095309543161875e-09
1954,3.11743910685891e-07,9.772536113672459e-10
1955,2.9189238981430776e-07,3.754243138587299e-09
1956,2.607621301109475e-07,1.744228317335228e-09
1957,2.791871915874822e-07,1.7670075402875796e-09
1958,3.788687443773142e-07,8.272243445794913e-10
1959,3.115800715214334e-07,3.8753737996444215e-09
1960,3.820300129575571e-07,2.076250060767393e-09
1961,3.1544643341874234e-07,1.3896318540318475e-09
1962,2.9743776686075307e-07,8.8787386332001e-09
1963,3.4787365787991575e-07,2.5864212993553792e-09
1964,2.7864575669056535e-07,4.867174663303331e-09
1965,3.3105863650462197e-07,2.73602163147757e-09
1966,2.547974329303315e-07,2.215629901769489e-09
1967,3.32797643665117e-07,2.465167847631733e-09
1968,4.486924316537966e-07,4.491415683816058e-09
1969,3.024810566465419e-07,5.904285060864822e-09
1970,3.021362200428257e-07,3.219107425067591e-09
1971,3.858936494793852e-07,1.0276794970565106e-09
1972,3.175560800983135e-07,5.130146862875051e-10
1973,2.651851085389012e-07,2.7566018356850464e-09
1974,1.9576989629399577e-07,5.625571675160757e-10
1975,2.2103428554132165e-07,2.8557400888473694e-09
1976,2.3768272416901937e-07,1.7140580066410394e-09
1977,2.4917554330983194e-07,2.3507127355770763e-09
1978,3.1485134366349143e-07,3.5643548113029055e-09
1979,2.633388045403251e-07,2.3407893401383717e-09
1980,2.9051119554424076e-07,3.97960553399912e-09
1981,2.0178503468137876e-07,6.325549528618524e-10
1982,2.5388684132821027e-07,3.1037510339615437e-09
1983,2.1787839887821292e-07,5.68378455412244e-09
1984,2.783523997962334e-07,4.059305780401701e-09
1985,2.5927055524732623e-07,1.8046674155058895e-09
1986,2.9372979781783215e-07,1.1988970927134801e-09
1987,2.9454136196704894e-07,1.2221633705067347e-09
1988,2.968294241512126e-07,0.0
1989,2.612346099439833e-07,2.1952488715726304e-09
1990,2.1522171467225348e-07,1.089730194969718e-09
1991,2.9776243160029026e-07,2.344586080837985e-09
1992,3.0910786819049463e-07,2.7549720282848966e-09
1993,2.6975940770057605e-07,4.4313659408601325e-09
1994,2.600538779873318e-07,1.0549853213248639e-09
1995,2.808829542289004e-07,3.795715741716776e-09
1996,2.717088918302579e-07,1.067618438099771e-09
1997,2.3111391556085437e-07,2.3974471297094624e-09
1998,2.884718135476305e-07,2.3840645013706308e-09
1999,2.4084960426051794e-07,3.1991407301035224e-09
2000,2.845212327962088e-07,1.3254094488601709e-09
2001,2.655014377239695e-07,1.7524847129024579e-09
2002,2.7251198098099394e-07,4.381221607729913e-09
2003,3.4043759544744034e-07,1.2500769308587678e-09
2004,3.1274018574833917e-07,8.809582507929292e-10
2005,2.9904896070576115e-07,1.3511248786457486e-09
2006,3.6731578312299007e-07,3.706100981659688e-09
2007,2.9319479377676316e-07,3.595031605740928e-09
2008,3.039811904415046e-07,2.1287198670449925e-09
